x,y,Ind,Men,Men_1ind,Men_5ind,Men_coll,Men_fmp,Men_mais,Men_pauv,Men_prop,Men_surf,imputed
0,5,2,0.8,0.2,0.1,0,0,0.8,0.1,0.8,100.5,1
0,6,10,4.2,0.9,0.4,0,0.2,4.2,0.7,4,502.4,1
0,15,7,2.9,0.9,0.2,0,0.1,2.9,0.7,2.7,329,1
0,37,4,1.6,0.4,0.3,0,0.1,1.6,0.2,1.4,209.4,1
0,38,5,1.6,0.3,0.3,0,0.1,1.6,0.2,1.2,182.4,1
0,43,4,1.3,0.2,0.3,0,0.1,1.3,0.2,1,145.9,1
0,51,4,1.6,0.4,0.1,0,0.3,1.6,0.5,1.2,182.6,1
0,68,2,0.9,0.4,0,0,0,0.9,0.1,0.8,120.8,1
0,70,1,0.5,0.2,0,0,0,0.5,0,0.4,60.4,1
0,85,5,2,0.6,0.2,0,0.1,2,0.5,1.6,256.3,1
0,88,2,0.8,0.2,0.1,0,0.1,0.8,0.2,0.7,96.5,1
0,91,1,0.4,0.1,0,0,0,0.4,0.1,0.3,48.3,1
0,94,1,0.4,0.1,0,0,0,0.4,0.1,0.3,48.3,1
0,101,7,2.8,0.4,0.2,0,0,2.8,0.4,2.4,357.5,1
0,102,6,2.4,0.4,0.2,0,0,2.4,0.4,2,306.4,1
0,113,2,0.6,0.1,0.1,0,0,0.6,0.1,0.6,75.3,1
1,0,5,2.1,0.4,0.2,0,0.1,2.1,0.3,2,251.2,1
1,5,2,0.8,0.2,0.1,0,0,0.8,0.1,0.8,100.5,1
1,15,16,6.6,2,0.5,0,0.3,6.6,1.5,6.1,752,1
1,16,1,0.4,0.1,0,0,0,0.4,0.1,0.4,47,1
1,19,4,1.7,0.5,0.1,0,0.1,1.7,0.4,1.5,188,1
1,32,1,0.4,0.1,0.1,0,0,0.4,0,0.3,52.4,1
1,38,6,1.9,0.3,0.4,0,0.1,1.9,0.2,1.4,218.9,1
1,39,1,0.3,0.1,0.1,0,0,0.3,0,0.2,36.5,1
1,42,3,1,0.2,0.2,0,0,1,0.1,0.7,109.4,1
1,51,3,1.2,0.3,0.1,0,0.2,1.2,0.3,0.9,136.9,1
1,56,9,3.6,0.8,0.2,0,0.7,3.6,1,2.7,410.8,1
1,60,4,1.5,0.2,0.1,0,0.1,1.5,0.1,1.4,200.1,1
1,66,13,4.8,0.8,0.2,0,0.2,4.8,0.4,4.6,650.2,1
1,68,2,0.9,0.4,0,0,0,0.9,0.1,0.8,120.8,1
1,69,4,1.9,0.8,0,0,0,1.9,0.1,1.5,241.6,1
1,86,4,1.6,0.5,0.2,0,0.1,1.6,0.4,1.3,205,1
1,90,5,1.9,0.6,0.1,0,0.1,1.9,0.4,1.7,241.3,1
1,96,8,3,0.9,0.2,0,0.2,3,0.7,2.7,386.1,1
1,103,1,0.4,0.1,0,0,0,0.4,0.1,0.3,51.1,1
1,107,3,1.2,0.2,0.1,0,0,1.2,0.2,1,153.2,1
1,111,3,0.9,0.2,0.2,0,0,0.9,0.2,0.9,113,1
1,112,10,3.1,0.6,0.6,0,0,3.1,0.6,3.1,376.7,1
2,15,17,6.7,1.8,0.6,0,0.6,6.7,0.6,5.6,855.6,1
2,20,5,2.1,0.6,0.2,0,0.1,2.1,0.5,1.9,235,1
2,44,6,2.3,0.5,0.3,0.1,0.1,2.2,0.4,1.9,247.2,1
2,45,2,0.8,0.2,0.1,0.1,0,0.7,0.1,0.6,82.4,1
2,51,3,1.4,0.4,0.1,0,0.1,1.4,0.2,1,161.7,1
2,59,8,3,0.5,0.2,0,0,3,0.5,2.5,402.2,1
2,60,7,2.6,0.4,0.2,0,0,2.6,0.4,2.2,352,1
2,61,2,0.8,0.1,0.1,0,0,0.8,0.1,0.6,100.6,1
2,62,2,0.8,0.1,0.1,0,0,0.8,0.1,0.6,100.6,1
2,68,5,2,0.5,0.2,0,0.1,2,0.6,1.7,200.2,1
2,69,2,0.8,0.2,0.1,0,0,0.8,0.2,0.7,80.1,1
2,70,5,2,0.5,0.2,0,0.1,2,0.6,1.7,200.2,1
2,93,4,1.6,0.7,0.2,0,0,1.6,0.3,1.3,176.1,1
2,94,7,2.8,1.2,0.3,0,0,2.8,0.5,2.2,308.2,1
2,95,14,5.6,2.3,0.7,0,0,5.6,0.9,4.4,616.5,1
2,97,5,2,0.8,0.2,0,0,2,0.3,1.6,220.2,1
2,98,2,0.9,0.2,0.1,0,0.1,0.9,0.2,0.8,114.6,1
2,99,5,2.3,0.6,0.2,0,0.2,2.3,0.6,1.9,286.5,1
2,103,2,0.9,0.2,0.1,0,0.1,0.9,0.2,0.8,114.6,1
2,108,4,1.5,0.4,0.2,0,0.1,1.5,0.2,1.4,194.7,1
2,116,3,1.1,0.3,0.2,0,0,1.1,0.1,1,146,1
2,117,2,0.7,0.2,0.1,0,0,0.7,0.1,0.7,97.4,1
2,120,2,1,0.6,0.1,0,0.1,1,0.1,0.8,108.7,1
3,37,2,0.8,0.2,0.1,0,0,0.8,0.1,0.7,104.7,1
3,38,2,0.8,0.2,0.1,0.1,0,0.7,0.1,0.6,82.4,1
3,43,20,7.7,1.7,1.1,0.4,0.2,7.3,1.3,6.2,823.9,1
3,46,4,1.5,0.3,0.2,0.1,0,1.4,0.3,1.2,164.8,1
3,49,2,1,0.3,0.1,0,0.1,1,0.1,0.7,107.8,1
3,57,6,2.9,0.8,0.2,0,0.2,2.9,0.4,2.1,323.4,1
3,61,3,1.1,0.2,0.1,0,0,1.1,0.2,0.9,150.8,1
3,62,7,2.6,0.4,0.2,0,0,2.6,0.4,2.2,352,1
3,69,2,0.8,0.2,0.1,0,0,0.8,0.2,0.7,80.1,1
3,74,6,2.4,0.6,0.2,0,0.1,2.4,0.8,2,240.2,1
3,91,5,1.6,0.1,0.2,0,0.1,1.6,0.2,1.4,211.7,1
3,94,35,16,6,1,0,3,16,4,7,1613,0
3,95,50,16,2,1,0,3,16,2,12,1827,0
3,96,15,6,2.5,0.8,0,0,6,1,4.8,660.5,1
3,102,2,0.9,0.2,0.1,0,0.1,0.9,0.2,0.8,114.6,1
3,112,8,2.9,0.8,0.5,0,0.1,2.9,0.4,2.7,389.4,1
3,113,2,0.7,0.2,0.1,0,0,0.7,0.1,0.7,97.4,1
3,117,1,0.4,0.1,0.1,0,0,0.4,0,0.3,48.7,1
4,7,3,1.3,0.3,0,0,0.2,1.3,0.2,1.1,119.7,1
4,38,4,1.5,0.3,0.2,0.1,0,1.4,0.3,1.2,164.8,1
4,43,41,14,2,1,0,1,14,3,11,1554,0
4,44,21,8.1,1.7,1.2,0.4,0.2,7.7,1.3,6.6,865,1
4,45,6,2.3,0.5,0.3,0.1,0.1,2.2,0.4,1.9,247.2,1
4,62,2,0.8,0.1,0.1,0,0,0.8,0.1,0.6,100.6,1
4,65,9,3.3,0.3,0,0,0.3,3.3,0.3,2.8,461.1,1
4,74,5,2,0.5,0.2,0,0.1,2,0.6,1.7,200.2,1
4,75,3,1.2,0.3,0.1,0,0.1,1.2,0.4,1,120.1,1
4,91,4,1.2,0.1,0.2,0,0.1,1.2,0.2,1.2,169.3,1
4,92,2,0.6,0,0.1,0,0,0.6,0.1,0.6,84.7,1
4,94,7,2.8,1.2,0.3,0,0,2.8,0.5,2.2,308.2,1
4,96,3,1.2,0.5,0.2,0,0,1.2,0.2,1,132.1,1
4,106,2,0.9,0.2,0.1,0,0.1,0.9,0.2,0.8,114.6,1
4,111,6,2.2,0.6,0.4,0,0.1,2.2,0.3,2,292.1,1
4,117,4,1.5,0.4,0.2,0,0.1,1.5,0.2,1.4,194.7,1
5,7,2,0.9,0.2,0,0,0.1,0.9,0.1,0.7,79.8,1
5,33,3,1.2,0.3,0.2,0,0.1,1.2,0.1,1,157.1,1
5,34,1,0.4,0.1,0.1,0,0,0.4,0,0.3,52.4,1
5,40,1,0.4,0.1,0.1,0,0,0.4,0.1,0.3,41.2,1
5,43,39,14,3,1,0,2,14,2,12,1701,0
5,44,2,0.8,0.2,0.1,0.1,0,0.7,0.1,0.6,82.4,1
5,48,2,1,0.3,0.1,0,0.1,1,0.1,0.7,107.8,1
5,58,1,0.4,0.1,0,0,0,0.4,0.1,0.3,50.3,1
5,87,2,0.8,0.2,0.1,0,0,0.8,0.2,0.6,102.5,1
5,89,4,1.2,0.1,0.2,0,0.1,1.2,0.2,1.2,169.3,1
5,96,1,0.4,0.2,0,0,0,0.4,0.1,0.3,44,1
5,98,1,0.5,0.1,0,0,0,0.5,0.1,0.4,57.3,1
5,99,1,0.5,0.1,0,0,0,0.5,0.1,0.4,57.3,1
5,112,5,1.8,0.5,0.3,0,0.1,1.8,0.2,1.7,243.4,1
5,119,2,1,0.6,0.1,0,0.1,1,0.1,0.8,108.7,1
6,0,3,1.3,0.3,0,0,0.2,1.3,0.2,1.1,119.7,1
6,7,4,1.7,0.4,0.1,0,0.2,1.7,0.3,1.5,159.6,1
6,9,5,2,0.5,0.2,0,0.2,2,0.2,1.6,251.6,1
6,37,2,0.8,0.2,0.1,0,0,0.8,0.1,0.7,104.7,1
6,40,7,2.7,0.6,0.4,0.1,0.1,2.6,0.4,2.2,288.3,1
6,43,38,12,2,3,0,1,12,3,8,1195,0
6,44,23,8.9,1.9,1.3,0.4,0.2,8.5,1.5,7.2,947.4,1
6,85,4,1.6,0.5,0.2,0,0.1,1.6,0.4,1.3,205,1
6,86,4,1.6,0.5,0.2,0,0.1,1.6,0.4,1.3,205,1
6,93,4,1.6,0.7,0.2,0,0,1.6,0.3,1.3,176.1,1
6,100,2,0.9,0.2,0.1,0,0.1,0.9,0.2,0.8,114.6,1
6,105,2,0.9,0.2,0.1,0,0.1,0.9,0.2,0.8,114.6,1
6,107,2,0.9,0.2,0.1,0,0.1,0.9,0.2,0.8,114.6,1
6,109,5,1.8,0.5,0.3,0,0.1,1.8,0.2,1.7,243.4,1
6,112,1,0.4,0.1,0.1,0,0,0.4,0,0.3,48.7,1
6,118,1,0.5,0.3,0,0,0,0.5,0.1,0.4,54.4,1
6,124,4,2.1,1.2,0.1,0,0.1,2.1,0.3,1.6,217.5,1
7,7,2,0.9,0.2,0,0,0.1,0.9,0.1,0.7,79.8,1
7,11,2,0.8,0.2,0.1,0,0.1,0.8,0.1,0.7,100.7,1
7,12,8,3.2,0.8,0.3,0,0.3,3.2,0.3,2.6,402.6,1
