x,y,0_5,100_,10_15,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,m,pop
13,67,37,0,40,46,45,66,45,55,50,58,86,95,49,96,115,144,91,35,30,11,0,589,608,1197
13,69,7,0,6,3,10,3,4,0,7,6,19,16,3,25,27,30,14,18,6,3,0,102,98,200
13,70,105,3,110,100,142,149,147,143,158,155,172,188,116,181,205,247,242,131,62,45,3,1409,1348,2757
13,71,87,0,66,65,53,94,102,98,63,84,67,74,89,78,75,74,60,17,13,3,0,609,675,1284
14,63,68,0,106,101,78,75,75,65,89,111,107,128,72,97,91,98,70,36,21,0,6,745,750,1495
14,64,53,0,91,94,51,61,56,48,89,89,100,122,69,108,105,129,92,44,20,16,3,712,727,1439
14,65,427,3,491,464,346,398,422,483,437,521,602,746,458,783,857,948,686,372,217,102,44,4823,5003,9826
14,66,137,3,255,200,150,151,165,141,215,268,285,371,164,420,522,543,409,246,133,52,12,2379,2461,4840
14,67,755,0,943,818,751,797,856,872,841,1064,1190,1254,873,1338,1476,1456,1208,683,410,209,58,8815,9141,17956
14,68,393,3,424,379,305,408,436,432,401,472,539,636,401,604,718,710,585,317,223,94,26,4138,4312,8450
14,69,392,0,440,360,365,362,483,419,456,440,432,478,450,527,578,555,463,227,147,71,16,3788,3943,7731
14,70,365,0,403,328,301,366,417,391,416,432,388,345,428,376,358,372,271,203,110,63,24,3072,3226,6298
14,71,207,0,277,224,150,238,291,249,261,268,288,271,268,221,234,209,196,105,49,20,3,1976,2062,4038
15,62,827,6,1311,1159,634,453,702,845,1067,1354,1265,1180,1087,877,784,870,800,457,171,94,9,7818,8151,15969
15,63,13044,61,13224,11683,13637,19254,19575,17577,15853,15700,15244,14830,12986,13095,12060,11846,9314,5758,3231,1701,490,122086,118127,240213
15,64,9957,39,9572,8585,9345,13743,14672,12090,10620,10511,9929,9481,9762,7926,6390,6112,5124,3186,1968,882,256,78202,81892,160094
15,65,1957,6,2389,2024,1311,1407,1916,1989,2093,2371,2255,2098,2243,1749,1527,1618,1219,711,379,148,36,15510,15979,31489
15,66,1362,12,1640,1522,1255,1500,1545,1292,1459,1818,1834,1861,1498,1610,1629,1846,1558,1032,596,225,55,13613,13494,27107
15,67,1413,3,1541,1403,1009,1336,1500,1351,1429,1555,1639,1590,1588,1554,1404,1338,1111,670,448,176,36,11993,12075,24068
15,68,456,9,459,457,395,436,480,496,447,462,506,493,500,436,485,459,440,262,161,71,15,3829,4059,7888
15,69,87,0,105,98,93,101,90,91,112,112,163,174,110,173,136,183,124,93,55,22,3,994,1125,2119
15,70,46,0,41,33,35,58,49,31,37,58,65,59,32,75,65,88,80,37,12,13,3,423,474,897
15,71,6,0,0,3,12,6,6,6,6,6,9,9,3,6,16,6,22,12,0,0,0,67,74,141
15,72,0,0,3,0,3,0,0,3,9,0,0,0,0,0,6,6,0,0,0,0,0,12,20,32
15,73,9,0,9,16,6,6,3,9,12,14,14,6,9,3,12,9,9,7,0,3,0,72,91,163
15,74,12,0,12,8,14,6,12,15,16,16,22,17,12,22,17,10,6,6,3,3,0,117,109,226
16,59,41,0,61,53,30,33,32,43,56,72,74,72,53,62,126,161,94,50,33,13,0,566,588,1154
16,60,2132,19,2384,2166,2074,2517,2579,2435,2344,2555,2611,2499,2288,2532,2557,2670,2145,1317,807,396,103,20821,20335,41156
16,61,1146,6,1249,1181,728,812,1117,1070,1178,1277,1305,1270,1267,1192,1116,1236,1039,552,279,128,33,9436,9828,19264
16,62,2778,12,3473,3234,2292,2654,2768,2896,3052,3623,3476,3054,3206,2508,2246,2564,2349,1563,855,371,103,24993,24178,49171
16,63,8357,23,8659,7721,10285,13210,12122,10248,9691,9882,9616,8736,8522,7177,6297,6046,4915,3035,1787,802,240,73043,74314,147357
16,64,16819,38,15671,14512,17088,22834,22838,19017,17143,16540,15539,14456,16095,12170,10405,10142,7871,5025,3149,1541,420,129153,130195,259348
16,65,2214,3,2326,2037,1532,1727,2327,2236,2149,2301,2134,1926,2417,1529,1372,1484,1310,761,353,141,30,15803,16508,32311
16,66,979,0,981,830,737,925,1046,1007,955,935,1076,1127,1008,1014,900,854,704,391,214,102,24,7636,8195,15831
16,67,2297,14,2036,2008,2263,2695,2575,2119,2023,2213,2357,2401,2128,2096,1897,1826,1629,1144,695,314,74,18272,18550,36822
16,68,333,0,337,325,249,321,371,311,319,393,430,384,365,396,433,398,283,168,108,51,6,2881,3097,5978
16,69,93,0,152,124,112,128,128,123,115,124,145,193,113,111,165,154,90,63,42,20,3,1064,1166,2230
16,70,239,3,302,291,277,291,319,277,285,317,350,360,297,304,325,375,291,245,130,41,14,2546,2756,5302
16,71,62,0,43,38,33,34,57,43,42,45,78,72,53,101,96,106,68,39,15,18,9,477,563,1040
16,72,22,0,39,34,18,18,27,21,41,44,50,77,16,84,76,91,81,49,27,9,0,406,439,845
16,73,290,3,322,337,292,304,357,225,278,333,402,348,277,352,338,319,269,179,110,63,12,2666,2717,5383
16,74,166,3,140,139,133,161,182,196,166,178,209,193,128,187,169,190,178,86,44,17,6,1336,1537,2873
16,75,35,0,53,48,38,31,75,50,50,65,51,84,59,103,106,78,65,36,26,9,6,510,538,1048
16,76,3,0,3,6,3,3,0,3,3,6,3,12,3,3,6,3,6,6,0,3,0,37,28,65
17,53,8,0,12,18,3,4,5,20,13,16,16,21,14,34,51,62,46,11,6,0,0,186,186,372
17,54,6524,18,6245,5993,7083,9537,8626,7164,6781,6990,7360,7066,6438,6147,5679,5309,4536,2914,1759,864,248,57466,55795,113261
17,55,1436,12,1928,1793,1097,1106,1453,1483,1770,2085,2089,1988,1783,1738,1762,2077,1744,989,594,286,79,14770,14527,29297
17,56,88,0,105,93,87,84,113,97,95,115,145,232,72,258,301,342,338,169,77,34,16,1424,1416,2840
17,57,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
17,58,221,0,273,294,145,112,197,181,254,295,312,355,243,354,334,409,375,175,106,31,6,2350,2329,4679
17,59,2224,12,2285,2073,1957,2384,2432,2180,2122,2204,2404,2319,2293,2271,2243,2295,1936,1204,753,343,104,18986,19051,38037
17,60,584,6,628,514,456,493,677,568,548,573,610,619,652,576,566,512,386,218,154,69,27,4579,4827,9406
17,61,291,3,330,284,192,270,370,267,270,280,326,415,290,400,341,365,283,156,113,45,11,2541,2700,5241
17,62,670,3,802,691,579,706,786,658,678,789,840,818,732,775,767,737,552,319,215,82,26,6004,6190,12194
17,63,1160,0,1368,1143,799,910,1100,1279,1317,1307,1292,1263,1302,995,1078,1023,853,478,295,116,25,9350,9622,18972
17,64,1607,3,1834,1501,1006,993,1467,1601,1694,1766,1746,1524,1790,1213,1142,1176,1044,541,239,92,21,11707,12260,23967
17,65,1887,3,2119,1858,1708,2042,2183,1972,1987,2146,2018,1903,2025,1844,1858,1938,1708,998,599,311,71,16743,16390,33133
17,66,437,3,510,485,298,402,481,414,450,498,502,523,524,500,518,491,358,220,146,74,13,3723,4033,7756
17,67,4358,24,4750,4725,4863,5763,5365,4205,4347,4602,4979,4737,4544,4073,3882,3893,3392,2251,1403,611,167,38375,38606,76981
17,68,286,3,295,294,222,255,277,283,257,309,360,374,298,349,363,356,298,197,119,42,17,2524,2746,5270
17,69,402,3,425,421,365,462,444,404,395,388,449,539,465,494,521,511,449,281,188,91,20,3727,3949,7676
17,70,109,0,147,145,146,161,127,147,134,172,207,226,126,229,280,313,229,91,60,64,18,1477,1651,3128
17,71,278,0,321,319,297,281,353,264,284,357,409,439,301,356,365,458,338,230,152,80,18,2891,3020,5911
17,72,36,0,55,53,39,30,50,46,36,48,69,82,50,68,76,79,75,52,26,4,3,482,482,964
17,73,24,0,25,47,25,41,28,20,21,31,58,35,24,27,30,37,36,15,6,3,0,232,300,532
17,74,79,0,126,90,85,84,103,83,105,106,141,122,100,98,120,163,97,67,39,20,7,846,972,1818
17,75,225,0,237,198,151,245,283,244,222,248,319,342,250,311,322,279,205,131,108,48,16,2106,2299,4405
17,76,218,0,169,167,157,229,275,181,172,217,220,188,235,227,186,208,155,103,77,38,6,1751,1756,3507
17,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
17,82,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,6,6,12
17,86,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,0,3,3,6
17,87,3,0,0,0,0,3,0,0,0,0,6,3,3,0,0,6,0,0,0,3,3,15,20,35
17,88,0,0,0,0,0,3,0,0,6,3,3,7,0,3,0,3,3,6,3,3,0,26,28,54
17,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
17,91,0,0,3,0,0,0,3,3,0,3,6,6,0,0,3,3,0,0,0,0,0,17,18,35
17,94,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,6,3,9
17,95,7,0,0,3,7,9,13,3,3,10,9,14,3,9,9,3,3,0,0,3,3,41,62,103
18,50,68,0,78,37,29,31,65,76,80,63,65,74,91,78,54,60,63,34,12,6,0,523,534,1057
18,51,7353,21,7747,6350,5187,5856,6881,7303,7514,7625,6764,5825,7842,4813,4377,4542,4048,2461,1247,538,139,52160,52291,104451
18,52,19428,72,16575,14369,17736,28746,28991,24156,21041,18638,17586,17314,18201,14623,13191,12300,10074,6780,4114,2129,589,155238,151420,306658
18,53,3930,9,4142,3748,2987,3262,4108,3942,4162,4466,4246,3873,4227,3211,3145,3455,2816,1585,875,341,108,31051,31497,62548
18,54,3267,3,3792,3299,2084,2537,3033,3264,3519,3756,3578,3015,3687,2588,2456,2697,2182,1201,576,240,55,24997,25845,50842
18,55,3049,20,3299,3159,2538,3075,3379,3140,3180,3478,3763,3329,3181,2859,2624,3015,2496,1649,944,465,147,26387,26359,52746
18,56,1365,9,1436,1236,820,1171,1275,1318,1510,1571,1657,1618,1456,1598,1793,1808,1457,817,495,252,74,12411,12331,24742
18,57,836,3,976,968,661,669,831,769,874,1005,989,897,891,882,1031,1127,833,515,249,139,22,7526,7684,15210
18,58,5238,28,5269,4872,6017,7055,6637,5607,5163,5383,5569,5317,5275,4727,4430,4526,3961,2630,1594,796,233,45252,45075,90327
18,59,111,0,118,149,69,98,124,137,147,142,153,187,139,138,142,165,90,72,36,3,6,1066,1162,2228
18,60,137,3,144,157,126,119,174,148,161,169,187,185,162,205,231,212,143,125,63,62,3,1428,1498,2926
18,61,168,0,146,132,128,130,167,166,144,161,207,211,148,230,218,213,174,117,74,30,9,1449,1512,2961
18,62,676,6,925,851,687,781,767,753,797,891,913,914,750,791,798,880,681,470,299,155,41,6940,6882,13822
18,63,3267,10,3381,3259,3928,4851,4367,3560,3395,3491,3727,3498,3409,2998,2768,2874,2432,1547,1029,465,125,29223,29204,58427
18,64,2016,15,1998,1859,2366,2833,2484,2196,1924,2030,2067,1992,2013,1755,1581,1522,1285,812,541,231,81,16717,16901,33618
18,65,739,3,748,650,564,705,781,662,646,739,792,713,755,651,646,693,488,297,206,86,25,5666,5944,11610
