x,y,clc
0,0,3
0,1,3
0,2,3
0,3,3
0,4,18
0,5,12
0,6,12
0,7,12
0,8,12
0,9,12
0,10,12
0,11,12
0,12,12
0,13,12
0,14,26
0,15,26
0,16,12
0,17,26
0,18,12
0,19,12
0,20,12
0,21,12
0,22,12
0,23,12
0,24,12
0,25,12
0,26,12
0,27,12
0,28,23
0,29,26
0,30,23
0,31,23
0,32,23
0,33,26
0,34,26
0,35,26
0,36,26
0,37,26
0,38,12
0,39,12
0,40,12
0,41,12
0,42,12
0,43,12
0,44,12
0,45,12
0,46,12
0,47,12
0,48,12
0,49,12
0,50,23
0,51,23
0,52,26
0,53,26
0,54,3
0,55,26
0,56,26
0,57,26
0,58,26
0,59,26
0,60,12
0,61,26
0,62,26
0,63,26
0,64,12
0,65,23
0,66,23
0,67,23
0,68,23
0,69,23
0,70,23
0,71,25
0,72,26
0,73,12
0,74,26
0,75,26
0,76,26
0,77,26
0,78,26
0,79,26
0,80,26
0,81,26
0,82,26
0,83,26
0,84,26
0,85,26
0,86,29
0,87,26
0,88,23
0,89,23
0,90,23
0,91,23
0,92,26
0,93,26
0,94,23
0,95,23
0,96,29
0,97,26
0,98,23
0,99,26
0,100,26
0,101,25
0,102,25
0,103,12
0,104,12
0,105,25
0,106,26
0,107,28
0,108,26
0,109,29
0,110,29
0,111,23
0,112,23
0,113,23
0,114,23
0,115,23
0,116,24
0,117,24
0,118,24
0,119,24
0,120,23
0,121,23
0,122,23
0,123,23
0,124,23
0,125,23
0,126,23
0,127,26
1,0,3
1,1,3
1,2,3
1,3,3
1,4,4
1,5,4
1,6,12
1,7,12
1,8,12
1,9,12
1,10,12
1,11,12
1,12,12
1,13,12
1,14,12
1,15,26
1,16,12
1,17,12
1,18,12
1,19,12
1,20,12
1,21,12
1,22,12
1,23,12
1,24,12
1,25,12
1,26,12
1,27,12
1,28,23
1,29,23
1,30,23
1,31,23
1,32,12
1,33,12
1,34,26
1,35,26
1,36,26
1,37,12
1,38,12
1,39,12
1,40,12
1,41,12
1,42,12
1,43,12
1,44,12
1,45,12
1,46,12
1,47,12
1,48,12
1,49,12
1,50,23
1,51,23
1,52,26
1,53,26
1,54,26
1,55,26
1,56,3
1,57,26
1,58,26
1,59,26
1,60,12
1,61,12
1,62,12
1,63,12
1,64,12
1,65,26
1,66,23
1,67,23
1,68,23
1,69,23
1,70,26
1,71,26
1,72,26
1,73,26
1,74,26
1,75,26
1,76,26
1,77,26
1,78,26
1,79,26
1,80,26
1,81,26
1,82,26
1,83,26
1,84,26
1,85,26
1,86,26
1,87,26
1,88,23
1,89,23
1,90,23
1,91,23
1,92,26
1,93,26
1,94,23
1,95,23
1,96,29
1,97,26
1,98,23
1,99,23
1,100,25
1,101,25
1,102,25
1,103,25
1,104,25
1,105,26
1,106,26
1,107,25
1,108,25
1,109,23
1,110,23
1,111,23
1,112,26
1,113,24
1,114,24
1,115,23
1,116,23
1,117,23
1,118,23
1,119,23
1,120,23
1,121,12
1,122,23
1,123,23
1,124,23
1,125,23
1,126,23
1,127,23
2,0,12
2,1,11
2,2,3
2,3,3
2,4,4
2,5,4
2,6,24
2,7,12
2,8,12
2,9,12
2,10,12
2,11,12
2,12,12
2,13,12
2,14,12
2,15,12
2,16,12
2,17,12
2,18,12
2,19,26
2,20,12
2,21,12
2,22,12
2,23,12
2,24,12
2,25,12
2,26,12
2,27,26
2,28,23
2,29,23
2,30,23
2,31,23
2,32,12
2,33,12
2,34,26
2,35,26
2,36,12
2,37,12
2,38,12
2,39,12
2,40,12
2,41,12
2,42,12
2,43,12
2,44,12
2,45,12
2,46,12
2,47,12
2,48,12
2,49,29
2,50,29
2,51,29
2,52,26
2,53,26
2,54,26
2,55,26
2,56,3
2,57,26
2,58,26
2,59,26
2,60,12
2,61,12
2,62,12
2,63,12
2,64,26
2,65,26
2,66,26
2,67,23
2,68,23
2,69,23
2,70,26
2,71,26
2,72,26
2,73,26
2,74,26
2,75,26
2,76,26
2,77,26
2,78,26
2,79,26
2,80,26
2,81,26
2,82,26
2,83,26
2,84,26
2,85,26
2,86,26
2,87,26
