x,y,NA,TOT,du,lr,r,sbu,sdu,uc,vlr
0,0,0,4,0,2,1,0,0,0,1
0,1,0,3,0,0,0,0,0,0,3
0,2,0,4,0,0,0,0,0,0,4
0,3,0,4,0,0,0,0,0,0,4
0,4,0,4,0,1,0,0,0,0,3
0,5,0,4,0,3,0,0,0,0,1
0,6,0,4,0,1,0,0,0,0,3
0,7,0,3,0,1,0,0,0,0,2
0,8,0,4,0,0,0,0,0,0,4
0,9,0,4,0,1,0,0,0,0,3
0,10,0,4,0,1,0,0,0,0,3
0,11,0,4,0,0,0,0,0,0,4
0,12,0,4,0,0,0,0,0,0,4
0,13,0,4,0,0,0,0,0,0,4
0,14,0,4,0,0,0,0,0,0,4
0,15,0,4,0,2,1,0,0,0,1
0,16,0,4,0,1,0,0,0,0,3
0,17,0,3,0,2,0,0,0,0,1
0,18,0,4,0,0,0,0,0,0,4
0,19,0,4,0,1,0,0,0,0,3
0,20,0,4,0,1,0,0,0,0,3
0,21,0,4,0,3,0,0,0,0,1
0,22,0,4,0,1,0,0,0,0,3
0,23,0,4,0,3,0,1,0,0,0
0,24,0,4,0,2,0,0,0,0,2
0,25,0,4,0,3,0,0,0,0,1
0,26,0,4,0,1,0,0,0,0,3
0,27,0,2,0,0,0,0,0,0,2
0,28,0,2,0,0,0,0,0,0,2
0,29,0,4,0,1,0,0,0,0,3
0,31,0,4,0,1,0,0,0,0,3
0,32,0,1,0,0,0,0,0,0,1
0,34,0,3,0,0,0,0,0,0,3
0,36,0,3,0,1,0,0,0,0,2
0,37,0,2,0,1,0,0,0,0,1
0,39,0,4,0,1,1,0,0,0,2
0,40,0,4,0,2,0,1,0,0,1
0,41,0,3,0,0,0,2,0,0,1
0,42,0,4,0,0,0,0,0,0,4
0,43,0,2,0,0,0,0,0,0,2
0,44,0,3,0,1,0,0,0,0,2
0,45,0,3,0,0,0,0,0,0,3
0,46,0,4,0,1,0,0,0,0,3
0,47,0,1,0,0,0,0,0,0,1
0,48,0,4,0,3,0,0,0,0,1
0,49,0,4,0,1,0,0,0,0,3
0,50,0,3,0,2,0,0,0,0,1
0,51,0,4,0,3,0,0,0,0,1
0,52,0,4,0,0,0,0,0,0,4
0,53,0,4,0,2,0,0,0,0,2
0,54,0,3,0,1,0,0,0,0,2
0,55,0,1,0,0,0,0,0,0,1
0,56,0,3,0,1,0,0,0,0,2
0,57,0,1,0,1,0,0,0,0,0
0,58,0,4,0,3,0,0,0,0,1
0,59,0,4,0,1,1,0,0,0,2
0,60,0,4,0,3,0,0,0,0,1
0,61,0,4,0,0,0,0,0,0,4
0,62,0,4,0,2,0,0,0,0,2
0,63,0,4,0,2,0,0,0,0,2
0,64,0,4,0,1,0,0,0,0,3
0,65,0,1,0,0,0,0,0,0,1
0,66,0,4,0,1,0,0,0,0,3
0,67,0,4,0,0,0,0,0,0,4
0,68,0,4,0,1,0,0,0,0,3
0,69,0,3,0,1,0,0,0,0,2
0,70,0,4,0,0,0,0,0,0,4
0,71,0,4,0,4,0,0,0,0,0
1,0,0,4,0,2,0,0,0,0,2
1,1,0,4,0,2,0,0,0,0,2
1,2,0,4,0,1,0,0,2,0,1
1,3,0,4,0,1,0,0,1,0,2
1,4,0,4,0,0,0,0,0,0,4
1,5,0,4,0,0,0,0,0,0,4
1,6,0,4,0,1,0,0,0,0,3
1,7,0,4,0,3,0,0,0,0,1
1,8,0,4,0,0,0,0,0,0,4
1,9,0,4,0,1,0,0,0,0,3
1,10,0,4,0,1,0,0,0,0,3
1,11,0,4,0,1,0,0,0,0,3
1,12,0,3,0,0,0,0,0,0,3
1,13,0,4,0,0,0,0,0,0,4
1,14,0,4,0,0,0,0,0,0,4
1,15,0,4,0,0,0,0,0,0,4
1,16,0,4,0,0,0,0,0,0,4
1,17,0,4,0,0,1,0,0,0,3
1,18,0,4,0,1,0,0,0,0,3
1,19,0,4,0,0,0,0,0,0,4
1,20,0,4,0,1,0,0,0,0,3
1,21,0,4,0,1,0,0,0,0,3
1,22,0,4,0,2,0,1,0,0,1
1,23,0,4,0,2,0,2,0,0,0
1,24,0,4,0,4,0,0,0,0,0
1,25,0,4,0,2,0,0,0,0,2
1,26,0,4,0,1,0,0,0,0,3
1,27,0,2,0,0,0,0,0,0,2
1,29,0,1,0,0,0,0,0,0,1
1,30,0,3,0,0,0,0,0,0,3
1,31,0,4,0,1,0,0,0,0,3
1,32,0,4,0,1,0,0,0,0,3
1,33,0,3,0,0,0,0,0,0,3
1,34,0,1,0,0,0,0,0,0,1
1,35,0,3,0,0,0,0,0,0,3
1,36,0,4,0,2,0,0,0,0,2
1,37,0,4,0,0,0,0,0,0,4
1,38,0,4,0,1,0,0,0,0,3
1,39,0,4,0,3,0,1,0,0,0
1,40,0,4,2,0,0,1,0,0,1
1,41,0,4,2,2,0,0,0,0,0
1,42,0,4,0,2,0,0,0,0,2
1,43,0,2,0,0,0,0,0,0,2
1,44,0,4,0,2,0,0,0,0,2
1,45,0,4,0,1,0,0,0,0,3
1,46,0,2,0,0,0,0,0,0,2
1,47,0,3,0,1,0,0,0,0,2
1,48,0,4,0,0,0,0,0,0,4
1,51,0,2,0,1,0,0,0,0,1
1,52,0,1,0,1,0,0,0,0,0
1,53,0,3,0,0,0,0,0,0,3
1,54,0,3,0,1,0,0,0,0,2
1,55,0,4,0,2,0,0,0,0,2
1,56,0,3,0,0,0,0,0,0,3
1,57,0,3,0,0,0,0,0,0,3
1,58,0,3,0,1,0,0,0,0,2
1,59,0,4,0,1,3,0,0,0,0
1,60,0,4,0,1,0,0,0,0,3
1,61,0,4,0,1,0,0,0,0,3
1,62,0,4,0,2,1,0,0,0,1
1,63,0,4,0,1,0,0,0,0,3
1,64,0,3,0,1,0,0,0,0,2
1,65,0,4,0,0,0,0,0,0,4
1,66,0,3,0,0,0,0,0,0,3
1,67,0,4,0,1,0,0,0,0,3
1,68,0,3,0,0,0,0,0,0,3
1,69,0,3,0,0,0,0,0,0,3
1,70,0,3,0,2,0,0,0,0,1
1,71,0,4,0,1,0,0,3,0,0
2,0,0,4,0,0,0,4,0,0,0
2,1,0,4,0,1,0,2,0,0,1
2,2,0,4,0,0,0,0,4,0,0
2,3,0,4,0,1,0,0,0,0,3
2,4,0,4,0,1,2,0,0,0,1
2,5,0,4,0,0,0,0,0,0,4
2,6,0,4,0,1,0,0,0,0,3
2,7,0,4,0,1,2,0,0,0,1
2,8,0,4,0,1,0,0,0,0,3
2,9,0,4,0,2,0,0,0,0,2
2,10,0,4,0,2,0,0,0,0,2
2,11,0,4,0,1,1,0,0,0,2
2,12,0,4,0,2,0,0,0,0,2
2,13,0,4,0,2,0,0,0,0,2
2,14,0,4,0,1,0,0,0,0,3
2,15,0,4,0,2,0,0,0,0,2
2,16,0,4,0,0,0,0,0,0,4
2,17,0,4,0,1,1,0,0,0,2
2,18,0,4,0,2,0,0,0,0,2
2,19,0,4,0,3,0,0,0,0,1
2,20,0,4,0,3,0,0,0,0,1
2,21,0,4,0,0,0,3,0,0,1
2,22,0,4,2,0,0,2,0,0,0
2,23,0,4,4,0,0,0,0,0,0
2,24,0,4,0,2,0,2,0,0,0
2,25,0,4,0,1,0,0,0,0,3
2,26,0,4,0,0,0,0,0,0,4
2,27,0,2,0,0,0,0,0,0,2
2,29,0,1,0,0,0,0,0,0,1
2,30,0,2,0,0,0,0,0,0,2
2,31,0,4,0,0,0,0,0,0,4
2,32,0,4,0,0,0,0,0,0,4
2,33,0,2,0,0,0,0,0,0,2
2,34,0,4,0,3,0,0,0,0,1
2,35,0,2,0,0,0,0,0,0,2
2,36,0,4,0,1,0,0,0,0,3
2,37,0,2,0,0,0,0,0,0,2
2,38,0,4,0,1,0,0,0,0,3
2,39,0,2,0,0,0,0,0,0,2
2,40,0,4,0,1,0,0,0,0,3
2,41,0,4,0,2,0,0,0,0,2
2,42,0,2,0,1,0,0,0,0,1
2,43,0,3,0,1,0,0,0,0,2
2,44,0,3,0,0,0,0,0,0,3
2,45,0,4,0,2,0,0,0,0,2
2,46,0,4,0,0,0,0,0,0,4
2,47,0,3,0,0,0,0,0,0,3
2,48,0,3,0,1,0,0,0,0,2
2,49,0,2,0,0,0,0,0,0,2
2,50,0,3,0,1,0,0,0,0,2
2,51,0,2,0,0,0,0,0,0,2
2,52,0,2,0,0,0,0,0,0,2
2,53,0,2,0,1,0,0,0,0,1
2,54,0,3,0,0,0,0,0,0,3
2,55,0,3,0,1,1,0,0,0,1
2,56,0,3,0,2,1,0,0,0,0
2,57,0,2,0,0,0,0,0,0,2
2,58,0,4,0,2,0,0,0,0,2
2,59,0,4,0,1,2,0,0,0,1
2,60,0,4,0,2,0,0,0,0,2
2,61,0,4,0,0,0,0,0,0,4
2,62,0,3,0,1,0,0,0,0,2
2,63,0,4,0,1,0,0,0,0,3
2,64,0,3,0,0,0,0,0,0,3
2,65,0,4,0,1,0,0,0,0,3
2,66,0,2,0,0,0,0,0,0,2
2,67,0,4,0,3,0,0,0,0,1
2,68,0,3,0,0,0,0,0,0,3
2,69,0,4,0,1,0,0,0,0,3
2,70,0,4,0,0,0,0,2,0,2
2,71,0,4,0,0,0,0,4,0,0
3,0,0,4,0,0,0,1,0,2,1
3,1,0,4,0,2,0,1,0,0,1
3,2,0,4,0,2,0,0,1,0,1
3,3,0,4,0,1,0,0,0,0,3
3,4,0,4,0,0,1,0,0,0,3
3,5,0,4,0,3,0,0,0,0,1
3,6,0,4,0,1,2,0,0,0,1
3,7,0,4,0,2,0,0,0,0,2
3,8,0,4,0,0,0,0,0,0,4
3,9,0,4,0,0,0,0,0,0,4
3,10,0,3,0,2,0,0,0,0,1
3,11,0,4,0,2,1,0,0,0,1
3,12,0,4,0,1,0,0,0,0,3
3,13,0,3,0,0,0,0,0,0,3
3,14,0,4,0,0,0,0,0,0,4
3,15,0,4,0,2,0,0,0,0,2
3,16,0,3,0,0,0,0,0,0,3
3,17,0,4,0,0,0,0,0,0,4
3,18,0,4,0,2,0,0,0,0,2
3,19,0,3,0,0,0,0,0,0,3
3,20,0,4,0,1,1,0,0,0,2
3,21,0,4,0,2,0,0,0,0,2
3,22,0,4,1,1,0,2,0,0,0
3,23,0,4,2,0,0,2,0,0,0
3,24,0,4,0,3,1,0,0,0,0
3,25,0,4,0,0,0,0,0,0,4
3,26,0,4,0,3,0,0,0,0,1
3,27,0,1,0,1,0,0,0,0,0
3,30,0,2,0,0,0,0,0,0,2
3,31,0,4,0,2,0,0,0,0,2
3,32,0,4,0,1,0,0,0,0,3
3,33,0,4,0,1,0,0,0,0,3
3,34,0,4,0,1,0,0,0,0,3
3,35,0,4,0,1,0,0,0,0,3
3,36,0,4,0,0,0,0,0,0,4
3,37,0,3,0,1,0,0,0,0,2
3,38,0,4,0,1,0,0,0,0,3
3,39,0,4,0,1,0,0,0,0,3
3,40,0,4,0,2,0,0,0,0,2
3,41,0,2,0,0,0,0,0,0,2
3,42,0,2,0,0,0,0,0,0,2
3,43,0,3,0,0,0,0,0,0,3
3,44,0,3,0,2,0,0,0,0,1
3,45,0,3,0,1,0,0,0,0,2
3,46,0,3,0,1,1,0,0,0,1
3,47,0,3,0,0,0,0,0,0,3
3,48,0,3,0,0,0,0,0,0,3
3,49,0,3,0,0,0,0,0,0,3
3,50,0,3,0,0,0,0,0,0,3
3,51,0,4,0,1,0,0,0,0,3
3,52,0,4,0,0,0,0,0,0,4
3,53,0,4,0,1,0,0,0,0,3
3,54,0,4,0,3,0,0,0,0,1
3,55,0,4,0,3,0,0,0,0,1
3,56,0,4,0,2,1,0,0,0,1
3,57,0,4,0,3,0,0,0,0,1
3,58,0,4,0,0,0,0,0,0,4
3,59,0,4,0,1,0,0,0,0,3
3,60,0,4,0,0,0,0,0,0,4
3,61,0,4,0,0,0,0,0,0,4
3,62,0,3,0,1,0,0,0,0,2
3,64,0,4,0,0,0,0,0,0,4
3,65,0,4,0,1,0,0,0,0,3
3,66,0,4,0,0,0,0,0,0,4
3,67,0,4,0,2,1,0,0,0,1
3,68,0,4,0,1,1,0,0,0,2
3,69,0,4,0,1,0,0,0,0,3
3,70,0,4,0,3,0,0,0,0,1
3,71,0,4,0,1,0,0,2,0,1
3,72,0,2,0,1,0,0,0,0,1
4,0,0,4,0,1,0,2,0,1,0
4,1,0,4,0,1,0,1,0,0,2
4,2,0,4,0,2,0,0,0,0,2
4,3,0,4,0,2,0,0,0,0,2
4,4,0,4,0,1,1,0,0,0,2
4,5,0,4,0,2,2,0,0,0,0
4,6,0,4,0,2,0,0,0,0,2
4,7,0,4,0,2,1,0,0,0,1
4,8,0,4,0,1,0,0,0,0,3
4,9,0,4,0,1,0,0,0,0,3
4,10,0,4,0,0,0,0,0,0,4
4,11,0,4,0,1,0,0,0,0,3
4,12,0,4,0,1,0,0,0,0,3
4,13,0,4,0,1,0,0,0,0,3
4,14,0,4,0,1,0,0,0,0,3
4,15,0,4,0,1,0,0,0,0,3
4,16,0,4,0,1,0,0,0,0,3
4,17,0,3,0,0,0,0,0,0,3
4,18,0,3,0,0,0,0,0,0,3
4,19,0,4,0,1,0,0,0,0,3
4,20,0,4,0,1,2,0,0,0,1
4,21,0,3,0,0,0,0,0,0,3
4,22,0,4,0,0,0,1,0,0,3
4,23,0,4,0,0,0,2,0,0,2
4,24,0,4,0,0,1,0,0,0,3
4,25,0,3,0,1,0,0,0,0,2
4,26,0,4,0,1,0,0,0,0,3
4,27,0,4,0,1,0,0,0,0,3
4,28,0,2,0,0,0,0,0,0,2
4,30,0,4,0,2,0,0,0,0,2
4,32,0,3,0,0,0,0,0,0,3
4,33,0,4,0,0,0,0,0,0,4
4,34,0,4,0,2,0,0,0,0,2
4,35,0,3,0,1,0,0,0,0,2
4,36,0,4,0,1,0,0,0,0,3
4,37,0,4,0,0,0,0,0,0,4
4,38,0,3,0,1,0,0,0,0,2
4,39,0,1,0,0,0,0,0,0,1
4,40,0,3,0,0,0,0,0,0,3
4,41,0,2,0,1,0,0,0,0,1
4,42,0,3,0,1,0,0,0,0,2
4,43,0,4,0,1,0,0,0,0,3
4,44,0,3,0,1,0,0,0,0,2
4,45,0,3,0,1,0,0,0,0,2
4,46,0,3,0,0,1,0,0,0,2
4,47,0,3,0,0,0,0,0,0,3
4,48,0,3,0,0,0,0,0,0,3
4,49,0,4,0,0,0,0,0,0,4
4,50,0,4,0,0,0,0,0,0,4
4,51,0,4,0,0,0,0,0,0,4
4,52,0,3,0,0,0,0,0,0,3
4,53,0,4,0,0,0,0,0,0,4
4,54,0,4,0,1,0,0,0,0,3
4,55,0,4,0,1,0,0,0,0,3
4,56,0,4,0,0,0,0,0,0,4
4,57,0,4,0,0,0,0,0,0,4
4,58,0,4,0,0,0,0,0,0,4
4,59,0,4,0,2,0,0,0,0,2
4,60,0,3,0,0,0,0,0,0,3
4,61,0,4,0,1,0,0,0,0,3
4,62,0,4,0,1,0,0,0,0,3
4,63,0,4,0,0,0,0,0,0,4
4,64,0,3,0,0,0,0,0,0,3
4,65,0,4,0,0,0,0,0,0,4
4,66,0,4,0,1,0,0,0,0,3
4,67,0,4,0,3,0,0,0,0,1
4,68,0,4,0,2,0,0,0,0,2
4,69,0,4,0,1,0,0,0,0,3
4,70,0,4,0,2,0,0,0,0,2
4,71,0,4,0,2,0,0,0,0,2
4,72,0,2,0,2,0,0,0,0,0
5,0,0,4,0,1,0,3,0,0,0
5,1,0,4,0,0,0,0,0,0,4
5,2,0,4,0,1,0,0,0,0,3
5,3,0,4,0,0,0,0,0,0,4
5,4,0,4,0,0,1,0,0,0,3
5,5,0,4,0,1,0,0,0,0,3
5,6,0,4,0,0,0,0,0,0,4
5,7,0,4,0,0,0,0,0,0,4
5,8,0,4,0,0,0,0,0,0,4
5,9,0,4,0,0,0,0,0,0,4
5,10,0,4,0,0,0,0,0,0,4
5,11,0,4,0,2,0,0,0,0,2
5,12,0,4,0,0,0,0,0,0,4
5,13,0,4,0,0,0,0,0,0,4
5,14,0,4,0,2,0,0,0,0,2
5,15,0,4,0,1,0,0,0,0,3
5,16,0,2,0,0,0,0,0,0,2
5,17,0,4,0,0,0,0,0,0,4
5,18,0,4,0,0,0,0,0,0,4
5,19,0,4,0,1,1,0,0,0,2
5,20,0,4,0,1,0,0,0,0,3
5,21,0,4,0,1,0,0,0,0,3
5,22,0,4,0,1,0,0,0,0,3
5,23,0,3,0,1,0,0,0,0,2
5,24,0,4,0,0,0,0,0,0,4
5,25,0,4,0,2,0,0,0,0,2
5,26,0,4,0,1,0,0,0,0,3
5,27,0,4,0,2,0,0,0,0,2
5,28,0,4,0,0,0,0,0,0,4
5,29,0,2,0,0,0,0,0,0,2
5,30,0,4,0,0,0,0,0,0,4
5,31,0,4,0,2,0,0,0,0,2
5,32,0,4,0,0,0,0,0,0,4
5,33,0,3,0,0,0,0,0,0,3
5,34,0,3,0,0,0,0,0,0,3
5,35,0,4,0,1,0,0,0,0,3
5,36,0,4,0,1,0,0,0,0,3
5,37,0,4,0,3,0,0,0,0,1
5,38,0,4,0,1,0,0,0,0,3
5,39,0,1,0,0,0,0,0,0,1
5,40,0,3,0,0,0,0,0,0,3
5,41,0,4,0,1,0,0,0,0,3
5,42,0,1,0,1,0,0,0,0,0
5,43,0,3,0,0,0,0,0,0,3
5,44,0,3,0,1,0,0,0,0,2
5,45,0,4,0,0,0,0,0,0,4
5,46,0,4,0,0,0,0,0,0,4
5,47,0,3,0,0,0,0,0,0,3
5,48,0,3,0,0,0,0,0,0,3
5,49,0,4,0,0,0,0,0,0,4
5,50,0,3,0,0,0,0,0,0,3
5,51,0,4,0,0,0,0,0,0,4
5,52,0,4,0,0,0,0,0,0,4
5,53,0,4,0,0,0,0,0,0,4
5,54,0,3,0,0,0,0,0,0,3
5,55,0,4,0,1,0,0,0,0,3
5,56,0,3,0,1,0,0,0,0,2
5,57,0,4,0,0,0,0,0,0,4
5,58,0,4,0,1,0,0,0,0,3
5,59,0,4,0,1,0,0,0,0,3
5,60,0,4,0,0,0,0,0,0,4
5,61,0,4,0,3,0,0,0,0,1
5,62,0,4,0,2,0,0,0,0,2
5,63,0,4,0,1,0,0,0,0,3
5,64,0,4,0,1,0,0,0,0,3
5,65,0,4,0,0,0,0,0,0,4
5,66,0,4,0,1,0,0,0,0,3
5,67,0,4,0,2,0,0,0,0,2
5,68,0,4,0,0,0,0,0,0,4
5,69,0,4,0,0,0,0,0,0,4
5,70,0,4,0,2,0,0,0,0,2
5,71,0,4,0,2,0,0,0,0,2
5,72,0,3,0,3,0,0,0,0,0
6,0,0,4,0,3,0,0,0,0,1
6,1,0,4,0,2,0,0,0,0,2
6,2,0,4,0,1,0,0,0,0,3
6,3,0,4,0,0,0,0,0,0,4
6,4,0,4,0,1,0,0,0,0,3
6,5,0,4,0,1,0,0,0,0,3
6,6,0,4,0,1,1,0,0,0,2
6,7,0,4,0,4,0,0,0,0,0
6,8,0,4,0,1,2,0,0,0,1
6,9,0,4,0,0,0,0,0,0,4
6,10,0,4,0,0,0,0,0,0,4
6,11,0,4,0,1,0,0,0,0,3
6,12,0,4,0,0,0,0,0,0,4
6,13,0,4,0,1,0,0,0,0,3
6,14,0,4,0,2,0,0,0,0,2
6,15,0,3,0,1,0,0,0,0,2
6,16,0,2,0,0,0,0,0,0,2
6,17,0,4,0,1,0,0,0,0,3
6,18,0,4,0,1,0,0,0,0,3
6,19,0,2,0,1,0,0,0,0,1
6,21,0,4,0,2,0,0,0,0,2
6,22,0,4,0,1,0,0,0,0,3
6,23,0,4,0,0,0,0,0,0,4
6,24,0,4,0,0,0,0,0,0,4
6,25,0,4,0,0,0,0,0,0,4
6,26,0,4,0,1,0,0,0,0,3
6,27,0,4,0,0,0,0,0,0,4
6,28,0,4,0,2,0,0,0,0,2
6,29,0,3,0,0,0,0,0,0,3
6,30,0,4,0,3,0,0,0,0,1
6,31,0,4,0,3,0,0,0,0,1
6,32,0,4,0,2,0,0,0,0,2
6,33,0,4,0,0,0,0,0,0,4
6,34,0,4,0,1,0,0,0,0,3
6,35,0,4,0,1,0,0,0,0,3
6,36,0,4,0,0,0,0,0,0,4
6,37,0,4,0,0,0,0,0,0,4
6,38,0,3,0,0,0,0,0,0,3
6,39,0,3,0,0,0,0,0,0,3
6,40,0,4,0,1,0,0,0,0,3
6,41,0,4,0,1,0,0,0,0,3
6,42,0,4,0,0,0,0,0,0,4
6,43,0,4,0,2,0,0,0,0,2
6,44,0,3,0,1,0,0,0,0,2
6,45,0,3,0,0,0,0,0,0,3
6,46,0,3,0,0,0,0,0,0,3
6,47,0,4,0,0,0,0,0,0,4
6,48,0,3,0,0,0,0,0,0,3
