x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
91,1,14,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0
92,0,382,0,0,0,0,0,0,26,812,0,0,0,0,0,0,0,0
92,1,21,0,0,0,0,0,0,4,44,0,0,0,0,0,0,0,0
92,2,8,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0
93,0,113,0,0,0,0,0,0,13,237,0,0,0,0,0,0,0,0
93,1,288,18,254,808,77,11,20,47,573,22,790,980,86,15,24,1062,1770
93,2,145,0,0,0,0,0,0,8,280,0,0,0,0,0,0,0,0
93,3,4,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
94,0,38,0,0,0,0,0,0,9,79,0,0,0,0,0,0,0,0
94,1,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
94,2,9,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0
94,3,6,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0
95,0,86,0,0,0,0,0,0,11,172,0,0,0,0,0,0,0,0
95,1,4,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
95,3,78,0,0,0,0,0,0,5,186,0,0,0,0,0,0,0,0
95,4,12,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0
96,0,20,0,0,0,0,0,0,4,45,0,0,0,0,0,0,0,0
96,1,8,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0
96,2,11,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0
96,3,405,0,0,0,0,0,0,32,756,0,0,0,0,0,0,0,0
96,5,322,0,0,0,0,0,0,27,744,0,0,0,0,0,0,0,0
96,6,11,0,121,272,0,0,271,8,29,0,256,569,0,0,566,393,825
97,2,560,0,0,0,0,0,0,23,994,0,0,0,0,0,0,0,0
97,3,29,0,0,0,0,0,0,1,58,0,0,0,0,0,0,0,0
97,4,231,386,3479,4726,301,232,509,17,522,659,6514,7996,903,397,991,8205,14510
97,5,4,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0
97,6,17,0,0,0,0,0,0,3,33,0,0,0,0,0,0,0,0
98,0,52,0,0,0,0,0,0,5,113,0,0,0,0,0,0,0,0
98,1,12,0,0,0,0,0,0,2,39,0,0,0,0,0,0,0,0
98,4,52,0,0,0,0,0,0,6,97,0,0,0,0,0,0,0,0
99,1,3,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0
99,2,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
99,3,74,0,0,0,0,0,0,6,140,0,0,0,0,0,0,0,0
99,4,32,0,0,0,0,0,0,4,64,0,0,0,0,0,0,0,0
100,1,4,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0
100,2,115,0,0,0,0,0,0,8,221,0,0,0,0,0,0,0,0
100,3,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
100,4,36,0,0,0,0,0,0,2,76,0,0,0,0,0,0,0,0
101,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
101,2,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
101,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
102,0,5,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0
102,1,104,0,0,0,0,0,0,4,206,0,0,0,0,0,0,0,0
102,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
103,0,11,0,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0
103,2,6,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0
104,0,25,0,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0
105,0,9,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0
106,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
115,0,4,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0
116,0,37,0,0,0,0,0,0,15,90,0,0,0,0,0,0,0,0
