x,y,value
0,0,267067
0,6,1169408
0,7,584704
0,21,621872
0,22,310936
0,46,1549392
0,47,774696
0,52,264514
0,53,529028
0,65,686051
0,66,1372102
0,110,89028
0,111,445542
0,112,333750
0,113,222684
0,114,416177
0,115,680324
0,125,371384
0,126,185692
1,21,310936
1,22,155468
1,46,774696
1,47,387348
1,58,262453
1,59,524906
1,125,175960
1,126,87980
2,6,1333340
2,7,666670
2,21,437160
2,22,218580
2,58,524906
2,59,1049812
2,60,526842
2,61,263421
2,87,2174880
2,88,1087440
2,117,551656
2,118,275828
3,6,666670
3,7,333335
3,21,218580
3,22,109290
3,60,1179030
3,61,1035988
3,87,1087440
3,88,543720
3,114,242880
3,115,485760
3,117,275828
3,118,137914
3,122,181122
3,123,181876
3,124,371176
3,125,181340
4,8,402395
4,9,804790
4,60,767600
4,61,1535200
4,114,121440
4,115,242880
4,122,362244
4,123,363752
4,124,372466
4,125,90670
5,8,804790
5,9,1609580
5,19,495624
5,20,247812
5,46,2928984
5,47,1464492
5,61,1887030
5,62,3774060
5,85,754964
5,86,1509928
5,113,110387
5,114,220774
5,118,276348
5,119,552696
5,121,182190
5,122,364380
6,10,762744
6,11,381372
6,19,991248
6,20,495624
6,46,1464492
6,47,732246
6,61,1738028
6,62,3476056
6,85,377482
6,86,754964
6,113,220774
6,114,441548
6,118,252148
6,119,504296
6,121,213124
6,122,426248
7,10,1543594
7,11,1179485
7,18,302776
7,19,605552
7,57,509712
7,58,254856
7,61,776915
7,62,1553830
7,110,165926
7,111,331852
7,118,227948
7,119,455896
7,121,869189
7,122,748045
8,10,797270
8,11,1594540
8,18,605552
8,19,1211104
8,40,278353
8,41,556706
8,46,3172344
8,47,1586172
8,56,770446
8,57,1027452
8,58,509712
8,84,2166612
8,85,1083306
8,110,82963
8,111,165926
8,119,1275312
8,120,637656
8,121,1460808
8,122,730404
9,11,469586
9,12,939172
9,17,604598
9,18,302299
9,40,556706
9,41,1113412
9,46,1586172
9,47,2492250
9,48,849582
9,56,1511803
9,57,1012836
9,60,888768
9,61,1777536
9,84,1083306
9,85,541653
9,109,150644
9,110,75322
9,119,637656
9,120,318828
10,11,939172
10,12,1878344
10,14,983806
10,15,1967612
10,16,1211512
10,17,1212294
10,18,604598
10,38,1106220
10,39,553110
10,47,3400594
10,48,1700297
10,56,2010956
10,57,2026334
10,60,1777536
10,61,3555072
10,109,301288
10,110,150644
11,14,491903
11,15,983806
11,16,605756
11,17,302878
11,36,729206
11,37,364603
11,38,553110
11,39,276555
11,46,531462
11,47,3309324
11,48,1654486
11,56,506530
11,57,2025142
11,58,1011868
11,59,806386
11,60,1612772
11,104,169304
11,105,84652
11,123,954736
11,124,477368
12,13,2342032
12,14,4684064
12,36,1458412
12,37,729206
12,45,518852
12,46,1044034
12,47,531462
12,49,1693418
12,50,846709
12,57,2023180
12,58,1011590
12,59,1612772
12,60,3225544
12,90,111512
12,91,223024
12,104,338608
12,105,169304
12,108,63051
12,109,126102
12,123,477368
12,124,238684
12,126,1092424
12,127,546212
13,12,848866
13,13,1595449
13,14,2342032
13,45,259426
13,46,518852
13,49,3386836
13,50,1693418
13,57,3391168
13,58,2569772
13,59,1748376
13,81,2162540
13,82,1081270
13,86,114077
13,87,230105
13,88,347025
13,89,460196
13,90,223024
13,91,446048
13,108,126102
13,109,252204
13,126,546212
13,127,1024516
14,7,1665332
14,8,832666
14,10,1659574
14,11,3319148
14,12,1697732
14,13,848866
14,23,2078916
14,24,1039458
14,43,261892
14,44,523784
14,50,929851
14,51,1859702
14,57,2541077
14,58,3473218
14,59,3496752
14,81,1081270
14,82,540635
14,84,196034
14,85,392068
14,86,228154
14,87,460210
14,88,463872
14,89,230098
14,103,196404
14,104,392808
14,108,256688
14,109,128344
14,124,303092
14,125,843088
14,126,421308
14,127,375705
15,0,3683192
15,1,3678542
15,2,3673892
15,3,1095110
15,4,2944274
15,5,3686588
15,6,2495832
15,7,3345320
15,8,1665332
15,10,829787
15,11,1659574
15,23,1039458
15,24,519729
15,36,359896
15,37,179948
15,43,130946
15,44,261892
15,50,1859702
15,51,3719404
15,55,3037900
15,56,1518950
15,57,1916737
15,58,3833474
15,81,723994
15,82,1447988
15,83,670753
15,84,1542204
15,85,784136
15,103,98202
15,104,196404
15,108,128344
15,109,64172
15,124,604255
15,125,572422
15,126,839176
15,127,418936
16,0,1841596
16,1,1839271
16,2,1836946
16,3,547555
16,4,1472137
16,5,1843294
16,6,1247916
16,7,623958
16,12,567355
16,13,1134710
16,36,179948
16,37,89974
16,51,1889120
16,52,3855580
16,53,983219
16,55,2287030
16,56,3052571
16,57,2114258
16,58,4228516
16,79,1984140
16,80,3968280
16,81,1447988
16,82,2895976
16,83,1341506
16,84,2683012
16,85,600148
16,86,1200296
16,102,398172
16,103,396554
16,104,196000
16,108,125648
16,109,251296
16,123,141183
16,124,604998
16,125,301830
16,126,418936
16,127,209468
17,12,1134710
17,13,2269420
17,27,2051926
17,28,4103852
17,36,547646
17,37,273823
17,51,944560
17,52,3932909
17,53,2903490
17,55,2290642
17,56,2289083
17,57,4187468
17,58,2093734
17,79,992070
17,80,1984140
17,85,1200296
17,86,2718552
17,87,1355200
17,100,157118
17,101,314236
17,102,199086
17,103,198277
17,104,98000
17,108,62824
17,109,125648
17,123,282366
17,124,606484
17,125,301904
18,12,776150
18,13,1552300
18,27,1025963
18,28,2051926
18,36,1095292
18,37,547646
18,52,1874082
18,53,3840538
18,54,2507880
18,55,3060188
18,56,2878425
18,57,3149267
18,58,1046867
18,76,715003
18,77,1430006
18,86,1355200
18,87,677600
18,89,2300824
18,90,1150412
18,100,2195232
18,101,1500624
18,108,57130
18,109,28565
19,12,388075
19,13,776150
19,25,401094
19,26,802188
19,31,1761088
19,32,3522176
19,33,1539672
19,34,3079344
19,35,790084
19,36,1580168
19,53,4062794
19,54,3558172
19,55,3654648
19,56,4410350
19,57,4210490
19,58,936168
19,59,1872336
19,75,1985606
19,76,2422809
19,77,2860012
19,89,1150412
19,90,575206
19,91,582412
19,92,1164824
19,98,931436
19,99,465718
19,100,1097616
19,101,1135491
19,102,192650
19,107,29029
19,108,115188
19,109,57130
20,23,401314
20,24,802628
20,25,200547
20,26,401094
20,31,880544
20,32,1761088
20,33,769836
20,34,1539672
20,35,1580168
20,36,3160336
20,38,1396518
20,39,698259
20,53,4197079
20,54,3118211
20,55,1827211
20,56,4467750
20,57,3228547
20,58,1872336
20,59,3744672
20,60,1892304
20,61,3836748
20,62,3888888
20,63,4162686
20,64,2939852
20,65,1762716
20,74,3656284
20,75,3987156
20,76,1985606
20,91,1164824
20,92,2329648
20,98,1032186
20,99,516093
20,101,775712
20,102,588051
20,107,58058
20,108,116116
21,13,851342
21,14,425671
21,23,200657
21,24,401314
21,38,2793036
21,39,1396518
21,40,3296220
21,41,1648110
21,48,2040636
21,49,1984454
21,50,1992846
21,51,1984487
21,52,988064
21,53,2033724
21,54,4151626
21,55,1052415
21,60,946152
21,61,1918374
21,62,1944444
21,63,2081343
21,64,2791963
21,65,3525432
21,66,3320488
21,67,1660244
21,73,3634416
21,74,2739128
21,75,914071
21,93,652040
21,94,1304080
21,98,1146026
21,99,573013
21,101,409894
21,102,819788
21,103,119754
21,107,68648
21,108,133654
21,109,66170
21,116,17746
21,117,35492
21,126,655722
21,127,327861
22,13,1705267
22,14,1281355
22,40,1648110
22,41,2314555
22,42,2981000
22,46,906016
22,47,1812032
22,48,4081272
22,49,3968908
22,50,3985692
22,51,3968974
22,52,4015400
22,53,4096498
22,54,4416564
22,55,4548936
22,66,1660244
22,67,830122
22,68,3473608
22,69,2703076
22,70,1932544
22,73,1817208
22,74,908604
22,93,1304080
22,94,2625624
22,95,1496752
22,98,1121576
22,99,560788
22,101,173965
22,102,587476
22,103,239508
22,106,68044
22,107,137596
22,108,101808
22,109,33085
22,116,35492
22,117,71810
22,118,68048
22,126,1311444
22,127,655722
23,13,854860
23,14,1709720
23,22,204934
23,23,409868
23,41,745250
23,42,1490500
23,43,3939082
23,44,3744591
23,45,3550100
23,46,1812032
23,47,3624064
23,52,1019636
23,53,2048249
23,54,4248525
23,55,6451096
23,68,2199339
23,69,3279972
23,70,3865088
23,94,1102778
23,95,1112671
23,104,211996
23,105,105998
23,106,34022
23,107,122232
23,108,27094
23,117,17012
23,118,34024
23,119,209764
23,120,104882
23,124,247534
23,125,495068
24,14,1611652
24,15,805826
24,22,409868
24,23,819736
24,43,2969240
24,44,2372145
24,45,1775050
24,53,1009174
24,54,3777179
24,55,5525845
24,56,2193415
24,57,60286
24,68,925070
24,69,1854020
24,70,1053781
24,94,1457180
24,95,728590
24,104,423992
24,105,211996
24,107,438620
24,108,219310
24,113,124548
24,114,164324
24,117,23556
24,118,72852
24,119,211964
24,120,207904
24,121,76991
24,124,123767
24,125,247534
25,0,1346056
25,1,673028
25,14,805826
25,15,402913
25,41,997854
25,42,1995708
25,53,2018348
25,54,4078767
25,55,4314296
25,56,4369758
25,57,1708529
25,59,150404
25,60,157574
25,61,308761
25,62,153274
25,69,1053781
25,70,967707
25,71,692216
25,94,777668
25,95,388834
25,105,228118
25,106,485155
25,107,326077
25,108,109655
25,109,338930
25,110,338772
25,111,168202
25,112,337752
25,113,209720
25,114,145680
25,117,11778
25,118,36426
25,119,105966
25,120,308887
25,121,231273
25,122,307129
25,123,554788
25,124,802804
26,0,2692112
26,1,1346056
26,3,737682
26,4,368841
26,22,173070
26,23,346140
26,24,299068
26,25,125998
26,41,498927
26,42,997854
26,52,948841
26,53,1897682
26,55,2082603
26,56,4185328
26,57,839193
26,59,300808
26,60,315148
26,61,314190
26,62,156490
26,70,173054
26,71,346108
26,72,699012
26,73,523139
26,74,172092
26,94,1555336
26,95,777668
26,105,470190
26,106,500060
26,107,321340
26,108,213922
26,109,169465
26,110,169386
26,111,84101
26,112,168876
26,113,104860
26,114,52430
26,121,305472
26,122,230111
26,123,277394
26,124,401402
27,3,1475364
27,4,737682
27,14,412028
27,15,824056
27,22,346140
27,23,692280
27,24,598906
27,25,252766
27,40,898288
27,41,449144
27,51,2095634
27,52,2945499
27,53,3795364
27,55,1017549
27,56,4040010
27,57,3520323
27,61,229291
27,62,297253
27,72,349506
27,73,692570
27,74,344184
27,94,686422
27,95,1372844
27,105,428446
27,106,429612
27,107,429146
27,108,427844
28,14,206014
28,15,412028
28,21,1301732
28,22,650866
28,24,211014
28,25,105507
28,40,449144
28,41,224572
28,44,1715238
28,45,3430476
28,50,2071720
28,51,4191392
28,52,2095634
28,56,3979420
28,57,3860173
28,58,977947
28,61,72801
28,62,227046
28,63,305035
28,64,157076
28,65,156980
28,93,1049964
28,94,868193
28,95,686422
29,21,650866
29,22,325433
29,44,857619
29,45,1715238
29,50,3017696
29,51,3977012
29,52,1828748
29,56,2061370
29,57,4189260
29,58,3647762
29,62,75395
29,63,232471
29,64,314152
29,65,315400
29,66,314468
29,93,524982
29,94,262491
29,96,683454
29,97,1366908
29,102,240816
29,103,481632
29,123,419066
29,124,838132
30,5,535518
30,6,1071036
30,14,1149324
30,15,2298648
30,20,1015264
30,21,507632
30,49,1983916
30,50,3970580
30,51,3810584
30,52,3657496
30,56,991653
30,57,3828904
30,58,3975198
30,59,3829096
30,65,157418
30,66,157234
30,96,341727
30,97,1024855
30,98,682802
30,101,311488
30,102,637376
30,103,963264
30,105,482528
30,106,241264
