x,y,value
0,3,47190
0,4,23595
0,123,1641442
0,124,3283388
0,125,1629924
1,3,98898
1,4,49449
1,124,3326179
1,125,2515919
2,3,91436
2,4,45718
2,97,684330
2,98,1368660
2,124,2512523
2,125,3367879
3,97,1368660
3,98,2737320
3,100,672878
3,101,1345756
3,125,3240348
3,126,1620174
4,100,1345756
4,101,2691512
4,102,673989
4,103,1347978
4,124,811418
4,125,3243010
4,126,810087
5,95,1491408
5,96,745704
5,102,1347978
5,103,2695956
5,107,1339934
5,108,2679868
5,124,1758274
5,125,3516548
5,126,1603038
5,127,1587849
6,95,745704
6,96,372852
6,107,669967
6,108,1339934
6,110,1432250
6,111,2864500
6,116,793233
6,117,1586466
6,118,1407829
6,119,2423467
6,120,3261935
6,121,3206227
6,122,3083797
6,123,1500932
6,124,1660513
6,125,3384494
6,126,3206076
6,127,3175698
7,110,716125
7,111,1432250
7,114,1567144
7,115,1555421
7,116,2379699
7,117,3172932
7,118,2815658
7,119,3288860
7,120,2459716
7,121,3229740
7,122,2365336
7,123,750466
7,124,1579464
7,125,3203854
7,126,3182300
8,93,746440
8,94,373220
8,114,3134288
8,115,3110842
8,116,3172932
8,117,1583598
8,125,795575
8,126,2379159
8,127,3073658
9,93,1492880
9,94,746440
9,112,2889340
9,113,1444670
9,126,1542778
9,127,3085556
10,111,1175708
10,112,2032524
10,113,722335
10,126,1542778
10,127,3085556
11,85,167100
11,86,334200
11,111,2351416
11,112,1175708
11,126,3111168
11,127,2328699
12,85,83550
12,86,167100
12,110,1172818
12,111,2345636
12,126,3114345
12,127,3114620
13,108,1173170
13,109,2346340
13,110,586409
13,111,1172818
13,126,775985
13,127,3315994
14,108,1121764
14,109,2243528
14,126,563337
14,127,2769682
15,90,112514
15,91,56257
15,108,1070358
15,109,2140716
15,125,1490350
15,126,1871849
15,127,2253348
16,90,225028
16,91,112514
16,106,883962
16,107,441981
16,125,2982231
16,126,2237089
17,70,24431
17,71,48862
17,106,1767924
17,107,883962
17,125,1493412
17,126,2986824
18,70,48862
18,71,97724
18,125,745947
18,126,1491894
19,105,273134
19,106,546268
20,65,46894
20,66,93788
20,69,47208
20,70,94416
20,102,49917
20,103,99834
20,105,546268
20,106,1092536
21,58,56322
21,59,28161
21,65,23447
21,66,46894
21,69,23604
21,70,47208
21,100,50122
21,101,100244
21,102,99834
21,103,199668
21,105,534216
21,106,267108
22,58,112644
22,59,56322
22,97,93168
22,98,186336
22,100,100244
22,101,200488
22,105,1068432
22,106,534216
23,80,57450
23,81,114900
23,97,46584
23,98,93168
24,80,114900
24,81,229800
26,52,31360
26,53,62720
27,52,62720
27,53,125440
28,51,61634
28,52,30817
29,51,123268
29,52,61634
30,48,125640
30,49,62820
31,48,62820
31,49,31410
33,44,56332
33,45,112664
34,44,28166
34,45,56332
37,23,583962
37,24,291981
38,15,354541
38,16,709082
38,19,706444
38,20,1412888
38,23,1167924
38,24,583962
39,15,709082
39,16,1418164
39,19,353222
39,20,706444
40,11,818412
40,12,409206
40,31,106517
40,32,213034
40,38,381876
40,39,763752
41,11,1636824
41,12,818412
41,27,998728
41,28,499364
41,31,213034
41,32,426068
41,38,279190
41,39,558380
42,2,427437
42,3,854874
42,27,499364
42,28,249682
42,38,81605
42,39,163210
43,2,1324730
43,3,1755702
43,4,767426
43,5,383713
43,9,706224
43,10,733431
43,11,760638
44,0,1612536
44,1,806268
44,2,1695608
44,3,1575868
44,4,1573388
44,5,767426
44,9,1412448
44,10,1466862
44,11,1521276
44,13,708048
44,14,354024
45,0,806268
45,1,403134
45,3,364032
45,4,728064
45,13,1416096
45,14,1421784
45,15,1427472
46,4,377637
46,5,755274
46,14,356868
46,15,713736
46,17,697728
46,18,348864
47,0,1054844
47,1,527422
47,4,755274
47,5,1510548
47,17,1395456
47,18,697728
48,0,527422
48,1,263711
48,5,781862
48,6,390931
48,20,1402104
48,21,701052
48,124,54132
48,125,27066
49,5,1563724
49,6,781862
49,20,701052
49,21,350526
49,124,27066
49,125,13533
50,5,391019
50,6,782038
50,39,750312
50,40,375156
50,117,22222
50,118,44444
51,5,782038
51,6,1573388
51,7,1134978
51,35,664802
51,36,332401
51,39,1500624
51,40,1033687
51,41,282179
51,117,44444
51,118,88888
52,6,1134978
52,7,1444678
52,8,700786
52,35,1329604
52,36,664802
52,40,1128716
52,41,564358
53,7,700786
53,8,1401572
54,8,689204
54,9,1378408
54,39,337132
54,40,168566
55,8,344602
55,9,689204
55,39,168566
55,40,84283
55,58,170506
55,59,341012
56,11,692636
56,12,1385272
56,58,341012
56,59,682024
57,3,901064
57,4,450532
57,11,346318
57,12,692636
57,13,1172920
57,14,586460
57,111,72700
57,112,145400
58,0,363602
58,1,181801
58,3,450532
58,4,225266
58,13,586460
58,14,293230
58,111,36350
58,112,72700
59,0,727204
59,1,363602
59,15,774660
59,16,1549320
60,1,374740
60,2,187370
60,15,387330
60,16,774660
61,1,749480
61,2,374740
61,77,86557
61,78,173114
62,38,209616
62,39,104808
62,77,173114
62,78,346228
63,38,419232
63,39,209616
63,110,104238
63,111,52119
64,110,208476
64,111,104238
67,3,295860
67,4,591720
67,21,727304
67,22,1454608
67,82,66338
67,83,132676
68,3,147930
68,4,295860
68,21,363652
68,22,727304
68,82,132676
68,83,265352
69,0,139302
69,37,138568
69,38,103596
69,39,34099
70,0,69651
70,34,95958
70,35,191916
70,37,69284
70,38,137152
70,39,68198
70,41,68158
70,42,34079
70,106,105962
70,107,211924
71,4,259524
71,5,540380
71,6,65658
71,34,191916
71,35,383832
71,41,136316
71,42,68158
71,106,52981
71,107,105962
72,4,129762
72,5,412172
72,6,131316
72,29,376178
72,30,752356
72,95,90970
72,96,45485
72,116,79520
72,117,39760
72,122,143380
72,123,71690
73,10,131668
73,11,263336
73,13,107911
73,14,216310
73,15,216566
73,16,98098
73,17,196196
73,24,856340
73,25,1712680
73,29,188089
73,30,376178
73,44,61290
73,45,122580
73,95,181940
73,96,90970
73,112,80146
73,113,160292
73,116,159040
73,117,79520
73,122,71690
73,123,35845
74,10,65834
74,11,131668
74,13,215822
74,14,432620
74,15,433132
74,16,196196
74,17,392392
74,19,407228
74,20,203614
74,24,428170
74,25,856340
74,44,30645
74,45,61290
74,110,81160
74,111,162320
74,112,40073
74,113,80146
75,19,203614
75,20,101807
75,48,27813
75,49,55626
75,104,105760
75,105,211520
75,108,81020
75,109,40510
75,110,40580
75,111,81160
76,48,108908
76,49,117878
76,104,52880
76,105,105760
76,108,162040
76,109,81020
77,48,46656
77,49,23328
78,47,29921
78,48,59842
78,104,299432
78,105,149716
79,47,59842
79,48,119684
79,104,149716
79,105,74858
80,48,57888
80,49,115776
80,50,30457
80,51,60914
81,48,28944
81,49,57888
81,50,60914
81,51,121828
81,53,71944
81,54,143888
82,28,631244
82,29,315622
82,53,35972
82,54,107941
82,55,143812
83,28,315622
83,29,157811
83,54,35953
83,55,107276
83,56,70740
83,97,102522
83,98,51261
84,55,70740
84,56,141480
84,97,205044
84,98,102522
85,55,70038
85,56,35019
85,98,115726
85,99,57863
86,55,140076
86,56,70038
86,98,231452
86,99,115726
87,56,68198
87,57,34099
88,30,152126
88,31,304252
88,55,34170
88,56,136684
88,57,68198
89,30,304252
89,31,608504
89,55,68340
89,56,136680
91,56,33431
91,57,66862
92,56,66862
92,57,133724
93,36,506344
93,37,253172
93,98,113068
93,99,56534
94,36,253172
94,37,126586
94,60,23268
94,61,46536
94,98,226136
94,99,113068
95,20,255900
95,21,127950
95,60,46536
95,61,93072
96,20,511800
96,21,255900
96,42,124726
96,43,249452
97,42,249452
97,43,498904
98,63,51912
98,64,25956
99,16,293432
99,17,586864
99,63,25956
99,64,12978
100,16,146716
100,17,293432
101,66,50464
101,67,25232
101,94,122726
101,95,245452
102,66,25232
102,67,25504
102,68,25776
102,94,61363
102,95,122726
103,61,192392
103,62,96196
103,67,25776
103,68,51552
104,16,149440
104,17,298880
104,61,384784
104,62,192392
105,2,80760
105,3,164302
105,4,162156
105,16,298880
105,17,597760
105,69,23188
105,70,11594
106,2,161520
106,3,328604
106,4,324312
106,5,157728
106,6,78864
106,7,157818
106,8,78909
106,14,316282
106,15,158141
106,69,46376
106,70,23188
107,5,315456
107,6,157728
107,7,315636
107,8,157818
107,9,96126
107,10,192252
107,14,632564
107,15,316282
108,9,272735
108,10,404235
109,9,243008
109,10,121504
109,70,24254
109,71,48508
110,9,93442
110,10,186884
110,70,12127
110,71,24254
110,90,130842
110,91,261684
111,9,186884
111,10,373768
111,90,261684
111,91,523368
113,5,234796
113,6,469592
114,5,117398
114,6,234796
116,77,109386
116,78,218772
117,5,256640
117,6,513280
117,77,218772
117,78,437544
118,5,128320
118,6,256640
123,127,44704
124,3,443070
124,4,935530
124,5,452416
124,127,89408
125,3,221535
125,4,467765
125,5,226208
126,13,62315
126,14,124630
127,13,124630
127,14,249260
