x,y,dlt,tcd
0,83,,79
0,97,,21
0,98,,10
0,107,,7
0,108,,18
0,112,,13
0,116,1,
0,117,,7
0,119,,3
0,120,,6
0,122,,1
0,123,,41
0,124,2,45
0,125,2,28
0,126,2,30
0,127,2,45
1,83,,79
1,98,,7
1,100,,5
1,115,,2
1,117,,5
1,118,,14
1,119,,25
1,120,,11
1,122,1,2
1,123,,12
1,124,,36
1,125,2,44
1,126,2,48
1,127,2,49
2,83,,79
2,99,,12
2,100,,28
2,113,,17
2,114,,10
2,115,,34
2,117,,3
2,118,,23
2,119,,3
2,121,,5
2,122,1,30
2,123,,13
2,124,2,31
2,125,2,12
2,126,2,49
2,127,2,30
3,83,,79
3,98,,29
3,99,,22
3,113,,7
3,114,,4
3,115,,10
3,116,,22
3,119,,20
3,120,,11
3,121,,3
3,122,2,28
3,123,,9
3,124,,29
3,125,1,7
3,126,2,28
3,127,2,6
4,83,,79
4,98,,26
4,114,,13
4,119,,10
4,121,1,6
4,122,2,33
4,123,,10
4,124,,14
4,125,1,19
4,126,,33
4,127,2,13
5,82,,201
5,83,,28
5,85,,10
5,96,,5
5,97,1,8
5,98,,12
5,114,,26
5,115,,6
5,118,,5
5,119,,10
5,120,2,10
5,121,,27
5,122,2,35
5,123,2,26
5,124,,19
5,125,2,21
5,126,,28
5,127,,43
6,82,,104
6,83,,31
6,85,,16
6,95,,14
6,96,,37
6,97,,13
6,98,,18
6,117,,3
6,118,2,21
6,119,2,34
6,120,2,25
6,121,1,21
6,122,2,24
6,123,2,34
6,124,2,43
6,125,2,22
6,126,1,26
6,127,,35
7,80,,234
7,81,,171
7,82,,8
7,83,,9
7,84,,10
7,92,,20
7,93,,48
7,94,,33
7,95,,12
7,96,,1
7,98,,13
7,99,,12
7,118,,1
7,119,,1
7,121,,25
7,122,,6
7,123,,25
7,124,,34
7,125,2,48
7,126,2,60
7,127,2,42
8,80,,191
8,82,,2
8,83,,9
8,84,,10
8,85,,1
8,90,,1
8,92,,18
8,93,,25
