x,y,TOT_P,avg_time_nearest_h
89,24,792,NA
89,25,937,NA
89,26,245,NA
89,27,1889,NA
89,28,65,NA
89,29,50,NA
89,30,91,NA
89,31,588,NA
89,32,3117,NA
90,20,89,NA
90,21,10486,NA
90,22,1279,NA
90,23,1636,NA
90,24,1037,NA
90,25,1453,NA
90,26,98,NA
90,27,4331,NA
90,28,91,NA
90,29,121,NA
90,30,171,NA
90,31,387,NA
90,32,645,NA
90,33,41,NA
90,34,430,NA
91,20,4,NA
91,21,7,NA
91,22,48,NA
91,23,136,NA
91,24,804,NA
91,25,1094,NA
91,26,216,NA
91,27,7558,NA
91,28,1168,NA
91,29,202,NA
91,30,188,NA
91,31,375,NA
91,32,240,NA
91,33,118,NA
91,34,937,NA
91,35,1243,NA
92,20,27,NA
92,21,701,NA
92,22,219,NA
92,23,47,NA
92,24,75,NA
92,25,105,NA
92,26,971,NA
92,27,10571,NA
92,28,256,NA
92,29,9,NA
92,30,138,NA
92,31,75,NA
92,32,67,NA
92,33,98,NA
92,34,35,NA
92,35,8187,NA
92,36,441,NA
93,21,32,NA
93,22,649,NA
93,23,33,NA
93,24,32,NA
93,25,44,NA
93,26,159,NA
93,27,138,NA
93,28,46,NA
93,29,1119,NA
93,30,62,NA
93,31,115,NA
93,32,590,NA
93,33,497,NA
93,34,603,NA
93,35,9510,NA
93,36,1144,NA
94,22,22,NA
94,23,124,NA
94,24,43,NA
94,25,22,NA
94,26,37,NA
94,27,697,NA
94,28,50,NA
94,29,22,NA
94,30,69,NA
94,31,322,NA
94,32,36,NA
94,33,52,NA
94,34,1168,NA
94,35,2661,NA
94,36,111,NA
94,37,89,NA
95,23,40,NA
95,24,157,NA
95,25,84,NA
95,26,10,NA
95,27,40,NA
95,28,936,NA
95,29,256,NA
95,30,41,NA
95,31,44,NA
95,32,116,NA
95,33,55,NA
95,34,70,NA
95,35,72,NA
95,36,128,NA
95,37,359,NA
95,38,387,NA
95,39,33,NA
95,40,53,NA
96,23,433,NA
96,24,147,NA
96,25,98,NA
96,26,234,NA
96,27,41,NA
96,28,1247,NA
96,29,188,NA
96,30,59,NA
96,31,57,NA
96,32,467,NA
96,33,91,NA
96,34,31,NA
96,35,15,NA
96,36,532,NA
96,37,608,NA
96,38,288,NA
96,39,122,NA
96,40,159,NA
96,41,220,NA
96,42,22,NA
97,23,115,NA
97,24,109,NA
97,25,44,NA
97,26,805,NA
97,27,63,NA
97,28,728,NA
97,29,1074,NA
97,30,70,NA
97,31,64,NA
97,32,909,NA
97,33,2757,NA
97,34,138,NA
97,35,3343,NA
97,36,234,NA
97,37,3,NA
97,38,711,NA
97,39,267,NA
97,40,467,NA
97,41,1095,NA
97,42,101,NA
98,24,90,NA
98,25,55,NA
98,26,51,NA
98,27,69,NA
98,28,37,NA
98,29,196,NA
98,30,2650,NA
98,31,281,NA
98,32,500,NA
98,33,368,NA
98,34,39,NA
98,35,566,NA
98,36,255,NA
98,37,32,NA
98,38,17,NA
98,39,46,NA
98,40,168,NA
98,41,1032,NA
98,42,43,NA
99,24,105,NA
99,25,68,NA
99,26,100,NA
99,27,26,NA
99,28,429,NA
99,29,160,NA
99,30,589,NA
99,31,2336,NA
99,32,2621,NA
99,33,65,NA
99,34,124,NA
99,35,55,NA
99,36,77,NA
99,37,3,NA
99,38,70,NA
99,39,586,NA
99,40,89,NA
99,41,1442,NA
99,42,28,NA
100,24,692,NA
100,25,66,NA
100,26,147,NA
100,27,88,NA
100,28,1560,NA
100,29,197,NA
100,30,637,NA
100,31,204,NA
100,32,683,NA
100,33,79,NA
100,34,76,NA
100,35,105,NA
100,36,162,NA
100,37,56,NA
100,38,39,NA
100,39,61,NA
100,40,39,NA
100,41,686,NA
100,42,353,NA
100,43,321,NA
100,107,0,NA
100,117,0,NA
101,24,335,NA
101,25,1782,NA
101,26,605,NA
101,27,116,NA
101,28,476,NA
101,29,5160,NA
101,30,282,NA
101,31,123,NA
101,32,161,NA
101,33,2838,NA
101,34,92,NA
101,35,58,NA
101,36,80,NA
101,37,45,NA
101,38,43,NA
101,39,281,NA
101,40,51,NA
101,41,115,NA
101,42,509,NA
101,43,47,NA
101,109,3,NA
102,27,43,NA
102,28,868,NA
102,29,12037,NA
102,30,4033,NA
102,31,2320,NA
102,32,2367,NA
102,33,351,NA
102,34,73,NA
102,35,99,NA
102,36,164,NA
102,37,18,NA
102,38,293,NA
102,39,7013,NA
102,40,146,NA
102,41,111,NA
102,42,55,NA
102,43,24,NA
102,116,9,NA
102,117,34,NA
102,118,23,NA
103,28,175,NA
103,29,5424,NA
103,30,879,NA
103,31,545,NA
103,32,298,NA
103,33,580,NA
103,34,74,NA
103,35,79,NA
103,36,81,NA
103,37,91,NA
103,38,28,NA
103,39,145,NA
103,40,40,NA
103,41,97,NA
103,42,179,NA
103,43,770,NA
103,108,166,NA
103,109,25,NA
103,116,13,NA
103,117,1345,NA
103,118,52,NA
104,29,5272,NA
104,30,1520,NA
104,31,175,NA
104,32,468,NA
104,33,193,NA
104,34,404,NA
104,35,672,NA
104,36,501,NA
104,37,146,NA
104,38,35,NA
104,39,123,NA
104,40,443,NA
104,41,252,NA
104,42,93,NA
104,43,28,NA
104,105,14,NA
104,106,31,NA
104,107,184,NA
104,108,60,NA
104,109,24,NA
104,116,48,NA
104,117,49,NA
104,118,67,NA
105,28,21,NA
105,29,2738,NA
105,30,1046,NA
105,31,94,NA
105,32,230,NA
105,33,102,NA
105,34,107,NA
105,35,1788,NA
105,36,8639,NA
105,37,3,NA
105,38,24,NA
105,39,274,NA
105,40,42,NA
105,41,70,NA
105,42,74,NA
105,43,19,NA
105,107,304,NA
105,108,9,NA
105,109,31,NA
105,110,12,NA
105,116,804,NA
105,117,50,NA
105,118,66,NA
105,119,43,NA
106,28,480,NA
106,29,106,NA
106,30,25,NA
106,31,84,NA
106,32,969,NA
106,33,134,NA
106,34,147,NA
106,35,2320,NA
106,36,3514,NA
106,37,30,NA
106,38,118,NA
106,39,237,NA
106,40,197,NA
106,41,371,NA
106,42,172,NA
106,43,695,NA
106,44,86,NA
106,45,59,NA
106,46,268,NA
106,47,106,NA
106,104,12,NA
106,105,201,NA
106,107,31,NA
106,108,194,NA
106,109,81,NA
106,110,6,NA
106,115,9,NA
106,116,38,NA
106,117,51,NA
106,118,28,NA
106,119,31,NA
106,120,22,NA
107,27,563,NA
107,28,1988,NA
107,29,187,NA
107,30,32,NA
107,31,88,NA
107,32,1844,NA
107,33,24,NA
107,34,141,NA
107,35,99,NA
107,36,29,NA
107,37,12,NA
107,38,80,NA
107,39,291,NA
107,40,416,NA
107,41,97,NA
107,42,165,NA
107,43,165,NA
107,44,1723,NA
107,45,186,NA
107,46,551,NA
107,47,567,NA
107,104,66,NA
107,105,41,NA
107,107,418,NA
107,108,118,NA
107,109,85,NA
107,110,778,NA
107,111,0,NA
107,115,139,NA
107,116,463,NA
107,117,68,NA
107,118,72,NA
107,119,277,NA
107,120,29,NA
108,28,91,NA
108,29,154,NA
108,30,274,NA
108,31,32,NA
108,32,52,NA
108,33,66,NA
108,34,62,NA
108,35,19,NA
108,36,117,NA
108,37,188,NA
108,38,91,NA
108,39,163,NA
108,40,310,NA
108,41,163,NA
108,42,16,NA
108,43,1031,NA
108,44,809,NA
108,45,85,NA
108,46,40,NA
108,47,158,NA
108,102,31,NA
108,103,18,NA
108,104,15,NA
108,106,5260,NA
108,107,77,NA
108,108,40,NA
108,109,55,NA
108,110,141,NA
108,111,59,NA
108,112,98,NA
108,113,60,NA
108,114,276,NA
108,115,37,NA
108,116,4,NA
108,117,57,NA
108,118,70,NA
108,119,221,NA
108,120,261,NA
109,27,19,NA
109,28,74,NA
109,29,40,NA
109,30,68,NA
109,31,100,NA
109,32,55,NA
109,33,31,NA
109,34,44,NA
109,35,22,NA
109,36,186,NA
109,37,13,NA
109,38,9,NA
109,39,38,NA
109,40,39,NA
109,41,5,NA
109,42,53,NA
109,43,134,NA
109,44,1357,NA
109,45,125,NA
109,46,38,NA
109,47,644,NA
109,48,89,NA
109,101,4,NA
109,102,117,NA
109,103,46,NA
109,104,5,NA
109,106,8650,NA
109,107,693,NA
109,108,213,NA
109,109,39,NA
109,110,56,NA
109,111,52,NA
109,112,63,NA
109,113,443,NA
109,114,280,NA
109,115,34,NA
109,116,152,NA
109,117,22,NA
109,118,35,NA
109,119,84,NA
110,27,20,NA
110,28,50,NA
110,29,15,NA
110,30,331,NA
110,31,85,NA
110,32,37,NA
110,33,71,NA
110,34,74,NA
110,35,28,NA
110,36,95,NA
110,37,52,NA
110,38,28,NA
110,39,5,NA
110,43,10,NA
110,44,27,NA
110,45,55,NA
110,46,56,NA
110,47,60,NA
110,48,37,NA
110,100,4,NA
110,101,100,NA
110,102,29,NA
110,103,55,NA
110,104,107,NA
110,106,260,NA
110,107,370,NA
110,108,919,NA
110,109,73,NA
110,110,154,NA
110,111,60,NA
110,112,141,NA
110,113,297,NA
110,114,39,NA
110,115,30,NA
110,116,66,NA
110,117,75,NA
110,118,42,NA
110,119,203,NA
110,120,47,NA
110,121,23,NA
111,27,1242,NA
111,28,75,NA
111,29,771,NA
111,30,9,NA
111,31,39,NA
111,32,64,NA
111,33,403,NA
111,34,44,NA
111,35,459,NA
111,36,69,NA
111,37,16,NA
111,38,11,NA
111,39,4,NA
111,40,15,NA
111,45,149,NA
111,46,120,NA
111,47,229,NA
111,48,83,NA
111,49,60,NA
111,50,21,NA
111,100,139,NA
111,101,34,NA
111,102,189,NA
111,103,493,NA
111,104,4282,NA
111,105,2342,NA
111,106,218,NA
111,107,576,NA
111,108,1164,NA
111,109,103,NA
111,110,4098,NA
111,111,798,NA
111,112,34,NA
111,113,324,NA
111,114,96,NA
111,115,220,NA
111,116,50,NA
111,117,13,NA
111,118,12,NA
111,119,112,NA
111,120,35,NA
111,121,98,NA
111,122,34,NA
111,123,13,NA
112,27,144,NA
112,28,249,NA
112,29,47,NA
112,30,16,NA
112,31,92,NA
112,32,83,NA
112,33,180,NA
112,34,1404,NA
112,35,58,NA
112,36,58,NA
112,37,2,NA
112,38,10,NA
112,39,55,NA
112,40,52,NA
112,41,4,NA
112,43,80,NA
112,44,66,NA
112,45,134,NA
112,46,34,NA
112,47,109,NA
112,48,15,NA
112,49,500,NA
112,50,130,NA
112,100,1,NA
112,101,121,NA
112,102,158,NA
112,103,5969,NA
112,104,5169,NA
112,105,1779,NA
112,106,177,NA
112,107,238,NA
112,108,647,NA
112,109,363,NA
112,110,6574,NA
112,111,3385,NA
112,112,197,NA
112,113,34,NA
112,114,61,NA
112,115,33,NA
112,116,39,NA
112,117,709,NA
112,118,175,NA
112,119,41,NA
112,120,76,NA
112,121,36,NA
112,122,40,NA
112,123,25,NA
113,27,891,NA
113,28,1704,NA
113,29,97,NA
113,30,426,NA
113,31,289,NA
113,32,221,NA
113,33,206,NA
113,34,279,NA
113,35,66,NA
113,36,90,NA
113,37,7,NA
113,38,95,NA
113,40,15,NA
113,41,15,NA
113,42,44,NA
113,43,12,NA
113,44,14,NA
113,45,63,NA
113,46,156,NA
113,47,8,NA
113,48,60,NA
113,49,218,NA
113,50,25,NA
113,51,54,NA
113,101,60,NA
113,102,53,NA
113,103,1846,NA
113,104,335,NA
113,105,171,NA
113,106,540,NA
113,107,1039,NA
113,108,837,NA
113,109,66,NA
113,110,94,NA
113,111,627,NA
113,112,218,NA
113,113,30,NA
113,114,308,NA
113,115,62,NA
113,116,277,NA
113,117,501,NA
113,118,67,NA
113,119,63,NA
113,120,498,NA
113,121,1110,NA
113,122,1020,NA
114,27,56,NA
114,28,2608,NA
114,29,80,NA
114,30,169,NA
114,31,260,NA
114,32,112,NA
114,33,6408,NA
114,34,477,NA
114,35,1380,NA
114,36,158,NA
114,41,452,NA
114,42,256,NA
114,43,115,NA
114,44,29,NA
114,45,40,NA
114,46,255,NA
114,47,45,NA
114,48,68,NA
114,49,183,NA
114,50,45,NA
114,51,47,NA
114,52,25,NA
114,101,268,NA
114,102,489,NA
114,103,91,NA
114,104,320,NA
114,105,54,NA
114,106,103,NA
114,107,27,NA
114,108,49,NA
114,109,47,NA
114,110,90,NA
114,111,143,NA
114,112,42,NA
114,113,56,NA
114,114,311,NA
114,115,61,NA
114,116,120,NA
114,117,112,NA
114,118,82,NA
114,119,199,NA
114,120,59,NA
114,121,3334,NA
114,122,183,NA
115,28,84,NA
115,29,244,NA
115,30,401,NA
115,31,98,NA
115,32,45,NA
115,33,3143,NA
115,34,256,NA
115,35,1400,NA
115,36,210,NA
115,37,47,NA
115,38,35,NA
115,39,0,NA
115,40,4,NA
115,41,78,NA
115,42,76,NA
115,43,114,NA
115,44,98,NA
115,45,274,NA
115,46,33,NA
115,47,168,NA
115,48,28,NA
115,49,24,NA
115,50,108,NA
115,51,217,NA
115,52,416,NA
115,53,97,NA
115,54,682,NA
115,55,382,NA
115,73,31,NA
115,74,4,NA
115,101,28,NA
115,102,78,NA
115,103,191,NA
115,104,18,NA
115,105,49,NA
115,106,27,NA
115,107,108,NA
115,108,25,NA
115,109,5,NA
115,110,17,NA
115,111,19,NA
115,112,327,NA
115,113,15,NA
115,114,56,NA
115,115,147,NA
115,116,20,NA
115,117,35,NA
115,118,13,NA
115,119,35,NA
115,120,81,NA
115,121,56,NA
116,27,109,NA
116,28,483,NA
116,29,152,NA
116,30,19,NA
116,31,148,NA
116,32,913,NA
116,33,172,NA
116,34,151,NA
116,35,908,NA
116,36,108,NA
116,37,556,NA
116,38,120,NA
116,39,255,NA
116,40,201,NA
116,41,61,NA
116,42,372,NA
116,43,124,NA
116,44,119,NA
116,45,32,NA
116,46,40,NA
116,47,23,NA
116,48,2,NA
116,49,227,NA
116,50,292,NA
116,51,101,NA
116,52,91,NA
116,53,817,NA
116,54,7138,NA
116,55,1627,NA
116,56,63,NA
116,57,35,NA
116,58,34,NA
116,59,8,NA
116,100,207,NA
116,101,783,NA
116,102,55,NA
116,103,650,NA
116,104,378,NA
116,105,109,NA
116,106,25,NA
116,107,129,NA
116,108,20,NA
116,109,15,NA
116,110,19,NA
116,111,290,NA
116,112,39,NA
116,113,42,NA
116,114,162,NA
116,115,107,NA
116,116,28,NA
116,117,204,NA
116,119,41,NA
116,120,27,NA
116,121,274,NA
117,27,543,NA
117,28,132,NA
117,29,53,NA
117,30,157,NA
117,31,79,NA
117,32,140,NA
117,33,158,NA
117,34,156,NA
117,35,999,NA
117,36,120,NA
117,37,562,NA
117,38,133,NA
117,39,267,NA
117,40,119,NA
117,41,522,NA
117,42,121,NA
117,43,53,NA
117,44,287,NA
117,45,36,NA
117,46,70,NA
117,47,121,NA
117,48,46,NA
117,49,39,NA
117,50,39,NA
117,51,61,NA
117,52,48,NA
117,53,60,NA
117,54,547,NA
117,55,186,NA
117,56,91,NA
117,57,77,NA
117,58,474,NA
117,59,94,NA
117,60,61,NA
117,61,10,NA
117,100,5,NA
117,101,162,NA
117,102,730,NA
117,103,49,NA
117,104,146,NA
117,105,0,NA
117,106,286,NA
117,107,13,NA
117,108,20,NA
117,109,31,NA
117,110,30,NA
117,111,24,NA
117,112,79,NA
117,113,42,NA
117,114,75,NA
117,115,56,NA
117,116,64,NA
117,117,24,NA
117,118,31,NA
117,119,62,NA
117,120,3,NA
117,121,311,NA
117,122,206,NA
118,27,61,NA
118,28,55,NA
118,29,154,NA
118,30,62,NA
118,31,97,NA
118,32,64,NA
118,33,190,NA
118,34,240,NA
118,35,20,NA
118,36,133,NA
118,37,45,NA
118,38,40,NA
118,39,59,NA
118,40,51,NA
118,41,444,NA
118,42,726,NA
118,43,108,NA
118,44,141,NA
118,45,402,NA
118,46,68,NA
118,47,83,NA
118,48,55,NA
118,49,99,NA
118,50,510,NA
118,51,116,NA
118,52,604,NA
118,53,110,NA
118,54,280,NA
118,55,21,NA
118,56,979,NA
118,57,142,NA
118,58,10,NA
118,59,102,NA
118,60,132,NA
118,61,38,NA
118,62,58,NA
118,63,75,NA
118,64,13,NA
118,101,280,NA
118,102,63,NA
118,103,53,NA
118,104,512,NA
118,105,311,NA
118,106,194,NA
118,107,25,NA
118,108,40,NA
118,109,187,NA
118,110,227,NA
118,111,45,NA
118,112,41,NA
118,113,30,NA
118,114,124,NA
118,115,20,NA
118,116,11,NA
118,117,17,NA
118,118,25,NA
118,119,8,NA
118,121,163,NA
119,27,538,NA
119,28,42,NA
119,29,770,NA
119,30,293,NA
119,31,122,NA
119,32,53,NA
119,33,32,NA
119,34,92,NA
119,35,90,NA
119,36,229,NA
119,37,135,NA
119,38,45,NA
119,39,140,NA
119,40,34,NA
119,41,166,NA
119,42,1458,NA
119,43,292,NA
119,44,229,NA
119,45,93,NA
119,46,66,NA
119,47,56,NA
119,48,115,NA
119,49,43,NA
119,50,17,NA
119,51,112,NA
119,52,128,NA
119,53,18,NA
119,54,40,NA
119,55,47,NA
119,56,32,NA
119,57,32,NA
119,58,28,NA
119,59,63,NA
119,60,24,NA
119,61,46,NA
119,62,74,NA
119,63,386,NA
119,64,42,NA
119,101,2179,NA
119,102,2900,NA
119,103,295,NA
119,104,1325,NA
119,105,647,NA
119,106,73,NA
119,107,622,NA
119,108,389,NA
119,109,1214,NA
119,110,157,NA
119,111,53,NA
119,112,21,NA
119,113,66,NA
119,114,52,NA
119,115,275,NA
119,116,213,NA
119,117,0,NA
119,119,32,NA
119,120,15,NA
119,121,930,NA
119,122,24,NA
120,26,146,NA
120,27,18,NA
120,28,79,NA
120,29,90,NA
120,30,917,NA
120,31,78,NA
120,32,316,NA
120,33,174,NA
120,34,714,NA
120,35,4165,NA
120,36,1204,NA
120,37,497,NA
120,38,145,NA
120,39,341,NA
120,40,191,NA
120,41,68,NA
120,42,6220,NA
120,43,3121,NA
120,44,75,NA
120,45,62,NA
120,46,306,NA
120,47,47,NA
120,48,26,NA
120,49,120,NA
120,50,27,NA
120,51,89,NA
120,52,335,NA
120,53,145,NA
120,54,42,NA
120,55,40,NA
120,56,113,NA
120,57,40,NA
120,58,46,NA
120,59,109,NA
120,60,26,NA
120,61,26,NA
120,62,239,NA
120,63,569,NA
120,64,22,NA
120,99,15,NA
120,101,0,NA
120,102,46,NA
120,103,1341,NA
120,104,1379,NA
120,105,1438,NA
120,106,16,NA
120,107,202,NA
120,108,360,NA
120,109,988,NA
120,110,191,NA
120,111,625,NA
120,112,55,NA
120,113,76,NA
120,114,47,NA
120,115,84,NA
120,116,12,NA
120,118,26,NA
120,119,22,NA
120,120,86,NA
120,121,102,NA
120,122,83,NA
120,123,3,NA
121,24,23,NA
121,25,115,NA
121,26,539,NA
121,27,224,NA
121,28,17,NA
121,29,989,NA
121,30,192,NA
121,31,697,NA
121,32,137,NA
121,33,110,NA
121,34,109,NA
121,35,97,NA
121,36,380,NA
121,37,167,NA
121,38,73,NA
121,39,75,NA
121,40,52,NA
121,41,189,NA
121,42,83,NA
121,43,54,NA
121,44,107,NA
121,45,43,NA
121,46,34,NA
121,47,41,NA
121,48,109,NA
121,49,46,NA
121,50,19,NA
121,51,47,NA
121,52,236,NA
121,53,285,NA
121,54,35,NA
121,55,134,NA
121,56,33,NA
121,57,78,NA
121,58,54,NA
121,59,22,NA
121,60,43,NA
121,61,48,NA
121,62,40,NA
121,63,69,NA
121,104,240,NA
121,105,332,NA
121,106,306,NA
121,107,146,NA
121,108,83,NA
121,109,77,NA
121,110,6,NA
121,111,76,NA
121,112,423,NA
121,113,68,NA
121,114,32,NA
121,115,132,NA
121,116,39,NA
121,119,158,NA
121,120,49,NA
121,121,75,NA
121,122,45,NA
121,123,6,NA
122,24,39,NA
122,25,702,NA
122,26,1872,NA
122,27,5469,NA
122,28,254,NA
122,29,14194,NA
122,30,178,NA
122,31,114,NA
122,32,86,NA
122,33,393,NA
122,34,797,NA
122,35,782,NA
122,36,94,NA
122,37,177,NA
122,38,41,NA
122,39,59,NA
122,40,76,NA
122,41,20,NA
122,42,541,NA
122,43,23,NA
122,44,111,NA
122,45,415,NA
122,46,62,NA
122,47,24,NA
122,48,9,NA
122,49,126,NA
122,50,63,NA
122,51,253,NA
122,52,3334,NA
122,53,83,NA
122,54,32,NA
122,55,41,NA
122,56,65,NA
122,57,787,NA
122,58,51,NA
122,59,30,NA
122,60,31,NA
122,61,32,NA
122,62,344,NA
122,63,10,NA
122,104,43,NA
122,105,65,NA
122,106,156,NA
122,107,63,NA
122,108,136,NA
122,109,204,NA
122,110,50,NA
122,111,188,NA
122,112,96,NA
122,113,60,NA
122,114,303,NA
122,115,48,NA
122,116,150,NA
122,119,80,NA
122,120,68,NA
122,121,24,NA
122,122,31,NA
122,123,144,NA
122,124,42,NA
123,25,74,NA
123,26,2934,NA
123,27,8965,NA
123,28,11063,NA
123,29,3325,NA
123,30,9,NA
123,31,397,NA
123,32,76,NA
123,33,103,NA
123,34,546,NA
123,35,1936,NA
123,36,326,NA
123,37,151,NA
123,38,60,NA
123,39,291,NA
123,40,112,NA
123,41,15,NA
123,42,587,NA
123,43,31,NA
123,44,17,NA
123,45,60,NA
123,46,126,NA
123,47,206,NA
123,48,35,NA
123,49,54,NA
123,50,53,NA
123,51,44,NA
123,52,86,NA
123,53,89,NA
123,54,81,NA
123,55,91,NA
123,56,210,NA
123,57,14,NA
123,58,88,NA
123,59,57,NA
123,60,608,NA
123,61,285,NA
123,62,23,NA
123,104,9,NA
123,105,60,NA
123,106,107,NA
123,107,347,NA
123,108,107,NA
123,109,23,NA
123,110,112,NA
123,111,103,NA
123,112,113,NA
123,113,39,NA
123,114,50,NA
123,115,81,NA
123,116,107,NA
123,117,41,NA
123,118,38,NA
123,119,78,NA
123,120,245,NA
123,121,25,NA
123,122,65,NA
123,123,29,NA
123,124,58,NA
123,125,25,NA
124,26,4049,NA
124,27,23834,NA
124,28,17276,NA
124,29,14545,NA
124,30,39,NA
124,31,311,NA
124,32,180,NA
124,33,2296,NA
124,34,892,NA
124,35,1351,NA
124,36,72,NA
124,37,91,NA
124,38,101,NA
124,39,38,NA
124,40,127,NA
124,41,115,NA
124,42,121,NA
124,43,37,NA
124,44,102,NA
124,45,94,NA
124,46,44,NA
124,47,140,NA
124,48,59,NA
124,49,78,NA
124,50,34,NA
124,51,44,NA
124,52,52,NA
124,53,95,NA
124,54,81,NA
124,55,107,NA
124,56,70,NA
124,57,65,NA
124,58,86,NA
124,59,32,NA
124,60,77,NA
124,61,237,NA
124,105,41,NA
124,106,94,NA
124,107,21,NA
124,108,374,NA
124,109,1263,NA
124,110,97,NA
124,111,45,NA
124,112,67,NA
124,113,102,NA
124,114,123,NA
124,115,75,NA
124,116,72,NA
124,117,125,NA
124,118,106,NA
124,119,88,NA
124,120,68,NA
124,121,47,NA
124,122,52,NA
124,123,105,NA
124,124,20,NA
124,125,128,NA
125,23,403,NA
125,24,382,NA
125,25,2960,NA
125,26,16696,NA
125,27,29176,NA
125,28,16369,NA
125,29,12087,NA
125,30,3206,NA
125,31,47,NA
125,32,38,NA
125,33,63,NA
125,34,30,NA
125,35,60,NA
125,36,168,NA
125,37,161,NA
125,38,422,NA
125,39,59,NA
125,40,207,NA
125,41,7,NA
125,42,114,NA
125,43,109,NA
125,44,20,NA
125,46,13,NA
125,47,20,NA
125,48,87,NA
