x,y,value
0,21,175496
0,22,87748
0,47,19300
0,48,9650
0,111,638028
0,112,1276056
1,20,289156
1,21,188970
1,22,43874
1,99,217729
1,100,435458
2,19,144564
2,20,216860
2,21,72289
2,45,139416
2,46,69708
2,76,261812
2,77,130906
2,99,435458
2,100,870916
2,109,494364
2,110,247182
3,2,153944
3,3,76972
3,18,71808
3,19,290178
3,20,144564
3,32,102244
3,33,204488
3,45,69708
3,46,34854
3,75,285364
3,76,578604
3,77,261812
3,109,988728
3,110,494364
4,2,311125
4,3,236954
4,7,110890
4,8,55445
4,18,296446
4,19,292194
4,32,165772
4,33,159569
4,75,259637
4,76,519274
4,100,1011360
4,101,505680
4,108,524128
4,109,262064
5,2,159546
5,3,319092
5,5,110514
5,6,221028
5,7,221780
5,8,110890
5,11,102980
5,12,51490
5,17,295304
5,18,222049
5,19,73934
5,32,229432
5,33,114716
5,75,233910
5,76,467820
5,100,505680
5,101,252840
5,108,1048256
5,109,524128
6,4,106708
6,5,108611
6,6,110514
6,8,238372
6,9,234754
6,10,115400
6,11,205960
6,12,102980
6,15,294548
6,16,147274
6,17,147652
6,18,73826
6,32,226738
6,33,113369
6,75,116288
6,76,232576
6,104,1039584
6,105,519792
7,4,213416
7,5,106708
7,8,119186
7,9,117377
7,10,57700
7,13,219604
7,14,109802
7,15,147274
7,16,73637
7,32,225980
7,33,112990
7,75,58144
7,76,116288
7,101,476816
7,102,953632
7,104,519792
7,105,259896
8,2,107585
8,3,215170
8,13,109802
8,14,54901
8,31,79716
8,32,39858
8,65,151566
8,66,303132
8,76,378864
8,77,757728
8,101,238408
8,102,476816
9,2,215170
9,3,430340
9,31,39858
9,32,19929
9,38,12390
9,39,24780
9,65,303132
9,66,606264
9,76,189432
9,77,497760
9,78,59448
9,98,570022
9,99,1140044
10,30,37109
10,31,74218
10,38,24780
10,39,49560
10,66,277510
10,67,555020
10,77,806240
10,78,403120
10,94,296582
10,95,593164
10,98,285011
10,99,570022
11,30,74218
11,31,148436
11,37,140560
11,38,70280
11,66,138755
11,67,443599
11,68,332178
11,77,576058
11,78,769639
11,79,165817
11,94,593164
11,95,1186328
12,1,346564
12,2,173282
12,31,114118
12,32,57059
12,33,60081
12,34,120162
12,37,70280
12,38,35140
12,67,332178
12,68,664356
12,77,154709
12,78,726220
12,79,331634
12,89,416148
12,90,832296
13,1,173282
13,2,86641
13,31,228236
13,32,114118
13,33,120162
13,34,240324
13,68,556656
13,69,278328
13,78,318509
13,79,637018
13,86,810006
13,87,405003
13,89,832296
13,90,1664592
14,34,65810
