x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
36,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
36,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
37,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,2,0,0,4,0,0,2,5,0,0,0,0,1,0,0,1,0,0,0,2,0,15
37,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,1,0,8
37,4,1,0,3,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,12
37,5,1,0,3,0,1,1,7,2,0,1,0,0,1,0,0,0,0,1,2,0,20
37,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
38,1,0,0,1,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,2,0,10
38,2,0,0,3,0,0,1,0,0,2,0,0,0,0,0,1,2,0,0,4,0,13
38,3,0,0,2,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7
38,4,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,7
38,5,0,0,3,1,1,1,8,6,3,0,0,0,1,1,0,0,0,0,0,0,25
38,6,0,0,8,1,0,1,1,5,1,0,0,1,2,1,1,2,0,2,6,0,32
39,0,0,0,0,1,0,2,5,1,2,0,0,0,1,0,0,0,0,0,1,0,13
39,1,0,2,5,1,1,5,14,2,3,1,0,1,9,1,1,2,1,2,6,0,57
39,2,0,0,2,0,0,1,2,0,0,0,0,0,1,0,1,2,1,0,3,0,13
39,3,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4
39,4,2,1,7,1,1,9,18,5,4,3,0,0,11,0,1,5,3,9,13,0,93
39,5,0,0,1,0,0,0,5,1,0,2,0,0,0,0,0,0,0,1,1,0,11
40,0,4,0,2,0,0,1,3,0,1,0,0,1,2,1,0,0,0,1,1,0,17
40,1,0,0,4,1,0,7,7,0,2,0,0,0,1,2,0,0,0,1,2,0,27
40,2,0,0,2,0,0,1,1,0,2,2,0,0,2,0,0,0,2,0,1,0,13
40,3,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,3,0,8
40,4,0,0,3,0,0,2,3,3,1,0,0,0,2,0,0,0,0,2,0,0,16
40,5,0,0,4,0,0,2,4,1,0,1,0,0,2,0,1,1,1,1,4,0,22
40,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
41,0,0,0,13,0,0,6,11,6,1,2,0,0,3,0,1,2,0,2,8,0,55
41,1,0,0,1,0,0,6,10,1,1,0,0,0,2,0,0,0,0,0,2,0,23
41,2,2,0,7,0,0,8,8,2,10,0,0,0,10,2,1,4,6,4,9,0,73
41,3,0,0,4,0,0,1,2,1,2,1,0,1,1,1,0,0,0,0,3,0,17
