x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
0,99,5,0,7,0,0,17,30,0,18,3,2,21,23,13,1,2,4,6,9,0,161
0,100,2,2,11,0,0,11,19,1,20,4,0,13,17,19,0,3,2,3,11,0,138
0,102,0,0,2,0,0,4,2,0,1,0,0,0,2,0,0,1,0,0,0,0,12
0,103,0,0,7,0,0,9,22,3,8,1,0,7,2,1,0,0,0,1,5,0,66
0,104,0,0,1,0,0,6,4,1,1,0,0,1,3,2,0,0,0,0,0,0,19
0,105,0,0,2,0,0,8,6,2,1,0,0,0,3,5,0,0,0,1,1,0,29
0,106,2,0,8,0,1,13,17,0,2,1,0,4,2,2,1,0,0,4,7,0,64
0,107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,108,0,0,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,1,4,0,14
0,109,1,0,3,0,0,10,14,0,1,0,0,1,2,2,0,0,1,1,3,0,39
0,110,1,0,3,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,1,0,10
1,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,100,1,0,4,0,0,10,9,1,1,1,0,3,6,2,0,0,0,3,7,0,48
1,101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,102,0,0,0,0,0,5,5,0,2,0,0,1,1,2,1,1,0,2,2,0,22
1,103,1,0,4,0,0,5,3,0,3,1,0,2,3,3,0,0,0,0,2,0,27
1,104,0,0,1,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,6
1,105,0,0,3,1,1,13,7,1,4,1,0,7,7,3,1,2,0,1,8,0,60
1,106,2,0,3,0,0,2,5,0,2,0,0,1,0,0,0,0,0,0,0,0,15
1,107,1,0,1,0,0,4,0,1,0,0,0,3,2,1,1,0,0,1,3,0,18
1,108,2,0,3,0,0,2,5,0,1,1,0,0,2,0,1,0,0,1,2,0,20
1,109,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,8
1,110,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3
2,97,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4
2,98,0,0,3,1,0,3,0,0,4,0,0,0,0,0,0,1,0,0,1,0,13
2,99,1,0,5,0,1,3,4,2,4,1,0,2,3,0,1,0,0,7,6,0,40
2,100,0,0,1,0,0,0,4,0,3,1,0,0,0,3,0,0,0,1,0,0,13
2,101,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,6
2,102,0,0,0,0,0,2,0,1,2,1,0,2,0,0,0,0,0,1,1,0,10
2,103,1,0,1,0,0,1,5,0,0,0,0,2,3,2,0,0,0,0,0,0,15
2,104,0,0,0,0,0,1,1,2,3,0,0,0,0,2,0,0,0,0,1,0,10
2,105,1,0,1,0,0,8,7,0,2,0,0,4,1,2,0,1,0,0,1,0,28
2,106,0,0,1,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,7
2,107,0,0,1,0,0,4,0,0,2,0,0,1,0,0,0,0,1,0,1,0,10
2,108,1,0,1,0,0,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,8
2,109,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4
3,94,2,0,11,0,0,12,5,0,10,2,0,6,2,7,0,1,0,3,7,0,68
3,95,4,1,16,0,3,41,27,4,34,3,0,14,18,12,1,4,0,17,12,0,211
3,96,1,0,5,0,0,8,6,2,3,2,0,4,3,3,0,0,0,3,2,0,42
3,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
3,100,0,0,3,0,0,2,3,0,0,0,0,0,0,1,0,0,0,1,2,0,12
3,101,0,1,3,1,1,2,5,1,1,0,0,1,1,0,1,1,0,3,7,0,29
3,102,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,5
3,103,1,0,7,0,0,3,6,0,2,0,0,1,3,2,1,0,1,0,2,0,29
3,104,0,0,1,0,0,1,2,0,1,0,0,2,1,0,0,0,0,0,1,0,9
3,105,2,0,3,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,10
3,106,1,0,7,0,0,6,3,1,0,1,0,1,0,1,1,0,0,2,2,0,26
3,107,2,0,5,0,0,3,9,2,3,1,0,2,2,1,1,0,1,1,9,0,42
3,108,1,0,2,0,0,3,2,0,2,0,0,0,0,0,1,1,0,1,4,0,17
4,92,0,0,0,0,0,6,4,0,0,0,0,5,0,0,0,0,0,0,1,0,16
4,93,7,0,57,2,0,96,98,21,62,26,4,36,92,63,0,9,6,53,34,0,666
4,94,32,1,178,4,10,296,381,42,144,125,8,130,349,122,10,58,48,112,226,0,2276
4,95,0,0,26,0,1,25,27,4,4,4,1,6,9,5,0,2,0,4,3,0,121
4,96,7,1,22,1,1,31,24,4,11,1,1,4,14,9,1,3,0,10,20,0,165
4,97,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
4,98,0,0,1,0,0,6,4,0,3,1,0,0,0,1,0,1,0,0,3,0,20
4,99,1,0,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,8
4,100,1,1,1,0,0,1,3,0,4,1,0,1,0,0,1,2,0,2,6,0,24
4,101,0,0,2,0,0,1,1,0,2,0,0,1,1,1,0,0,0,2,0,0,11
4,102,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,2,0,10
4,103,0,0,6,0,0,6,6,0,3,0,0,0,3,0,1,0,2,0,2,0,29
4,104,0,0,2,0,0,2,4,1,0,0,0,1,0,2,0,0,0,0,1,0,13
4,105,0,0,10,0,0,5,2,0,1,1,1,0,2,0,0,0,0,1,2,0,25
4,106,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,4
4,107,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4
4,108,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,7
4,109,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
5,92,3,0,6,0,0,14,10,1,6,3,0,11,6,9,0,0,0,1,0,0,70
5,93,2,0,2,0,2,7,7,3,3,3,0,6,3,2,0,0,0,3,1,0,44
5,94,2,0,9,0,0,13,17,8,5,0,0,0,7,1,1,1,0,1,4,0,69
5,95,0,0,1,0,0,4,5,2,1,0,0,0,0,1,0,1,0,0,1,0,16
5,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,97,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,3,0,7
5,98,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,4
5,99,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,7
5,100,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
5,101,0,0,7,0,0,3,4,5,0,0,0,0,1,0,0,0,0,1,0,0,21
5,102,0,1,8,0,0,4,15,3,1,2,0,1,6,0,1,2,1,0,7,0,52
5,103,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3
5,104,5,0,31,0,2,22,68,5,12,14,0,3,29,8,7,7,8,18,29,0,268
5,105,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,5
5,106,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3
5,107,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3
5,108,1,0,0,0,0,1,1,0,4,0,0,1,0,0,0,0,0,0,1,0,9
5,109,1,0,37,0,0,9,47,2,9,2,1,5,15,5,2,6,5,5,13,0,164
5,110,1,0,5,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,10
6,92,0,0,0,0,0,7,9,1,5,0,0,9,4,9,0,0,0,0,0,0,44
6,93,7,0,9,1,0,53,27,4,29,0,0,29,16,19,2,6,1,16,30,0,249
6,94,2,0,0,0,0,2,1,0,2,1,0,1,3,1,0,0,0,0,1,0,14
6,95,1,0,0,0,0,3,4,2,1,1,0,1,1,0,0,0,0,1,2,0,17
6,96,0,0,2,0,2,6,7,0,0,0,0,2,1,2,1,2,1,5,7,0,38
6,97,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
6,98,1,0,0,0,0,1,3,0,0,1,0,1,0,1,0,0,0,0,0,0,8
6,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
6,100,1,0,0,0,0,2,0,3,0,0,1,1,1,1,0,0,0,0,0,0,10
6,101,1,0,5,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10
6,103,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6,104,1,0,2,0,0,5,2,0,0,0,0,2,3,1,1,0,0,0,2,0,19
6,105,0,0,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9
6,106,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
6,107,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,5
6,108,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,7
6,109,0,0,9,0,5,5,14,3,3,1,0,1,5,0,1,0,0,3,7,0,57
6,110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
7,95,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
7,96,1,0,4,0,0,1,3,0,0,0,0,1,2,0,0,0,0,0,1,0,13
