x,y,BASIC_EDUCATION_OR_LESS,INACTIVE_POPULATION,LABOUR_FORCE,MEN,MEN_0_14,MEN_15_64_,MEN_65p,TERTIARY_EDUCATION,TOTAL,TOTAL_0_14,TOTAL_15_64,TOTAL_65p,UPPER_SECONDARY_EDUCATION,WOMEN,WOMEN_0_14,WOMEN_15_64,WOMEN_65p
0,58,15,19,15,19,0,13,0,0,43,9,29,5,18,24,0,16,0
0,59,764,708,661,855,168,570,99,31,1707,313,1116,263,559,844,140,537,154
0,60,197,141,139,196,36,128,13,0,403,88,257,55,100,207,43,121,28
0,61,15,12,0,12,0,8,0,0,19,0,13,0,0,7,0,5,0
0,62,32,21,23,33,0,21,0,0,57,13,37,7,12,24,0,16,0
0,63,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,65,14,13,23,27,7,19,0,0,53,17,34,0,22,26,10,15,0
0,66,393,470,410,539,110,370,56,49,1094,214,725,155,428,555,104,355,93
0,67,291,284,183,311,82,185,44,0,603,136,355,112,167,292,54,170,68
0,69,0,0,0,13,0,6,0,0,23,8,14,0,11,10,0,8,0
0,70,75,80,44,81,7,58,10,0,181,17,121,25,46,91,10,57,15
0,71,183,176,131,186,30,124,21,0,387,80,249,54,114,201,32,125,33
0,72,14,18,13,18,0,12,0,0,37,6,26,5,16,19,0,14,0
0,73,18,16,41,37,6,31,0,0,72,15,56,0,38,35,9,25,0
0,74,84,112,147,160,35,112,13,37,333,74,220,39,138,173,39,108,26
0,75,806,1394,1392,1634,274,1159,201,373,3297,511,2327,459,1607,1663,237,1168,258
0,76,1926,3514,3684,4202,738,2873,588,1293,8577,1374,5784,1417,3963,4375,636,2911,822
0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,80,155,198,106,185,20,133,9,0,382,52,271,48,136,192,20,138,17
0,81,47,72,62,76,13,55,8,0,171,31,111,28,81,89,18,51,20
0,83,23,26,20,34,5,18,6,0,70,10,43,12,23,36,5,16,6
0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,85,438,481,293,450,55,322,64,16,942,142,625,169,312,492,68,303,105
0,88,79,88,65,78,10,57,9,0,183,26,115,38,64,105,16,58,17
1,60,39,18,13,34,5,16,0,0,60,17,34,6,0,26,6,9,0
1,61,44,27,21,30,6,20,0,0,70,15,39,9,0,33,9,19,0
1,63,244,252,167,280,55,188,19,0,544,113,353,77,167,264,41,165,28
1,65,528,634,533,728,148,497,73,62,1464,297,971,196,572,736,129,474,117
1,66,228,290,194,304,65,211,26,26,634,150,402,78,228,330,85,191,52
1,70,113,121,99,134,22,94,16,0,270,44,178,42,99,130,16,84,19
1,71,77,115,79,93,7,66,16,13,219,13,146,56,102,116,6,72,27
1,72,242,355,298,349,40,248,46,37,766,103,510,153,365,417,48,262,93
1,73,659,737,657,864,164,603,93,55,1742,333,1162,245,670,878,164,559,152
1,74,34,42,63,71,8,47,7,0,146,15,102,19,63,75,7,45,12
1,75,637,1117,1083,1199,174,838,184,353,2555,355,1718,482,1206,1356,181,880,291
1,76,5257,12142,12628,13136,1958,9242,1936,6154,28507,3733,19608,5166,13338,15371,1775,10366,3230
1,77,43,55,49,62,0,39,9,15,122,18,78,26,46,60,0,39,17
1,78,145,245,216,243,27,180,36,57,514,52,366,96,254,271,25,186,60
1,79,554,697,605,765,144,517,99,100,1596,280,1049,266,641,831,129,532,167
1,80,210,271,275,316,46,234,26,18,655,97,471,84,305,327,42,228,40
1,81,188,298,207,302,45,208,47,20,606,84,394,125,288,296,39,180,71
1,82,314,347,275,369,56,265,48,0,736,114,506,116,296,367,58,241,68
1,83,293,373,251,361,56,248,37,21,774,113,508,143,285,413,50,252,90
1,84,101,134,57,125,15,80,16,0,247,36,162,43,71,122,12,72,27
1,85,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0
1,86,169,163,108,162,25,112,25,0,328,48,217,61,95,157,23,98,36
1,87,35,35,33,42,0,30,5,0,76,8,55,13,31,34,0,25,8
1,88,191,226,124,195,18,139,33,0,408,53,259,96,145,213,30,120,53
2,59,919,932,756,1074,208,730,131,61,2077,377,1355,341,697,1003,169,617,210
2,62,0,0,0,16,0,0,0,0,28,0,18,0,0,12,0,0,0
2,63,312,335,223,370,79,241,50,0,719,161,450,108,237,349,82,209,58
2,64,480,545,395,591,118,397,70,19,1205,246,758,196,417,606,120,361,121
2,65,19,30,11,31,10,19,0,0,57,16,38,0,20,26,6,19,0
2,66,501,682,550,760,156,516,86,65,1570,315,1012,233,656,803,159,496,147
2,68,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2,69,0,11,0,11,0,0,0,0,18,0,9,7,0,7,0,0,0
2,70,127,172,106,142,11,96,28,12,307,26,201,77,133,165,6,105,49
2,71,82,89,62,96,20,62,10,0,199,37,120,40,60,103,17,58,24
2,72,89,143,139,166,24,121,18,19,353,52,242,53,174,187,28,121,35
2,73,341,504,451,541,100,381,53,72,1164,196,792,169,538,623,96,405,102
2,74,167,239,271,311,54,206,46,47,628,112,416,99,295,311,50,205,53
2,75,601,896,1202,1269,270,919,80,342,2610,510,1874,226,1157,1341,240,955,146
2,76,6407,14902,14977,15570,2289,10925,2356,7680,34370,4469,23234,6667,15760,18800,2180,12309,4311
2,77,32,44,35,40,6,30,0,11,90,11,65,14,36,50,5,35,0
2,78,361,500,515,590,106,409,75,77,1219,204,803,212,577,629,98,394,137
2,79,1151,1225,1275,1485,263,1074,148,140,3037,537,2106,394,1208,1552,274,1032,246
2,81,242,270,255,299,38,229,31,25,609,84,435,88,255,310,46,206,57
2,82,12,0,0,18,0,8,0,0,32,0,22,0,0,14,0,6,0
2,83,555,687,644,779,124,549,96,103,1555,217,1045,293,660,776,85,496,181
2,84,58,61,40,59,5,39,13,0,121,13,75,32,41,62,8,36,14
2,85,133,102,106,123,13,87,16,0,270,36,171,49,72,134,23,78,27
2,86,49,49,30,66,13,31,6,0,130,23,73,28,30,64,10,27,15
2,87,120,132,82,109,16,75,18,0,259,26,169,61,88,142,10,88,43
2,88,16,17,0,12,0,10,0,0,27,0,21,6,0,15,0,11,0
3,58,43,56,27,58,12,41,5,0,108,19,71,12,37,44,7,30,7
3,59,173,182,139,224,48,145,16,0,478,122,307,46,139,240,53,144,22
3,60,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0
3,62,853,1014,855,1166,239,798,129,90,2322,453,1553,316,922,1156,214,755,187
3,63,430,551,461,622,120,427,71,48,1255,243,824,187,528,633,117,397,107
3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,66,1488,1953,1647,2236,463,1566,207,208,4555,951,3059,545,1900,2319,488,1493,338
3,67,59,81,47,78,17,53,8,0,185,41,112,28,66,86,19,52,15
3,68,68,84,52,90,14,55,16,11,177,31,103,42,57,87,17,39,26
3,69,398,523,288,437,62,305,62,45,954,130,629,182,363,504,60,324,120
3,70,54,80,60,66,0,50,5,0,152,11,112,28,79,86,0,62,16
3,71,429,535,397,535,82,374,71,28,1123,187,709,224,466,588,105,335,119
3,74,1079,1588,1650,1875,322,1334,219,284,3900,662,2708,530,1870,2025,340,1374,311
3,75,339,612,880,931,184,657,85,204,1859,356,1329,172,949,928,172,663,87
3,76,3353,6242,6133,6622,1014,4653,954,2015,14409,2030,9807,2572,6988,7787,1016,5154,1613
3,77,0,13,0,12,0,8,0,0,24,0,18,5,15,12,0,10,0
3,78,909,1375,1634,1821,353,1257,191,383,3670,660,2526,482,1693,1849,290,1269,260
3,79,0,12,14,15,0,14,0,0,31,5,21,5,14,16,0,7,0
3,80,187,153,129,157,18,112,27,0,321,39,212,70,83,164,21,100,43
3,81,114,128,81,114,16,79,19,0,245,36,151,58,84,131,20,72,39
3,82,17,11,0,11,0,0,0,0,23,0,11,10,0,12,0,0,0
3,84,86,90,62,89,13,67,9,0,177,25,122,30,61,88,12,55,21
3,85,203,225,136,203,22,139,21,27,435,61,272,101,117,232,24,128,55
