x,y,elevation
0,8,7
0,9,21
0,10,49
0,11,80
0,12,110
0,13,141
0,14,169
0,15,136
0,16,126
0,17,153
0,18,210
0,19,301
0,20,435
0,21,585
0,22,624
0,23,597
0,24,625
0,25,601
0,26,484
0,27,383
0,28,271
0,29,240
0,30,258
0,31,273
0,32,229
0,33,85
0,34,7
1,8,8
1,9,18
1,10,39
1,11,69
1,12,92
1,13,118
1,14,124
1,15,109
1,16,132
1,17,155
1,18,193
1,19,263
1,20,403
1,21,499
1,22,570
1,23,627
1,24,625
1,25,568
1,26,480
1,27,390
1,28,251
1,29,207
1,30,204
1,31,210
1,32,197
1,33,108
1,34,21
1,35,1
2,7,1
2,8,5
2,9,15
2,10,33
2,11,53
2,12,67
2,13,91
2,14,123
2,15,114
2,16,108
2,17,129
2,18,170
2,19,222
2,20,360
2,21,418
2,22,503
2,23,615
2,24,612
2,25,545
2,26,460
2,27,382
2,28,258
2,29,184
2,30,164
2,31,140
2,32,173
2,33,115
2,34,38
2,35,5
3,7,1
3,8,4
3,9,13
3,10,23
3,11,38
3,12,53
3,13,67
3,14,103
3,15,94
3,16,91
3,17,108
3,18,135
3,19,174
3,20,253
3,21,323
3,22,459
3,23,598
3,24,602
3,25,546
3,26,450
3,27,374
3,28,295
3,29,234
3,30,193
3,31,131
3,32,137
3,33,111
3,34,32
3,35,2
4,8,2
4,9,8
4,10,13
4,11,21
4,12,31
4,13,45
4,14,64
4,15,65
4,16,73
4,17,91
4,18,123
4,19,146
4,20,168
4,21,255
4,22,388
4,23,507
4,24,560
4,25,534
4,26,508
4,27,500
4,28,482
4,29,382
4,30,242
4,31,152
4,32,76
4,33,62
4,34,10
5,9,6
5,10,12
5,11,19
5,12,28
5,13,37
5,14,46
5,15,53
5,16,66
5,17,82
5,18,98
5,19,113
5,20,146
5,21,220
5,22,319
5,23,426
5,24,515
5,25,489
5,26,453
5,27,452
5,28,496
5,29,460
5,30,342
5,31,218
5,32,105
5,33,31
5,34,3
6,9,3
6,10,9
6,11,16
6,12,24
6,13,32
6,14,38
6,15,48
6,16,61
6,17,73
6,18,87
6,19,105
6,20,137
6,21,206
6,22,281
6,23,373
6,24,445
6,25,431
6,26,384
6,27,357
6,28,455
6,29,431
6,30,326
6,31,215
6,32,119
6,33,32
6,34,2
7,9,5
7,10,10
7,11,16
7,12,22
7,13,29
7,14,36
7,15,44
7,16,55
7,17,65
7,18,76
7,19,106
7,20,131
7,21,196
7,22,286
7,23,339
7,24,417
7,25,432
7,26,368
7,27,287
7,28,376
7,29,357
7,30,243
7,31,137
7,32,71
7,33,20
7,34,1
8,8,11
8,9,25
8,10,23
8,11,25
8,12,30
8,13,34
8,14,38
8,15,42
8,16,48
8,17,55
8,18,67
8,19,88
8,20,136
8,21,226
8,22,305
8,23,376
8,24,430
8,25,460
8,26,401
8,27,269
8,28,263
8,29,239
8,30,160
8,31,78
8,32,24
8,33,3
9,7,1
9,8,29
9,9,50
9,10,49
9,11,46
9,12,55
9,13,75
9,14,86
9,15,80
9,16,67
9,17,63
9,18,65
9,19,79
9,20,134
9,21,226
9,22,250
9,23,285
9,24,314
9,25,373
9,26,406
9,27,316
9,28,209
9,29,165
9,30,117
9,31,66
9,32,30
9,33,7
10,7,2
10,8,32
10,9,47
10,10,68
10,11,78
10,12,82
10,13,139
10,14,184
10,15,212
10,16,179
10,17,116
10,18,80
10,19,77
10,20,123
10,21,191
10,22,192
10,23,212
10,24,259
10,25,286
10,26,330
10,27,332
10,28,275
10,29,196
10,30,131
10,31,83
10,32,39
10,33,12
11,8,27
11,9,57
11,10,82
11,11,100
11,12,100
11,13,190
11,14,275
11,15,299
11,16,279
11,17,207
11,18,131
11,19,91
11,20,105
11,21,149
11,22,157
11,23,170
11,24,203
11,25,202
11,26,218
11,27,255
11,28,235
11,29,180
11,30,106
11,31,56
11,32,18
11,33,3
12,8,28
12,9,63
12,10,67
12,11,77
12,12,137
12,13,234
12,14,351
12,15,390
12,16,352
12,17,292
12,18,196
12,19,123
12,20,111
12,21,125
12,22,131
12,23,129
12,24,135
12,25,141
12,26,145
12,27,109
12,28,111
12,29,125
12,30,73
12,31,23
12,32,4
13,8,25
13,9,41
13,10,33
13,11,62
13,12,135
13,13,247
13,14,358
13,15,431
13,16,453
13,17,386
13,18,287
13,19,189
13,20,144
13,21,163
13,22,151
13,23,132
13,24,113
13,25,106
13,26,100
13,27,73
13,28,53
13,29,50
13,30,43
13,31,30
13,32,12
13,33,10
13,34,3
14,8,8
14,9,18
14,10,31
14,11,58
14,12,104
14,13,198
14,14,308
14,15,407
14,16,477
14,17,455
14,18,377
14,19,284
14,20,210
14,21,197
14,22,180
14,23,156
14,24,136
14,25,104
14,26,78
14,27,65
14,28,62
14,29,63
14,30,54
14,31,37
14,32,37
14,33,71
14,34,52
14,35,9
15,8,1
15,9,8
15,10,27
15,11,49
15,12,96
15,13,180
15,14,299
15,15,389
15,16,490
15,17,545
15,18,499
15,19,404
15,20,348
15,21,291
15,22,253
15,23,221
15,24,212
15,25,172
15,26,122
15,27,85
15,28,76
15,29,75
15,30,63
15,31,45
15,32,49
15,33,120
15,34,154
15,35,130
15,36,71
15,37,30
15,38,3
16,9,9
16,10,24
16,11,53
16,12,87
16,13,144
16,14,226
16,15,299
16,16,434
16,17,590
16,18,625
16,19,564
16,20,534
16,21,460
16,22,388
16,23,368
16,24,328
16,25,281
16,26,211
16,27,141
16,28,102
16,29,87
16,30,72
16,31,57
16,32,46
16,33,78
16,34,145
16,35,195
16,36,204
16,37,125
16,38,59
16,39,43
16,40,3
16,41,1
16,42,2
17,9,9
17,10,21
17,11,48
17,12,57
17,13,114
17,14,183
17,15,229
17,16,383
17,17,562
17,18,680
17,19,684
17,20,666
17,21,596
17,22,541
17,23,566
17,24,509
17,25,473
17,26,410
17,27,314
17,28,183
17,29,126
17,30,99
17,31,78
17,32,60
17,33,59
17,34,79
17,35,104
17,36,117
17,37,95
17,38,77
17,39,86
17,40,53
17,41,57
17,42,52
17,43,39
17,44,5
18,9,1
18,10,6
18,11,24
18,12,58
18,13,106
18,14,223
18,15,271
18,16,339
18,17,460
18,18,577
18,19,670
18,20,734
18,21,645
18,22,608
18,23,679
18,24,761
18,25,749
18,26,638
18,27,533
18,28,409
18,29,310
18,30,215
18,31,182
18,32,134
18,33,102
18,34,86
18,35,67
18,36,61
18,37,64
18,38,56
18,39,56
18,40,73
18,41,76
18,42,84
18,43,107
18,44,41
18,45,5
18,51,-1
19,11,5
19,12,37
19,13,94
19,14,250
19,15,352
19,16,318
19,17,360
19,18,441
19,19,545
19,20,647
19,21,589
19,22,592
19,23,710
19,24,834
19,25,803
19,26,701
19,27,624
19,28,572
19,29,646
19,30,513
19,31,404
19,32,290
19,33,209
19,34,156
19,35,97
19,36,61
19,37,64
19,38,60
19,39,50
19,40,35
19,41,23
19,42,30
19,43,61
19,44,29
19,45,5
20,12,12
20,13,65
20,14,186
20,15,300
20,16,267
20,17,246
20,18,298
20,19,386
20,20,435
20,21,461
20,22,549
20,23,686
20,24,819
20,25,832
20,26,781
20,27,731
20,28,627
20,29,766
20,30,880
20,31,788
20,32,616
20,33,456
20,34,313
20,35,217
20,36,129
20,37,97
20,38,86
20,39,81
20,40,66
20,41,39
20,42,23
20,43,15
20,44,6
21,12,9
21,13,45
21,14,100
21,15,182
21,16,162
21,17,178
21,18,250
21,19,310
21,20,346
21,21,441
21,22,565
21,23,658
21,24,802
21,25,887
21,26,893
21,27,820
21,28,695
21,29,739
21,30,862
21,31,918
21,32,853
21,33,666
21,34,479
21,35,343
21,36,216
21,37,160
21,38,198
21,39,226
21,40,212
21,41,169
21,42,132
21,43,107
21,44,72
21,45,21
22,12,1
22,13,16
22,14,57
22,15,96
22,16,123
22,17,216
22,18,280
22,19,287
22,20,363
22,21,476
22,22,566
22,23,645
22,24,752
22,25,871
22,26,923
22,27,920
22,28,805
22,29,807
22,30,831
22,31,882
22,32,890
22,33,804
22,34,638
22,35,474
22,36,301
22,37,285
22,38,437
22,39,510
22,40,485
22,41,431
22,42,352
22,43,275
22,44,208
22,45,100
22,46,9
23,13,5
23,14,32
23,15,82
23,16,168
23,17,276
23,18,338
23,19,342
23,20,413
23,21,460
23,22,483
23,23,569
23,24,655
23,25,721
23,26,840
23,27,1004
23,28,991
23,29,939
23,30,899
23,31,876
23,32,849
23,33,792
23,34,723
23,35,560
23,36,339
23,37,410
23,38,650
23,39,805
23,40,799
23,41,748
23,42,662
23,43,521
23,44,424
23,45,298
23,46,130
23,47,41
23,48,6
24,13,1
24,14,12
24,15,57
24,16,132
24,17,253
24,18,344
24,19,390
24,20,377
24,21,341
24,22,352
24,23,457
24,24,548
24,25,677
24,26,837
24,27,1089
24,28,1259
24,29,1167
24,30,1040
24,31,954
24,32,877
24,33,754
24,34,672
24,35,654
24,36,478
24,37,433
24,38,586
24,39,751
24,40,843
24,41,813
24,42,802
24,43,758
24,44,675
24,45,491
24,46,299
24,47,215
24,48,104
24,49,9
24,50,6
24,51,17
24,52,4
25,14,2
25,15,41
25,16,113
25,17,191
25,18,249
25,19,278
25,20,256
25,21,312
25,22,383
25,23,464
25,24,579
25,25,746
25,26,884
25,27,1147
25,28,1388
25,29,1312
25,30,1159
25,31,1017
25,32,899
25,33,818
25,34,803
25,35,791
25,36,574
25,37,459
25,38,523
25,39,631
25,40,615
