x,y,dlt,tcd
32,0,1,82
32,1,,36
32,9,,2
32,10,,2
32,11,1,43
32,12,1,79
32,13,1,50
32,23,,2
32,33,,16
32,34,1,79
32,35,1,86
32,36,2,87
32,37,1,88
32,38,1,83
32,39,1,82
32,40,,17
32,46,,4
32,47,,1
32,53,,4
32,54,,7
32,55,,12
32,56,,20
32,57,,2
32,81,,28
32,82,1,80
32,83,1,88
32,84,1,77
32,85,1,64
32,86,1,69
32,87,1,84
32,88,,35
32,89,1,86
32,90,1,91
32,91,,37
32,107,1,64
32,108,1,93
32,109,1,92
32,110,1,90
32,111,1,89
32,112,1,94
32,113,1,99
32,114,1,91
32,115,1,84
32,116,1,71
32,117,1,76
32,118,1,63
32,119,,14
32,120,,16
32,121,,29
32,122,1,87
32,123,,34
32,124,,6
32,125,,20
32,126,1,80
32,127,1,89
33,0,1,49
33,1,,6
33,10,,17
33,11,,29
33,12,,35
33,13,,22
33,18,,4
33,29,1,52
33,30,,41
33,31,1,51
33,32,1,52
33,33,1,86
33,34,1,87
33,35,1,85
33,36,2,83
33,37,2,85
33,38,1,82
33,39,1,63
33,46,,2
33,47,,1
33,52,,1
33,53,,21
33,54,,4
33,55,,18
33,56,1,38
33,66,,1
33,67,1,50
33,68,1,89
33,69,,28
33,79,,5
33,80,1,59
33,81,1,84
33,82,1,51
33,83,,36
33,84,1,60
33,85,1,74
33,86,,27
33,87,,36
33,88,,22
33,89,1,72
33,90,1,87
33,91,1,53
33,92,,3
33,103,,9
33,104,,1
33,107,1,76
33,108,1,93
33,109,1,92
33,110,1,92
33,111,1,89
33,112,1,96
33,113,1,88
33,114,1,78
33,115,1,85
33,116,1,76
33,117,1,51
33,118,,28
33,119,1,58
33,120,1,81
33,121,1,44
33,122,,32
33,126,,11
33,127,1,73
34,0,1,79
34,1,1,50
34,11,,18
34,18,,4
34,27,,9
34,28,1,84
34,29,1,88
34,30,1,87
34,31,1,87
34,32,1,83
34,33,1,81
34,34,1,86
34,35,1,87
34,36,2,83
34,37,2,82
34,38,1,85
34,39,1,74
34,40,,4
34,41,,14
34,42,1,50
34,43,1,59
34,44,,9
34,50,,16
34,51,,15
34,52,,3
34,53,,7
34,54,,3
34,55,,12
34,56,,15
34,60,,2
34,61,1,53
34,62,,5
34,64,,5
34,65,,9
34,66,,3
34,67,,10
34,68,1,77
34,69,1,80
34,77,,1
34,79,1,60
34,80,,39
34,81,1,54
34,82,1,52
34,83,1,67
34,84,1,92
34,85,1,83
34,86,,13
