x,y,pp,ra,rp
0,0,2932665,2579614,87
0,1,2938461,2601454,88
0,2,2940991,2618639,89
0,3,2941731,2566559,87
0,4,2942378,2590764,88
0,5,2944158,2621227,89
0,6,2946444,2643361,89
0,7,2950994,2674384,90
0,8,2954490,2649038,89
0,9,2961387,2654253,89
0,10,2970221,2666647,89
0,11,2981548,2766365,92
0,12,2993479,2795305,93
0,13,3004378,2714542,90
0,14,3013792,2814295,93
0,15,3026932,2716789,89
0,16,3041786,2696171,88
0,17,3054348,2703652,88
0,18,3061574,2688147,87
0,19,3068654,2660288,86
0,20,3074014,2628628,85
0,21,3077369,2622997,85
0,23,3080161,2515822,81
0,24,3080111,2504018,81
0,34,3061102,2441581,79
0,35,3057955,2445392,79
0,36,3056344,2465135,80
0,37,3049509,2444227,80
0,38,3055113,2439484,79
0,40,3067230,2471368,80
0,41,3072330,2498787,81
0,42,3079355,2474108,80
0,43,3086971,2487804,80
0,44,3097495,2485492,80
0,45,3105650,2463064,79
0,46,3114064,2496590,80
0,47,3130392,2442950,78
0,48,3147280,2541764,80
0,49,3158588,2547728,80
0,52,3194087,2394020,74
0,53,3204943,2381176,74
0,54,3209441,2389303,74
0,55,3213438,2396729,74
0,56,3219243,2433427,75
0,57,3225877,2405106,74
0,58,3229295,2409369,74
0,59,3237961,2407401,74
0,62,3270109,2412581,73
0,63,3281455,2430401,74
0,64,3289908,2408676,73
0,65,3297786,2443309,74
0,67,3299441,2390563,72
0,68,3309928,2392940,72
0,69,3318385,2367494,71
0,70,3332564,2370985,71
0,71,3348185,2348385,70
0,72,3355659,2362051,70
0,73,3359719,2359230,70
0,74,3362867,2389148,71
0,75,3363481,2382136,70
0,76,3367792,2348559,69
0,77,3370555,2374628,70
0,78,3376502,2378280,70
0,79,3376683,2385808,70
0,80,3397066,2379113,70
0,81,3408010,2378884,69
0,82,3417938,2393277,70
0,83,3432757,2372329,69
0,84,3457645,2369657,68
0,85,3468575,2325888,67
0,86,3491129,2350279,67
0,87,3525015,2336264,66
0,88,3550262,2304068,64
0,89,3579666,2312108,64
0,90,3614690,2292518,63
0,91,3652307,2281627,62
0,92,3675290,2314350,62
0,93,3694918,2347284,63
0,94,3713157,2390356,64
0,95,3729054,2406258,64
0,96,3744368,2411383,64
0,97,3758785,2384856,63
0,98,3767975,2383978,63
0,99,3775154,2336406,61
0,100,3790439,2354644,62
0,101,3816901,2356911,61
0,102,3846266,2330930,60
0,103,3882339,2359986,60
0,104,3905248,2395510,61
0,105,3931006,2448125,62
0,106,3961106,2406952,60
0,107,3982570,2444361,61
0,108,3990145,2445957,61
0,109,4001393,2497063,62
0,110,4014000,2524168,62
0,111,4017085,2408634,59
0,112,4014651,2416881,60
0,113,4009565,2435326,60
0,114,4004063,2460772,61
0,115,4000624,2441410,61
0,116,3995362,2391160,59
0,117,3990921,2351086,58
0,118,3991191,2330203,58
0,119,3989408,2166359,54
0,120,3983992,2093748,52
0,121,3980526,2075765,52
0,122,3972118,2002601,50
0,123,3961545,2067411,52
0,124,3942637,1898697,48
0,126,3916885,2049934,52
1,0,2925423,2567866,87
1,2,2933260,2584822,88
