x,y,NA,TOT,du,lr,r,sbu,sdu,uc,vlr
57,0,0,1,0,0,0,0,0,0,1
57,1,0,1,0,0,0,0,0,0,1
57,5,0,1,0,0,0,0,0,0,1
58,3,0,1,0,0,0,0,0,0,1
58,4,0,1,0,0,0,0,0,0,1
58,5,0,1,0,0,0,0,0,0,1
58,6,0,1,0,0,0,0,0,0,1
59,5,0,1,0,0,0,0,0,0,1
59,6,0,1,0,0,0,0,0,0,1
59,7,0,1,0,0,0,0,0,0,1
60,4,0,1,0,0,0,0,0,0,1
60,5,0,1,0,1,0,0,0,0,0
60,6,0,1,0,0,0,0,0,0,1
61,5,0,1,0,1,0,0,0,0,0
61,6,0,1,0,1,0,0,0,0,0
61,7,0,1,0,0,0,0,0,0,1
62,4,0,1,0,0,0,0,0,0,1
62,5,0,1,0,0,0,0,1,0,0
62,6,0,1,0,0,0,0,1,0,0
62,7,0,1,0,1,0,0,0,0,0
62,8,0,1,0,0,0,0,0,0,1
63,4,0,1,0,0,0,0,1,0,0
63,5,0,1,0,0,0,0,1,0,0
63,6,0,1,0,0,0,0,1,0,0
63,7,0,1,0,0,0,0,1,0,0
63,8,0,1,0,0,0,0,0,0,1
64,5,0,1,0,0,0,0,0,0,1
64,6,0,1,0,0,0,0,0,0,1
64,7,0,1,0,0,0,0,0,0,1
64,8,0,1,0,0,0,0,0,0,1
65,6,0,1,0,0,0,0,0,0,1
65,7,0,1,0,1,0,0,0,0,0
65,8,0,1,0,1,0,0,0,0,0
66,6,0,1,0,0,1,0,0,0,0
66,7,0,1,0,0,1,0,0,0,0
66,8,0,1,0,0,0,0,0,0,1
67,6,0,1,0,0,0,0,0,0,1
67,7,0,1,0,0,0,0,0,0,1
67,8,0,1,0,0,0,0,0,0,1
68,4,0,1,0,0,0,0,0,0,1
68,5,0,1,0,0,0,0,0,0,1
68,6,0,1,0,0,0,0,0,0,1
68,7,0,1,0,0,0,0,0,0,1
68,8,0,1,0,1,0,0,0,0,0
69,3,0,1,0,0,0,0,0,0,1
69,4,0,1,0,0,1,0,0,0,0
69,5,0,1,0,0,1,0,0,0,0
69,6,0,1,0,0,0,0,0,0,1
69,7,0,1,0,0,0,0,0,0,1
70,1,0,1,0,0,0,0,0,0,1
70,2,0,1,0,0,0,0,0,0,1
70,3,0,1,0,0,0,0,0,0,1
70,4,0,1,0,0,0,0,0,0,1
70,5,0,1,0,0,0,0,0,0,1
70,7,0,1,0,0,0,0,0,0,1
71,0,0,1,0,1,0,0,0,0,0
71,1,0,1,0,1,0,0,0,0,0
71,2,0,1,0,0,0,0,0,0,1
71,3,0,1,0,0,0,0,0,0,1
71,4,0,1,0,0,0,0,0,0,1
71,12,0,1,0,0,0,0,0,0,1
71,13,0,1,0,0,0,0,0,0,1
71,14,0,1,0,0,0,0,0,0,1
72,0,0,1,0,0,1,0,0,0,0
72,1,0,1,0,0,1,0,0,0,0
72,2,0,1,0,0,0,0,0,0,1
72,3,0,1,0,0,0,0,0,0,1
72,10,0,1,0,0,0,0,0,0,1
72,11,0,1,0,1,0,0,0,0,0
72,12,0,1,0,0,1,0,0,0,0
72,13,0,1,0,1,0,0,0,0,0
72,14,0,1,0,0,0,0,0,0,1
72,15,0,1,0,0,0,0,0,0,1
73,0,0,1,0,0,0,0,0,0,1
73,1,0,1,0,0,0,0,0,0,1
73,2,0,1,0,0,0,0,0,0,1
73,3,0,1,0,0,0,0,0,0,1
73,4,0,1,0,0,0,0,0,0,1
73,8,0,1,0,1,0,0,0,0,0
73,9,0,1,0,0,0,0,0,0,1
73,10,0,1,0,0,0,0,0,0,1
73,11,0,1,0,0,1,0,0,0,0
73,12,0,1,0,0,1,0,0,0,0
73,13,0,1,0,1,0,0,0,0,0
73,14,0,1,0,1,0,0,0,0,0
73,15,0,1,0,1,0,0,0,0,0
73,16,0,1,0,0,0,0,0,0,1
74,0,0,1,0,0,0,0,0,0,1
74,1,0,1,0,0,0,0,0,0,1
74,3,0,1,0,0,0,0,0,0,1
74,4,0,1,0,0,0,0,0,0,1
74,7,0,1,0,1,0,0,0,0,0
74,8,0,1,0,1,0,0,0,0,0
74,9,0,1,0,0,0,0,0,0,1
74,10,0,1,0,1,0,0,0,0,0
74,11,0,1,0,1,0,0,0,0,0
74,12,0,1,0,1,0,0,0,0,0
74,13,0,1,0,0,0,0,0,0,1
74,14,0,1,0,1,0,0,0,0,0
74,15,0,1,0,0,0,0,1,0,0
74,16,0,1,0,0,0,0,1,0,0
74,17,0,1,0,1,0,0,0,0,0
75,0,0,1,0,0,0,0,0,0,1
75,1,0,1,0,0,0,0,0,0,1
75,2,0,1,0,0,0,0,0,0,1
75,3,0,1,0,0,0,0,0,0,1
75,6,0,1,0,0,0,0,0,0,1
75,7,0,1,0,0,0,0,0,0,1
75,8,0,1,0,0,0,0,0,0,1
75,9,0,1,0,0,0,0,0,0,1
