x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
0,0,25,4.4,30
0,4,60,2.6,31
0,5,73,2.9,31
0,6,330,5.3,35
0,7,546,6,38
0,8,161,8.4,41
0,9,14,10.9,43
1,0,0,11.1,38
1,1,15,9.2,34
1,2,8,5.2,27
1,3,89,3.4,26
1,4,292,3.6,28
1,5,185,1.7,30
1,6,168,6.7,36
1,7,168,7.5,37
1,8,142,11.2,41
2,0,73,7.6,35
2,1,232,2.9,30
2,2,228,3.9,26
2,3,90,3.2,25
2,4,112,4.3,26
2,5,0,5,29
2,6,22,7.3,32
2,7,0,6.8,31
3,0,15,4.2,31
3,1,58,3.2,31
3,2,2,7.8,24
3,3,395,2,24
3,4,31,4.3,27
3,5,225,4.6,29
3,6,282,3.8,28
3,7,70,4.2,30
3,8,119,3.7,31
3,9,0,4.3,32
4,1,0,12.2,21
4,2,84,6.7,18
4,3,85,6.5,25
4,4,110,3.5,21
4,5,903,1.7,25
4,6,833,2.2,26
4,7,3230,3.6,29
4,8,236,3.9,31
4,9,3,4.9,33
4,10,119,7.3,35
4,11,0,8.7,36
5,0,0,6.3,12
5,1,2,6.8,15
5,2,177,3.5,16
5,3,154,6.5,20
5,4,140,7.8,22
5,5,3,11.9,32
5,6,57,2.3,25
5,7,1491,3.3,29
5,10,67,11.4,39
5,11,0,10.3,38
6,0,71,8.7,10
6,2,30,0.2,18
6,4,16,10,24
6,5,4,14.4,29
6,7,37,3.7,29
6,9,0,19.7,47
6,10,0,17.2,45
7,0,13,9.1,9
7,1,96,9.3,15
7,4,1,9.4,39
7,5,37,7.3,37
7,6,95,5,35
7,7,564,2.4,31
7,8,15,6.1,34
8,0,7,7.3,15
8,1,136,9,17
8,2,0,6.1,21
8,3,17,5.5,22
8,4,16,11.2,42
8,5,8,7.1,37
8,6,39,5.5,36
8,7,82,3.6,32
8,8,651,2.9,30
8,9,108,3.1,34
8,10,250,2.1,34
8,11,0,5.6,37
8,13,206,4.4,20
8,14,58,2,19
8,15,138,1.3,21
9,1,1,14.9,23
9,3,1,3.7,23
9,4,0,3.1,24
9,5,14,7,38
9,6,117,3.8,35
9,7,165,4,32
9,8,2171,2.3,28
9,9,4,2.6,30
9,13,93,3.2,18
9,14,613,2.2,16
9,16,9,5,14
9,17,24,10.1,23
10,3,0,7,31
10,4,426,2.7,27
10,5,16,4.5,28
10,6,29,5.9,36
10,7,713,3.3,32
10,8,15,3,29
10,13,0,2.5,15
10,14,33,3.6,16
10,15,645,2.1,13
10,16,170,3,12
10,17,21,7.1,20
10,18,494,6.3,20
10,19,48,6.5,21
11,3,31,4.4,31
11,4,43,2.3,28
11,5,80,4.4,29
11,7,6,6.4,37
11,13,2043,4.7,11
11,14,0,3.2,7
11,15,900,3.7,11
11,16,64,4.7,10
11,17,0,4.8,10
11,18,97,3.9,17
11,19,220,3.8,19
11,20,196,5.4,21
12,2,0,10.1,36
12,3,38,6.5,33
12,5,124,6.7,30
12,9,39,9.2,20
12,10,1,9.3,20
12,12,0,5.4,26
12,13,5120,2.9,7
12,14,171,1.5,5
12,15,1677,3.5,8
12,16,1533,3.8,14
12,17,83,5.3,12
12,18,54,3.4,14
12,19,192,1.4,16
12,20,708,5.2,21
13,0,2,13.9,22
13,1,0,19.7,46
13,6,23,8,25
13,7,0,8.2,25
13,9,0,6,16
13,11,1026,3.1,23
13,12,1098,3.1,23
13,13,3761,3.9,6
13,14,1893,3.6,3
13,15,63,2.1,4
13,21,13,3.7,55
13,22,2,7.8,55
13,24,0,13.1,61
14,0,10,3.2,20
14,6,0,8.9,24
14,7,1,9.3,23
14,9,8,3.9,15
14,10,4,4,15
14,11,352,4.3,22
14,12,2302,3,21
14,13,2261,2.8,6
14,14,334,2.4,6
14,15,644,2.7,8
14,16,7,NA,NA
14,17,2,NA,NA
14,21,210,1.9,52
14,22,65,4.7,52
14,23,6,9.9,58
14,24,43,10.3,58
14,25,28,7.6,59
15,0,33,4.9,22
15,1,2,11.8,29
15,5,0,20,30
15,6,35,16,25
15,7,201,12.5,22
15,9,11,5.7,16
15,10,414,3.5,14
15,11,1286,2.3,16
15,12,530,2.7,14
15,13,4035,1.9,7
15,14,825,3.2,8
15,15,173,4.2,10
15,16,2,6.1,11
15,17,0,5,36
15,18,282,7.2,42
15,19,0,6.4,41
15,21,31,4.8,51
15,22,23,4.5,50
15,23,70,5.8,55
15,24,9,3.1,54
15,25,36,2.7,61
16,0,0,11.4,28
16,1,0,11.2,28
16,10,147,3.1,12
16,11,1179,2.7,13
16,12,101,4.7,12
16,13,3787,2.9,7
16,14,276,2.9,12
16,15,34,6,14
16,16,13,8,26
16,17,527,2.8,36
16,18,330,4.2,39
16,19,60,5.2,40
16,20,60,6.6,42
16,22,148,4.7,49
16,23,268,1.6,56
16,24,175,1.9,64
16,25,189,4.1,64
17,1,0,17.3,34
17,6,1,13.4,22
17,7,4,11.2,20
17,8,0,9,18
17,10,655,4.3,13
17,11,1017,1.7,9
17,12,352,4.1,9
17,13,4214,3.3,5
17,14,36,2.7,12
17,15,140,7.6,16
17,16,53,8.7,26
17,17,111,2.5,33
17,20,87,5,42
17,21,49,4.5,42
17,23,13,4.8,67
17,24,3,5.2,67
18,3,3,22.2,31
18,4,1,22.5,31
18,5,6,16.3,25
18,6,5,14.6,23
18,10,61,4.2,9
18,11,3378,2.3,8
18,12,3006,2.8,7
18,13,4275,2.3,5
18,14,381,5,7
18,15,304,5.3,15
18,17,109,0.8,31
18,20,149,3.1,40
18,21,67,2.9,39
18,23,15,6.7,68
18,24,44,8,70
18,26,5,16.8,58
19,1,19,27.2,36
19,2,8,25.4,34
19,3,3,22.3,31
19,4,0,21.4,30
19,7,97,4.2,27
19,8,281,3.4,25
19,9,1,5.3,25
19,10,62,3.7,7
19,11,2244,3.1,6
19,13,216,3.7,8
19,14,27,5.3,8
19,15,352,7.4,16
19,16,17,2.6,28
19,17,52,2.8,30
19,20,63,4,37
19,21,25,4.3,37
19,25,15,16.6,58
19,26,47,15.2,56
20,2,1,31.9,40
20,8,28,2.8,24
20,9,163,6.4,24
20,11,1187,3.2,5
20,13,40,4,10
20,14,41,6.1,10
20,15,286,7.5,17
20,16,58,3.8,28
20,17,29,6.2,29
20,18,13,6.1,29
20,19,375,4,32
20,20,1562,2.3,35
20,21,488,3.4,36
20,25,10,13.7,55
20,26,41,11.8,53
20,28,27,5.7,58
20,29,99,3.8,59
20,30,31,2.9,58
21,0,0,23.4,31
21,1,11,28.3,36
21,9,61,5,21
21,11,284,4.2,7
21,13,0,8.1,14
21,14,84,7.1,11
21,15,38,9.8,16
21,16,4,5.5,24
21,17,70,7,27
21,18,43,6.7,28
21,19,82,4.8,30
21,20,90,2.9,33
21,21,130,1.7,34
21,27,156,7.2,55
21,28,122,4.8,56
21,29,89,3.1,59
21,30,387,1.9,57
21,31,2,4.9,55
22,7,39,5.9,22
22,8,749,1,19
22,9,18,3.5,15
22,11,12,5.2,8
22,13,0,4.9,11
22,14,92,8.1,13
22,15,83,8.7,18
22,16,13,5.6,23
22,17,83,6.7,25
22,28,0,3.7,56
22,29,18,3,57
22,30,123,3.9,56
22,31,132,5.8,52
23,5,284,3.6,24
23,6,268,3.6,21
23,7,253,3.7,20
23,8,1786,1.8,17
23,9,1314,2.1,14
23,10,0,3.7,15
23,12,6,10.4,16
23,14,28,6.3,14
23,15,0,8.3,17
23,16,58,3.3,22
23,17,311,4.5,24
23,19,0,11.7,34
23,20,4,9.9,32
23,21,7,7.4,37
23,23,22,3.8,41
23,31,11,9.5,47
24,3,52,2.4,27
24,4,55,3.1,25
24,5,114,3.6,24
24,6,12,6.7,26
24,8,541,4.3,20
24,9,827,3.4,18
24,10,0,3.5,16
24,12,128,7,12
24,13,17,7.8,16
24,14,13,5.5,16
24,15,0,5,17
24,16,439,1.8,20
24,17,1053,3.5,23
24,18,2,2.9,24
24,19,16,7,30
24,20,0,10,32
24,21,0,10,37
24,23,73,2.2,39
24,24,35,2.5,40
24,32,13,17.1,50
24,34,7,24.9,51
