x,y,value
50,17,3379
50,18,3379
50,19,3379
51,17,3379
51,18,3379
51,19,3379
52,6,3474
52,7,3474
52,8,3474
52,17,3379
52,18,3379
52,19,3379
53,6,3474
53,7,3474
53,8,3474
54,6,3474
54,7,3474
54,8,3474
55,27,540
55,28,540
55,29,540
56,27,540
56,28,540
56,29,540
57,27,540
57,28,540
57,29,540
63,0,2990
64,0,2990
65,0,2990
66,28,3435
66,29,3435
66,30,3435
67,28,3435
67,29,3435
67,30,3435
68,28,3435
68,29,3435
68,30,3435
77,37,3308
77,38,3308
77,39,3308
78,37,3308
78,38,3308
78,39,3308
79,37,3308
79,38,3308
79,39,3308
81,48,142
81,49,142
81,50,142
82,48,142
82,49,142
82,50,142
83,39,7558
83,40,7558
83,41,7558
83,48,142
83,49,142
83,50,142
84,39,7558
84,40,7558
84,41,7558
85,39,7558
85,40,7558
85,41,7558
102,27,7551
102,28,7551
102,29,7551
103,27,7551
103,28,7551
103,29,7551
104,27,7551
104,28,7551
104,29,7551
