x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
13,127,1382,3484,3018,46281,10467,4513,12319,362,3893,20448,17306,299708,86777,23669,76872,49299,317014
14,123,41,246,131,1284,298,179,36,18,97,1741,553,8453,2386,1084,240,1415,9006
14,126,2415,4325,4249,80462,27241,9957,6988,346,7206,30827,25161,650077,245223,68827,30967,84711,675238
15,120,3,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0
15,123,18,41,12,613,191,62,14,14,52,285,51,5067,1781,626,90,625,5118
15,124,68,143,56,1595,489,121,121,31,174,927,337,11893,4453,766,843,1651,12230
16,119,11,0,0,217,43,40,0,11,29,0,0,1526,347,275,0,217,1526
16,120,7,6,6,221,23,34,5,6,18,22,55,905,111,142,22,227,960
16,121,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
16,123,19,53,14,709,139,95,48,9,49,378,21,4146,1052,476,133,723,4167
16,124,58,59,66,1751,390,303,47,31,168,372,226,10994,3655,1671,148,1817,11220
16,125,10,23,20,271,91,28,16,5,30,161,81,1971,725,167,50,291,2052
17,116,585,0,0,0,0,0,0,7,1750,0,0,0,0,0,0,0,0
17,117,499,1443,628,16963,4475,1567,923,204,1383,8073,1984,110372,37453,8642,5460,17591,112356
17,118,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
17,119,80,165,98,2278,474,331,112,42,215,905,452,13100,3631,1945,417,2376,13552
17,120,5,18,1,208,8,13,0,5,14,48,2,980,56,102,0,209,982
17,121,7912,24935,36821,327064,61903,38607,21398,2123,21528,119016,94144,1670229,415031,177880,92874,363885,1764373
17,122,10,29,28,279,35,30,6,8,25,212,107,1432,180,153,16,307,1539
17,123,4,0,2,81,32,11,5,3,10,0,14,579,290,64,25,83,593
17,124,38,29,49,1270,205,205,34,16,89,136,229,6207,1602,997,126,1319,6436
17,125,10,16,8,166,72,0,0,6,24,117,34,1431,742,0,0,174,1465
17,126,191,374,229,4791,1847,565,149,104,551,2699,815,37213,17864,3664,670,5020,38028
18,115,24,23,2,374,139,33,52,6,61,173,14,3043,1267,282,372,376,3057
18,116,785,2190,2464,22311,6945,1565,4733,146,2176,13542,9093,159933,57972,9726,35195,24775,169026
18,117,98,274,63,2755,1012,308,131,42,248,1572,127,18975,9130,1607,470,2818,19102
18,118,17,0,0,0,0,0,0,10,43,0,0,0,0,0,0,0,0
18,119,39,80,29,1177,410,119,31,26,113,546,64,8957,3933,686,91,1206,9021
18,120,11,16,11,330,120,27,7,6,30,112,316,2250,1181,187,7,341,2566
18,121,3,2,4,58,9,8,4,3,7,4,14,214,56,42,10,62,228
18,122,3,4,0,106,24,14,0,3,8,28,0,684,180,54,0,106,684
18,125,3,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0
19,115,36,124,2,1003,539,109,2,18,128,872,4,9097,5771,782,22,1005,9101
19,116,551,2634,337,25180,7035,2195,545,108,1428,15482,1273,173948,62993,12448,2998,25517,175221
19,117,148,393,66,4247,1407,530,71,71,386,2672,376,33336,13811,3267,315,4313,33712
19,118,6,0,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0
19,119,45,35,43,1078,379,141,27,31,130,281,272,8126,3449,872,179,1121,8398
19,120,29,58,35,729,201,136,24,19,85,369,287,5208,1900,752,99,764,5495
19,121,11,14,41,554,106,107,11,4,27,18,152,2413,808,359,28,595,2565
19,123,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
20,115,64,214,17,1549,570,191,124,25,160,1335,37,11731,5625,1042,849,1566,11768
20,116,57,220,14,1240,508,131,13,24,190,1606,77,9780,4930,771,63,1254,9857
20,117,4,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0
20,119,3,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0
20,120,16,34,16,574,179,75,11,13,47,223,35,3575,1492,355,24,590,3610
20,121,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
20,124,4,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0
21,116,445,1184,119,11180,3511,928,2871,82,1250,7698,509,74035,27692,5522,18014,11299,74544
21,119,4,6,3,100,9,38,2,3,10,72,15,570,92,185,6,103,585
21,120,20,51,6,593,265,64,4,14,72,329,28,4860,2634,433,4,599,4888
