x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
0,14,18,118,2,608,113,165,12,6,50,703,14,4153,979,1149,52,610,4167
0,15,11798,94244,43435,529734,123279,70478,43478,2031,31096,507702,124902,3204020,1064931,338316,160618,573169,3328922
0,19,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
0,26,9,11,2,301,125,36,1,8,34,107,8,2716,1353,246,9,303,2724
0,27,41,136,22,1074,635,23,17,25,125,825,74,9003,5809,106,95,1096,9077
0,28,5,27,0,145,78,4,0,5,18,176,0,997,593,14,0,145,997
0,30,9,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0
0,31,72,185,130,2070,661,363,96,30,204,1061,282,12378,6000,1274,221,2200,12660
0,32,36,0,0,0,0,0,0,14,108,0,0,0,0,0,0,0,0
0,33,5,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0
0,34,14,0,0,0,0,0,0,8,50,0,0,0,0,0,0,0,0
0,35,19,56,11,533,330,15,12,13,66,426,62,4841,3228,91,53,544,4903
0,36,26,84,8,798,454,59,14,18,100,589,41,6917,4605,392,86,806,6958
0,37,25,7,13,406,224,71,13,14,69,41,61,4198,2391,474,61,419,4259
0,48,24,80,8,518,175,0,10,9,64,514,23,4330,1784,0,27,526,4353
0,51,5,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0
0,55,43,53,20,774,511,40,20,19,109,393,68,6788,5120,113,52,794,6856
1,14,9,16,3,142,87,0,0,3,22,112,21,1230,824,0,0,145,1251
1,15,4,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0
1,25,24,0,0,0,0,0,0,11,72,0,0,0,0,0,0,0,0
1,27,52,0,0,0,0,0,0,36,178,0,0,0,0,0,0,0,0
1,30,2,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0
1,31,47,153,68,1734,664,226,154,25,153,825,192,10938,5946,772,462,1802,11130
1,32,4,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0
1,33,10,7,62,337,214,27,33,6,37,43,195,2795,2031,169,123,399,2990
1,34,9,0,0,0,0,0,0,4,26,0,0,0,0,0,0,0,0
1,35,11,24,11,194,96,15,5,4,28,92,51,1459,893,99,18,205,1510
1,36,13,8,2,202,150,9,0,5,43,56,12,2069,1608,108,0,204,2081
1,39,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
1,40,40,0,0,0,0,0,0,15,98,0,0,0,0,0,0,0,0
1,41,29,0,0,0,0,0,0,9,60,0,0,0,0,0,0,0,0
1,52,10,0,0,0,0,0,0,7,33,0,0,0,0,0,0,0,0
1,53,7,24,9,149,34,10,8,3,17,129,24,1125,382,88,54,158,1149
2,14,54,0,0,0,0,0,0,5,155,0,0,0,0,0,0,0,0
2,15,5,19,21,325,68,49,13,3,16,71,40,1313,417,187,37,346,1353
2,27,32,0,0,0,0,0,0,13,80,0,0,0,0,0,0,0,0
2,29,32,122,38,1017,435,94,32,19,113,840,103,8041,4223,420,108,1055,8144
2,30,50,116,56,1146,585,150,23,25,142,744,207,9431,5830,682,141,1202,9638
2,31,2,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
2,35,4,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0
2,36,5,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0
2,39,27,63,23,428,244,30,26,10,69,429,81,3163,2210,118,50,451,3244
2,40,169,0,0,0,0,0,0,82,455,0,0,0,0,0,0,0,0
2,41,25,0,0,0,0,0,0,11,59,0,0,0,0,0,0,0,0
2,43,8,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0
2,46,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
2,47,3,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0
2,49,26,168,28,853,207,113,15,9,62,587,82,4261,1848,232,17,881,4343
2,52,7,0,0,0,0,0,0,2,34,0,0,0,0,0,0,0,0
2,54,7,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0
2,56,12,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0
3,12,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
3,13,770,0,0,0,0,0,0,1,2310,0,0,0,0,0,0,0,0
3,14,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
3,24,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
3,25,4,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0
3,29,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
3,30,16,36,5,375,162,43,13,8,46,230,17,3212,1667,250,73,380,3229
3,33,12,0,0,0,0,0,0,4,34,0,0,0,0,0,0,0,0
3,37,8,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0
3,39,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
3,40,11,0,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0
3,41,10,0,0,0,0,0,0,6,25,0,0,0,0,0,0,0,0
3,48,11,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0
3,55,51,166,66,986,370,65,53,18,128,837,219,6079,3148,191,108,1052,6298
3,56,6,0,0,100,78,0,0,3,12,0,0,935,737,0,0,100,935
4,11,8,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0
4,12,37,0,0,0,0,0,0,2,112,0,0,0,0,0,0,0,0
4,13,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
4,14,9,36,0,216,127,0,0,3,18,254,0,1766,1123,0,0,216,1766
4,19,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
4,22,3,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0
4,23,16,0,0,0,0,0,0,5,36,0,0,0,0,0,0,0,0
4,24,33,0,0,0,0,0,0,15,80,0,0,0,0,0,0,0,0
4,26,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
4,28,4,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0
4,30,13,0,0,0,0,0,0,5,30,0,0,0,0,0,0,0,0
4,32,15,0,0,0,0,0,0,2,58,0,0,0,0,0,0,0,0
4,33,6,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0
4,35,17,17,16,495,239,33,15,7,41,103,21,3799,2427,116,42,511,3820
4,36,3,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0
4,37,39,56,4,524,248,36,0,11,85,431,4,4665,2352,221,0,528,4669
4,39,16,0,0,0,0,0,0,5,35,0,0,0,0,0,0,0,0
4,42,23,0,0,0,0,0,0,8,51,0,0,0,0,0,0,0,0
4,44,4,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
4,49,85,354,309,1983,324,295,228,25,227,1133,1340,7904,1991,713,656,2292,9244
4,51,2,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
5,11,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
5,12,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
5,13,5,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0
5,14,3,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0
5,18,34,230,54,1508,305,199,26,10,112,1118,201,8625,2439,984,106,1562,8826
5,19,202,476,260,4877,1571,918,114,86,493,3162,1055,31239,13607,4123,373,5137,32294
5,26,5,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0
5,27,8,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0
5,28,6,0,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0
5,30,7,35,28,278,57,70,26,4,21,171,41,1334,527,157,101,306,1375
5,36,115,183,66,994,224,49,82,33,242,870,175,6659,1882,249,137,1060,6834
5,37,61,186,154,1557,501,87,63,23,137,1155,432,9739,4569,262,204,1711,10171
5,38,17,0,0,0,0,0,0,9,39,0,0,0,0,0,0,0,0
5,40,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
5,41,7,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0
5,42,16,0,0,0,0,0,0,7,45,0,0,0,0,0,0,0,0
5,43,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
5,44,21,68,14,513,163,0,1,8,50,410,50,4108,1416,0,7,527,4158
5,49,5,2,2,77,14,0,0,3,11,12,4,694,151,0,0,79,698
5,50,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
5,53,5,27,23,190,31,36,15,4,10,83,33,763,279,73,29,213,796
6,11,4,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
6,13,5,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0
6,18,15,44,41,514,166,116,10,10,54,244,220,3466,1581,550,27,555,3686
6,19,20,27,8,297,136,49,7,7,43,200,26,2245,1223,317,26,305,2271
6,24,4,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
6,28,6,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0
6,29,8,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0
6,31,11,18,9,288,191,4,0,7,39,187,35,2904,1909,28,0,297,2939
6,33,5,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0
6,38,6,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0
6,39,8,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0
6,41,2,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0
6,42,5,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0
6,43,4,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
6,44,10,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0
6,45,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
6,46,4,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
