x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
124,110,305,2603,702,14718,1839,2430,4520,116,899,11517,1788,77555,13288,9044,24667,15420,79343
124,111,1373,5752,2534,62977,10759,6607,27693,101,4122,28236,10038,331658,71952,25329,138201,65511,341696
125,106,82,483,31,1374,229,118,192,7,214,2393,121,7843,1761,664,993,1405,7964
125,107,2047,467,112,8682,1096,551,5046,164,6877,2680,436,56300,9999,3045,31405,8794,56736
125,108,699,2913,446,27106,5480,2969,8862,168,1960,14712,1582,146712,34352,15054,47852,27552,148294
125,109,2932,19819,4996,93509,17230,11500,16840,521,7629,91446,17301,544248,151365,50512,72854,98505,561549
125,110,3037,44494,18821,190413,29935,27170,39663,121,7674,202787,53295,959203,217552,97442,138161,209234,1012498
125,111,587,6636,1949,28667,4222,1984,5441,71,1576,25731,4902,140400,27340,6760,27083,30616,145302
126,103,611,4606,2105,20183,4280,3398,1260,86,1460,20781,4524,97371,27634,13128,3835,22288,101895
126,104,2485,46210,16941,163042,29612,23302,10775,102,5560,199647,40340,794003,190203,78777,29304,179983,834343
126,105,4238,0,0,0,0,0,0,150,12639,0,0,0,0,0,0,0,0
126,106,4071,44438,7511,188872,39162,15322,53691,534,11329,203844,20938,1011609,281468,61693,250559,196383,1032547
126,107,236,703,241,4080,1468,421,424,92,581,4886,938,29318,13497,2148,1909,4321,30256
126,108,128,448,186,2865,953,390,186,58,309,3114,543,19839,8440,2106,651,3051,20382
126,109,90,243,129,1730,459,293,152,46,234,1337,600,10242,3700,1188,507,1859,10842
126,110,106,274,143,2317,458,590,262,42,265,1231,377,11460,3621,2223,745,2460,11837
126,111,426,0,0,0,0,0,0,2,1256,0,0,0,0,0,0,0,0
127,99,120,0,0,0,0,0,0,1,290,0,0,0,0,0,0,0,0
127,100,50,187,33,1283,401,151,11,28,134,984,115,8357,3601,934,112,1316,8472
127,101,6296,35719,4217,204435,61980,24424,32078,250,17677,233426,16029,1556399,603207,135330,179902,208652,1572428
127,102,6484,19029,7187,213059,55926,21040,33929,204,18280,129369,30018,1630517,544257,110780,175918,220246,1660535
127,103,508,1363,430,11890,3963,1910,619,245,1456,7521,1828,85339,36195,11043,2533,12320,87167
127,104,5312,48632,13102,251631,64352,27912,26974,1063,12850,235302,38345,1468451,473503,116416,116452,264733,1506796
127,105,534,1732,512,12086,4472,1645,609,230,1425,11522,2176,89231,41474,9267,2625,12598,91407
127,106,3217,28731,2585,113322,31955,11998,13336,95,8981,182857,9801,764750,264028,64365,67711,115907,774551
127,107,28,4,6,240,117,15,6,11,66,20,26,2198,1221,85,21,246,2224
127,108,51,576,341,2061,297,317,189,24,117,1841,681,6843,1414,1054,335,2402,7524
127,109,68,194,369,1147,217,332,49,23,142,456,653,4090,1586,695,86,1516,4743
127,110,198,418,341,7344,1127,4375,275,38,447,1618,634,27001,10423,10358,484,7685,27635
