x,y,pp,ra,rp
0,0,13881582,13111661,94
0,7,13956375,12741705,91
0,18,14151821,12230422,86
0,22,14211367,12515741,88
0,23,14233797,12407948,87
0,25,14263142,12239044,85
0,30,14260296,12711577,89
0,31,14270768,12637165,88
0,32,14276740,12552593,87
0,33,14282315,12471127,87
0,34,14281849,12501602,87
0,36,14263397,12335203,86
0,37,14239876,12733990,89
0,38,14230374,12677566,89
0,42,14175084,12296901,86
0,45,14114996,12616019,89
0,46,14122085,12712621,90
0,47,14116153,13104838,92
0,48,14107906,12963558,91
0,49,14078714,13276157,94
0,50,14069795,13063255,92
0,51,14045284,12864887,91
0,52,14013322,12786856,91
0,53,13954246,12517602,89
0,56,13625276,12526537,91
0,57,13520086,12683712,93
0,58,13470485,12806770,95
0,59,13438406,12854123,95
0,60,13406966,12837938,95
0,61,13393834,12983214,96
0,62,13372963,12799664,95
0,63,13347758,12839496,96
0,65,13278919,12656754,95
0,66,13244593,12501461,94
0,67,13211245,12451193,94
0,68,13189991,12585426,95
0,69,13168184,12655362,96
0,70,13153929,12583883,95
0,71,13119536,12464534,95
0,72,13091786,12513832,95
0,73,13063904,12500814,95
0,74,13031433,12572656,96
0,75,13015120,12546986,96
0,76,13005915,12621919,97
0,77,12991461,12942158,99
0,78,12962726,12590996,97
0,79,12926194,12447329,96
0,80,12885737,12347485,95
0,81,12857034,12244954,95
0,82,12793239,12177076,95
0,83,12728661,12271726,96
0,84,12656202,12131931,95
0,85,12566378,12203988,97
0,86,12475345,11982827,96
0,87,12377764,11689845,94
0,88,12297796,11916838,96
0,89,12213620,11679743,95
0,90,12125504,11192255,92
0,91,12029498,11325908,94
0,92,11948054,10600763,88
0,93,11862399,10502675,88
0,94,11766454,10382476,88
0,99,11279837,9388870,83
0,100,11231476,9150480,81
0,101,11147361,8972558,80
0,102,11083552,9079904,81
0,104,11014877,8542883,77
0,105,10982022,8586091,78
0,106,10947306,8614715,78
0,107,10896045,8600403,78
0,108,10844804,8523411,78
0,109,10800611,8252867,76
0,110,10747029,8169643,76
0,111,10709307,8029201,74
0,112,10729236,8058472,75
0,113,10759910,7802400,72
0,114,10772830,7807080,72
0,115,10791210,7332094,67
0,116,10796701,7508064,69
0,117,10787104,7052424,65
0,119,10761241,6382143,59
0,121,10723060,5952424,55
0,123,10714123,6708107,62
1,0,13885862,13189841,94
1,1,13902669,12980525,93
1,3,13933348,12693375,91
1,4,13946698,12869459,92
1,5,13957228,13223040,94
1,6,13959669,13122246,94
1,10,14013352,12824879,91
1,13,14118389,12837014,90
1,14,14137925,13051326,92
1,15,14165935,12806932,90
1,16,14171300,12611872,88
1,19,14220527,12550643,88
1,20,14232746,12529224,88
1,21,14250360,12515323,87
1,24,14290338,12250925,85
1,27,14302544,12473025,87
1,28,14305984,12301584,85
1,29,14294642,12302398,86
1,30,14292916,12537282,87
1,31,14295272,12666859,88
1,32,14297704,12512209,87
1,34,14299161,12532602,87
1,38,14239221,12233728,85
1,39,14233688,12302846,86
1,42,14176793,12372672,87
1,45,14119972,12655574,89
1,46,14130043,12970375,91
1,47,14121607,13073742,92
1,48,14120117,13089428,92
1,49,14099557,13206966,93
1,50,14087222,13155649,93
1,52,14033810,12743163,90
1,55,13760422,12810938,93
1,57,13530031,12858591,95
1,58,13479083,12856752,95
1,59,13446082,12904788,95
1,60,13415083,12954092,96
1,61,13398754,12928178,96
1,62,13367234,12868148,96
1,63,13337792,12975353,97
1,64,13306139,12832180,96
1,65,13274810,12732178,95
1,66,13248352,12618534,95
1,67,13225122,12500349,94
1,68,13202075,12600682,95
1,69,13182011,12618316,95
1,70,13153841,12660514,96
1,71,13114613,12538862,95
1,72,13075742,12628228,96
1,73,13049140,12603715,96
1,74,13035225,12725849,97
1,75,13015233,12718885,97
1,76,12998213,12792026,98
1,77,12974169,12728637,98
1,78,12949501,12586027,97
1,79,12920175,12537421,97
1,80,12893102,12406713,96
1,81,12831417,12294843,95
1,82,12774034,12275617,96
1,83,12716106,12272445,96
1,84,12628920,12203403,96
1,85,12521748,12162236,97
1,86,12408777,12219225,98
1,87,12314195,12164413,98
1,88,12237009,11975658,97
1,89,12145021,11256196,92
1,90,12053367,11499973,95
1,91,11987995,11127623,92
1,92,11911799,10494540,88
1,93,11825059,10304547,87
1,94,11725492,10279471,87
1,96,11494365,8807240,76
1,97,11412209,8522951,74
1,99,11335817,9441061,83
1,102,11118208,9143909,82
1,103,11072920,9013743,81
1,104,11034168,8856363,80
1,105,11004848,8835744,80
1,106,10958588,8721697,79
1,107,10904540,8436574,77
1,108,10847002,8287420,76
1,109,10809016,8235257,76
1,110,10765167,8169207,75
1,111,10721129,8113547,75
1,112,10738234,7991810,74
1,113,10765281,7673025,71
1,114,10777869,7615286,70
1,115,10795211,7281118,67
1,116,10793120,7022208,65
1,117,10795391,6895489,63
1,118,10776730,6799600,63
1,122,10704693,3902385,36
1,123,10711750,6637948,61
1,124,10722236,6823887,63
2,0,13906742,13022667,93
2,2,13945315,13176083,94
2,3,13957361,12663583,90
2,5,13971752,13241100,94
2,6,13972162,13272556,94
2,10,14043940,13143059,93
2,11,14071828,13105749,93
2,13,14155100,12860780,90
2,14,14186759,13195114,93
2,15,14212722,13141638,92
2,17,14228261,12684528,89
2,18,14240959,12602702,88
2,19,14256958,12683492,88
2,20,14272969,12490777,87
2,25,14324210,12204370,85
2,26,14328560,12492691,87
2,27,14338912,12510487,87
2,28,14340322,12400797,86
2,29,14326599,12422727,86
2,30,14321470,12247714,85
2,31,14313670,12492598,87
2,32,14314326,12728881,88
2,34,14315927,12641030,88
2,35,14308875,12586746,87
2,36,14291799,12896998,90
2,37,14273077,12668171,88
2,40,14231515,12846198,90
2,41,14200579,12811717,90
2,43,14148930,12701258,89
2,44,14131315,12734444,90
2,45,14128259,12581856,89
2,46,14128301,12645389,89
2,47,14126790,12820863,90
2,49,14108855,12949281,91
2,50,14098016,13243801,93
2,51,14074753,12983913,92
2,52,14053173,13725084,97
2,53,13990125,12833775,91
2,54,13903040,12915777,92
2,55,13772297,12969109,94
2,56,13644917,12944769,94
2,58,13484282,12957735,96
2,59,13452981,13116485,97
2,60,13422397,13008145,96
