x,y,pp,ra,rp
0,0,9103621,6991769,76
0,1,9125647,7109899,77
0,2,9160265,7126694,77
0,3,9184997,7334503,79
0,4,9210029,7577964,82
0,5,9238303,7791403,84
0,6,9266462,7896679,85
0,7,9302069,8255585,88
0,8,9338442,8051802,86
0,9,9365463,8040647,85
0,10,9386523,8015752,85
0,11,9433658,8008710,84
0,12,9487028,8136694,85
0,13,9526353,8414137,88
0,14,9564219,8212747,85
0,15,9611255,8130604,84
0,16,9663564,8079068,83
0,18,9791092,7707919,78
0,19,9861851,7341369,74
0,20,9919044,7315633,73
0,21,9978277,8330778,83
0,22,10023289,8443054,84
0,23,10060957,8355195,83
0,24,10102231,8442232,83
0,25,10146998,8355881,82
0,26,10188149,8221315,80
0,27,10214958,8044811,78
0,28,10235865,8191273,80
0,29,10254973,8268536,80
0,30,10268913,8188088,79
0,31,10287777,8253282,80
0,32,10294734,8216348,79
0,33,10324286,8049288,77
0,34,10350912,8342718,80
0,35,10393495,8326037,80
0,36,10450856,8148653,77
0,37,10505973,8389441,79
0,38,10556049,8434111,79
0,39,10633004,8158920,76
0,40,10691773,8129780,76
0,42,10859791,8154411,75
0,43,10977663,8392354,76
0,44,11115634,8532950,76
0,45,11225533,8628850,76
0,48,11699902,9066767,77
0,49,11891835,9187287,77
0,50,12063242,8907127,73
0,51,12215747,8736070,71
0,55,12612310,9158247,72
0,57,12828783,9222117,71
0,58,12949266,9433738,72
0,60,13147490,9623893,73
0,63,13455953,10168733,75
0,64,13542403,9945007,73
0,65,13629146,10526493,77
0,70,13971915,10517536,75
0,71,14030566,10373378,73
0,73,14167737,8962412,63
0,79,14469754,8425445,58
0,80,14493818,8598296,59
0,82,14523531,8842987,60
0,83,14550849,8891824,61
0,86,14623481,8691966,59
0,87,14626706,9053580,61
0,88,14602920,9563064,65
0,89,14606355,9681610,66
0,90,14621219,7135121,48
0,91,14631550,9376194,64
0,92,14637532,9016223,61
0,93,14621934,8940132,61
0,94,14623589,8982162,61
0,95,14623253,8830443,60
0,99,14731951,9597266,65
0,100,14773760,9509333,64
0,101,14774274,8948672,60
0,103,14777736,8917603,60
0,104,14758458,8373927,56
0,107,14742531,9115630,61
0,110,14641029,9714647,66
0,111,14598534,9508186,65
0,113,14492399,10081063,69
0,116,14300670,9495468,66
0,118,14153815,10237395,72
0,119,14090821,10728299,76
0,120,14045801,10128144,72
0,121,14006539,10107876,72
0,122,13956604,10379802,74
0,124,13881439,10266455,73
0,125,13867336,9943019,71
0,126,13854740,10070571,72
0,127,13786235,9925197,71
1,0,9088596,6981267,76
1,1,9116344,6935182,76
1,2,9148514,7282474,79
1,3,9176133,7241542,78
1,4,9204903,7783560,84
1,5,9232016,7434596,80
1,6,9255004,8138341,87
