x,y,pp,ra,rp
0,13,6960009,0,0
0,18,7327250,2533397,34
0,19,7368419,2588515,35
0,23,7526892,3768507,50
0,25,7608131,4130249,54
0,26,7653910,4212978,55
0,32,7824647,5489256,70
0,33,7846715,5157120,65
0,34,7865341,4748514,60
0,35,7885766,4293788,54
0,36,7904698,5396747,68
0,37,7939221,5750784,72
0,38,7954664,6043938,75
0,39,7971940,6116847,76
0,40,7989729,6012812,75
0,41,8003223,6005119,75
0,42,8027999,6165962,76
0,47,8221033,6126233,74
0,48,8264649,6337410,76
0,50,8342372,6337454,75
0,51,8401091,6517386,77
0,52,8484736,6269574,73
0,53,8603642,5995696,69
0,54,8682262,6088961,70
0,55,8758286,6298057,71
0,57,8877959,6333432,71
0,58,8934698,6301912,70
0,59,8992140,6516348,72
0,60,9055111,6565560,72
0,61,9101286,6477682,71
0,62,9143485,6251355,68
0,63,9174878,6096762,66
0,64,9215739,6325282,68
0,65,9253575,6570295,71
0,66,9289701,6328560,68
0,67,9339353,6503001,69
0,69,9455504,6919598,73
0,71,9583074,7156352,74
0,74,9731592,7202980,74
0,75,9782288,7316697,74
0,78,9876068,7656905,77
0,79,9921665,8050205,81
0,80,9941797,8055501,81
0,81,9987066,8028398,80
0,82,10054435,8029801,79
0,83,10113638,7793706,77
0,84,10191264,7709461,75
0,86,10367159,7485370,72
0,87,10439222,7476683,71
0,88,10517396,7280505,69
0,89,10565039,7514970,71
0,90,10581798,7428388,70
0,91,10609831,7333562,69
0,92,10629121,7718586,72
0,94,10665059,7520951,70
0,95,10689830,7436949,69
0,97,10745601,7760737,72
0,98,10772923,7540462,69
0,99,10796823,7653433,70
0,104,10936020,8188706,74
0,107,11003618,8208732,74
0,112,11084539,8915982,80
0,114,11121617,9064095,81
0,119,11106709,10247345,92
0,120,11108707,10255609,92
0,121,11114131,10432975,93
0,122,11145594,10602632,95
0,124,11296449,10349709,91
0,125,11394302,10301847,90
0,126,11462433,10422817,90
0,127,11569630,10161293,87
1,25,7605454,3567665,46
1,26,7649415,4091413,53
1,27,7687784,4456136,57
1,28,7713866,4659947,60
1,29,7739256,4820765,62
1,30,7759097,4901951,63
1,32,7784963,4214912,54
1,36,7902839,5544625,70
1,37,7932293,5662260,71
1,38,7946105,5973966,75
1,39,7957972,6210584,78
1,40,7976111,5919671,74
1,48,8230013,6416540,77
1,49,8256230,6296680,76
1,50,8317939,6626539,79
1,51,8372869,6488938,77
1,55,8705619,5979694,68
1,57,8821146,6311983,71
1,58,8879539,6374285,71
1,59,8932614,6261440,70
1,60,9000258,6524650,72
1,61,9060895,6459124,71
1,62,9097612,6411023,70
1,63,9138703,6301528,68
1,64,9169127,5987480,65
1,65,9192728,6276587,68
1,66,9252020,6492916,70
1,67,9285559,6709990,72
1,68,9347540,6723037,71
1,71,9525326,7054527,74
1,72,9572758,7052826,73
1,73,9627252,7094622,73
