x,y,val
12,2,1568
15,0,21
8,2,796
9,2,625
9,4,6812
8,4,197
11,5,2771
15,2,13
7,0,617
12,3,227
13,3,177
11,4,5063
12,7,1708
14,0,301
8,0,583
11,2,10206
12,0,91
7,1,1093
13,1,162
15,1,416
9,0,437
14,3,399
15,9,580
9,1,783
15,4,107
12,5,25151
15,8,1120
12,6,7452
14,7,502
10,1,225
9,5,162
6,3,65
8,1,1054
15,5,2129
13,0,861
12,8,534
5,1,15
14,10,29
7,2,711
14,9,335
11,3,3469
15,7,545
10,0,441
13,4,436
6,2,139
12,4,434
9,3,1557
14,8,565
13,7,3050
10,5,173
10,2,579
7,3,99
11,6,3065
13,5,19683
6,1,448
11,1,221
14,6,3974
13,8,566
12,1,305
6,0,4950
14,5,2889
14,4,4167
14,2,104
15,3,927
5,0,40
13,6,1921
11,0,140
8,3,1172
14,1,56
13,2,426
10,3,1868
13,9,624
10,4,7135
8,5,79
15,6,1381
11,7,457
