x,y,dlt,tcd
0,23,,23
0,37,,33
0,101,,1
0,107,,73
1,19,,73
1,20,,98
1,21,,98
1,22,,98
1,23,,35
1,38,,44
1,101,,28
1,106,,7
2,39,,2
2,105,,9
3,17,,3
3,41,,1
3,105,,90
4,15,,27
4,41,,33
5,41,,77
6,14,,95
6,41,,2
6,99,,26
7,40,,95
7,98,,18
7,99,,11
8,14,,41
8,41,,3
8,99,,3
8,100,,14
8,102,,49
8,103,,88
9,41,,1
9,74,,2
9,75,1,35
9,76,,11
9,96,,1
9,97,,1
9,99,,3
9,100,,12
9,101,,3
10,40,,40
10,75,,11
10,76,,26
10,96,,12
10,97,,12
11,14,,8
11,40,,20
11,75,,6
11,76,,3
11,78,,32
11,79,,15
12,41,,1
12,80,,88
13,13,,29
13,42,,64
13,63,,34
13,64,,57
13,65,,19
13,76,,9
13,77,,57
13,82,,57
13,83,,51
13,97,,1
13,98,,9
13,100,,27
14,62,,34
14,75,,64
14,85,,25
14,97,,1
14,98,,76
15,12,,35
15,44,,16
15,60,,12
15,70,,78
15,71,,28
15,72,,78
15,73,,78
15,87,,78
15,88,,28
15,97,,5
16,10,,4
16,11,,6
16,46,,27
16,47,,3
16,54,,3
16,55,,6
16,56,,6
16,59,,3
16,90,,6
16,98,,40
17,5,,81
17,6,,98
17,7,,9
17,57,,99
17,58,,98
17,91,,98
17,92,,83
17,97,,9
18,4,,89
18,7,,41
18,9,,83
18,48,,10
18,52,,13
18,53,,58
18,93,,79
19,2,,46
19,48,,89
20,0,,3
20,92,,43
22,90,,23
23,98,,100
25,89,,12
25,96,,80
27,94,,47
28,94,,59
29,90,,95
29,93,,6
29,94,,10
30,90,,30
30,93,,12
31,92,,40
32,92,,13
33,89,,1
33,92,,78
35,91,,51
36,87,,22
37,87,,22
37,90,,10
38,87,,16
39,86,,43
