x,y,BASIC_EDUCATION_OR_LESS,INACTIVE_POPULATION,LABOUR_FORCE,MEN,MEN_0_14,MEN_15_64_,MEN_65p,TERTIARY_EDUCATION,TOTAL,TOTAL_0_14,TOTAL_15_64,TOTAL_65p,UPPER_SECONDARY_EDUCATION,WOMEN,WOMEN_0_14,WOMEN_15_64,WOMEN_65p
13,127,330,655,625,686,80,493,113,202,1448,168,988,292,748,762,88,495,179
14,120,38,53,61,68,10,56,0,0,135,21,108,6,69,67,11,52,0
14,123,60,150,143,160,20,112,28,59,332,39,238,55,174,172,19,126,27
14,124,80,261,324,344,56,250,38,165,692,107,505,80,340,348,51,255,42
14,125,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
14,126,76,222,280,287,41,207,39,120,581,79,418,84,306,294,38,211,45
14,127,32,84,86,102,12,75,15,34,199,29,137,33,104,97,17,62,18
15,119,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0
15,120,228,356,491,471,66,361,44,144,977,130,732,115,475,506,64,371,71
15,123,36,117,137,145,22,99,24,62,305,51,209,45,156,160,29,110,21
15,124,70,181,235,249,46,180,23,86,513,97,362,54,260,264,51,182,31
15,125,63,166,178,195,30,135,30,74,405,61,273,71,207,210,31,138,41
15,126,70,190,261,267,48,180,39,98,548,97,366,85,283,281,49,186,46
16,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,118,0,11,12,17,0,10,0,0,29,6,20,0,15,12,0,10,0
16,119,482,1113,1017,1147,146,771,230,505,2395,263,1534,598,1144,1248,117,763,368
16,120,1154,3041,2804,3150,411,2148,591,1153,6697,778,4356,1563,3396,3547,367,2208,972
16,121,13,27,33,30,0,26,0,0,66,6,54,6,40,36,0,28,0
16,123,84,224,274,292,48,198,46,123,586,88,391,107,291,294,40,193,61
16,124,98,215,290,298,47,225,26,98,611,106,447,58,309,313,59,222,32
16,125,0,0,16,15,0,13,0,0,32,8,24,0,14,17,0,11,0
16,126,27,50,48,54,5,37,12,13,110,12,78,20,58,56,7,41,8
16,127,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0
