x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
56,126,46,53,191,563,63,32,273,26,123,477,1474,5151,799,191,2578,754,6625
57,126,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
63,124,450,30,52,769,107,29,9,49,1036,197,380,5649,922,204,63,821,6029
63,125,55,64,105,1846,175,23,141,15,135,520,460,13393,1502,141,937,1951,13853
63,126,461,599,394,10356,1407,347,334,165,1366,4391,2378,80968,13179,2679,2390,10750,83346
63,127,908,890,2626,19768,2757,594,1440,402,2496,6368,13400,147477,26071,4056,10155,22394,160877
64,123,406,502,440,10133,1118,174,536,175,1262,3432,2593,78719,9983,1104,4186,10573,81312
64,124,1752,4536,2907,53438,9718,1784,3855,488,5255,30573,18432,368199,70232,9238,31635,56345,386631
64,125,155,204,146,3097,322,60,87,60,454,1385,1004,22635,2704,343,670,3243,23639
64,126,828,665,1528,16033,1794,379,2304,333,2452,6423,12537,138010,19750,3050,21582,17561,150547
64,127,86,107,164,1858,454,70,303,27,279,899,1102,14413,4334,356,2509,2022,15515
65,121,230,218,149,4502,697,63,308,96,696,1705,1114,39090,7320,485,2872,4651,40204
65,122,1652,2054,2888,38095,4423,630,1895,630,4879,13990,19847,301700,41840,4090,15266,40983,321547
65,123,496,440,701,11893,1172,134,598,209,1572,3687,5346,98457,11842,974,4773,12594,103803
65,124,2,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0
65,125,2,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0
65,126,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
66,121,207,188,245,4373,629,79,307,98,641,1525,1864,39364,6470,724,2720,4618,41228
66,122,37,33,30,797,155,10,41,15,106,320,174,6511,1540,113,284,827,6685
66,123,6,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0
66,125,4,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0
67,102,7,2,11,71,6,8,24,6,24,18,55,722,52,33,437,82,777
67,121,511,514,275,11028,1306,127,728,226,1612,4173,2020,98022,13850,1122,7060,11303,100042
67,122,3,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0
67,124,2,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0
68,119,62,130,117,1043,147,27,130,30,161,1200,1003,9296,1317,277,1109,1160,10299
68,120,13,53,12,268,79,4,21,8,48,455,90,2537,805,56,234,280,2627
68,121,8,0,0,54,16,0,4,5,24,0,0,429,127,0,36,54,429
