x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,imputed
0,6,5,0.1,0,0.6,0.8,0.8,0,1.1,1.6,0,0,0,133161.5,1
0,7,2,0.1,0,0.3,0.3,0.3,0,0.4,0.6,0,0,0,53264.6,1
0,8,8,0.2,0,1,1.2,1.3,0,1.8,2.5,0,0,0,213058.4,1
0,9,34,1,2,1,6,7,0,10,3,4,0,0,1162826.2,0
0,10,46,1,4,5,3,13,2,7,4,2,1,4,1178192,0
0,12,1,0,0,0.1,0.1,0.2,0,0.2,0.2,0.1,0.1,0,29487.8,1
0,13,27,1,2,1,2,7,0,4,7,1,2,0,791192.8,0
0,14,3,0.1,0.1,0.2,0.4,0.7,0,0.5,0.6,0.2,0.2,0,88463.4,1
0,15,20.5,0.6,2.7,1,3.3,5.4,0.6,2.4,2.7,1.4,0.4,0,546910.1,1
1,3,3,0,0.1,0.5,0.5,0.7,0.1,0.4,0.2,0.2,0.2,0.1,90640,1
1,4,7,0,0.2,1.2,1.2,1.6,0.2,1,0.4,0.4,0.6,0.2,211493.3,1
1,5,2,0.1,0,0.3,0.3,0.3,0,0.4,0.6,0,0,0,53264.6,1
1,8,7,0.2,0,0.9,1.1,1.1,0,1.5,2.2,0,0,0,186426.1,1
1,9,5,0.1,0,0.6,0.8,0.8,0,1.1,1.6,0,0,0,133161.5,1
1,10,7,0.3,0.3,0.4,0.9,1.5,0,1.2,1.4,0.4,0.5,0.1,206414.7,1
1,12,24,1,1,1.6,3.1,5.2,0,4.1,4.6,1.5,1.6,0.3,707707.6,1
1,15,15,0.4,2,0.8,2.5,4,0.4,1.7,1.9,1,0.3,0,400178.1,1
1,16,8,0.2,1.1,0.4,1.3,2.1,0.2,0.9,1,0.6,0.2,0,213428.3,1
1,17,1,0,0.1,0.1,0.2,0.3,0,0.1,0.1,0.1,0,0,26678.5,1
2,5,3,0.1,0,0.4,0.5,0.5,0,0.6,0.9,0,0,0,79896.9,1
2,11,5,0.2,0.2,0.3,0.6,1.1,0,0.9,1,0.3,0.3,0.1,147439.1,1
2,12,4,0.2,0.2,0.2,0.5,0.9,0,0.7,0.8,0.2,0.3,0,117951.3,1
2,16,24,0.6,3.2,1.2,3.9,6.4,0.7,2.8,3.1,1.6,0.5,0,640285,1
2,19,6,0.1,0.8,0.3,1,1.6,0.2,0.7,0.8,0.4,0.1,0,160071.2,1
2,20,2,0,0.2,0.1,0.2,0.6,0,0.3,0.4,0.2,0,0,53041.7,1
3,3,10,0,0.3,1.7,1.7,2.3,0.3,1.4,0.6,0.6,0.8,0.3,302133.3,1
3,10,2.5,0.1,0.1,0.2,0.3,0.5,0,0.4,0.5,0.2,0.2,0,73719.5,1
3,18,17,0.5,2.2,0.9,2.8,4.5,0.5,2,2.2,1.1,0.3,0,453535.2,1
3,19,13,0.3,1.7,0.7,2.1,3.4,0.4,1.5,1.7,0.9,0.3,0,346821,1
3,20,15,0.3,1.6,0.8,1.2,4.2,0,2.3,3.3,1.1,0.2,0,397812.7,1
3,21,13,0.3,1.4,0.7,1,3.6,0,2,2.9,1,0.1,0,344771,1
3,22,4,0.1,0.4,0.2,0.3,1.1,0,0.6,0.9,0.3,0.1,0,106083.4,1
3,70,2,0.1,0.3,0.1,0.3,0.4,0,0.1,0.3,0.2,0.2,0,32823,1
3,99,2,0,0.3,0.2,0.1,0.7,0,0.3,0.2,0.1,0.1,0,45213.6,1
4,2,15,0,0.4,2.6,2.6,3.4,0.4,2.1,0.9,0.9,1.3,0.4,453199.9,1
4,18,34.5,0.9,4.6,1.8,5.6,9.2,0.9,4,4.5,2.3,0.7,0,920409.7,1
4,19,8,0.2,1.1,0.4,1.3,2.1,0.2,0.9,1,0.6,0.2,0,213428.3,1
4,20,29,0,4,4,4,7,0,4,3,3,0,0,805551,0
4,21,24.5,0.5,2.7,1.3,2,6.8,0,3.7,5.4,1.8,0.3,0,649760.8,1
4,22,10,0.2,1.1,0.5,0.8,2.8,0,1.5,2.2,0.8,0.1,0,265208.5,1
4,23,13,0.3,1.4,0.7,1,3.6,0,2,2.9,1,0.1,0,344771,1
4,24,5,0.1,0.5,0.3,0.4,1.4,0,0.7,1.1,0.4,0.1,0,132604.2,1
4,32,7,0,1.3,0.6,0.3,2.5,0.2,1.3,0.3,0.2,0.3,0,180044.3,1
