x,y,val
44,245,125
87,57,2849
88,59,2743
54,249,100
44,29,479
29,17,941
13,204,346
26,40,2631
54,245,55
54,251,87
74,1,3884
2,11,61
90,6,4623
60,26,1004
13,153,625
25,200,1134
5,163,862
18,66,501
5,252,2151
30,206,48
62,47,344
28,131,921
1,18,102
20,159,217
117,31,170
42,19,37
14,206,349
3,32,75
75,49,1209
70,21,301
84,66,119
81,72,23
42,37,400
89,41,1312
36,121,304
66,49,138
8,70,1080
97,12,627
2,128,1645
29,123,1701
91,34,4640
96,36,666
14,138,832
42,39,91
12,77,1386
58,47,492
12,95,1869
1,75,3203
0,194,598
39,211,192
5,74,3002
25,11,101
25,238,121
50,24,1251
16,22,1231
39,50,1340
3,250,789
33,4,160
66,47,67
110,13,228
25,224,675
28,42,726
38,57,3789
17,65,2399
17,235,371
81,5,97
25,115,849
12,56,1484
21,116,101
13,99,3578
6,53,2852
26,11,562
15,41,3812
21,210,676
6,38,5
21,233,47
32,245,5
55,56,1262
0,51,1579
33,245,25
64,2,549
53,20,12823
9,85,355
8,174,1441
1,239,19
15,142,1005
6,203,1815
10,215,190
30,254,46
27,123,974
24,170,94
27,208,580
25,134,1074
22,126,1288
50,228,208
117,34,226
0,222,286
4,165,1306
20,109,4136
0,148,865
64,5,916
86,12,5
98,0,2824
47,250,97
72,64,6256
24,21,444
8,240,5303
32,10,529
0,16,275
67,51,134
83,56,14074
11,246,297
101,60,2282
131,10,1113
27,14,75
1,190,518
27,43,1545
97,22,1553
13,253,459
31,128,708
6,251,695
96,51,687
27,50,96
37,57,961
34,14,210
20,215,508
10,249,592
30,197,166
10,4,8
5,241,510
34,210,92103
38,12,1316
20,7,388
79,59,1257
54,41,1036
41,224,287
40,17,56
11,218,205
2,156,267
26,52,15
17,120,1384
99,25,582
33,35,40
28,28,1567
39,225,45
23,201,179
103,5,2273
43,46,512
9,163,993
10,200,437
2,68,780
47,230,84
33,13,172
23,148,820
51,18,418
0,255,639
45,249,7615
73,41,2576
41,215,74
3,70,25
87,46,3114
47,226,356
28,36,131
11,54,907
32,248,37
3,58,2140
16,139,663
79,0,1923
6,77,1873
2,246,531
27,120,661
130,3,243
11,36,3114
17,53,286
95,38,1856
25,212,312
18,144,317
35,39,709
27,225,870
95,55,2528
56,10,2201
34,214,952
99,11,1480
14,44,135985
8,22,4915
32,125,895
65,57,161
20,246,136
67,27,54
0,46,178
6,160,990
63,36,21661
14,186,27
9,97,5838
61,37,617
123,7,84
38,209,788
44,5,65
17,4,283
17,73,1104
20,47,473
5,105,2096
6,3,4839
60,31,1569
13,192,5216
28,13,438
79,56,4749
83,4,2537
13,129,3413
116,35,957
65,35,727
37,117,1601
94,50,1183
8,88,3343
46,41,480
14,85,904
55,42,1384
8,242,481
9,224,12
48,10,42
97,45,1855
7,77,2323
47,253,283
76,6,2308
76,31,176
18,164,274
47,44,143
32,33,732
74,41,50
3,230,879
61,15,2557
106,1,429
54,26,451
93,58,59
17,59,2709
7,9,3708
12,100,10732
4,114,2801
83,31,74
117,14,774
33,42,1520
13,133,2137
5,85,277
7,187,830
32,127,95
7,197,607
13,89,1291
4,79,3488
99,36,566
36,123,2201
31,55,1509
15,220,649
90,39,727
16,142,346
26,47,645
1,249,242
3,91,3989
14,115,3770
75,30,421
15,113,446
10,163,1062
19,7,388
54,253,128
22,242,8613
6,189,2180
16,33,1092
3,184,428
37,51,710
126,5,349
24,95,710
14,219,673
9,171,2007
17,26,321
42,18,316
20,201,9204
23,224,271
102,11,2684
9,219,274
81,61,5225
105,31,597
27,29,1558
3,126,576
81,14,109994
14,211,2927
12,143,1950
34,51,1005
14,229,649
13,225,321
0,225,164
61,18,539
49,51,460
23,101,2124
62,14,179
67,29,535
119,20,2552
37,220,132
134,12,1532
4,150,770
2,41,587
1,0,67
40,231,60
29,58,760
27,218,130
81,25,1229
25,51,266
5,120,880
114,0,2767
14,159,489
132,12,1624
11,148,494
56,31,1965
18,58,1541
94,42,2538
54,58,6792
60,14,1404
17,249,464
26,136,450
23,50,509
9,249,472
4,58,38
25,37,1472
21,46,111
13,230,160
9,19,130
7,21,302
20,59,1473
105,6,2103
101,6,1144
3,105,1973
27,237,29
22,168,182
42,49,1140
93,4,3443
7,69,3529
3,118,5789
76,54,2177
11,91,3418
24,128,702
26,16,139
12,34,125
61,49,5631
112,31,1953
34,230,644
30,199,80
88,71,716
37,203,449
21,235,40
20,206,231
117,10,996
34,113,2042
58,30,1011
55,32,1957
75,22,541
21,208,52
85,7,3328
36,199,190
2,86,597
14,33,26
62,35,1362
31,47,1951
108,26,7320
4,123,1329
48,224,87
9,74,5996
19,199,976
14,151,1051
22,250,139
137,14,2341
82,7,10231
100,60,809
30,12,660
25,2,505
62,51,198
19,219,50
28,207,480
6,215,136
83,57,1880
53,44,1868
15,4,11907
24,42,1117
3,205,13
18,123,157
13,182,776
38,34,392
43,10,382
102,44,1051
27,138,13
11,43,6
8,98,1353
38,235,207
109,53,1032
17,3,570
17,88,2768
18,169,1629
83,16,3021
32,37,2054
18,14,2552
18,195,356
113,38,229
24,139,365
111,37,1218
7,3,932
114,25,1193
36,14,55
66,3,1114
12,152,841
30,229,327
117,15,625
56,254,122
16,81,136
82,57,379
3,153,1636
12,84,305
111,14,1032
59,254,70
92,32,5377
124,13,2791
115,16,77
75,58,621
65,60,2
41,199,25
3,20,18750
5,148,1143
16,56,2481
8,200,695
29,114,1723
52,20,4139
7,80,1079
4,190,608
54,13,964
23,29,898
61,252,35
21,77,901
52,57,2786
3,75,23402
8,170,1001
12,223,160
63,2,4
23,244,44
4,251,5
62,254,83
108,12,2574
5,247,430
9,168,338
16,61,230
32,120,1149
117,12,843
46,53,112
8,60,202
6,166,502
20,110,1554
35,41,1050
9,106,265
51,53,1702
68,30,551
7,151,628
7,219,39
48,55,1112
79,3,708
76,20,786
0,107,1789
10,198,324
22,24,538
43,28,54
95,46,51820
83,30,779
22,173,90
90,42,7423
15,173,860
93,56,4808
81,59,7269
28,46,303
40,37,1139
18,18,65
85,20,969
67,21,4
104,33,988
76,8,169
32,232,446
8,75,519
13,61,1381
7,149,895
29,230,20
21,179,13
48,41,2347
44,221,309
30,245,191
4,95,2337
38,13,869
56,40,2889
6,253,10
49,42,3067
6,229,429
9,1,1064
4,47,3
40,248,68
19,48,86
14,154,10283
66,2,1334
18,9,299
23,237,392
4,205,330
112,49,1033
37,219,65
47,13,2085
15,230,91
93,8,2373
98,57,2220
3,182,587
1,45,374
49,18,1627
85,39,34
25,248,15
126,3,458
87,22,314
27,100,6
16,89,5635
15,122,1576
114,2,2850
10,159,520
37,236,170
19,229,646
22,30,961
6,175,21
26,17,87
111,32,1186
115,46,151
71,19,439
18,137,1001
1,121,478
6,158,651
13,22,1106
66,19,281
55,243,101
117,8,2275
1,48,216
27,221,1068
17,178,500
23,222,349
21,140,616
2,4,33416
130,5,888
3,108,3800
15,8,685
32,20,824
10,111,4931
14,110,683
62,38,1518
83,52,127
10,189,430
4,54,5079
23,40,441
89,66,2469
14,117,1144
23,206,445
63,11,60
18,254,1489
69,19,509
135,16,123
119,13,51819
15,29,1215
109,29,760
22,167,56
76,11,21
46,232,155
6,60,726
95,40,2659
12,108,2608
78,43,1908
19,49,291
38,55,3177
22,88,1810
32,45,2232
94,24,98
5,224,111
5,217,34
99,32,1670
23,137,593
22,196,37
34,30,2
36,12,890
139,13,640
17,137,11549
23,116,1
0,24,6
17,113,449
9,169,565
115,10,1176
59,28,2197
91,46,1002
44,43,856
18,102,12593
3,68,1272
49,48,1250
115,24,299
16,216,106
3,83,3705
12,75,2745
19,165,483
8,28,4
129,1,204
93,0,2838
53,49,659
34,204,138
19,192,302
35,237,286
21,40,3253
51,29,743
103,42,1108
46,9,158
19,225,878
13,7,650
32,25,231
16,14,2116
21,120,748
16,232,99
0,59,859
11,94,4338
40,244,5
14,82,32
75,4,16287
22,125,1210
0,139,2346
101,11,1515
109,51,1278
0,92,2913
24,49,638
6,188,966
9,105,2641
32,114,921
75,43,567
100,12,1832
12,69,1416
11,12,1595
47,25,873
2,1,67
71,32,180
20,106,1692
72,14,1819
22,59,6783
96,38,18826
12,96,2379
2,110,2423
55,28,1944
69,33,6942
87,68,112
95,1,2809
64,23,1846
47,34,80
66,0,705
30,125,479
19,114,99
44,23,243
12,239,108
3,201,391
10,130,4003
1,220,793
15,56,4613
29,34,3971
4,161,608
16,199,2162
16,174,36
0,48,1171
54,252,534
0,178,523
3,16,30
28,4,288
19,17,4958
14,4,171133
91,66,2122
39,31,1023
10,208,330
28,206,100
73,61,385
51,242,164
95,23,23
7,90,3136
24,14,289
84,41,432
50,47,202
6,144,768
11,118,1282
28,125,715
5,155,590
53,247,216
3,104,1568
24,237,160
25,56,3365
2,150,778
16,69,1178
20,172,486
42,10,922
52,41,1832
53,30,2267
74,29,5058
60,33,420
17,141,1790
51,16,740
90,36,3167
42,54,15
3,157,1435
34,212,5639
29,246,45
2,96,2786
4,109,2080
0,182,547
8,112,1744
1,248,1726
46,37,402
41,15,260
25,127,1659
7,180,9
89,20,9354
9,29,10
40,238,41
68,59,96
81,0,9492
19,3,1780
23,239,279
7,244,414
28,208,357
27,234,733
51,47,207
84,34,38
14,108,2422
29,233,143
31,252,219
87,45,13154
17,203,14
88,46,524
9,232,141
10,161,435
19,51,1666
22,58,2366
51,255,9588
20,191,21
44,246,150
138,14,218
9,107,676
62,23,1032
50,58,50
94,8,1420
47,38,556
17,74,718
93,59,753
0,81,875
5,232,66356
133,14,13
7,170,573
103,39,1688
2,81,1563
2,42,1587
22,55,2275
32,247,10
4,81,1095
38,226,207
15,162,495
19,47,352
108,47,821
31,216,100
2,162,999
35,222,298
31,236,60
31,205,143
19,136,353
25,149,4231
6,10,541
34,44,226
24,19,662
90,3,5987
52,34,954
100,23,17
43,30,216
30,43,432
15,30,32
18,252,10
60,247,5
22,90,80
74,18,1713
14,126,2026
13,16,1212
40,239,85
27,42,374
15,57,2276
27,130,15
20,107,998
0,106,2824
42,22,1261
21,36,1564
30,48,1176
41,8,2141
11,100,96691
44,235,140
4,129,911
110,44,1681
101,37,326
26,19,3159
68,49,948
25,1,10
98,12,534
21,160,207
23,235,256
37,55,1080
90,54,2038
27,252,119
28,32,116
35,4,173
33,116,729
13,141,886
52,242,8954
86,45,3021
112,19,3126
9,89,4795
114,28,256
30,0,1639
11,160,319
14,182,598
102,38,1096
36,39,1659
24,34,433
74,62,2582
84,7,400
20,176,163
26,226,209
41,241,2879
56,49,1711
27,240,130
21,161,238
0,36,91
6,174,5
52,43,2133
10,137,1124
101,30,1599
10,72,2030
40,222,30
31,224,188
107,41,915
55,251,55
9,63,62
26,123,1490
103,30,2272
26,109,1238
39,242,358
116,23,796
88,22,1095
10,94,1594
40,219,19
96,5,560
40,249,479
54,30,3143
16,254,20
11,177,573
58,251,62
95,14,329
11,48,350
13,80,1027
110,42,1233
88,16,5817
5,75,1437
90,57,773
18,105,1735
108,15,2509
81,39,926
5,36,3
21,245,121
6,125,691
4,101,1730
26,208,103
26,255,35
30,227,268
87,55,546
73,28,1935
29,106,1012
6,91,2722
109,38,762
12,17,1635
125,15,60
0,175,621
24,244,52
2,69,474
34,223,366
64,32,695
20,196,328
3,121,930
56,42,723
42,32,773
33,23,113
40,21,1777
18,221,211
50,41,1581
89,38,520
53,246,265
9,164,865
10,247,185
24,6,163
100,21,1649
64,33,886
11,191,708
34,115,979
124,16,601
26,26,26
5,89,3166
1,79,85
100,38,1042
6,88,810
19,228,481
45,255,109
40,227,281
63,15,1149
7,6,1399
29,212,393
84,68,1537
68,27,631
44,14,217
77,54,3
12,191,464
42,242,315
26,207,208
61,32,1892
15,255,5985
93,36,1948
15,108,1178
12,140,1805
11,65,1494
37,36,416
9,216,84
111,1,643
24,97,2516
112,32,1528
71,48,1122
45,235,732
6,48,57
7,147,43536
116,42,148
72,24,294
31,20,654
26,104,1005
8,223,57
19,175,340
118,7,4160
41,23,536
8,50,20
11,149,634
4,182,399
10,13,7146
13,158,241
40,23,1100
19,12,982
97,21,1321
18,192,217
70,30,86
1,102,1570
19,0,383
106,33,1049
12,187,181
47,24,513
1,62,349
18,240,509
23,138,246
25,242,82
4,166,1013
3,65,1768
7,125,2793
24,20,1363
49,40,1434
3,217,509
6,184,304
38,25,634
105,13,18340
39,238,133
103,27,390
1,95,2976
65,12,1243
20,204,242
3,154,1151
29,240,391
60,56,10
13,51,250
21,26,466
130,8,852
42,42,718
18,39,2417
23,220,60
30,233,388
15,12,2602
14,166,612
51,253,58
115,23,2719
84,12,99
4,27,48
37,124,253
13,86,172
20,21,1134
57,11,1802
43,38,442
24,231,142
49,0,1
46,251,211
98,45,556
2,169,1063
39,221,78
58,25,6950
31,113,916
106,44,1773
49,224,724
19,26,1080
40,42,1229
93,45,1269
57,16,925
92,67,837
24,52,906
103,53,56564
15,254,523
24,86,124
59,56,2422
16,137,1415
20,90,1067
35,59,2896
92,60,3818
1,180,426
19,226,1462
7,2,123
140,12,324
17,201,581
17,1,506
20,63,3421
12,194,519
63,22,232
24,82,174
78,27,6
6,106,2296
11,239,167
42,33,1498
21,63,712
12,217,282
7,199,158
41,52,4113
118,16,2349
93,62,2024
15,10,537
56,28,187
104,14,2316
21,45,2668
112,30,1174
41,205,17
93,61,1432
58,39,1774
38,203,363
11,211,44
4,201,133
75,5,4244
22,249,53
37,240,133
1,16,12
87,62,2128
16,152,291
19,202,461
81,10,1537
24,53,7376
20,250,94
4,7,223
57,28,715
4,143,818
35,120,1101
49,238,42
23,24,1154
54,19,797
23,218,213
18,85,266
7,178,414
7,233,473
45,234,60
14,72,10783
22,220,96
1,89,3720
102,0,1187
86,33,7
62,19,537
32,235,592
34,123,998
12,183,1147
0,216,556
12,141,1338
73,63,8109
22,124,727
36,56,378
74,53,512
46,24,6
15,191,214
25,32,111
10,20,648
22,53,2022
44,247,187
72,3,303
27,49,35
16,196,630
35,231,149
45,222,89
71,31,1319
2,226,704
17,78,299
13,79,1076
42,218,206
91,35,19164
35,213,2334
1,243,92
110,45,305
11,193,311
96,29,3121
53,36,926
12,192,560
16,138,569
18,149,1005
47,47,1045
96,3,1748
32,21,99
26,39,1065
12,221,414
13,232,347
19,76,314
75,21,1804
0,236,126
1,188,485
47,15,1731
48,36,2537
110,14,90
95,0,2509
98,25,1995
4,13,450
9,6,3182
17,62,1008
13,179,765
13,216,94
47,49,603
115,39,929
81,31,2611
0,154,1319
9,210,88
73,17,508
84,21,1412
47,252,389
10,160,635
120,18,13623
69,29,672
61,46,686
88,18,1175
77,1,389
15,59,974
95,45,1307
65,1,641
109,11,1447
90,5,13612
76,49,3519
16,141,696
102,58,336
16,208,576
52,38,787
35,23,815
35,119,549
8,81,1303
58,2,214
127,11,633
25,117,2770
12,249,226
18,196,142
83,13,23024
11,212,915
104,17,3746
14,0,3039
25,5,266
11,209,29
39,39,1299
128,0,297
8,139,1723
22,94,416
40,243,133
89,61,2355
69,50,1091
61,23,1431
43,245,49
37,237,98
4,124,1442
42,44,1234
25,98,1190
22,227,88
15,179,458
1,235,95
33,231,89
19,60,5674
1,136,1506
5,180,131
21,126,3414
21,193,215
20,214,969
28,109,494
7,177,361
2,136,1016
40,246,83
59,255,229
27,228,42
14,16,401
3,164,1156
18,62,454
10,51,1340
54,255,394
24,80,47
46,27,2386
16,235,506
55,18,978
47,36,1105
83,65,1790
36,244,50
8,248,704
23,147,441
