x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
55,127,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
56,126,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,0,0,1,3,0,10
58,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
63,124,1,0,2,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,11
63,125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
63,126,0,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,6
63,127,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
64,123,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3
64,124,3,0,4,0,2,3,8,2,6,1,0,2,1,8,1,2,0,8,8,0,59
64,125,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3
64,126,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3
64,127,0,0,0,0,0,1,0,0,3,0,0,1,0,2,0,0,0,0,0,0,7
65,122,0,0,4,3,1,9,8,2,12,0,0,4,2,8,1,1,0,4,5,0,64
65,123,0,0,1,0,0,3,2,0,2,0,0,1,0,3,0,0,0,0,1,0,13
65,124,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
65,125,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
65,126,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,3,0,10
66,121,2,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,9
66,122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
66,123,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
66,124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
67,121,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,122,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
67,125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
68,119,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
68,121,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,123,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
68,124,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3
68,126,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
69,105,0,0,0,0,1,1,1,1,4,0,0,0,1,2,0,0,0,1,1,0,13
69,121,1,0,0,0,0,1,1,1,1,1,0,3,0,0,0,0,0,0,2,0,11
69,122,2,0,6,1,0,3,3,1,2,1,0,1,0,3,1,2,0,1,7,0,34
69,127,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
70,105,3,0,2,0,0,1,5,1,3,1,0,0,1,2,1,2,1,2,5,0,30
70,120,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
70,122,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
70,123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,125,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
70,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
70,127,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
71,104,1,0,0,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,1,0,8
71,122,0,0,0,0,0,3,3,1,12,0,0,6,2,3,0,0,2,1,1,0,34
71,126,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,127,0,0,3,0,0,2,2,0,1,0,0,0,0,0,0,2,0,0,1,0,11
72,104,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5
72,105,6,0,7,0,1,5,8,6,18,5,0,5,6,8,2,3,2,2,9,0,93
72,106,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4
72,118,1,0,0,0,0,0,0,0,3,0,0,2,0,1,0,1,0,3,1,0,12
72,122,0,0,18,0,0,8,20,6,20,1,0,10,13,10,1,4,2,7,11,0,131
72,123,2,0,8,0,0,14,8,1,10,0,0,4,6,4,0,0,0,2,5,0,64
72,125,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
72,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
73,104,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,2,1,0,8
73,105,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,6
