x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
0,47,5,0,7,0,0,17,29,0,18,3,2,20,23,13,1,2,4,6,9,0,159
0,48,2,2,11,0,0,11,19,1,20,4,0,13,17,19,0,3,2,3,11,0,138
0,51,0,0,1,0,0,3,2,0,1,0,0,0,2,0,0,1,0,0,0,0,10
0,52,0,0,6,0,0,4,13,2,4,0,0,5,0,0,0,0,0,0,3,0,37
0,53,0,0,2,0,0,5,7,1,5,0,0,2,4,1,0,0,0,1,2,0,30
0,54,0,0,1,0,0,8,8,2,1,0,0,1,4,5,0,0,0,0,1,0,31
0,55,0,0,1,0,0,4,1,0,0,0,0,0,0,2,0,0,0,1,0,0,9
0,56,2,0,6,0,1,13,15,0,2,1,0,4,2,2,1,0,0,4,7,0,60
0,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,59,0,0,1,0,0,1,4,1,0,0,0,0,1,0,0,0,0,1,4,0,13
0,60,0,0,2,0,0,8,14,0,1,0,0,1,2,1,0,0,1,1,2,0,33
0,61,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
1,47,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,49,0,0,3,0,0,8,7,1,1,0,0,3,5,2,0,0,0,2,5,0,37
1,50,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5
1,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,52,0,0,1,0,0,2,5,0,1,1,0,2,1,2,0,0,0,0,1,0,16
1,53,0,0,3,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,8
1,54,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1,55,0,0,2,1,1,10,6,1,3,1,0,6,6,1,1,2,0,1,8,0,50
1,56,0,0,4,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,9
1,57,2,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,59,1,0,2,0,0,1,5,0,1,1,0,0,2,0,1,0,0,1,2,0,17
1,60,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5
1,61,2,0,3,0,0,4,2,0,2,0,0,0,1,1,0,0,0,0,1,0,16
2,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,45,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
2,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,48,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4
2,49,0,0,2,0,0,1,4,1,0,2,0,0,0,0,0,0,0,1,1,0,12
2,50,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2,51,0,0,0,0,0,3,3,0,2,0,0,1,0,2,1,1,0,2,2,0,17
2,52,1,0,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,1,0,10
2,53,0,0,1,0,0,5,4,0,3,1,0,0,1,3,0,0,0,0,0,0,18
2,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,55,0,0,1,0,0,3,6,0,1,0,0,3,2,3,0,1,0,0,0,0,20
2,56,1,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,7
2,57,0,0,1,0,0,2,0,1,1,0,0,4,2,1,1,0,0,1,4,0,18
2,58,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
2,59,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,44,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3
3,46,1,0,7,1,1,6,4,2,7,1,0,2,3,0,1,0,0,7,7,0,50
3,49,0,0,0,0,0,0,4,1,3,0,0,0,0,3,0,0,0,1,1,0,13
3,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,51,0,0,0,0,0,2,0,0,2,1,0,2,0,0,0,0,0,0,1,0,8
3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,53,1,0,1,0,0,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,8
3,54,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,6
3,55,1,0,0,0,0,6,1,0,2,0,0,1,0,1,0,0,0,0,1,0,13
3,56,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5
3,57,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,6
3,58,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,59,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
3,60,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4
4,40,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4,41,2,0,4,0,0,14,10,0,8,0,0,9,3,5,0,2,0,4,2,0,63
4,42,1,1,8,0,3,21,12,5,21,2,0,5,12,8,1,2,0,12,10,0,124
4,43,1,0,2,0,0,6,4,0,1,1,0,3,1,2,0,0,0,1,2,0,24
4,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
4,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
4,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,51,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4
4,52,0,0,6,0,0,2,1,0,0,0,0,1,2,1,0,0,1,0,0,0,14
4,53,1,0,2,0,0,1,5,0,2,0,0,1,2,1,1,0,0,0,3,0,19
4,54,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3
4,55,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
4,56,1,0,2,0,0,3,1,1,0,1,0,1,0,0,1,0,0,2,1,0,14
4,57,2,0,5,0,0,3,7,1,1,0,0,0,1,1,1,0,0,1,8,0,31
4,58,1,0,1,0,0,0,1,1,2,1,0,0,1,0,0,0,1,0,1,0,10
4,59,0,0,1,0,0,3,2,0,2,0,0,0,0,0,1,1,0,1,4,0,15
5,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5,39,6,0,46,1,0,61,60,11,47,20,3,20,64,43,0,4,6,40,25,0,457
5,40,21,0,114,2,6,214,246,30,111,92,7,111,256,95,10,38,34,93,172,0,1652
5,41,2,0,33,0,0,44,39,5,16,7,1,9,17,15,0,4,0,7,7,0,206
5,42,1,0,3,0,0,6,7,0,4,0,0,1,1,0,0,1,0,3,0,0,27
5,43,7,1,13,1,1,27,18,3,6,1,0,1,10,7,1,3,0,8,17,0,125
5,44,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5,45,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
5,46,0,0,1,0,0,2,3,0,1,1,0,0,0,0,0,0,0,0,2,0,10
5,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
