x,y,0_15,0_5,100_,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,m,pop
0,81,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,6,7,13
0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,7,11
0,83,7,6,0,0,0,0,3,0,0,0,3,4,3,6,7,4,3,0,3,0,0,20,26,46
0,84,0,0,0,0,3,0,3,0,0,0,0,3,0,5,0,3,9,0,0,0,0,14,14,28
0,85,3,4,0,0,4,3,7,8,4,3,0,4,0,13,13,3,0,0,0,0,0,38,37,75
0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
0,88,0,0,0,3,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,5,11,16
0,89,162,97,0,120,30,33,60,86,149,129,85,51,126,48,57,42,42,21,10,0,0,667,677,1344
0,90,4,6,0,4,0,3,4,3,3,6,3,3,5,0,3,0,0,3,0,0,0,21,24,45
0,93,5,9,0,3,0,5,8,3,3,3,3,3,5,3,3,0,3,0,0,0,0,26,29,55
0,94,3,0,0,3,0,0,0,0,3,3,0,0,0,0,0,3,3,3,0,0,0,7,11,18
0,97,0,0,0,0,0,3,0,6,0,0,3,6,0,0,0,4,3,0,0,0,0,13,12,25
0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0,99,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
0,100,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,7,13
0,102,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,3,3,6
0,103,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3
0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3
0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3
0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
0,113,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,4,6,10
0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3
0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0,120,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,3,3,0,3,0,0,9,10,19
0,121,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3
