x,y,0_15,0_5,100_,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,m,pop
0,12,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,6,6,12
0,13,0,0,0,0,0,0,0,0,0,3,8,3,3,3,0,3,0,0,0,0,0,10,12,22
1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,4,5,9
1,13,0,8,0,4,4,8,8,3,7,8,13,7,3,9,3,3,9,5,3,0,0,43,56,99
1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,7
2,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,3,6,9
2,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,14,6,4,0,0,3,3,5,4,3,0,8,3,3,4,3,8,5,3,3,0,0,38,34,72
2,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
3,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,4,8
3,4,0,0,0,0,0,3,0,0,3,6,0,3,3,3,3,3,3,0,3,0,0,9,23,32
3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
3,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,9
3,14,7,6,0,7,0,10,9,5,5,7,13,9,11,5,0,7,3,4,3,0,0,46,62,108
3,16,0,3,0,0,0,0,0,3,0,0,3,4,0,0,6,3,3,0,0,0,0,9,16,25
4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,12,4,3,0,3,0,0,3,3,0,0,0,0,4,0,0,3,0,0,0,0,0,14,11,25
4,13,0,0,0,4,4,3,3,0,3,0,6,3,0,0,0,3,0,4,3,0,0,11,22,33
4,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
4,71,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0
5,6,0,3,0,0,5,3,0,0,0,3,5,4,0,11,5,3,3,5,0,0,0,18,34,52
5,48,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,10
5,49,0,3,0,3,0,3,4,4,0,0,3,3,6,0,0,4,0,0,3,0,0,12,17,29
5,71,5,0,0,0,0,3,3,0,0,0,8,3,0,6,8,5,0,5,0,0,0,22,28,50
5,72,5,3,0,5,8,14,12,4,3,5,3,14,5,8,17,4,5,3,3,0,0,57,64,121
6,6,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,7,9,16
6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3
6,10,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,39,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,3,0,0,0,0,0,4,4,8
6,48,18,11,0,15,9,18,21,18,8,20,19,22,17,25,29,32,16,27,16,4,0,173,172,345
6,49,19,22,0,11,8,13,21,21,11,15,15,7,13,24,13,17,18,21,13,4,0,146,143,289
6,50,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,69,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,6,7,0,0,3,0,14,10,24
7,9,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,4
7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,6
7,21,3,3,0,0,3,3,3,0,6,4,3,0,4,5,9,5,7,0,3,0,0,23,35,58
7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,5,9
7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,39,0,0,0,0,0,3,3,0,0,0,3,6,3,6,0,0,3,0,0,0,0,8,11,19
7,48,3,3,0,5,4,5,5,3,6,6,5,9,3,12,9,3,7,3,0,0,0,45,45,90
7,49,3,0,0,0,0,3,7,0,0,0,0,0,0,0,3,0,3,0,3,0,3,13,15,28
7,69,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,10
8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5
8,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3
8,8,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,3,9,12
8,9,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,7,10
8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,5,9
8,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
8,23,0,0,0,0,6,4,7,6,4,8,10,11,3,3,9,22,20,8,4,0,0,55,67,122
8,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,5,8
8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4
8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,9,3,3,3,0,0,10,25,35
8,38,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,9,18,27
8,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,48,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
9,6,17,17,0,21,24,24,22,18,18,21,16,26,9,23,23,20,20,15,9,6,0,170,184,354
9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3
9,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5
9,9,3,0,0,3,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0,0,0,6,7,13
9,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,8
9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,0,3,7,10
10,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3
10,70,0,0,0,0,0,0,0,0,3,3,6,3,0,3,3,3,3,0,3,0,0,13,12,25
11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,5
11,70,3,3,0,0,3,6,3,3,6,4,3,3,3,4,3,6,4,3,3,0,0,24,31,55
11,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
