x,y,0_15,0_5,100_,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,m,pop
0,0,4,5,0,5,3,10,4,4,7,5,20,8,9,5,9,8,3,3,0,0,0,58,61,119
0,1,5,0,0,3,3,3,0,6,6,4,0,0,5,3,3,0,0,3,0,0,0,21,20,41
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
0,4,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,3,0,3,0,0,0,7,9,16
0,6,0,3,0,0,0,0,3,0,3,0,0,0,0,6,0,3,0,3,0,0,0,11,9,20
0,7,3,8,0,3,0,7,3,0,3,0,0,3,3,0,4,0,0,3,0,0,0,19,22,41
0,9,0,3,0,3,0,3,0,3,3,0,6,0,0,3,3,3,3,0,0,0,0,10,10,20
0,11,0,8,0,3,0,6,3,3,3,3,3,6,4,4,6,0,0,0,0,0,0,24,27,51
0,15,6,6,0,0,0,7,6,3,3,0,0,3,7,4,3,3,0,0,0,0,0,23,30,53
0,16,3,5,0,3,4,0,3,5,3,0,0,0,5,0,6,3,0,0,0,0,0,20,20,40
0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,7,10
0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,9
0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,6
0,24,3,3,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,8,5,13
0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,6,9
0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,6
0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3
0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
