x,y,2006,2011,2018
88,66,0,4,2
88,88,178,44,35
88,67,1,1,2
88,48,0,18,14
88,26,0,23,21
88,28,0,93,88
88,29,0,350,330
88,110,4,0,0
88,111,4,2,2
88,112,17,5,5
88,115,99,59,59
88,116,134,101,92
88,117,293,382,442
88,118,571,603,589
88,70,1,3,3
88,119,77,152,162
88,71,7,4,3
88,30,0,9,8
88,53,0,10,9
88,75,137,41,24
88,76,118,5,5
88,54,0,105,98
88,98,28,41,31
88,99,81,79,85
88,55,0,385,377
88,56,0,933,880
88,57,0,66,63
88,120,28,34,37
88,121,8,11,20
88,122,6,12,18
88,123,45,47,56
88,101,0,16,4
88,124,4,6,9
88,102,11,16,36
88,103,61,12,16
88,125,48,0,4
88,104,58,9,19
88,126,65,35,42
88,105,19,0,1
88,127,359,265,276
88,106,8,1,3
88,8,0,642,656
88,107,362,389,381
88,9,0,4,4
88,108,101,42,38
88,109,12,71,90
88,64,0,8,8
88,65,0,4,3
89,67,0,1,1
89,47,0,35,28
89,26,0,815,748
89,27,0,165,209
89,28,0,17,17
89,29,0,4,4
89,110,9,7,14
89,111,34,45,41
89,112,57,43,43
89,114,16,24,30
89,115,19,14,23
89,116,9,11,12
89,117,167,49,59
89,118,285,223,233
89,70,10,13,11
89,119,108,24,14
89,93,0,0,2
89,75,12,7,7
89,53,0,276,260
89,54,0,22,21
89,55,0,971,957
89,99,28,5,6
89,56,0,1813,1727
89,57,0,130,123
89,120,28,39,42
89,121,13,22,16
89,122,13,14,13
89,101,47,56,48
89,123,6,13,8
89,102,57,15,12
89,124,28,61,51
89,103,0,105,117
89,125,25,18,20
89,126,10,81,74
89,127,140,110,139
89,107,76,84,89
89,8,0,82,84
89,108,38,65,64
89,109,122,63,78
89,85,6,18,19
89,63,0,36,33
89,86,113,244,221
89,64,0,46,32
89,87,51,322,328
89,65,49,51,40
110,88,0,122,135
110,110,18,55,63
110,111,69,31,28
110,112,62,66,60
110,113,59,41,52
110,114,25,40,39
110,115,23,15,24
110,116,8,12,16
110,90,1,0,0
110,117,29,60,63
110,118,140,180,184
110,91,0,2,7
110,119,64,131,132
110,92,3,0,0
110,93,53,63,71
110,94,73,43,36
110,95,1,15,23
110,96,87,38,58
110,98,0,33,30
110,54,0,66,60
110,99,100,96,91
110,55,0,464,393
110,57,0,4,3
110,13,0,4,3
110,14,0,10,8
110,58,0,4,3
110,19,0,4,3
110,120,29,42,53
110,121,1,102,105
110,122,9,22,22
110,123,33,0,1
110,124,9,7,4
110,125,23,14,10
110,126,29,24,30
110,127,0,19,25
110,8,0,4,3
110,65,0,38,29
110,66,0,8,4
110,67,46,51,60
110,68,132,109,100
110,28,0,12,11
110,32,0,32,30
110,33,0,18,17
110,100,224,15,17
110,101,47,148,147
110,102,5,3,10
110,103,33,0,0
110,104,89,153,161
110,105,21,23,13
110,106,9,0,0
110,107,0,5,6
110,108,0,13,9
110,109,159,172,204
110,87,1,0,0
111,88,116,1,6
111,110,82,53,60
111,111,51,44,42
111,112,21,50,55
111,113,17,37,48
111,114,29,38,38
111,115,11,11,23
111,116,25,15,19
111,117,21,34,41
111,90,5,2,2
111,91,9,11,8
111,118,148,275,293
111,119,129,89,84
111,92,2,0,0
111,93,128,169,132
111,94,176,217,237
111,95,21,14,25
111,96,32,56,51
111,52,0,7,6
111,97,17,46,52
111,98,140,118,116
111,54,0,214,185
111,99,71,68,76
111,55,0,658,573
111,12,0,4,3
111,56,0,63,52
111,57,0,26,20
111,13,0,4,3
111,19,0,5,4
111,120,49,20,16
111,121,171,74,68
111,122,38,37,30
111,123,18,42,34
111,124,52,36,41
111,125,42,43,38
111,126,30,32,32
111,127,56,63,63
111,6,0,4,3
111,7,0,4,3
111,9,0,7,6
111,64,0,39,31
111,20,0,4,2
111,65,51,84,77
111,66,0,1,2
111,67,8,0,0
111,27,0,4,4
111,30,0,22,20
111,31,0,4,4
111,33,0,32,30
111,34,0,11,10
111,100,16,16,13
111,101,181,174,162
111,102,1,128,131
111,103,219,403,402
111,104,143,74,52
111,105,19,0,0
111,106,0,39,47
111,107,11,31,30
111,108,18,23,25
111,82,2,2,9
111,109,41,23,27
111,83,1,0,0
111,87,74,80,63
112,110,133,134,149
112,111,9,4,4
112,112,51,45,41
112,113,100,98,106
112,114,17,33,23
112,115,26,61,63
112,116,16,18,22
112,117,25,5,12
112,91,2,0,0
112,118,557,337,347
112,119,11,4,7
112,92,0,2,1
112,93,302,273,267
112,94,80,12,15
112,50,0,44,36
112,95,12,20,40
112,51,0,23,19
112,96,13,3,1
112,52,0,4,3
112,53,0,26,21
112,97,52,0,0
112,98,18,0,0
112,54,0,38,31
112,10,0,7,6
112,11,0,8,7
112,55,0,69,163
112,56,0,26,22
112,12,0,28,24
112,13,0,7,6
112,19,0,4,3
112,120,39,65,63
112,121,94,99,106
112,122,2,66,58
112,123,29,26,31
112,124,7,12,22
112,3,0,5,4
112,125,63,91,76
112,126,28,99,75
112,5,0,7,6
112,127,44,34,46
112,6,0,4,3
112,65,38,0,5
112,22,0,4,3
112,27,0,4,4
112,28,0,4,4
112,30,0,17,0
112,76,0,0,1
112,77,3,8,1
112,33,0,5,5
112,100,28,35,32
112,101,92,9,4
112,102,143,15,50
112,103,20,157,345
112,104,0,2,4
112,105,457,694,806
112,106,167,193,197
112,107,57,30,28
112,109,124,126,126
112,86,6,8,9
113,88,0,10,7
113,89,1,30,26
113,110,23,26,22
113,111,25,22,28
113,112,27,13,6
113,113,39,62,48
113,114,59,30,29
113,115,70,35,34
113,116,5,6,6
113,117,40,59,62
113,90,0,5,12
113,91,70,64,62
113,118,17,25,21
113,119,9,5,6
113,92,6,4,4
113,50,0,29,36
113,51,0,20,0
113,52,0,23,19
113,53,0,4,3
113,97,153,328,309
113,98,58,99,110
113,10,0,4,2
113,55,0,62,51
113,99,0,73,67
113,11,0,8,7
113,12,0,9,8
113,56,0,10,8
113,59,0,14,12
113,17,0,4,3
113,18,0,5,4
113,19,0,4,3
113,120,62,66,68
113,121,80,70,79
113,122,111,125,137
113,2,0,17,15
113,123,69,69,76
113,124,23,5,6
113,3,0,18,16
113,125,91,80,86
113,4,0,17,15
113,126,305,235,258
113,5,0,4,3
113,127,42,40,32
113,9,0,4,3
113,60,0,15,12
113,61,0,44,36
113,21,0,4,3
113,22,0,4,3
113,26,0,24,0
