x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
83,126,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
84,126,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,0,0,1,2,0,9
85,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
87,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
95,122,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4
95,123,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,7
95,124,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
95,125,0,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,6
95,127,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
96,122,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
96,123,3,0,4,0,2,3,8,1,6,1,0,2,1,7,1,2,0,8,8,0,57
96,124,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3
96,126,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
96,127,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,5
97,120,0,0,1,0,0,3,3,0,3,0,0,0,1,4,0,0,0,1,1,0,17
97,121,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
97,122,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
97,124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,125,0,0,1,0,0,0,1,1,1,0,0,1,0,2,0,0,0,1,3,0,11
97,126,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
98,119,0,0,1,0,1,1,3,0,4,0,0,0,0,0,0,0,0,1,1,0,12
98,120,0,0,3,3,0,8,4,2,8,0,0,5,1,8,1,1,0,2,4,0,50
98,124,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
99,119,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
