x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
73,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
73,6,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
74,5,0,0,1,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,2,0,8
74,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,10,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,6
74,11,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
75,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,4,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5
75,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
75,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
75,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,5
75,8,1,0,3,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,12
75,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
75,11,0,0,1,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,2,0,10
75,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
76,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
76,4,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,2,0,0,3,0,11
76,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,6,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
76,7,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
76,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
76,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3
76,10,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,5
76,11,0,0,0,1,1,0,3,1,2,0,0,0,1,1,0,0,0,0,0,0,10
76,12,0,0,7,1,0,1,1,5,1,0,0,0,2,0,1,2,0,2,5,0,28
77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
77,3,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,8
77,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
77,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,8,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
77,10,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4
77,11,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6
77,12,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4
78,0,0,0,0,1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,6
78,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5
78,2,0,0,5,1,1,4,12,0,1,1,0,1,8,1,1,2,1,2,4,0,45
78,4,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,2,1,0,3,0,12
78,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
78,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
78,8,0,0,1,1,0,2,3,2,0,1,0,0,4,0,0,1,0,6,4,0,25
78,9,2,1,6,0,1,7,14,3,4,2,0,0,6,0,1,4,3,3,8,0,65
78,11,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,3,0,2,0,0,0,1,2,2,2,0,0,0,1,0,0,0,0,0,2,0,12
79,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
79,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3
79,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
79,11,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,1,0,0,7
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
80,1,4,0,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,10
80,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
80,3,0,0,2,1,0,1,4,0,2,0,0,0,0,0,0,0,0,1,1,0,12
80,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5
80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
80,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
80,8,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4
80,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
80,11,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5
81,1,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,6
81,2,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6
81,3,0,0,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,6
81,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
81,5,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,6
81,6,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
81,8,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5
81,9,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,0,1,0,0,7
81,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,11,0,0,2,0,0,0,3,0,0,0,0,0,2,0,1,1,1,1,3,0,14
81,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
82,0,0,0,6,0,0,4,5,5,1,1,0,0,2,0,1,2,0,0,8,0,35
82,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
82,2,0,0,1,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,10
82,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
82,4,0,0,1,0,0,1,3,0,2,0,0,0,1,0,0,0,0,1,0,0,9
82,5,2,0,4,0,0,7,5,1,8,0,0,0,8,2,1,4,6,3,9,0,60
82,6,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
82,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
82,9,0,0,3,0,0,2,4,1,0,2,0,0,1,1,1,3,1,2,4,0,25
82,10,0,0,7,0,0,2,7,1,0,3,0,2,3,0,0,0,0,1,3,0,29
82,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
82,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
82,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,0,0,0,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,9
83,1,0,0,3,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,8
83,2,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,1,0,6
83,3,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5
83,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
83,5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
