x,y,Ind,Log_45_70,Log_70_90,Log_ap90,Log_av45,Log_inc,Log_soc,imputed
0,0,9,0.8,0.9,0.4,2.4,0,0,5
0,1,6,0.5,0.6,0.3,1.6,0,0,3
0,2,12,0.5,0.6,0.8,3.3,0,0,4
0,3,9,0.4,0.4,0.5,2.6,0,0,4
0,4,2,0,0.2,0.1,0.7,0,0,1
0,5,9,0,1,0.3,3.3,0,0,3
0,6,6,0.4,0.7,0,1.4,0,0,3
0,7,2,0.1,0.2,0,0.5,0,0,1
0,8,3,0,0.4,0.2,0.8,0,0,1
0,9,19,0,2.5,1.6,5,0,0,5
0,10,40,1.8,4,6.2,4,0,1,8
0,11,18,0.5,3.2,2.3,2.9,0,0,5
0,12,16,0.6,0,1.2,5,0,0,2
0,13,38,0.9,1.9,3,6.2,0,0,7
0,14,11,0,0.2,3.2,1.1,0,0,4
0,15,413.5,26,56.1,66,30.1,1,16.9,16
0,16,83,7,12.8,13.1,1.1,0,0,9
0,17,37,1,5.3,5.6,2.7,0,0,7
0,18,16,0,1.4,2,1.9,0,0,3
0,19,19.5,0,1.8,2.4,2.3,0,0,4
0,20,1,0.1,0.1,0.1,0.2,0,0,1
0,21,49,1.5,6.1,5.7,9,0,0,6
0,22,64,5.9,3.9,6.1,11,0,0,7
0,23,2,0,0.2,0.5,0,0,0,1
0,24,1,0.1,0.2,0.1,0,0,0,1
0,25,8,0.3,1.7,0.8,0,0,0,1
0,26,31,2,4,3.1,4,0,0,4
0,27,5,0,0.2,0.6,1.1,0,0,1
0,28,7,0,0.4,1.4,0.7,0,0,2
0,30,3,0,0.6,0.1,0.3,0,0,2
0,31,26,0,5.1,1.4,2.2,0,0,4
0,32,12,0.3,0.9,0,3.6,0,0,4
0,35,4,0,0,0.2,1.8,0,0,2
0,36,7,0.3,0.1,0.7,1.7,0,0,1
0,37,10,0.5,0.2,1,2.3,0,0,3
0,38,1,0.1,0,0.1,0.2,0,0,1
0,39,19,0.9,0.4,1.9,4.4,0,0,3
0,40,2,0.1,0.2,0.1,0.6,0,0,1
0,41,3,0.1,0.3,0.2,0.9,0,0,2
0,42,4,0.2,0.4,0.2,1.2,0,0,2
0,44,1,0,0.1,0.1,0.3,0,0,1
0,45,11,0.2,0.6,1,3.2,0,0,2
0,46,2,0,0.2,0.3,0.6,0,0.1,1
0,47,20,0,2.1,2.9,6.3,0,0.6,6
0,48,27,1.8,0.8,2.5,9.4,0,0,6
0,49,2,0.1,0.1,0.2,0.7,0,0,1
0,51,21,0,1.8,0.5,8.2,0,0,5
0,54,1,0,0,0.1,0.4,0,0,1
0,56,24,1.8,2.9,1.9,3.4,0,0,6
0,57,4,0.3,0.5,0.3,0.6,0,0,1
0,58,57,2.2,1.4,5.7,14.7,0,1.5,7
0,59,9,0.3,0.3,0.9,2.3,0,0.3,2
0,63,3,0,0.1,0.2,1.2,0,0,1
0,64,3,0,0.2,0.1,1,0,0,1
0,65,2,0,0.1,0,0.7,0,0,1
0,66,6,0.1,0.6,0.3,1.5,0,0,2
0,67,8,0.2,0.8,0.3,1.9,0,0,3
0,68,2,0,0.2,0.1,0.6,0,0,1
0,69,8,0,0.7,0.3,2.5,0,0,3
0,70,14,0,0.6,0.8,5.9,0,0,4
0,71,3,0,0.1,0.2,1.2,0,0,2
0,72,10,0.2,0.3,0.5,3.7,0,0,3
0,77,20,0,3.9,0,8.4,0,0,6
0,80,7,0.2,0.3,0.7,2.5,0,0,2
0,82,10,0.1,0.5,1,3.5,0,0,4
0,85,7,0.2,0.5,0.2,2.2,0,0,2
0,86,1,0.1,0.2,0.1,0,0,0,1
0,88,2,0.1,0.2,0.2,0.3,0,0,1
0,89,2,0.1,0.2,0.2,0.3,0,0,1
0,90,15,0.3,1.5,1.7,2.5,0,0,5
0,93,3,0.1,0.1,0.1,1,0,0,1
