x,y,clc
0,0,25
0,1,25
0,2,25
0,3,23
0,4,23
0,5,23
0,6,23
0,7,23
0,8,23
0,9,23
0,10,23
0,11,23
0,12,23
0,13,23
0,14,23
0,15,23
0,16,23
0,17,23
0,18,23
0,19,23
0,20,23
0,21,23
0,22,23
0,23,25
0,24,23
0,25,23
0,26,29
0,27,29
0,28,28
0,29,28
0,30,32
0,31,32
0,32,26
0,33,26
0,34,32
0,35,32
0,36,26
0,37,26
0,38,26
0,39,26
0,40,32
0,41,32
0,42,32
0,43,32
0,44,32
0,45,32
0,46,32
0,47,29
0,48,24
0,49,24
0,50,25
0,51,25
0,52,25
0,53,25
0,54,25
0,55,23
0,56,29
0,57,29
0,58,29
0,59,29
0,60,21
0,61,21
0,62,26
0,63,29
0,64,24
0,65,24
0,66,24
0,67,24
0,68,24
0,69,23
0,70,25
0,71,24
0,72,24
0,73,24
0,74,24
0,75,24
0,76,24
0,77,24
0,78,24
0,79,25
0,80,25
0,81,28
0,82,28
0,83,23
0,84,23
0,85,25
0,86,25
0,87,25
0,88,25
0,89,25
0,90,25
0,91,24
0,92,24
0,93,24
0,94,24
0,95,29
0,96,29
0,97,29
0,98,29
0,99,29
0,100,29
0,101,29
0,102,23
0,103,25
0,104,18
0,105,25
0,106,23
0,107,18
0,108,29
0,109,24
0,110,29
0,111,29
0,112,24
0,113,23
0,114,23
0,115,23
0,116,26
0,117,26
0,118,26
0,119,26
0,120,23
0,121,23
0,122,23
0,123,23
0,124,24
0,125,24
0,126,24
0,127,24
1,0,25
1,1,25
1,2,25
1,3,25
1,4,23
1,5,23
1,6,23
1,7,23
1,8,23
1,9,23
1,10,23
1,11,23
1,12,23
1,13,23
1,14,23
1,15,23
1,16,23
1,17,23
1,18,23
1,19,23
1,20,23
1,21,23
1,22,25
1,23,25
1,24,23
1,25,23
1,26,23
1,27,29
1,28,28
1,29,28
1,30,32
1,31,32
1,32,32
1,33,32
1,34,32
1,35,32
1,36,32
1,37,32
1,38,32
1,39,32
1,40,32
1,41,32
1,42,32
1,43,32
1,44,32
1,45,32
1,46,29
1,47,29
1,48,25
1,49,25
1,50,25
1,51,25
1,52,25
1,53,25
1,54,25
1,55,29
1,56,29
1,57,29
1,58,29
1,59,29
1,60,21
1,61,21
1,62,21
1,63,21
1,64,24
1,65,24
1,66,24
1,67,24
1,68,24
1,69,23
1,70,23
1,71,25
1,72,24
1,73,24
1,74,24
1,75,24
1,76,24
1,77,24
1,78,24
1,79,24
1,80,25
1,81,28
1,82,28
1,83,25
1,84,25
1,85,25
1,86,25
1,87,28
1,88,25
1,89,25
1,90,24
1,91,24
1,92,24
1,93,24
1,94,24
1,95,24
1,96,29
1,97,24
1,98,24
1,99,29
1,100,29
1,101,30
1,102,25
1,103,25
1,104,25
