x,y,pp,ra,rp
0,1,184201,30550,16
0,11,179981,29445,16
0,12,179798,28720,15
0,13,179661,29694,16
0,14,179506,28878,16
0,15,179457,27357,15
0,16,179340,26929,15
0,17,179235,26790,14
0,18,178967,25295,14
1,1,184245,30527,16
1,9,180901,30569,16
1,10,180058,30536,16
1,11,179996,30496,16
1,12,179833,30681,17
1,13,179693,29385,16
1,14,179521,27926,15
1,15,179465,26674,14
2,7,182940,31521,17
2,8,182512,31308,17
2,9,180901,30925,17
2,10,180079,30931,17
2,12,179853,29618,16
2,13,179717,28745,15
2,14,179553,28809,16
2,16,179393,25568,14
3,2,184005,26810,14
3,3,183587,31231,17
3,7,182871,31438,17
3,8,182491,31529,17
3,9,180951,31355,17
3,10,180126,30538,16
3,12,179855,28687,15
3,14,179606,27047,15
3,15,179498,26973,15
3,16,179431,26260,14
4,3,183626,30585,16
4,4,183434,31347,17
4,7,182903,31415,17
4,8,182464,31547,17
5,0,185718,28626,15
5,1,185096,28896,15
5,2,184134,30685,16
5,3,183685,30590,16
5,4,183496,31554,17
5,5,183354,31475,17
5,6,183089,31605,17
5,7,182941,31526,17
5,8,182503,31510,17
5,12,180052,30472,16
5,14,0,0,
5,15,0,0,
6,1,185226,29334,15
6,2,184457,30735,16
6,3,183699,30550,16
6,5,183354,31433,17
6,6,183048,31484,17
6,7,182944,31537,17
6,8,182599,31371,17
6,9,181104,30633,16
6,10,180302,31161,17
6,11,180217,30722,17
6,12,180080,30926,17
6,13,179984,30796,17
7,4,183501,31940,17
7,6,183185,31396,17
7,7,183010,31406,17
7,8,182678,31513,17
7,10,180358,31141,17
7,11,180279,30776,17
7,12,180162,31458,17
7,13,180081,31127,17
7,14,179971,30530,16
7,15,179850,30833,17
7,16,179731,30750,17
7,17,179429,30740,17
7,18,178837,30443,17
8,4,183620,32686,17
8,5,183329,32030,17
8,7,183098,31404,17
8,8,182736,32022,17
8,9,181181,32023,17
8,10,180415,31524,17
8,11,180280,31321,17
8,12,180173,31125,17
8,13,180078,31313,17
8,14,179993,30842,17
8,15,179864,30439,16
8,16,179735,31003,17
8,17,179148,30526,17
9,2,185548,32286,17
9,4,184048,32048,17
9,7,183172,31925,17
9,8,182753,32441,17
9,10,180386,31345,17
9,11,180295,31548,17
9,12,180188,31689,17
9,13,180094,31267,17
9,14,179957,31050,17
9,15,179852,30309,16
9,20,177930,28941,16
9,21,177001,28616,16
10,4,184247,31984,17
10,6,183295,32252,17
10,7,183211,32117,17
10,8,182730,31557,17
10,13,180127,31102,17
10,14,180020,30561,16
10,21,177222,27346,15
11,3,185463,32135,17
11,4,184671,32016,17
11,8,182803,31423,17
11,11,180339,31224,17
11,14,180101,30606,16
12,0,187694,32863,17
12,4,184793,32230,17
12,9,181390,31590,17
12,11,180479,31204,17
13,0,188178,32904,17
13,15,179909,30445,16
13,19,220982,25240,11
14,1,187761,32859,17
14,3,186025,32202,17
14,15,221174,30574,13
15,1,188186,32809,17
15,3,186461,32665,17
15,9,181923,26883,14
15,10,180997,27966,15
15,11,180866,28779,15
15,12,221111,28685,12
15,13,221525,29418,13
15,14,221570,30804,13
15,15,221770,30543,13
15,16,222086,28914,13
16,0,189364,32976,17
16,1,188594,33019,17
16,2,187978,32979,17
16,3,187165,32985,17
16,6,185233,32971,17
16,9,221771,25122,11
16,11,221434,27075,12
16,13,222036,28741,12
16,14,221885,29342,13
16,15,222275,29561,13
16,16,222458,30192,13
16,27,234435,50554,21
16,29,234867,49352,21
16,30,234661,50001,21
17,0,189690,33255,17
17,6,185562,31975,17
17,7,224444,31929,14
17,10,221732,25390,11
17,11,222311,26886,12
17,12,222452,26929,12
17,13,222695,28918,12
17,16,222440,29626,13
17,17,222073,28920,13
17,19,230268,25950,11
17,20,229369,26253,11
17,21,231297,25715,11
17,22,232646,25281,10
17,27,235120,50393,21
17,28,235111,50100,21
18,3,187846,32121,17
18,10,222931,25424,11
18,11,222661,25515,11
18,12,223234,25926,11
18,13,223098,26245,11
18,15,222878,28609,12
18,16,222566,28162,12
18,17,222654,27079,12
18,18,230710,26916,11
18,19,232047,27029,11
18,27,235232,50062,21
18,28,235160,48871,20
19,12,223474,25460,11
19,13,223412,25903,11
19,14,223387,25636,11
19,15,223182,27396,12
19,16,222898,28206,12
19,17,231006,28660,12
19,18,233883,27106,11
19,27,235375,50720,21
19,28,235271,50275,21
19,29,235172,50003,21
19,32,234492,50642,21
19,35,227484,50287,22
20,8,226648,31468,13
20,9,225515,31683,14
20,13,223680,25217,11
20,14,223673,26675,11
20,15,223157,27118,12
20,16,231313,27146,11
20,28,235575,50831,21
20,29,235617,49894,21
20,31,235535,50000,21
20,32,235345,50199,21
20,35,226953,50951,22
20,36,224624,49554,22
20,37,223457,50287,22
21,8,227446,31496,13
21,9,226650,31921,14
21,10,225598,31232,13
21,13,223994,25458,11
21,14,223868,25214,11
21,15,232441,26830,11
21,31,235946,51453,21
21,32,235370,50525,21
21,36,224851,50519,22
21,37,222255,50515,22
21,38,219315,50170,22
22,7,228527,31584,13
22,8,228636,31827,13
22,10,225672,31634,14
22,14,232654,25255,10
22,26,236856,50529,21
22,36,223999,50301,22
22,37,221348,50398,22
22,38,217871,49177,22
22,40,215536,50062,23
23,6,229257,31794,13
23,7,229409,31456,13
23,10,226009,31317,13
23,11,225911,31511,13
23,26,237531,50720,21
23,27,237326,51998,21
23,30,236483,50744,21
23,31,236241,50734,21
23,32,235466,50413,21
23,34,229201,50628,22
23,38,217672,50476,23
23,40,215303,50174,23
24,6,230797,31303,13
24,7,230148,31225,13
24,10,226553,31483,13
24,11,231823,31450,13
24,19,238664,50576,21
24,20,238393,52258,21
24,26,237821,51784,21
24,27,237614,52624,22
24,30,236782,50201,21
24,31,236322,52680,22
24,32,235402,50820,21
24,33,232721,50632,21
24,34,228966,51358,22
24,35,223367,50626,22
24,36,221845,50636,22
24,37,218824,50381,23
24,38,217828,51045,23
24,39,216093,49095,22
24,40,215240,50391,23
25,5,231983,30591,13
25,10,227092,31421,13
25,19,239137,52962,22
25,26,238082,52019,21
25,27,237956,52986,22
25,28,237660,51781,21
25,31,236580,52454,22
25,32,235714,50122,21
25,33,232401,50413,21
25,35,222386,50622,22
25,37,218484,50160,22
25,40,215391,49552,23
26,19,239917,52540,21
26,23,239032,50962,21
26,24,238628,50529,21
26,26,238293,50553,21
26,27,238218,52303,21
26,28,238011,52301,21
27,12,241277,30940,12
27,13,242930,30647,12
27,23,239142,50645,21
27,24,238838,50744,21
27,27,238428,52638,22
27,28,238313,52629,22
27,29,237964,52517,22
27,30,237520,52624,22
27,43,299,84,28
27,45,299,84,28
28,13,243692,30612,12
28,14,244148,30575,12
28,19,240391,51779,21
28,23,239237,50523,21
28,24,238947,50441,21
28,25,238815,50742,21
28,27,238544,52458,21
28,30,237578,52521,22
28,33,0,0,
28,34,0,0,
28,42,299,84,28
28,45,299,84,28
28,48,947,462,48
28,50,947,462,48
29,0,239716,33078,13
29,19,240532,52482,21
29,21,240005,51260,21
29,23,239395,52900,22
29,24,239104,51609,21
29,25,238921,51084,21
29,26,238886,51745,21
29,27,238644,53097,22
29,28,238482,52924,22
29,30,237543,51974,21
29,31,236528,52469,22
29,42,299,84,28
29,43,299,84,28
29,44,299,84,28
29,45,299,84,28
29,47,947,462,48
29,48,947,462,48
29,50,947,462,48
30,0,240267,32994,13
30,14,245163,29662,12
30,15,244210,30921,12
30,19,240835,52498,21
30,20,240382,51846,21
30,21,240262,52766,21
30,23,239515,51309,21
30,24,239224,51295,21
30,25,239129,52951,22
30,26,238929,52673,22
30,27,238818,52876,22
30,28,238557,53120,22
30,30,237842,52480,22
30,31,234442,51903,22
30,32,230161,50529,21
30,37,6,6,100
30,43,299,84,28
30,44,299,84,28
30,47,947,462,48
31,1,239428,33752,14
31,2,236808,32872,13
31,12,246223,28883,11
31,13,245878,29622,12
31,14,245249,29662,12
31,15,244256,30486,12
31,21,240561,52811,21
31,22,239835,53754,22
31,23,240003,51746,21
31,24,239640,52570,21
31,25,239597,53022,22
31,26,239399,54467,22
31,27,239293,54282,22
31,28,238968,53046,22
31,29,239083,52230,21
31,30,236639,52903,22
31,31,234595,50622,21
31,36,226,226,100
31,38,6,6,100
31,39,217739,50734,23
31,45,947,462,48
31,46,947,462,48
31,47,947,462,48
31,48,947,462,48
31,50,947,462,48
31,51,947,462,48
32,0,240984,32985,13
32,21,241191,52528,21
32,22,240425,53516,22
32,23,240485,52500,21
32,24,240879,52490,21
32,26,240639,52043,21
32,27,240440,53234,22
32,29,238919,52063,21
32,30,237169,52490,22
32,32,228071,49879,21
32,33,224161,50547,22
32,34,223214,52604,23
32,35,222846,51644,23
32,36,222830,51634,23
32,37,221528,52017,23
32,38,220130,52398,23
32,39,219833,49787,22
32,40,219541,49897,22
32,45,947,462,48
32,46,947,462,48
32,47,947,462,48
32,49,947,462,48
32,50,947,462,48
33,1,240687,33021,13
33,20,242897,52527,21
33,21,242300,52479,21
33,22,241938,52868,21
33,23,241765,53186,21
33,24,242879,52407,21
33,26,242413,52992,21
33,27,242077,53278,22
33,28,4,4,100
33,29,239911,50624,21
33,30,238340,51305,21
33,32,228019,50173,22
33,34,224308,52026,23
33,35,224069,52523,23
33,37,222592,53425,24
33,40,220500,50501,22
33,41,219850,50518,22
33,45,947,462,48
33,48,947,462,48
33,49,947,462,48
33,50,947,462,48
34,16,245953,28720,11
34,21,244010,52917,21
34,22,243683,52915,21
34,23,244265,53125,21
34,24,244175,53246,21
34,26,243610,53456,21
34,27,243308,52216,21
34,29,239393,52456,21
34,30,235718,52876,22
34,31,231775,50193,21
34,32,228047,49628,21
34,34,224573,53097,23
34,41,219792,50656,23
34,48,947,462,48
35,13,247435,30697,12
35,14,247213,30506,12
35,15,248595,29529,11
35,21,245268,52764,21
35,22,244940,52853,21
35,23,244969,53893,21
35,24,244654,52967,21
35,25,244543,53266,21
35,26,244393,53360,21
35,27,241480,53309,22
35,29,238728,53504,22
35,30,235545,54300,23
35,33,225413,52049,23
35,34,224892,51045,22
35,41,220084,51886,23
35,42,219490,51637,23
35,47,947,462,48
35,48,947,462,48
36,11,250445,31189,12
36,12,249566,30471,12
36,21,245733,51513,20
36,22,245730,53125,21
36,23,245390,51891,21
36,24,245267,52629,21
36,25,245156,53360,21
36,26,244056,53001,21
36,27,241227,52500,21
36,30,234766,53097,22
36,34,225046,52876,23
36,41,220032,52153,23
36,42,219602,52332,23
36,47,947,462,48
36,48,947,462,48
36,49,947,462,48
37,7,251860,31604,12
37,10,252254,31288,12
37,21,246258,53297,21
37,22,246206,52656,21
37,23,245944,53178,21
37,24,245762,53061,21
37,25,245352,53266,21
37,26,242662,53336,21
37,27,240109,52870,22
37,28,238256,52737,22
37,30,233240,53234,22
37,34,225103,53360,23
37,41,219947,51835,23
37,42,219699,50431,22
37,48,947,462,48
37,52,115,48,41
37,53,115,48,41
38,3,258060,31969,12
38,4,256343,31423,12
38,6,255293,31486,12
38,14,251041,6115,2
38,15,250262,6137,2
38,16,249732,6155,2
38,17,249370,5908,2
38,21,246646,52615,21
38,22,246242,53270,21
38,23,245962,52074,21
38,26,241747,53168,21
38,27,238611,52992,22
38,28,237736,51887,21
38,30,233255,52862,22
38,34,225105,53122,23
38,41,219972,52610,23
38,51,115,48,41
38,52,115,48,41
38,53,115,48,41
39,15,250490,6179,2
39,16,249973,6206,2
39,17,249615,6154,2
39,18,249190,6229,2
39,22,246414,52486,21
39,23,246131,51881,21
39,26,240776,52977,22
39,27,238606,52511,22
39,28,238059,51389,21
39,29,236161,53344,22
39,30,232308,52536,22
39,31,229085,51756,22
39,34,225394,53241,23
39,41,220384,52616,23
39,42,220085,51999,23
39,51,115,48,41
39,53,115,48,41
40,17,249973,6251,2
40,18,249258,6165,2
40,19,248807,6277,2
40,22,246814,52748,21
40,23,244089,53248,21
40,27,238996,53275,22
40,29,234837,53113,22
40,30,231115,53092,22
40,31,227476,52943,23
40,33,226090,51857,22
40,34,225226,52436,23
40,40,221019,52066,23
40,42,221036,51114,23
40,51,115,48,41
40,52,115,48,41
40,53,115,48,41
41,5,259300,0,0
41,17,250314,6283,2
41,18,249562,6385,2
41,19,249201,6272,2
41,22,244830,51486,21
41,23,243379,53508,21
41,26,239319,52824,22
41,27,239127,51499,21
41,28,238321,53406,22
41,29,234501,52584,22
41,31,227300,53111,23
41,33,226493,53085,23
41,34,225603,52431,23
41,36,223962,52838,23
41,37,222744,52751,23
41,38,222237,53034,23
41,39,222047,52240,23
41,40,221789,52353,23
41,41,221536,52564,23
41,42,221166,52624,23
41,51,115,48,41
41,52,115,48,41
41,53,115,48,41
41,56,933,272,29
41,57,933,272,29
41,59,933,272,29
41,60,933,272,29
42,2,265601,0,0
42,3,263746,0,0
42,18,249912,6298,2
42,22,243860,53301,21
42,23,242310,53332,22
42,28,237380,53161,22
42,30,229988,53678,23
42,31,227612,53210,23
42,34,226065,52933,23
42,35,225091,53095,23
42,36,223768,53282,23
42,37,222579,52643,23
42,38,222345,52753,23
42,40,221894,52975,23
42,41,221638,54105,24
42,42,221291,52442,23
42,55,933,272,29
42,56,933,272,29
42,57,933,272,29
42,58,933,272,29
42,59,933,272,29
42,60,933,272,29
43,18,250041,6404,2
43,19,249453,6351,2
43,22,242775,53296,21
43,28,236480,53404,22
43,29,232672,53080,22
43,32,227917,53330,23
43,34,225812,52727,23
43,36,223795,52975,23
43,41,223613,52266,23
43,42,223322,52744,23
43,55,933,272,29
43,56,933,272,29
43,58,933,272,29
43,59,933,272,29
43,60,933,272,29
43,61,933,272,29
44,22,241258,51413,21
44,28,235887,53118,22
44,30,228844,53031,23
44,32,227530,52568,23
44,34,225902,53355,23
44,58,933,272,29
44,61,933,272,29
45,15,251929,7045,2
45,16,251324,6384,2
45,17,250849,6377,2
45,18,247838,6371,2
45,19,246209,6377,2
45,22,242043,53500,22
45,23,241306,53451,22
45,28,234772,52828,22
45,29,231459,53456,23
45,30,229061,53431,23
45,34,225811,53051,23
45,62,933,272,29
45,63,933,272,29
46,11,255888,7208,2
46,12,254708,7119,2
46,13,253996,7455,2
46,14,252971,6990,2
46,15,252435,7051,2
46,16,251627,6380,2
46,17,248577,6380,2
46,19,245865,6366,2
46,20,243855,6365,2
46,28,233254,53608,22
46,32,228960,52869,23
46,34,228497,53007,23
46,43,225611,52862,23
46,63,933,272,29
47,10,256351,7084,2
47,11,255581,7623,2
47,12,254680,7720,3
47,13,254136,7146,2
47,14,253262,7044,2
47,15,252618,6446,2
47,16,249782,6489,2
47,17,248787,6374,2
47,18,246573,6377,2
47,19,244506,6356,2
47,29,229156,53516,23
47,33,229585,52982,23
