x,y,pp,ra,rp
109,0,1038707,425539,40
109,1,1031140,418122,40
109,2,1027199,418422,40
109,3,1021321,430299,42
109,4,1003799,421186,41
110,0,1055112,448262,42
110,1,1048623,439388,41
110,2,1047417,427487,40
110,3,1045719,429642,41
110,4,1030226,440380,42
110,5,1021881,442856,43
110,7,1006769,375681,37
110,8,999197,402539,40
110,9,997355,405804,40
110,10,999048,414123,41
110,11,998283,418561,41
111,0,1076746,485374,45
111,1,1071621,445710,41
111,2,1071419,442249,41
111,3,1068588,463457,43
111,4,1060880,451460,42
111,5,1048673,458410,43
111,6,1046213,439314,41
111,7,1046886,426243,40
111,8,1041412,423692,40
111,9,1041524,411208,39
111,10,1036643,418187,40
111,11,1035988,433119,41
111,12,1040869,412074,39
111,13,1042550,418173,40
111,14,1043378,410842,39
112,0,1107943,488603,44
112,1,1102275,487821,44
112,2,1098640,461676,42
112,3,1098230,452298,41
112,4,1093406,450705,41
112,5,1080243,487603,45
112,6,1081039,461030,42
112,7,1087859,442581,40
112,8,1087932,437585,40
112,9,1081955,446786,41
112,10,1077136,429824,39
112,11,1072491,441513,41
112,12,1072333,437318,40
112,13,1072716,426485,39
112,14,1069680,414381,38
113,0,1143727,445622,38
113,1,1139852,470509,41
113,2,1139403,450746,39
113,3,1138738,445873,39
113,4,1134406,440401,38
113,5,1125078,489147,43
113,6,1121086,490143,43
113,7,1122807,448404,39
113,8,1121053,441092,39
113,9,1117296,462364,41
113,10,1108308,462106,41
113,11,1098661,448162,40
113,12,1095678,442121,40
113,13,1091697,433634,39
113,14,1085995,430313,39
114,0,1178733,509551,43
114,1,1179190,486561,41
114,2,1180219,450171,38
114,3,1187614,457082,38
114,4,1184603,445917,37
114,5,1173195,494596,42
114,6,1162486,506086,43
114,7,1152616,485330,42
114,8,1142870,490175,42
114,9,1135244,479589,42
114,10,1128653,446962,39
114,13,1107636,426162,38
114,14,1102382,414829,37
114,21,1065191,276995,26
114,22,1055179,303449,28
115,0,1224899,477129,38
115,1,1223530,495074,40
115,2,1218556,480478,39
115,3,1226332,492414,40
115,4,1223518,493573,40
115,5,1203553,508926,42
115,6,1189802,513976,43
115,7,1179587,513316,43
115,8,1167151,491693,42
115,9,1155790,448607,38
115,10,1144154,448161,39
115,11,1133009,435873,38
115,21,1082726,363630,33
115,22,1070992,345069,32
115,23,1063095,283920,26
116,0,1278359,523520,40
116,1,1273248,517762,40
116,2,1261092,504863,40
116,3,1256359,494967,39
116,4,1246255,498265,39
116,5,1228531,516566,42
116,6,1210302,523668,43
116,7,1198297,498297,41
116,8,1185634,474500,40
116,9,1173981,461825,39
116,10,1164119,442156,37
116,11,1152234,432789,37
116,31,1035747,309770,29
117,0,1326683,551950,41
117,1,1320876,535619,40
117,2,1299503,498127,38
117,3,1282951,509215,39
117,4,1270387,514473,40
117,5,1246632,530626,42
117,6,1229852,523947,42
117,7,1216580,508992,41
117,8,1202198,490121,40
