x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,Men,Men_pauv
0,2,24,1.3,0.5,1.3,4.3,4,0.3,3.8,5.3,1.6,1.1,0.5,553583.1,11.2,0.8
0,3,2,0.1,0,0.1,0.4,0.3,0,0.3,0.5,0.1,0.1,0.1,46131.9,0.9,0.1
0,5,6,0.3,0.5,0.1,1.2,0.9,0,0.7,0.8,0.4,1.1,0,162714.3,2.7,0.1
0,19,8,0.3,0.8,0.3,1.1,1.5,0.2,1.2,1.5,0.5,0.5,0.1,158214.4,3.3,0.5
0,29,18.5,0.8,1.7,1.3,2.8,3.2,0,3.2,2.8,1.6,0.9,0.2,362735,7.7,0.9
0,30,26,3,0.5,1,6,6,2,3,2,1.5,1,0,607537.4,11,0
0,31,8,0.3,1.4,0.2,1.3,1.7,0.3,0.6,1.1,0.7,0.4,0,167755.1,2.7,0.3
0,32,1,0,0.2,0,0.2,0.2,0,0.1,0.1,0.1,0.1,0,20969.4,0.3,0
0,34,4,0.2,0.7,0.1,0.6,0.8,0.2,0.3,0.5,0.4,0.2,0,83877.6,1.4,0.2
0,36,2,0.2,0.2,0.1,0.4,0.4,0,0.2,0.3,0.1,0,0.1,38909.7,0.8,0.1
0,37,4,0.3,0.3,0.2,0.8,0.8,0.1,0.5,0.5,0.3,0.1,0.1,77819.5,1.5,0.2
0,38,1,0.1,0.1,0.1,0.2,0.2,0,0.1,0.1,0.1,0,0,19454.9,0.4,0.1
0,39,5,0.4,0.4,0.2,1,1,0.1,0.6,0.6,0.4,0.1,0.2,97274.4,1.9,0.3
0,42,31,1,4,2,4,8,1,4,4,2,1,0,689834.3,12,1
0,43,5,0.4,0.3,0.3,0.9,1.1,0.1,0.3,0.6,0.4,0.6,0,101872.1,1.9,0.2
0,46,6,0.7,0,0.5,1.7,0.7,0,0.8,0.8,0,0.3,0.5,137498.6,3,0.2
0,47,1,0.1,0,0.1,0.3,0.1,0,0.1,0.1,0,0.1,0.1,22916.4,0.5,0
0,50,8,0.2,0.7,0.7,0.4,1.9,0,1.6,1.1,0.3,1.1,0,156487.4,3.7,0.6
0,51,12,0.2,1.1,1.1,0.6,2.8,0,2.4,1.7,0.4,1.7,0,234731.1,5.6,0.9
0,52,3,0,0.3,0.3,0.2,0.7,0,0.6,0.4,0.1,0.4,0,58682.8,1.4,0.2
0,53,3,0,0.3,0.3,0.2,0.7,0,0.6,0.4,0.1,0.4,0,58682.8,1.4,0.2
0,56,4,0.1,0.3,0.4,0.2,0.9,0,0.8,0.6,0.1,0.6,0,78243.7,1.9,0.3
0,60,6,0.2,0.3,0.4,1.1,1.3,0,0.9,1.3,0,0.5,0,126740.1,3.1,0.2
0,64,2,0.1,0.1,0.1,0.4,0.4,0,0.3,0.4,0,0.2,0,42246.7,1,0.1
0,65,21,0.6,2,1.4,2.3,4.2,0.6,2.3,5.1,0.9,1.6,0,426862.4,9.4,0.8
0,68,3,0.1,0.3,0.2,0.3,0.6,0.1,0.3,0.7,0.2,0.2,0,60980.3,1.3,0.1
0,69,5,0.1,0.5,0.3,0.6,1,0.1,0.6,1.2,0.2,0.4,0,101633.9,2.2,0.2
0,71,1,0,0.1,0,0,0.3,0,0.2,0.3,0,0.1,0,19983,0.5,0.1
0,76,1,0,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0,0.1,0,19748.8,0.5,0
0,79,4,0.2,0.3,0.6,0.5,0.8,0.2,0.5,0.5,0.1,0.3,0,78995,1.9,0.2
0,81,2,0.1,0.4,0.2,0.2,0.5,0,0.3,0.2,0,0,0.1,41000.2,0.6,0.1
0,89,4,0.3,0.5,0.2,0.8,0.8,0,0.5,0.2,0.2,0.4,0.1,77913.4,1.7,0.2
