x,y,BASIC_EDUCATION_OR_LESS,INACTIVE_POPULATION,LABOUR_FORCE,MEN,MEN_0_14,MEN_15_64_,MEN_65p,TERTIARY_EDUCATION,TOTAL,TOTAL_0_14,TOTAL_15_64,TOTAL_65p,UPPER_SECONDARY_EDUCATION,WOMEN,WOMEN_0_14,WOMEN_15_64,WOMEN_65p
0,29,188,354,523,547,118,374,55,137,1101,224,766,111,552,554,106,392,56
0,30,184,306,355,383,68,278,37,96,800,139,573,88,380,417,71,295,51
0,31,0,0,0,7,0,0,0,0,12,0,9,0,0,5,0,0,0
0,32,70,104,117,137,23,92,22,23,271,50,180,41,128,134,27,88,19
1,29,310,585,879,917,196,637,84,304,1835,371,1258,206,850,918,175,621,122
1,30,112,205,351,344,60,262,22,89,684,128,498,58,355,340,68,236,36
1,31,46,70,103,110,20,79,11,15,217,44,145,28,112,107,24,66,17
1,32,28,38,43,50,0,36,0,0,94,13,68,13,48,44,0,32,0
2,29,133,363,460,499,102,322,75,178,1030,207,663,160,512,531,105,341,85
2,30,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0
3,25,0,13,17,16,0,12,0,13,32,0,24,6,13,16,0,12,0
3,28,29,63,76,86,16,59,11,28,169,30,119,20,82,83,14,60,9
3,29,30,89,86,90,15,57,18,31,213,38,126,49,98,123,23,69,31
4,24,136,417,495,548,101,374,73,255,1097,185,766,146,521,549,84,392,73
4,25,62,148,132,141,18,100,23,71,324,44,212,68,147,183,26,112,45
4,27,14,39,78,63,7,51,5,26,129,12,106,11,77,66,5,55,6
4,28,39,83,139,135,23,95,17,51,270,48,184,38,132,135,25,89,21
5,23,0,0,37,30,7,23,0,0,59,14,45,0,31,29,7,22,0
5,24,52,103,148,154,30,110,14,38,306,55,224,27,161,152,25,114,13
5,25,72,156,187,211,39,150,22,55,415,72,291,52,216,204,33,141,30
5,27,18,36,39,42,0,27,7,14,86,11,63,12,43,44,0,36,5
6,22,0,12,22,23,5,16,0,0,45,11,30,0,24,22,6,14,0
6,23,28,45,56,62,17,40,5,14,127,26,85,16,59,65,9,45,11
6,24,75,143,264,246,41,190,15,72,491,84,366,41,260,245,43,176,26
6,25,0,0,13,10,0,9,0,0,20,0,17,0,0,10,0,8,0
6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,27,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0
7,22,30,57,91,94,22,57,15,24,188,40,118,30,94,94,18,61,15
