x,y,BASIC_EDUCATION_OR_LESS,INACTIVE_POPULATION,LABOUR_FORCE,MEN,MEN_0_14,MEN_15_64_,MEN_65p,TERTIARY_EDUCATION,TOTAL,TOTAL_0_14,TOTAL_15_64,TOTAL_65p,UPPER_SECONDARY_EDUCATION,WOMEN,WOMEN_0_14,WOMEN_15_64,WOMEN_65p
0,48,15,19,15,19,0,13,0,0,43,9,29,5,18,24,0,16,0
0,49,48,47,39,56,13,37,0,0,109,23,76,10,34,53,10,39,0
0,50,125,123,128,158,30,114,14,0,307,56,211,40,117,149,26,97,26
0,51,356,352,313,406,84,274,48,18,821,156,540,125,291,415,72,266,77
0,52,49,44,39,46,8,36,0,0,105,22,76,7,32,59,14,40,0
0,69,14,13,23,27,7,19,0,0,53,17,34,0,22,26,10,15,0
0,70,135,182,177,209,36,149,24,38,433,74,295,64,186,224,38,146,40
0,81,0,0,0,13,0,6,0,0,23,8,14,0,11,10,0,8,0
0,86,20,26,12,27,8,13,6,0,51,13,26,12,15,24,5,13,6
0,87,35,32,21,33,0,24,6,0,60,7,42,11,18,27,0,18,5
0,97,68,101,79,97,17,55,25,16,216,36,128,52,96,119,19,73,27
0,101,373,742,719,860,159,570,131,262,1763,302,1162,299,825,903,143,592,168
0,102,365,622,584,701,110,485,106,184,1427,221,955,251,657,726,111,470,145
0,113,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,114,0,0,0,7,0,5,0,0,19,0,15,0,0,12,0,10,0
0,122,23,26,20,29,5,18,6,0,56,10,34,12,23,27,5,16,6
1,50,0,0,0,8,0,0,0,0,14,0,9,0,0,6,0,0,0
1,51,221,186,166,213,41,135,37,13,425,73,264,88,117,212,32,129,51
1,52,11,0,0,9,0,0,0,0,16,0,8,7,0,7,0,0,0
1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,57,15,12,0,12,0,8,0,0,19,0,13,0,0,7,0,5,0
1,58,32,21,23,33,0,21,0,0,57,13,37,7,12,24,0,16,0
1,63,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
1,70,97,118,97,138,28,98,12,11,273,58,183,32,107,135,30,85,20
1,74,35,43,20,51,19,25,7,0,91,28,47,16,27,40,9,22,9
1,75,102,93,72,112,30,67,15,0,207,42,129,36,59,95,12,62,21
1,82,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
1,86,21,23,16,24,0,16,0,0,50,11,35,0,18,26,0,19,0
1,87,107,95,82,102,22,71,9,0,226,49,146,31,63,124,27,75,22
1,97,184,291,231,300,52,196,52,56,625,103,406,116,282,325,51,210,64
1,98,40,93,113,111,11,92,8,38,230,24,189,17,128,119,13,97,9
1,100,18,27,45,53,11,39,0,0,91,19,65,7,49,38,8,26,0
1,101,681,1160,1246,1398,221,983,194,372,2812,406,1946,460,1353,1414,185,963,266
1,102,146,251,267,308,59,209,40,68,626,108,420,98,304,318,49,211,58
1,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,113,27,34,18,33,0,23,0,0,64,12,45,7,23,31,0,22,0
1,114,91,115,51,92,11,72,9,0,189,23,140,26,70,97,12,68,17
1,115,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0
1,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,50,14,0,15,14,0,10,0,0,23,5,16,0,0,9,0,6,0
2,51,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
2,52,122,97,100,125,28,84,13,0,254,57,156,41,68,129,29,72,28
2,53,15,0,0,16,0,8,0,0,28,9,17,0,0,12,0,9,0
2,70,139,150,122,167,38,109,20,0,341,69,219,53,123,174,31,110,33
2,71,22,20,14,25,8,14,0,0,47,13,28,6,12,22,5,14,0
2,74,44,49,24,38,6,23,9,0,94,21,53,20,29,56,15,30,11
2,75,110,99,67,110,27,70,13,0,211,45,126,40,52,101,18,56,27
2,82,0,0,0,10,0,10,0,0,20,0,16,0,0,10,0,6,0
2,83,75,80,44,65,7,48,10,0,141,17,99,25,46,76,10,51,15
2,84,0,0,0,6,0,0,0,0,11,0,6,0,0,5,0,0,0
2,88,14,18,13,18,0,12,0,0,37,6,26,5,16,19,0,14,0
2,93,18,16,41,37,6,31,0,0,72,15,56,0,38,35,9,25,0
2,96,84,112,147,160,35,112,13,37,333,74,220,39,138,173,39,108,26
2,97,269,388,381,475,97,330,48,67,932,163,651,118,433,457,66,321,70
2,98,245,521,588,651,97,486,68,196,1294,185,953,156,668,643,88,467,88
2,100,0,11,0,8,0,8,0,0,15,0,13,0,0,7,0,5,0
2,101,291,595,707,760,164,497,99,341,1594,291,1051,252,671,834,127,554,153
2,102,52,106,116,114,14,82,18,66,249,27,172,50,104,135,13,90,32
2,112,14,18,14,16,0,10,0,0,34,0,25,7,18,18,0,15,0
2,113,23,31,23,37,9,23,0,0,71,17,46,8,25,34,8,23,0
2,115,47,72,62,76,13,55,8,0,165,31,106,28,81,89,18,51,20
2,123,0,0,0,5,0,0,0,0,14,0,9,0,0,9,0,0,0
3,53,11,0,0,9,0,0,0,0,18,6,9,0,0,9,0,0,0
3,54,28,18,13,25,5,16,0,0,42,11,25,6,0,17,6,9,0
3,55,44,27,21,30,6,20,0,0,63,15,39,9,0,33,9,19,0
3,56,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
