x,y,BASIC_EDUCATION_OR_LESS,INACTIVE_POPULATION,LABOUR_FORCE,MEN,MEN_0_14,MEN_15_64_,MEN_65p,TERTIARY_EDUCATION,TOTAL,TOTAL_0_14,TOTAL_15_64,TOTAL_65p,UPPER_SECONDARY_EDUCATION,WOMEN,WOMEN_0_14,WOMEN_15_64,WOMEN_65p
0,0,134,146,85,132,13,100,19,0,273,42,183,48,92,141,29,83,29
0,1,0,0,0,10,0,9,0,0,17,0,15,0,0,7,0,6,0
1,0,254,277,169,250,42,170,38,16,527,81,341,105,176,277,39,171,67
1,1,39,47,39,46,0,35,7,0,100,14,70,16,44,54,0,35,9
2,0,11,11,0,12,0,8,0,0,25,5,16,0,0,13,0,8,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,54,56,37,52,10,33,9,0,119,26,67,26,35,67,16,34,17
2,10,25,32,28,26,0,24,0,0,64,0,48,12,29,38,0,24,0
3,2,83,71,47,72,8,51,13,0,136,18,88,30,35,64,10,37,17
3,3,86,92,61,90,17,61,12,0,183,30,122,31,60,93,13,61,19
3,9,95,117,68,101,9,72,20,0,215,30,134,51,82,114,21,62,31
3,10,70,82,56,79,9,57,13,0,156,18,103,35,63,77,9,46,22
4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0
5,7,35,35,33,42,0,30,5,0,76,8,55,13,31,34,0,25,8
5,8,26,27,0,15,0,10,0,0,37,5,22,10,0,22,0,12,0
6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
6,2,49,49,30,50,13,31,6,0,102,23,58,21,30,52,10,27,15
6,7,120,132,82,104,16,70,18,0,240,26,153,61,88,136,10,83,43
6,8,16,17,0,12,0,10,0,0,27,0,21,6,0,15,0,11,0
7,0,0,0,0,7,0,0,0,0,13,0,6,0,0,6,0,0,0
7,2,0,0,0,9,0,0,0,0,15,0,6,7,0,6,0,0,0
7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0
7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,0,0,0,7,0,0,0,0,13,0,9,0,0,6,0,0,0
8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,0,0,0,5,0,5,0,0,11,0,10,0,0,6,0,5,0
8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
9,5,136,152,76,132,18,89,25,0,256,28,161,67,86,124,10,72,42
10,4,40,41,27,36,0,23,9,0,74,6,46,22,24,38,0,23,13
10,5,103,112,84,114,18,80,16,15,227,31,149,47,78,113,13,69,31
11,0,22,21,18,21,0,13,0,0,48,9,30,9,14,27,0,17,0
11,4,0,0,0,6,0,0,0,0,13,0,8,5,0,7,0,0,0
11,5,33,40,24,34,0,21,9,0,75,11,43,21,25,41,0,22,12
11,6,68,65,44,56,7,41,8,0,123,14,81,28,39,67,7,40,20
12,0,109,111,92,118,19,82,17,16,235,32,157,46,78,117,13,75,29
12,1,164,186,134,167,20,123,24,27,364,44,239,81,129,197,24,116,57
12,2,38,39,30,42,7,31,0,0,82,13,59,10,29,40,6,28,0
12,3,26,27,15,20,0,19,0,0,46,0,39,0,14,26,0,20,0
12,4,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0
12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,35,32,24,27,0,23,0,0,63,7,46,10,18,36,0,23,0
13,2,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0
13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,4,21,11,13,14,0,10,0,0,25,0,16,8,0,11,0,6,0
14,5,20,23,13,20,0,11,0,0,42,6,26,10,13,22,0,15,0
14,6,0,12,0,14,0,12,0,0,22,0,18,0,0,8,0,6,0
14,7,0,13,0,14,0,11,0,0,23,0,19,0,12,9,0,8,0
15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,5,16,15,14,18,0,11,0,0,33,0,21,8,11,15,0,10,0
15,6,185,203,156,194,24,136,34,28,401,42,276,83,146,207,18,140,49
15,7,133,162,114,143,19,93,31,18,311,35,198,78,125,168,16,105,47
16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,8,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0
17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
