x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,Men,Men_pauv
88,22,2,0,0.3,0.1,0.2,0.5,0,0.4,0.3,0.2,0,0,46325.6,0.7,0.1
88,68,2,0.2,0.2,0,0.2,0.3,0,0.5,0.5,0,0,0.1,44967.1,0.8,0.2
88,46,5,0.2,0.5,0.5,1,1.1,0.2,0.6,0.4,0.3,0.2,0,112002,1.8,0.2
88,69,36,2,4,2,7,11,0,1,5,2,0,2,768106.9,13,1
88,26,25,0,4.4,1.2,2,6.1,0,4.9,3.6,2,0.4,0.4,579069.7,8.9,1.2
88,27,14,0,2.5,0.7,1.1,3.4,0,2.7,2.1,1.1,0.2,0.2,324279,5,0.7
88,29,3,0.3,0.2,0.2,0.6,0.6,0,0.1,0.7,0.1,0.1,0.1,55644,1.3,0.3
88,110,25.5,0.7,2.3,1.3,2.7,6.6,1.3,4,0.7,2.6,1.3,2,579137,11.3,0.7
88,111,13,0.3,1.2,0.7,1.4,3.4,0.7,2,0.3,1.3,0.7,1,295246.3,5.7,0.3
88,115,39,2,6,5,6,11,2,4,1,1,0,1,725493.4,11,3
88,116,151.5,14,14.5,8,34,29,2,12,17,11,5,5,3244500,53,5
88,117,133.5,3,27.5,6,23,37,3,13,14,5,0,2,2940931.9,56,1
88,90,2,0,0.2,0,0,0.5,0,0.4,0.6,0,0.1,0.2,59029.1,0.8,0
88,118,58,0,4,8,5,21,0,11,0,4,4,1,1527430.4,28,1
88,119,9,0,0.8,0.8,1.3,2.9,0.2,1,0.2,0.7,0.3,0.8,234075.8,3.2,0.2
88,95,21,1.6,1.8,1.2,3,3.8,0.1,4.1,3.1,0.5,0.8,1,542157.1,7.9,0.5
88,96,20,1.5,1.7,1.1,2.8,3.6,0.1,4,3,0.5,0.7,1,516340.1,7.5,0.5
88,53,2,0,0.1,0.2,0.3,0.4,0,0.5,0.4,0.1,0,0,42230.9,0.9,0
88,97,9,0.7,0.8,0.5,1.3,1.6,0.1,1.8,1.3,0.2,0.3,0.4,232353,3.4,0.2
88,75,9,1.1,0.9,0.2,2.5,0.9,0.3,0.7,0.7,0.4,0,1.3,175978.7,3.1,0.4
88,98,34,1,8,3,3,12,1,0,1,2,3,0,700971.7,11,0
88,33,1,0.1,0.1,0.1,0.2,0.2,0,0,0.2,0,0.1,0,18548,0.4,0.1
88,77,10,1.2,1,0.2,2.8,1,0.4,0.8,0.8,0.4,0,1.4,195531.9,3.4,0.4
88,99,97,1,12.5,6,8,23,0,15,13,7.5,4,7,2092675.4,32,1
88,34,4,0.4,0.3,0.2,0.8,0.8,0.1,0.1,0.9,0.1,0.2,0.1,74191.9,1.7,0.4
88,120,4,0,0.3,0.4,0.6,1.3,0.1,0.4,0.1,0.3,0.1,0.4,104033.7,1.4,0.1
88,121,2,0,0.2,0.2,0.3,0.6,0,0.2,0,0.2,0.1,0.2,52016.8,0.7,0
88,100,145.5,1,14.5,2,9,30,3,13,54,9,5,5,3343387.2,64,1
88,122,263.5,28,20,19,88,42,10,10,8,36.5,0,2,4607130.7,113,25
88,101,177,5,9,9,31,27,4.5,24,50,9.5,6,2,3211234.9,97,20
88,123,146,16.5,14.5,7.5,55,23,6,4,3,14.5,0,2,2998143,52,3
88,124,142,15,14.5,10,44,26,7.5,9,1,15,0,0,2830931.8,44,5
88,102,120.5,3,15.5,6,8,26,2,5,39,8,6,2,2291168.3,50,6
88,4,5,0.1,1,0.2,0.6,1,0.1,0.9,0.4,0.5,0.1,0.1,93636.1,1.7,0.3
88,103,46,1,6,6,5,14,0,8,4,1,0,1,701221.1,23,6
88,125,78,10,6,6,33,10,4,3,3,2,0,1,1513672.2,29,3
88,5,5,0.1,1,0.2,0.6,1,0.1,0.9,0.4,0.5,0.1,0.1,93636.1,1.7,0.3
88,104,4,0,0.3,0.4,0.1,0.6,0,1,1.1,0,0.5,0,78491.5,2,0.2
