x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,Men,Men_pauv
0,7,1,0,0.1,0.1,0.1,0.3,0,0.1,0.2,0,0.1,0,22802.7,0.4,0
0,8,3,0,0.3,0.2,0.2,0.8,0,0.4,0.6,0.1,0.3,0.1,68408.2,1.3,0.1
0,9,12,0,1.4,0.8,0.8,3.3,0,1.6,2.4,0.3,1.1,0.3,273632.7,5.2,0.3
0,10,47,4,6,3,10,12,1.5,2,2,6.5,0,0,905423,17,3
0,11,14,0,0,0.6,1.2,1.2,0.6,4.1,3.5,1.1,1.7,0,299163.7,7,0
0,12,5,0,0,0.2,0.4,0.4,0.2,1.5,1.3,0.4,0.6,0,106844.2,2.5,0
0,13,1,0,0,0,0.1,0.1,0,0.3,0.3,0.1,0.1,0,21368.8,0.5,0
0,37,5,0.1,0.1,0.2,0.5,0.9,0.1,1,1.4,0.5,0,0.2,108950.5,2,0.3
0,40,7,0.2,0.1,0.2,0.8,1.3,0.1,1.4,2,0.7,0,0.2,152530.7,2.8,0.4
0,50,2,0,0,0.1,0.2,0.4,0,0.4,0.6,0.2,0,0.1,43580.2,0.8,0.1
0,93,2,0,0,0.1,0.3,0.4,0,0.4,0.7,0,0.1,0,44327.8,0.9,0.1
0,95,4,0.1,0.1,0.1,0.6,0.7,0,0.7,1.5,0.1,0.1,0,88655.6,1.7,0.1
0,113,3,0,0.4,0.1,0.1,0.6,0,0.9,0.5,0,0.3,0.1,59391.4,1.3,0.1
0,116,4,0.1,0.3,0.3,0.4,0.9,0,0.8,0.5,0.4,0.3,0,76373.4,1.8,0.3
1,5,2,0.1,0.2,0.2,0.3,0.5,0.1,0.2,0.1,0.1,0.2,0,35074.5,0.8,0.2
1,7,15,0,1.7,1,1,4.1,0,2.1,3.1,0.3,1.4,0.3,342040.9,6.5,0.3
1,10,4,0,0.4,0.3,0.3,1.1,0,0.5,0.8,0.1,0.4,0.1,91210.9,1.7,0.1
1,11,2,0,0,0.1,0.2,0.2,0.1,0.6,0.5,0.1,0.2,0,42737.7,1,0
1,20,1,0,0.1,0,0.2,0.1,0,0.1,0.3,0.1,0.1,0,18106.9,0.5,0.1
1,39,2,0,0,0.1,0.2,0.4,0,0.4,0.6,0.2,0,0.1,43580.2,0.8,0.1
1,74,2,0,0.2,0.1,0,0.4,0,0.4,0.5,0.2,0.2,0,35487.6,0.8,0.1
1,75,7,0.2,0.8,0.2,0,1.4,0,1.3,1.7,0.6,0.8,0,124206.6,2.9,0.5
1,89,5,0.1,0.1,0.1,0.8,0.9,0,0.9,1.8,0.1,0.2,0,110819.5,2.2,0.1
1,90,4,0.1,0.1,0.1,0.6,0.7,0,0.7,1.5,0.1,0.1,0,88655.6,1.7,0.1
2,1,4,0.1,0.3,0.4,0.7,0.9,0.3,0.5,0.3,0.2,0.3,0,70149.1,1.6,0.4
2,10,4,0,0.4,0.3,0.3,1.1,0,0.5,0.8,0.1,0.4,0.1,91210.9,1.7,0.1
2,18,5,0.2,0.5,0,1.1,0.5,0.1,0.4,1.3,0.4,0.5,0,90534.3,2.5,0.5
2,19,4,0.1,0.4,0,0.9,0.4,0.1,0.3,1,0.4,0.4,0,72427.4,2,0.4
2,38,4,0.1,0.1,0.1,0.4,0.8,0.1,0.8,1.1,0.4,0,0.1,87160.4,1.6,0.2
2,79,1,0,0,0,0.1,0.2,0,0.2,0.3,0.1,0.1,0,18456,0.5,0
2,89,3,0.1,0.1,0.1,0.4,0.5,0,0.5,1.1,0.1,0.1,0,66491.7,1.3,0.1
2,90,2,0,0,0.1,0.3,0.4,0,0.4,0.7,0,0.1,0,44327.8,0.9,0.1
2,91,1,0,0,0,0.2,0.2,0,0.2,0.4,0,0,0,22163.9,0.4,0
3,10,2,0,0.2,0.1,0.1,0.5,0,0.3,0.4,0.1,0.2,0.1,45605.5,0.9,0
3,28,4,0.1,0.1,0.1,0.7,0.7,0.1,1.2,0.5,0.3,0.1,0.1,62800.1,1.6,0.4
3,41,2,0,0,0.1,0.2,0.4,0,0.4,0.6,0.2,0,0.1,43580.2,0.8,0.1
3,43,3,0.1,0.1,0.1,0.3,0.6,0,0.6,0.8,0.3,0,0.1,65370.3,1.2,0.2
3,75,4,0.1,0.4,0.1,0,0.8,0,0.7,1,0.4,0.5,0,70975.2,1.6,0.3
3,90,2,0,0,0.1,0.3,0.4,0,0.4,0.7,0,0.1,0,44327.8,0.9,0.1
4,9,3,0,0.3,0.2,0.2,0.8,0,0.4,0.6,0.1,0.3,0.1,68408.2,1.3,0.1
4,15,2,0,0,0.1,0.2,0.2,0.1,0.6,0.5,0.1,0.2,0,42737.7,1,0
4,16,2,0.1,0.2,0,0.4,0.2,0,0.2,0.5,0.2,0.2,0,36213.7,1,0.2
4,18,1,0,0.1,0,0.2,0.1,0,0.1,0.3,0.1,0.1,0,18106.9,0.5,0.1
4,50,6,0.2,0.1,0.2,0.6,1.1,0.1,1.2,1.7,0.6,0,0.2,130740.6,2.4,0.4
4,76,2,0,0.1,0,0.3,0.3,0,0.3,0.7,0.2,0.1,0,36911.9,1.1,0.1
4,86,4,0.1,0.1,0.1,0.6,0.7,0,0.7,1.5,0.1,0.1,0,88655.6,1.7,0.1
4,89,4,0.1,0.1,0.1,0.6,0.7,0,0.7,1.5,0.1,0.1,0,88655.6,1.7,0.1
4,90,3,0.1,0.1,0.1,0.4,0.5,0,0.5,1.1,0.1,0.1,0,66491.7,1.3,0.1
4,94,2,0,0,0.1,0.3,0.4,0,0.4,0.7,0,0.1,0,44327.8,0.9,0.1
5,7,2,0,0.2,0.1,0,0.4,0,0.2,0.6,0.1,0.3,0.1,39804.5,0.9,0
5,10,1,0,0.1,0,0,0.2,0,0.1,0.3,0,0.2,0.1,19902.3,0.5,0
5,35,5,0.1,0.1,0.1,0.9,1,0.1,1.5,0.6,0.4,0.1,0.1,78500.2,2,0.5
5,86,7.5,0.2,0.5,0.1,0.8,1.2,0.1,1.4,2.3,0.1,0.8,0,152684.6,4.1,0.6
5,87,5,0.1,0.3,0.1,0.5,0.8,0.1,0.9,1.6,0.1,0.5,0,101789.8,2.7,0.4
5,88,6,0.2,0.4,0.1,0.6,1,0.1,1,1.9,0.1,0.6,0,122147.7,3.3,0.4
5,89,3,0.1,0.2,0.1,0.3,0.5,0,0.5,0.9,0.1,0.3,0,61073.9,1.6,0.2
5,103,4,0,0.5,0.2,0.2,0.8,0,1.1,0.7,0,0.4,0.1,79188.5,1.8,0.2
5,124,3,0.1,0.2,0.2,0.3,0.7,0,0.6,0.4,0.3,0.2,0,57280.1,1.4,0.2
5,125,4,0.1,0.3,0.3,0.4,0.9,0,0.8,0.5,0.4,0.3,0,76373.4,1.8,0.3
6,1,4,0.1,0.3,0.4,0.7,0.9,0.3,0.5,0.3,0.2,0.3,0,70149.1,1.6,0.4
6,6,1,0,0.1,0,0,0.2,0,0.1,0.3,0,0.2,0.1,19902.3,0.5,0
6,23,1,0,0.1,0,0.2,0.1,0,0.1,0.3,0.1,0.1,0,18106.9,0.5,0.1
6,83,2,0,0.1,0,0.3,0.3,0,0.3,0.7,0.2,0.1,0,36911.9,1.1,0.1
6,84,21,0.3,0.9,0,2.9,3.5,0,3.2,7,2.2,1,0,387575.1,11.1,1
6,85,8,0.1,0.4,0,1.1,1.3,0,1.2,2.7,0.8,0.4,0,147647.7,4.2,0.4
6,86,2,0.1,0.2,0,0.2,0.3,0,0.4,0.6,0,0.2,0,40715.9,1.1,0.1
6,87,4,0.1,0.3,0.1,0.4,0.6,0.1,0.7,1.2,0.1,0.4,0,81431.8,2.2,0.3
6,88,18,0.5,1.2,0.3,1.9,2.9,0.2,3.2,5.6,0.3,1.9,0,366443.1,9.9,1.3
