x,y,TOT_P,avg_time_nearest_h
5,42,2,NA
6,42,67,NA
6,43,54,NA
6,44,56,NA
7,39,6,NA
7,40,2,NA
7,41,8,NA
7,42,23,NA
7,43,283,NA
7,44,97,NA
7,49,2,NA
8,39,14,NA
8,40,59,NA
8,41,61,NA
8,42,9,NA
8,43,164,NA
8,44,204,NA
8,45,19,NA
8,46,29,NA
8,47,6,NA
8,48,210,NA
8,49,146,NA
9,39,37,NA
9,40,111,NA
9,41,94,NA
9,42,14,NA
9,43,2,NA
9,44,16,NA
9,45,30,NA
9,46,10,NA
9,47,116,NA
9,48,1756,NA
9,49,404,NA
9,50,207,NA
9,51,13,NA
10,39,36,NA
10,40,47,NA
10,41,39,NA
10,42,0,NA
10,43,5,NA
10,44,33,NA
10,45,7,NA
10,46,14,NA
10,47,35,NA
10,48,34,NA
10,49,98,NA
10,50,251,NA
10,51,803,NA
10,52,117,NA
11,40,15,NA
11,41,9,NA
11,42,67,NA
11,43,16,NA
11,44,53,NA
11,45,23,NA
11,46,6,NA
11,47,48,NA
11,48,7,NA
11,49,13,NA
11,50,4,NA
11,51,506,NA
11,52,13,NA
12,40,47,NA
12,41,31,NA
12,42,731,NA
12,44,37,NA
12,45,22,NA
12,46,73,NA
12,47,12,NA
12,48,16,NA
12,49,0,NA
12,51,32,NA
12,52,22,NA
13,39,7,NA
13,40,19,NA
13,41,28,NA
13,42,27,NA
13,43,23,NA
13,44,13,NA
13,45,37,NA
13,46,105,NA
13,47,16,NA
13,48,39,NA
13,49,28,NA
13,51,13,NA
13,52,35,NA
14,40,20,NA
14,41,16,NA
14,42,12,NA
14,43,15,NA
14,44,4,NA
14,45,18,NA
14,46,24,NA
14,47,27,NA
14,48,150,NA
14,50,41,NA
14,51,5,NA
15,40,166,NA
15,41,58,NA
15,42,25,NA
15,43,30,NA
15,44,75,NA
15,45,15,NA
15,46,20,NA
15,47,35,NA
15,48,18,NA
15,50,7,NA
15,53,19,NA
16,40,25,NA
16,41,30,NA
16,42,5,NA
16,43,34,NA
16,44,55,NA
16,45,59,NA
16,46,50,NA
16,47,42,NA
16,48,4,NA
16,49,45,NA
16,50,21,NA
16,52,7,NA
16,54,28,NA
17,41,46,NA
17,42,80,NA
17,43,281,NA
17,44,1833,NA
17,45,701,NA
17,46,476,NA
17,47,223,NA
17,48,632,NA
17,49,16,NA
17,50,38,NA
17,51,23,NA
17,53,27,NA
17,54,22,NA
18,41,0,NA
18,42,608,NA
18,43,47,NA
18,44,974,NA
18,45,2268,NA
18,46,2075,NA
18,47,2272,NA
18,48,50,NA
18,49,39,NA
18,50,72,NA
18,51,5,NA
18,52,4,NA
18,54,41,NA
19,45,1274,NA
19,46,5185,NA
19,47,1302,NA
19,48,113,NA
19,49,8,NA
19,50,75,NA
19,52,18,NA
19,53,7,NA
19,54,24,NA
19,55,5,NA
20,46,338,NA
20,47,992,NA
20,48,29,NA
20,49,44,NA
20,51,12,NA
20,55,10,NA
21,46,366,NA
21,47,12,NA
21,48,42,NA
21,49,72,NA
21,50,6,NA
21,51,51,NA
21,52,12,NA
21,53,40,NA
21,55,12,NA
22,46,426,NA
22,47,64,NA
22,48,65,NA
22,49,125,NA
22,50,47,NA
22,51,233,NA
22,52,42,NA
22,53,29,NA
22,54,16,NA
22,55,13,NA
23,45,271,NA
23,46,246,NA
23,47,9,NA
23,48,638,NA
23,49,64,NA
23,50,9,NA
23,51,13,NA
23,52,47,NA
23,53,101,NA
23,54,96,NA
23,55,93,NA
24,45,930,NA
24,46,80,NA
24,47,22,NA
24,48,385,NA
24,49,140,NA
24,50,39,NA
24,51,69,NA
24,52,57,NA
24,53,105,NA
24,54,1041,NA
24,55,2875,NA
25,43,13,NA
25,44,166,NA
25,45,73,NA
25,46,78,NA
25,47,109,NA
25,48,80,NA
25,49,107,NA
25,50,216,NA
25,51,46,NA
