x,y,TOT_P,avg_time_nearest_h
0,91,0,NA
0,103,1,NA
0,104,1,NA
0,105,1,NA
0,106,1,NA
0,107,1,NA
0,108,1,NA
0,109,1,NA
0,110,1,NA
0,111,1,NA
0,112,1,NA
0,117,0,NA
0,119,171,NA
0,120,160,NA
1,103,1,NA
1,104,1,NA
1,105,1,NA
1,106,1,NA
1,107,1,NA
1,108,1,NA
1,109,1,NA
1,110,1,NA
1,111,1,NA
1,112,1,NA
1,117,0,NA
1,118,0,NA
1,119,0,NA
2,102,1,NA
2,103,1,NA
2,104,1,NA
2,105,1,NA
2,106,1,NA
2,107,1,NA
2,108,1,NA
2,109,1,NA
2,110,1,NA
2,111,1,NA
3,101,1,NA
3,102,1,NA
3,103,1,NA
3,106,105,NA
3,107,1,NA
3,108,1,NA
3,109,1,NA
3,110,1,NA
3,117,0,NA
3,118,0,NA
4,100,1,NA
4,101,1,NA
4,102,1,NA
4,105,259,NA
4,106,342,NA
4,107,1,NA
4,108,1,NA
4,109,1,NA
4,110,1,NA
4,117,0,NA
4,118,1,NA
5,98,1,NA
5,99,1,NA
5,100,1,NA
5,101,1,NA
5,104,0,NA
5,105,8,NA
5,106,1,NA
5,107,1,NA
5,108,1,NA
5,109,1,NA
5,117,0,NA
5,118,1,NA
6,93,169,NA
6,94,0,NA
6,98,1,NA
6,99,1,NA
6,100,1,NA
6,101,1,NA
6,104,1,NA
6,105,1,NA
6,106,1,NA
6,107,1,NA
6,108,1,NA
6,109,1,NA
6,110,1,NA
6,118,0,NA
7,93,16,NA
7,97,1,NA
7,98,1,NA
7,99,1,NA
7,100,1,NA
7,104,1,NA
7,105,1,NA
7,106,1,NA
7,107,1,NA
7,108,1,NA
7,109,1,NA
7,110,1,NA
7,111,1,NA
8,97,1,NA
8,98,1,NA
8,99,1,NA
8,100,1,NA
8,103,1,NA
8,104,1,NA
8,105,1,NA
8,106,1,NA
8,107,1,NA
8,108,1,NA
8,109,1,NA
8,110,1,NA
8,111,1,NA
8,112,1,NA
8,121,0,NA
8,122,0,NA
9,96,1,NA
9,97,1,NA
9,98,1,NA
9,99,1,NA
9,103,1,NA
9,104,1,NA
9,105,1,NA
9,106,1,NA
9,107,1,NA
9,108,1,NA
9,109,1,NA
9,110,1,NA
9,111,1,NA
9,112,1,NA
9,121,153,NA
9,122,0,NA
10,95,1,NA
10,96,1,NA
10,97,1,NA
10,98,1,NA
10,103,1,NA
10,104,1,NA
10,105,1,NA
10,106,1,NA
10,107,1,NA
10,108,1,NA
10,109,1,NA
10,110,1,NA
10,111,1,NA
10,112,1,NA
10,119,137,NA
10,120,578,NA
10,121,147,NA
11,94,1,NA
11,95,1,NA
11,96,1,NA
11,102,1,NA
11,103,1,NA
11,104,1,NA
11,105,1,NA
11,106,1,NA
11,107,1,NA
11,108,1,NA
11,109,1,NA
11,110,1,NA
11,111,1,NA
12,95,1,NA
12,101,1,NA
12,102,1,NA
12,103,1,NA
12,104,1,NA
12,105,1,NA
12,106,1,NA
12,107,1,NA
13,101,1,NA
13,102,1,NA
13,103,1,NA
13,104,1,NA
13,105,1,NA
13,106,1,NA
14,100,1,NA
14,101,1,NA
14,102,1,NA
14,103,1,NA
14,118,10,NA
15,100,1,NA
15,101,1,NA
15,102,1,NA
16,100,1,NA
16,101,1,NA
17,99,1,NA
17,100,1,NA
18,100,1,NA
18,121,0,NA
20,121,0,NA
20,122,0,NA
21,122,39,NA
22,123,24,NA
24,123,0,NA
25,123,0,NA
26,123,354,NA
27,123,382,NA
27,124,0,NA
28,123,720,NA
28,124,0,NA
29,123,6,NA
