x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
0,12,13,22.8,42
0,32,2,25.2,31
0,49,2,6.7,21
0,50,11,6,22
0,51,152,5.2,23
0,52,28,5.4,25
0,106,2,24.4,54
0,116,0,15,35
0,123,135,1.8,9
0,126,387,0.8,5
0,127,848,2.7,7
1,12,160,19.9,39
1,13,2,10.8,29
1,19,4,9.4,18
1,51,0,6.1,26
1,52,21,4,25
1,53,11,5.2,28
1,106,2,21.5,51
1,110,27,11.2,36
1,111,2,12,36
1,117,27,12.4,36
1,118,21,12.2,33
2,8,4,23.4,44
2,13,2,10.2,29
2,16,4,9.1,22
2,17,10,8.7,22
2,18,2,7.8,21
2,19,302,6.7,17
2,37,2,5.6,10
2,53,100,2.6,26
2,54,42,4.5,30
2,55,17,3.1,28
2,65,0,12,45
2,66,0,12.7,45
2,111,24,9.4,34
2,112,75,10.5,35
2,122,15,15.3,20
2,126,2,3.8,8
2,127,0,2.6,6
3,10,0,12.8,33
3,11,33,13,33
3,13,29,13.6,33
3,16,2,7,22
3,17,2,7.1,22
3,18,9,6.3,19
3,20,12,9.3,20
3,29,21,16.3,16
3,36,6,6.7,12
3,37,14,6.2,13
3,54,464,1.4,27
3,55,500,2.9,30
3,56,0,13.6,40
3,57,2,8.8,35
3,68,25,15.8,47
3,107,18,9.8,41
3,108,9,7.8,37
3,109,2,4.4,33
3,112,0,8.6,33
3,114,0,6.1,30
3,115,4,4.1,28
3,116,10,6,30
3,126,26,4.8,9
3,127,0,2.3,7
4,11,4,9.8,30
4,13,9,9.2,28
4,14,7,8.1,27
4,15,6,7.1,23
4,16,2,5.5,21
4,24,17,18.5,26
4,28,6,17.9,18
4,29,2,16.8,17
4,36,75,7.9,13
4,37,11,4.6,11
4,55,0,2.6,29
4,66,2,13,47
4,69,8,16.8,45
4,70,20,15.9,44
4,100,4,27.1,64
4,113,23,2.2,27
4,114,285,3.2,27
4,115,2,3.2,27
4,116,0,7.5,31
4,117,14,11,28
4,119,0,11,24
4,120,5,13.8,27
4,127,0,2.3,10
5,7,2,14.4,40
5,12,10,7.5,28
5,13,36,10.7,31
5,14,32,5.7,24
5,21,12,12.7,23
5,23,8,16.5,27
5,25,7,25.7,28
5,27,0,22.5,22
5,28,9,19.6,19
5,29,2,17.8,18
5,35,2,10.5,16
5,36,2,10.4,17
5,71,6,17.8,46
5,97,24,19.8,65
5,98,5,22.2,62
5,103,13,29.3,60
5,110,451,3.8,34
5,113,65,1,27
5,114,583,1.9,25
5,116,30,5.3,23
5,119,13,9.5,23
5,120,7,9.2,23
5,121,2,10.1,24
5,125,1530,4.1,14
5,126,635,0.9,10
5,127,26,2.2,10
6,9,2,8,34
6,12,2,9.2,29
6,13,37,5,26
6,14,26,6.7,25
6,20,7,16.3,27
6,21,19,14.8,25
6,28,2,19.2,19
6,29,2,21.1,21
6,30,0,21.6,21
6,39,465,2.1,14
6,40,589,2.2,15
6,56,34,4,30
6,74,14,17,51
6,99,151,18.2,58
6,100,14,19.6,59
6,101,0,21.4,57
6,102,7,23.7,55
6,103,7,21.9,53
6,116,89,6.7,25
6,117,15,7.3,23
6,118,52,6.5,21
6,121,0,11,25
6,125,25,9.9,21
7,6,2,15.3,41
7,13,52,5.5,26
7,14,2,3.7,22
7,19,2,20.7,32
7,30,0,23.9,24
7,38,2,5.3,13
7,39,2393,2.7,16
7,89,17,24.6,102
7,99,184,16.3,59
7,105,2,29.9,64
7,109,2,9.6,40
7,114,144,5.5,29
7,115,20,5.5,28
7,118,2,7.7,23
7,120,0,6.4,20
7,121,24,5.7,19
7,125,0,8.5,20
8,5,2,15.4,41
8,10,2,5.9,32
8,11,2,5.3,30
8,12,126,5.6,28
8,13,136,4,24
8,16,7,5.8,28
