x,y,TOT_P,avg_time_nearest_h
106,0,0,NA
107,0,130,NA
107,1,13,NA
108,0,0,NA
108,1,36,NA
115,7,0,NA
115,8,0,NA
115,9,0,NA
116,7,64,NA
117,3,0,NA
117,4,72,NA
117,5,21,NA
117,10,0,NA
118,1,0,NA
118,2,43,NA
118,3,9,NA
118,4,63,NA
118,10,0,NA
118,11,34,NA
119,0,17,NA
119,1,0,NA
119,29,0,NA
119,30,0,NA
119,31,0,NA
120,1,18,NA
120,11,14,NA
120,12,0,NA
120,28,4,NA
121,12,0,NA
121,26,16,NA
121,43,0,NA
122,2,5,NA
122,12,0,NA
122,13,8,NA
122,14,0,NA
122,17,0,NA
122,42,0,NA
122,43,30,NA
122,44,0,NA
122,45,11,NA
123,3,25,NA
123,18,0,NA
124,3,23,NA
124,13,0,NA
124,14,0,NA
124,16,0,NA
124,24,24,NA
124,48,0,NA
124,49,0,NA
125,3,0,NA
125,13,44,NA
125,15,31,NA
125,16,0,NA
125,24,0,NA
125,48,27,NA
126,5,15,NA
126,23,26,NA
126,40,0,NA
126,42,0,NA
127,5,22,NA
127,6,6,NA
127,47,0,NA
127,48,11,NA
