x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
0,29,39,8,57,1308,91,52,7,18,96,53,332,7861,716,227,56,1365,8193
0,30,18,12,26,412,46,21,0,11,57,102,186,2864,332,85,0,438,3050
0,32,10,0,0,0,0,0,0,4,28,0,0,0,0,0,0,0,0
1,29,763,1471,4306,50817,3250,1963,550,97,1845,5460,11909,163055,11771,5460,1718,55123,174964
1,30,14,5,45,679,26,26,0,6,37,20,327,3671,120,164,0,724,3998
1,31,7,0,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0
2,29,883,918,5873,49722,7635,1557,361,162,2018,4348,13950,240777,35033,5185,1433,55595,254727
3,24,491,0,0,0,0,0,0,3,993,0,0,0,0,0,0,0,0
3,25,33,6,8,663,24,5,2,11,77,34,18,4322,175,19,12,671,4340
3,28,62,57,68,2738,266,108,9,20,146,337,286,14186,1761,357,33,2806,14472
3,29,104,47,235,3693,313,182,25,38,259,231,1036,19736,2246,798,77,3928,20772
4,24,1318,2402,1837,72302,4238,1122,315,221,2885,14768,5895,420150,27027,4418,1249,74139,426045
4,25,147,60,137,5837,252,136,24,58,366,270,441,33652,1306,669,93,5974,34093
4,27,239,69,153,6056,416,284,55,26,545,298,584,19818,1647,935,304,6209,20402
4,28,80,46,60,2737,230,101,5,31,194,229,290,15456,1542,456,31,2797,15746
5,23,9,0,0,0,0,0,0,7,34,0,0,0,0,0,0,0,0
5,24,68,25,75,2120,83,118,16,33,185,192,352,12203,427,533,96,2195,12555
5,25,74,21,67,2856,133,130,8,44,219,101,364,16689,791,711,20,2923,17053
5,27,19,4,19,355,17,26,4,7,49,20,220,1840,119,158,32,374,2060
6,22,5,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0
6,23,19,14,18,1126,69,18,7,9,44,43,22,3047,312,33,8,1144,3069
6,24,30,21,45,1627,87,90,15,13,78,229,102,5077,410,299,170,1672,5179
7,22,13,6,10,211,9,0,0,3,31,36,18,499,19,0,0,221,517
7,23,4,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0
7,25,2,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
8,22,6,5,0,152,2,6,3,4,17,30,0,876,22,22,18,152,876
8,24,4,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0
9,21,36,29,650,3267,172,63,63,12,77,106,1379,7020,358,85,111,3917,8399
9,22,7,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0
10,20,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
10,21,9,5,1,478,29,15,0,7,29,20,5,1933,218,51,0,479,1938
10,24,3,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0
10,27,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
11,20,4,3,2,177,11,11,0,3,8,18,6,882,41,39,0,179,888
11,21,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
12,19,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
12,20,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
13,18,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
13,19,8,5,9,221,20,8,0,5,18,32,245,1162,68,40,0,230,1407
14,18,6,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0
14,22,6,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0
14,24,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
14,28,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
15,18,7,5,5,225,26,9,2,5,19,17,23,798,109,16,2,230,821
15,22,2,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0
16,18,4,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0
16,19,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
16,21,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
16,22,7,6,10,264,29,3,0,3,23,45,14,1826,388,14,0,274,1840
16,23,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
