x,y,dlt,tcd
0,0,1,86
0,1,1,57
0,2,,12
0,3,1,56
0,4,1,39
0,5,,8
0,6,,33
0,7,,31
0,8,,25
0,9,,11
0,10,1,53
0,11,1,81
0,12,1,60
0,13,1,85
0,14,1,86
0,15,1,88
0,16,1,87
0,17,1,90
0,18,,23
0,19,1,34
0,20,,8
0,21,,4
0,22,,8
0,23,,1
0,24,,11
0,25,,9
0,26,,17
0,27,,12
0,28,1,49
0,29,,14
0,30,,34
0,31,,3
0,32,1,45
0,33,1,55
0,34,1,53
0,35,1,78
0,36,1,39
0,37,,4
0,38,,14
0,39,,22
0,40,,25
0,41,,8
0,43,,17
0,44,,1
0,45,1,48
0,46,1,92
0,47,1,85
0,48,1,93
0,49,1,91
0,50,1,92
0,51,1,57
0,52,,25
0,53,1,90
0,54,1,91
0,55,1,91
0,56,1,93
0,57,1,89
0,58,1,86
0,59,1,85
0,60,1,84
0,61,1,89
0,62,,33
0,67,1,50
0,68,1,85
0,69,1,88
0,70,1,73
0,71,2,88
0,72,1,90
0,73,1,49
0,75,,11
0,76,,10
0,79,,1
0,81,,1
0,82,,1
0,83,,24
0,84,,30
0,86,,1
0,89,,6
0,90,,9
0,93,,3
0,94,,5
0,96,,6
0,97,,33
0,98,,18
0,99,1,33
0,100,1,44
0,101,,2
0,102,,8
0,103,,8
0,104,,4
0,105,,19
0,106,,35
0,108,,1
0,109,,6
0,110,,18
0,111,,2
0,112,,16
0,113,,23
0,117,,22
0,118,,12
0,123,,1
0,124,,16
0,125,,7
0,126,,1
0,127,,4
1,0,1,93
1,1,1,68
1,2,,18
1,3,1,58
1,4,1,70
1,5,,29
1,6,,30
1,7,,36
1,8,1,55
1,9,1,73
1,10,1,84
1,11,1,86
1,12,1,88
1,13,1,89
1,14,1,85
1,15,,20
1,16,,20
1,17,1,64
1,18,,16
1,19,,6
1,20,1,42
1,21,,10
1,22,,2
1,23,,8
1,24,,9
1,25,,25
1,26,,25
1,27,,14
1,28,,10
1,29,,20
1,30,,13
1,31,,18
1,32,,30
1,33,,33
1,34,,23
1,35,1,51
1,36,,10
1,37,,9
1,38,,5
1,39,,7
1,41,,1
1,42,,6
1,44,,1
1,45,,24
1,46,1,51
1,47,,7
1,48,1,85
1,49,1,90
1,50,1,90
1,51,1,79
1,52,,9
1,53,1,45
1,54,1,78
1,55,1,63
1,56,1,94
1,57,1,89
1,58,1,87
1,59,1,86
1,60,1,85
1,61,1,89
1,62,1,92
1,63,,32
1,65,,24
1,66,,2
1,67,,19
1,68,1,71
1,69,1,67
1,70,1,76
1,71,1,86
1,72,1,94
1,73,1,82
1,74,,3
1,75,,23
1,76,,4
1,77,,4
1,81,,8
1,82,,13
1,83,,23
1,84,1,52
1,85,,7
1,89,1,39
1,90,,9
1,91,,3
1,96,,1
1,97,,8
1,98,,21
1,99,,14
1,100,1,41
1,101,,16
1,102,,1
1,103,,6
1,104,,5
1,105,1,62
1,106,,25
1,108,,1
1,110,,1
1,111,,1
1,113,1,49
1,114,,20
1,115,,1
1,117,,4
1,118,,22
1,124,,4
1,127,,23
2,0,1,94
2,1,1,79
2,2,,24
2,3,,1
2,4,1,65
2,5,1,74
2,6,1,88
2,7,1,88
2,8,1,92
2,9,1,89
2,10,1,90
2,11,1,89
2,12,1,87
2,13,1,88
2,14,1,88
2,15,,28
2,17,,34
2,19,,6
2,20,,14
2,22,,8
2,23,,16
2,24,,22
2,25,,18
2,26,1,44
2,27,,24
2,28,,4
2,29,,2
2,30,,21
2,31,,1
2,32,,1
2,33,,27
2,34,,6
2,35,1,40
2,36,,4
2,37,,15
2,38,,5
2,39,,1
2,41,,1
2,42,,12
2,44,,31
2,45,,8
2,46,,2
2,48,1,56
2,49,1,93
2,50,1,94
2,51,1,94
2,52,1,84
2,53,,38
2,54,,12
2,55,1,65
2,56,1,91
2,57,1,91
2,58,1,86
2,59,1,86
2,60,1,84
2,61,1,89
2,62,1,89
2,63,,14
2,65,,17
2,66,,34
2,67,,6
2,68,1,64
2,69,1,59
2,70,1,86
2,71,1,90
2,72,1,95
2,73,1,92
2,74,,20
2,75,,13
2,76,,1
2,77,,10
2,79,,2
2,80,,10
2,81,,24
2,82,,2
2,83,1,39
2,84,,32
2,88,,12
2,89,1,57
2,90,,1
2,96,,1
2,97,,8
2,98,,3
2,99,,1
2,100,,2
2,101,,5
2,102,,11
2,103,,14
2,105,,32
2,106,1,62
2,108,,2
2,110,,1
2,113,1,59
2,114,1,46
2,115,,3
2,116,,3
2,118,,1
2,124,,8
2,125,,19
2,127,,6
3,0,1,89
3,1,1,88
3,2,1,53
3,3,,20
3,4,1,68
3,5,1,83
3,6,1,92
3,7,1,93
3,8,1,90
3,9,1,91
3,10,1,90
3,11,1,92
3,12,1,92
3,13,1,90
3,14,1,90
3,15,1,59
3,16,,4
3,17,,9
3,19,,2
3,20,,11
3,21,,29
3,22,,10
3,24,,20
3,25,,18
3,26,,29
3,27,,20
3,28,,21
3,29,,11
3,30,,10
3,32,,6
3,33,,13
3,34,,3
3,35,,16
3,36,,14
3,37,,14
3,38,,23
3,39,,25
3,42,,7
3,43,,7
3,44,,8
3,45,,5
3,46,,22
3,47,,4
3,48,1,46
3,49,1,91
3,50,1,94
3,51,1,94
3,52,1,93
3,53,1,91
3,54,1,81
3,55,1,47
3,56,1,55
3,57,1,85
3,58,1,87
3,59,1,89
3,60,1,91
3,61,1,92
3,62,1,92
3,63,1,54
3,65,,1
3,66,,37
3,67,,10
3,68,,33
3,69,1,79
3,70,1,82
3,71,1,71
3,72,1,95
3,73,1,91
3,74,,26
3,76,,6
3,77,,8
3,81,,2
3,82,,2
3,83,,8
3,88,,12
3,89,,17
3,98,,1
3,101,,3
3,102,,3
3,103,1,66
3,104,,2
3,106,,15
3,107,,4
3,110,1,34
3,111,,15
3,113,,19
3,114,,32
3,115,,2
3,116,,4
3,125,,3
3,126,,8
4,0,1,82
4,1,1,68
4,2,1,54
4,3,1,85
4,4,1,90
4,5,1,87
4,6,1,83
4,7,1,91
4,8,1,90
4,9,1,91
4,10,1,92
4,11,1,92
4,12,1,92
4,13,1,81
4,14,,23
4,15,,1
4,17,,5
4,18,,8
4,19,,30
4,20,,2
4,21,,26
4,22,1,36
4,23,,20
