x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
20,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21,89,8,0,20,2,2,85,60,7,34,9,0,57,37,40,1,5,1,24,25,0,417
21,90,8,0,22,0,2,40,63,14,20,3,0,7,28,12,1,8,3,8,15,0,254
21,91,1,0,3,0,2,15,17,2,2,1,0,3,4,3,1,3,1,6,11,0,75
21,92,0,0,1,0,0,3,1,1,2,0,1,1,2,1,0,1,0,0,4,0,18
21,93,0,0,1,0,0,2,3,2,1,0,0,1,1,3,0,0,0,2,1,0,17
21,94,0,1,21,0,0,5,16,7,1,1,0,1,6,0,1,2,1,1,9,0,73
21,95,0,0,1,0,0,3,9,1,1,1,0,0,2,0,0,0,0,0,0,0,18
21,96,6,0,34,0,2,25,75,6,12,15,1,4,34,11,7,7,8,18,29,0,294
21,97,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,3,0,10
21,98,1,0,6,0,0,3,5,2,5,1,0,2,1,0,0,0,0,0,3,0,29
21,99,2,0,43,0,5,15,59,6,11,3,1,6,20,5,3,6,5,7,19,0,216
22,89,4,0,4,0,0,10,6,2,10,0,0,8,5,6,1,2,0,3,8,0,69
22,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22,91,1,0,4,0,0,4,5,0,0,0,0,2,2,0,0,0,0,0,1,0,19
22,92,1,1,5,0,0,0,5,0,1,2,0,1,1,1,0,1,0,3,2,0,24
22,93,2,0,4,0,0,1,8,1,2,0,1,2,3,1,1,2,0,3,7,0,38
22,94,1,0,5,0,0,5,3,1,4,1,0,0,2,0,0,0,0,1,0,0,23
22,95,1,1,11,0,0,2,4,2,2,1,0,1,2,1,1,0,1,0,5,0,35
22,96,0,0,3,0,0,8,5,0,0,0,0,2,0,0,1,0,0,0,2,0,21
22,97,3,0,5,0,0,3,4,0,1,0,0,0,3,0,1,0,0,0,2,0,22
22,98,1,0,4,0,0,3,5,0,4,0,0,0,2,2,0,0,0,6,3,0,30
22,99,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,6
23,92,0,0,1,0,0,1,3,2,2,0,0,1,0,0,0,0,0,3,0,0,13
23,93,1,0,6,0,0,3,5,1,3,1,0,3,5,3,1,1,1,2,5,0,41
23,94,9,3,55,2,2,59,94,15,23,14,1,11,66,8,4,9,7,19,37,0,438
23,95,6,1,14,0,0,6,21,7,4,1,0,4,4,5,1,2,0,5,6,0,87
23,96,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,7
23,97,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,9
23,98,0,0,1,0,0,1,2,1,3,0,0,0,0,0,1,0,0,0,2,0,11
23,99,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,2,0,9
23,100,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3
24,92,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,4
24,93,0,0,2,0,0,2,2,1,7,0,0,3,0,4,0,1,0,3,2,0,27
24,94,3,0,3,1,0,10,12,3,8,1,1,10,8,8,0,0,0,6,5,0,79
24,95,0,0,1,0,0,3,7,0,2,1,0,4,3,0,0,0,0,0,3,0,24
24,96,0,0,2,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,7
24,97,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,6
24,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3
24,100,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,8
25,87,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
25,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
25,96,2,0,4,0,0,3,8,1,11,1,0,1,4,4,1,0,0,3,10,0,53
25,97,4,0,19,2,2,55,78,11,46,8,1,30,39,25,1,3,4,17,30,0,375
25,98,15,1,114,3,6,144,294,47,98,30,9,60,149,48,8,15,19,57,109,0,1226
25,99,1,0,20,0,1,15,23,11,6,2,1,2,4,1,0,1,0,0,7,0,95
25,100,0,0,4,0,0,4,5,2,2,1,0,0,1,3,0,0,0,0,1,0,23
26,85,0,0,1,0,0,4,2,0,3,0,0,1,0,2,0,0,0,1,0,0,14
26,89,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,4
26,91,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,7
26,92,0,0,0,0,0,2,4,0,2,1,0,0,0,1,0,0,0,1,1,0,12
26,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
26,98,14,3,305,2,8,379,759,113,240,144,19,72,462,79,2,67,57,124,310,0,3159
26,99,0,0,44,1,0,66,56,9,17,5,0,5,30,3,2,1,1,9,21,0,270
26,100,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
27,85,0,0,0,0,0,2,0,2,2,0,0,0,0,1,0,0,0,1,0,0,8
27,86,1,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,2,0,0,8
27,87,1,0,2,0,0,7,4,2,6,0,0,3,1,6,0,0,0,2,2,0,36
27,88,2,0,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,1,0,12
27,91,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
27,92,3,0,4,1,2,9,15,5,9,2,0,1,3,6,1,2,1,4,10,0,78
27,93,0,0,3,0,0,1,1,0,1,0,0,1,1,2,0,0,0,2,2,0,14
27,94,2,0,1,0,0,8,2,1,9,1,0,3,3,5,0,0,0,5,3,0,43
27,97,2,0,20,1,2,38,71,12,26,14,0,4,48,14,1,6,1,18,21,0,299
27,98,17,4,250,8,14,250,639,167,203,120,23,142,509,127,14,62,64,158,335,0,3106
27,99,1,0,12,0,1,16,23,5,11,1,0,0,5,2,1,3,1,6,8,0,96
28,85,6,1,8,0,0,16,34,19,39,4,2,21,23,19,5,5,7,28,20,0,257
28,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3
28,93,13,0,16,1,3,20,39,6,26,4,1,17,32,12,4,4,5,23,32,0,258
28,94,0,0,7,1,0,15,17,2,25,4,0,10,7,15,1,2,2,6,8,0,122
28,95,3,0,0,0,0,12,10,0,14,1,0,8,10,5,0,1,0,6,5,0,75
28,96,2,0,6,1,0,12,11,2,7,4,0,2,13,5,1,1,2,7,8,0,84
28,97,5,0,33,0,0,27,44,9,32,4,2,4,17,14,2,7,3,19,25,0,247
28,98,0,0,14,0,2,7,11,1,2,2,0,2,4,1,0,2,0,1,6,0,55
28,101,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,7
28,102,2,0,1,0,0,0,2,1,2,0,0,0,3,0,0,0,0,0,1,0,12
28,103,1,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,2,0,10
29,82,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,4
29,84,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,5
29,93,4,0,10,0,1,7,14,7,12,1,0,10,4,12,1,2,4,10,15,0,114
29,94,2,0,9,0,0,3,3,0,7,0,0,2,3,0,1,0,0,1,4,0,35
29,95,3,0,6,1,2,11,15,1,17,7,2,9,11,9,6,5,3,14,14,0,136
29,96,3,0,7,0,0,10,26,3,16,3,0,5,8,8,0,2,3,6,5,0,105
29,97,0,0,0,0,0,0,0,1,1,0,0,1,3,4,0,0,1,0,3,0,14
29,98,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
29,99,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,7
29,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
29,101,1,0,7,1,0,3,0,0,1,0,0,1,2,0,0,0,0,4,2,0,22
29,102,0,0,2,0,2,3,1,0,0,1,0,0,1,0,1,3,1,3,7,0,25
30,83,2,0,1,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,4,0,13
30,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
30,89,0,0,3,0,0,9,10,1,8,0,0,2,3,6,0,0,1,2,0,0,45
30,90,1,0,1,0,2,0,4,3,6,2,0,1,4,7,1,0,0,4,6,0,42
30,92,0,0,0,0,0,3,5,1,18,0,0,2,6,10,0,2,0,4,7,0,58
30,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
30,95,5,0,12,0,1,27,41,3,50,7,0,10,20,17,2,2,7,19,18,0,241
30,96,0,1,1,0,0,3,3,0,1,0,0,1,3,1,0,0,0,0,2,0,16
30,97,2,0,3,1,1,2,2,1,2,0,0,1,3,0,1,1,0,3,6,0,29
30,98,1,0,8,0,0,4,8,2,7,2,0,0,2,3,1,2,0,2,7,0,49
30,99,1,0,7,1,0,6,9,1,2,0,0,0,6,0,0,1,0,4,1,0,39
31,81,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,6
31,83,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,4,0,9
31,88,1,0,1,0,0,0,6,1,1,0,0,1,1,2,0,0,0,1,2,0,17
31,89,1,0,12,1,1,9,34,3,17,1,2,12,14,13,3,5,2,10,11,0,151
31,92,0,0,0,0,1,0,0,0,2,0,0,0,0,2,1,0,0,2,3,0,11
31,94,0,0,0,0,0,6,2,0,1,0,0,1,0,1,0,0,0,0,2,0,13
31,95,0,0,8,1,1,14,15,4,18,3,1,1,10,11,1,3,3,10,18,0,122
31,98,1,0,2,0,1,2,3,2,2,1,0,0,0,0,1,1,0,6,6,0,28
31,99,6,0,18,2,2,13,18,4,7,2,0,0,12,3,4,3,2,4,17,0,117
31,100,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,2,2,0,10
32,79,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,4
32,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
32,81,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
32,85,0,0,1,0,0,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,10
32,86,2,0,4,0,2,19,14,14,38,1,0,6,10,16,1,2,1,13,13,0,156
32,88,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3
32,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
32,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
32,92,0,0,1,0,0,0,2,3,5,2,0,0,0,2,0,0,0,0,4,0,19
32,93,0,0,7,1,3,13,12,3,9,3,1,3,12,4,3,5,5,10,14,0,108
32,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
32,99,1,0,15,0,1,6,5,2,5,0,0,1,7,1,1,1,1,3,7,0,57
32,100,2,0,3,0,0,1,4,3,4,0,0,0,2,34,2,2,0,0,7,0,64
32,101,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
33,79,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,4,0,9
33,80,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4
33,84,0,0,0,0,0,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,8
33,85,1,0,2,0,1,2,5,1,5,0,0,0,1,1,1,0,0,2,5,0,27
33,86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
33,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
33,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
33,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
33,97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3
33,99,2,0,1,0,0,2,3,3,0,0,0,0,1,2,0,0,0,0,1,0,15
33,100,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,1,0,0,1,0,9
33,101,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
34,78,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
34,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,84,1,2,3,0,2,0,17,1,10,1,1,1,3,4,3,4,1,2,16,0,72
34,85,0,0,1,0,2,2,1,0,2,0,0,2,1,0,1,1,0,3,5,0,21
34,86,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
34,90,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,7
34,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
34,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
34,95,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4
34,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
34,98,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
34,99,2,0,9,3,2,5,7,3,3,0,0,1,6,1,1,2,0,2,7,0,54
34,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
34,101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
35,78,1,0,3,0,0,0,2,1,4,0,0,0,0,2,0,0,0,1,8,0,22
35,79,2,0,1,0,0,5,1,0,5,1,0,1,4,2,0,0,1,0,5,0,28
35,81,0,0,3,1,1,9,3,0,4,1,0,2,1,4,1,2,0,1,6,0,39
35,82,0,1,7,0,2,13,20,3,22,1,0,8,3,6,1,1,0,5,13,0,106
35,83,1,0,1,0,1,2,2,0,4,0,0,0,0,3,0,0,0,2,2,0,18
35,86,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
35,88,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
35,90,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4
35,91,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4
35,92,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
35,93,1,0,2,0,2,1,2,5,3,1,0,0,1,0,1,2,0,3,6,0,30
35,94,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
35,96,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,5
35,97,5,1,25,0,1,11,32,7,9,4,1,0,13,2,3,7,9,17,30,0,177
35,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
35,100,0,0,2,0,0,1,5,0,3,1,0,0,0,0,0,0,0,1,0,0,13
36,76,4,0,4,0,0,2,3,3,4,0,0,0,1,2,1,2,0,4,5,0,35
36,77,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,7
36,78,12,0,9,0,4,8,15,4,21,1,0,1,4,3,2,4,0,5,20,0,113
36,79,2,0,7,0,0,12,20,1,19,4,0,6,5,4,0,1,1,3,5,0,90
36,80,2,0,6,0,0,5,10,1,24,0,0,4,4,7,0,0,0,2,2,0,67
36,81,5,1,2,0,2,12,3,2,12,0,0,2,7,8,1,3,0,3,12,0,75
36,82,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,5
36,83,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,6
36,87,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
36,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
36,89,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
36,90,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36,91,3,0,20,1,2,12,22,14,9,1,0,1,13,1,1,4,6,13,25,0,148
36,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
36,96,1,0,10,0,0,5,3,3,1,2,0,0,2,0,1,2,0,3,6,0,39
36,97,2,0,9,2,0,4,11,0,4,1,2,0,4,0,0,0,1,1,4,0,45
36,99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
36,100,2,0,5,0,0,0,8,1,2,0,0,0,1,1,1,0,0,1,3,0,25
36,102,0,1,2,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,9
36,103,2,0,9,0,3,3,5,1,2,2,0,0,1,0,1,2,0,1,2,0,34
36,104,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4
37,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,77,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,6
37,78,6,0,10,1,4,13,12,2,10,2,0,2,4,15,2,4,0,6,10,0,103
37,79,41,3,179,9,8,240,490,80,219,57,11,89,318,156,14,72,73,140,185,0,2384
37,80,3,0,18,0,0,9,17,2,5,0,1,1,8,1,0,0,0,1,5,0,71
37,81,0,0,3,0,0,4,6,1,3,0,0,0,1,1,1,1,0,2,4,0,27
37,82,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,2,0,7
37,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
37,85,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6
37,86,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3
37,87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3
37,89,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3
37,90,2,0,1,0,0,2,3,2,4,0,0,0,0,0,0,0,0,1,5,0,20
37,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
37,92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
37,94,4,0,1,0,2,2,2,0,2,0,0,0,0,0,1,1,0,1,0,0,16
37,95,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
37,97,0,0,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,0,8
37,98,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
37,99,0,0,1,0,0,2,3,0,3,1,0,0,1,0,1,1,1,0,5,0,19
37,100,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8
37,101,0,0,2,0,0,1,2,1,2,0,0,0,0,1,1,1,1,0,4,0,16
37,102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
37,103,1,0,10,0,1,3,2,2,0,0,0,0,1,0,1,0,0,0,1,0,22
37,104,0,0,1,0,0,4,1,0,0,0,0,0,1,0,0,0,1,0,4,0,12
37,105,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,5
38,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
38,77,3,0,1,0,1,1,5,1,4,1,0,1,3,4,0,1,0,0,4,0,30
38,78,1,0,9,0,0,12,16,4,7,0,0,1,4,36,1,3,0,4,6,0,104
38,79,3,0,4,0,0,5,8,4,0,0,1,2,0,2,1,2,1,1,3,0,37
38,80,4,0,9,0,1,6,8,1,3,0,0,1,1,0,1,2,0,1,3,0,41
38,81,2,0,2,0,1,3,5,1,0,0,0,0,2,0,0,0,0,1,3,0,20
38,82,0,0,3,0,0,1,0,0,5,0,0,1,0,0,1,1,0,1,7,0,20
38,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,86,4,5,22,2,2,21,49,4,18,12,0,0,16,6,8,9,11,23,33,0,245
38,87,0,0,5,0,0,2,6,1,3,1,0,0,2,1,0,1,0,2,1,0,25
38,88,0,0,3,0,1,2,4,1,1,1,0,0,0,0,1,1,0,2,5,0,22
38,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
38,91,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,3,0,10
38,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,94,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6
38,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,96,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
38,97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
38,98,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
38,99,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,7
38,100,0,0,30,1,2,16,28,8,21,6,0,1,19,3,1,6,5,9,16,0,172
38,101,3,0,17,0,0,8,20,5,9,4,0,0,6,1,0,0,2,4,6,0,85
38,102,0,0,8,0,1,2,8,4,0,0,0,0,1,0,0,0,1,1,3,0,29
38,103,3,0,16,1,3,15,18,1,2,2,0,1,9,1,1,3,2,8,13,0,99
38,104,2,1,4,0,3,2,2,2,2,0,0,1,1,0,2,2,1,1,7,0,33
38,105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
38,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
39,76,6,0,24,0,2,13,31,20,26,5,0,3,18,40,3,9,5,16,24,0,245
39,77,6,0,8,0,2,10,13,2,7,0,0,1,5,5,2,2,2,4,17,0,86
39,78,6,0,0,0,0,4,2,0,2,0,0,0,2,0,1,1,0,3,3,0,24
39,79,4,0,1,0,0,7,8,7,2,0,0,0,0,1,1,2,0,0,2,0,35
39,80,5,0,1,0,0,2,2,2,2,0,0,2,0,0,1,0,0,1,3,0,21
39,81,2,0,6,0,0,4,10,3,1,0,0,0,1,2,1,2,0,1,8,0,41
39,82,1,0,1,0,1,3,5,1,8,0,0,2,0,1,1,2,0,3,6,0,35
39,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,86,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4
39,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
39,91,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,6
39,93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
39,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,97,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
39,98,4,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8
39,99,3,0,1,0,1,1,2,0,1,0,0,0,0,0,1,0,0,1,2,0,13
39,100,4,0,13,1,0,8,18,0,4,2,0,0,2,1,0,1,0,1,3,0,58
39,101,12,3,141,6,10,84,242,27,75,43,7,16,172,26,11,39,36,61,163,0,1174
39,102,6,0,15,0,0,7,13,1,6,2,0,0,4,2,0,2,0,1,5,0,64
39,103,2,0,4,1,3,5,14,1,2,0,0,1,1,2,1,1,1,1,11,0,51
39,104,4,0,4,0,0,3,5,4,0,1,0,0,0,0,0,0,0,0,5,0,26
