x,y,Ind,Men,Men_1ind,Men_5ind,Men_coll,Men_fmp,Men_mais,Men_pauv,Men_prop,Men_surf,imputed
0,1,6,2.6,0.9,0.2,0.4,0.2,2.2,0,2.4,313.1,1
0,3,21,10.8,3.7,0,0,0,10.8,2.1,7.1,1026.5,3
0,4,60,21,0.9,0,0,0.9,21,3,20.1,2589,6
0,5,53,21.3,3.5,1.7,0,2.6,21.3,0.8,20.4,2283.3,6
0,6,32,12,2,1,0,0,12,3,11,1337,3
0,7,26,10.6,1.1,0,1,0.5,9.6,0.5,8.5,1085.2,3
0,9,2,0.9,0.2,0,0,0,0.9,0.1,0.8,94.4,1
0,10,5,2.5,0.6,0,0,0.4,2.5,0.4,2.3,285.6,2
0,11,28,12,2.9,1.1,0,0,12,2.9,11.1,1369.1,6
0,13,6,2.6,0.9,0.4,0,0.2,2.6,1.1,2.5,318,1
0,14,7,3,0.9,0.5,0,0.2,3,1.3,2.9,371,3
0,15,4,1.8,0.6,0.2,0,0.2,1.8,0.8,1.6,212,2
0,17,10,5.7,2.7,0,0,0.7,5.7,1.8,4.7,579.1,3
0,19,2,1.2,0.4,0,0,0.2,1.2,0.4,0.6,122.3,1
0,20,11,5,1.6,0.6,0,0.9,5,1.3,4.1,543.7,4
0,21,17,7.8,2.4,1,0,1.4,7.8,2,6.4,840.2,3
0,22,4,1.5,0.3,0.2,0,0.1,1.5,0.3,1.3,158.7,1
0,23,10,3.7,0.8,0.6,0,0.2,3.7,0.8,3.1,396.9,3
0,24,7,3.3,1.3,0,0,0.4,3.3,1.7,2.5,357.9,2
0,26,3,1.4,0.6,0,0,0.2,1.4,0.7,1.1,153.4,2
0,27,2,0.9,0.4,0,0,0.1,0.9,0.5,0.7,102.3,1
0,28,13,7,3.7,0.4,0.6,0.7,6.4,1.1,5.3,707.3,4
0,29,4,2.2,1.2,0.2,0.2,0.2,2,0.4,1.6,217.6,2
0,30,8,4,1,0,0.4,0.4,3.6,1.2,2.6,432.8,2
0,31,14,7,1.7,0,0.6,0.6,6.4,2,4.7,757.4,3
0,32,4,1.8,0.6,0,0,0.2,1.8,0.4,1.6,239.8,2
0,34,14,5.6,0.7,0,0,0.4,5.6,1.1,4.2,623.2,3
0,35,21,8.4,1.2,0,0,0.7,8.4,1.6,6.3,934.7,5
0,36,3,1.3,0.4,0.1,0.1,0.2,1.2,0.2,0.9,140.8,1
0,37,7,3.1,0.9,0.2,0.4,0.4,2.7,0.6,2.1,328.6,2
0,39,5,2.1,0.6,0.1,0.2,0.3,1.9,0.4,1.5,234.7,2
