x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
50,35,6579,19935,7421,216503,56618,21529,34182,264,18505,133725,31243,1651280,550109,113550,177258,223924,1682523
50,36,16636,144566,39598,623242,136429,69758,92943,1907,43662,663856,103710,3368010,963909,270090,401695,662840,3471720
50,37,9345,69318,25016,329929,57127,43558,71308,1221,25703,322370,74982,1775909,442986,172899,293781,354945,1850891
50,38,2760,15228,5274,108250,17207,11432,37873,321,8036,66528,16966,559178,115742,42534,190721,113524,576144
51,34,1026,6026,1933,48191,13722,7869,11822,174,2880,36470,6349,311234,119756,39811,70606,50124,317583
51,35,20039,130884,48230,747007,190603,96552,75626,2713,54086,747963,142458,4852707,1716547,481471,340313,795237,4995165
51,36,6052,33530,4393,156735,49737,17256,15075,1309,16441,212447,16695,1087407,430350,91304,73959,161128,1104102
51,37,898,2287,1735,18567,4213,5726,957,305,2111,8965,4299,87726,36275,13829,2034,20302,92025
52,33,21673,84031,49251,724072,172477,90546,70661,5169,59622,473465,145182,4350441,1367871,471319,369158,773323,4495623
52,34,6028,11774,9871,175165,57087,17140,26719,1633,16979,78891,53956,1330538,525493,108700,155728,185036,1384494
52,35,1173,1454,726,15592,8560,486,298,452,2700,10906,2177,140220,86993,2601,1211,16318,142397
52,36,596,901,3020,10317,4719,718,201,239,1513,6326,6799,80925,45685,2092,434,13337,87724
52,37,1111,1207,2125,10950,2144,944,609,171,2499,3215,4227,32220,8540,1591,946,13075,36447
52,38,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
53,33,47,92,35,980,467,58,50,22,114,675,305,8341,4519,412,272,1015,8646
53,34,1978,3511,3866,34220,14894,2309,2880,663,5152,23246,21595,274199,147228,13923,17304,38086,295794
53,35,5640,37411,9573,210632,63408,18104,15786,1267,14062,193590,29409,1368862,531994,84145,59472,220205,1398271
53,36,378,487,241,4334,2104,216,91,169,932,2866,1019,35503,21271,928,271,4575,36522
53,37,148,122,160,1393,225,271,63,81,343,410,331,4145,1121,491,132,1553,4476
53,38,4,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0
54,31,58,493,225,1196,127,114,220,36,177,4445,1290,9835,1204,867,1528,1421,11125
54,32,70,0,0,0,0,0,0,34,190,0,0,0,0,0,0,0,0
54,33,4,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0
54,34,6,28,0,121,16,39,3,5,16,168,0,746,100,236,12,121,746
54,35,215,372,187,3115,1423,339,75,78,576,1939,555,20361,11828,935,386,3302,20916
54,36,2752,20856,15421,131682,25282,14716,12412,629,6750,88983,41396,546362,145218,56206,43248,147103,587758
54,37,5565,61360,57361,352480,49243,40171,21137,1500,12704,224861,135027,1228243,266193,107984,48838,409841,1363270
54,38,36,0,0,0,0,0,0,17,87,0,0,0,0,0,0,0,0
55,31,5587,29980,38117,172881,41271,27560,32066,940,14500,182390,176919,1199955,347120,171037,218193,210998,1376874
55,32,2279,3368,1737,55697,12399,5394,25871,208,6981,23430,9648,418140,100263,38657,206503,57434,427788
55,33,945,726,320,6060,743,1621,1963,207,2721,5850,2049,45822,6725,11444,15398,6380,47871
55,34,2609,9426,4373,84881,23705,17415,17490,404,7201,65559,24224,619958,221114,106215,131032,89254,644182
55,35,4260,16031,12668,115855,31301,14242,13521,1587,11542,84959,53125,717963,247980,84117,68192,128523,771088
55,36,3556,11738,12762,144230,37156,7816,34405,528,8981,59842,58285,755774,245876,35394,161433,156992,814059
55,37,1751,5616,29556,111545,12935,18692,2566,708,4402,13384,60712,266770,43563,37703,6350,141101,327482
55,38,10,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0
55,39,7,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0
56,29,9,17,31,85,6,17,31,5,26,171,242,831,31,160,401,116,1073
56,30,33,19,34,152,17,44,44,20,108,152,211,1031,96,283,309,186,1242
56,31,8,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0
56,33,1506,4586,1535,34264,12181,2487,3073,426,4347,33015,9858,279247,122330,19130,22086,35799,289105
56,34,1122,1821,1232,20344,3526,3298,2978,303,3077,10451,6242,126971,28657,18287,18273,21576,133213
56,35,7957,33431,11086,254986,71364,30601,38778,1924,22295,176910,48335,1498598,526413,157578,208325,266072,1546933
56,36,9996,39673,57743,317019,78426,13531,37323,2918,26503,180623,267943,1782930,576271,55938,171063,374762,2050873
56,37,229,159,6055,5979,703,431,148,98,566,388,14899,15851,4165,822,332,12034,30750
56,38,45,0,0,0,0,0,0,21,119,0,0,0,0,0,0,0,0
56,39,23,0,251,45,2,6,9,13,101,0,605,97,3,14,20,296,702
57,28,86,426,548,4296,1461,583,677,28,264,2338,3416,27537,9128,3770,5833,4844,30953
57,29,62,64,108,719,75,85,299,38,197,568,879,6483,723,856,3052,827,7362
57,30,193,400,1045,2159,225,317,720,122,567,4349,8297,20064,2194,2694,7126,3204,28361
57,31,5505,9415,4038,108527,24483,24641,5724,1389,15603,42958,18913,616288,145105,153152,36245,112565,635201
57,32,1396,3309,3016,24436,7300,2626,3225,467,3844,21538,12519,184718,73052,18477,21882,27452,197237
57,33,8126,30331,14466,205604,72969,17913,15310,1811,22832,191328,71034,1506242,648367,121137,105370,220070,1577276
57,34,5049,32072,9938,218281,49063,21776,20417,1484,13972,163327,36568,1193220,333524,107515,96249,228219,1229788
57,35,3795,6397,14107,87589,22783,6101,5879,1009,11248,30964,62697,521789,166001,28649,26165,101696,584486
57,36,104,152,55,1355,701,63,19,62,304,999,215,11929,6729,534,74,1410,12144
57,37,257,207,6022,7683,452,1021,228,85,670,398,13124,11030,841,1326,460,13705,24154
57,38,78,0,100,60,11,4,0,38,210,0,328,437,75,19,0,160,765
58,28,434,1216,2635,7958,1505,856,2021,123,1161,8374,17194,56118,12458,5721,14233,10593,73312
58,29,57,62,120,849,126,17,154,33,179,589,745,6880,1284,157,1396,969,7625
58,30,2020,3868,4971,49870,4829,8207,5107,631,5509,22393,27945,328474,38855,51801,30756,54841,356419
58,31,4934,3851,3390,62218,9168,7067,13411,1243,13921,24146,22911,451595,81450,46787,104377,65608,474506
58,32,40,76,10,916,273,52,35,16,120,472,61,7400,2908,383,420,926,7461
58,33,96,46,1589,1956,211,194,133,14,227,87,2924,3067,396,272,213,3545,5991
