x,y,pp,ra,rp
0,0,3333139,2852499,85
0,1,3322072,2849872,85
0,2,3322508,2803997,84
0,4,3298437,2848872,86
0,5,3278395,2901305,88
0,6,3267655,2903280,88
0,7,3264263,2934306,89
0,8,3251189,2852109,87
0,9,3237511,2784168,85
0,11,3222656,2935518,91
0,12,3214106,2825430,87
0,13,3204782,2828296,88
0,14,3199388,2780184,86
0,15,3191193,2750670,86
1,0,3341128,2814282,84
1,1,3332003,2839789,85
1,4,3302395,2914870,88
1,5,3297811,3018676,91
1,6,3285345,2971577,90
1,7,3274721,2941877,89
1,8,3263172,2866837,87
1,9,3254174,2785597,85
1,10,3244796,2885314,88
1,11,3235222,2939518,90
1,12,3224107,2889309,89
1,13,3214085,2800329,87
1,14,3205159,2792188,87
1,15,3195868,2773074,86
2,0,3350176,2784016,83
2,1,3335884,2825213,84
2,2,3325872,2879275,86
2,3,3319568,2827883,85
2,5,3304224,2992788,90
2,6,3293262,3022549,91
2,7,3279264,2919434,89
2,8,3267495,2910400,89
2,11,3243373,2945256,90
2,13,3231086,2884568,89
2,14,3220615,2793565,86
2,15,3204607,2756555,86
3,0,3344242,2759030,82
3,2,3333480,2834304,85
3,3,3336022,2843623,85
3,4,3322374,2784332,83
3,5,3306566,2793630,84
3,6,3291797,2967844,90
3,7,3278623,3135912,95
3,8,3269618,2906643,88
3,9,3265027,2936085,89
3,10,3251759,3008027,92
3,11,3245677,2984651,91
3,12,3241650,2947563,90
3,13,3236729,2903769,89
3,14,3226447,2859281,88
3,15,3217986,2758773,85
4,0,3349665,2740505,81
4,2,3341701,2905067,86
4,3,3337455,2912042,87
4,6,3300756,3023304,91
4,7,3278993,3165208,96
4,9,3265257,3006485,92
4,10,3261105,2992170,91
4,11,3248914,2979296,91
4,12,3242056,2936948,90
4,13,3237339,2911358,89
4,14,3231703,2796857,86
4,15,3223322,2751736,85
5,0,3362168,2764236,82
5,1,3353489,2832922,84
5,2,3346210,2832840,84
5,3,3339196,2855446,85
5,4,3332113,2939109,88
5,5,3323327,2983247,89
5,6,3309036,3006962,90
5,7,3287786,3068610,93
5,8,3272697,2930897,89
5,9,3261569,2948188,90
5,10,3264965,2948452,90
5,11,3257858,2942122,90
5,12,3244795,2906436,89
5,13,3235585,2761688,85
5,14,3233192,2878225,89
5,15,3220780,2807949,87
6,0,3369095,2760840,81
6,1,3358579,2836962,84
6,2,3349967,2856369,85
6,3,3344240,2904416,86
6,4,3337611,2906373,87
6,5,3319480,2962869,89
6,6,3305978,3006800,90
6,7,3294174,3046548,92
6,8,3284277,3000263,91
6,9,3269828,2964031,90
6,10,3262222,2928413,89
6,11,3252997,2903335,89
6,12,3242679,2828613,87
6,13,3233417,2891429,89
6,14,3225655,2736395,84
6,15,3212172,2797211,87
6,16,3206419,2797086,87
7,0,3375188,2859804,84
7,1,3365292,2865043,85
7,2,3355461,2890766,86
7,3,3347642,2906385,86
7,4,3337184,2832368,84
7,5,3321431,2823339,85
7,6,3308163,2949018,89
7,7,3294939,3015487,91
7,8,3283059,2947808,89
7,9,3270104,2925565,89
7,10,3259644,2918956,89
7,11,3248357,2916963,89
7,12,3237205,2812471,86
7,13,3231954,2822861,87
7,14,3223188,2782148,86
7,15,3204917,2715974,84
7,16,3197538,2710810,84
8,0,3383591,2909748,85
8,1,3372763,2821223,83
8,2,3358889,2889818,86
8,3,3346727,2852946,85
8,4,3335420,2913748,87
8,5,3319156,2887740,87
8,6,3306216,2912594,88
8,7,3298068,3006165,91
8,8,3284038,2915470,88
8,9,3267543,2993647,91
8,10,3262181,2979066,91
8,11,3250757,2964190,91
8,12,3240831,2943734,90
8,13,3232040,2877141,89
8,14,3218504,2875065,89
8,15,3205067,2807203,87
8,16,3192393,2775520,86
9,0,3383564,2815626,83
9,2,3354993,2884474,85
9,3,3341027,2881573,86
9,4,3328256,2916884,87
9,5,3317705,2897030,87
9,6,3312215,2938917,88
9,7,3302797,3013864,91
9,8,3289439,3105296,94
9,9,3280852,3025699,92
9,10,3269815,3012739,92
9,11,3262608,2972102,91
9,12,3248842,2972042,91
9,13,3235210,2882288,89
9,14,3221398,2902863,90
9,15,3207317,2829301,88
9,16,3191516,2806781,87
10,0,3384816,2935574,86
10,1,3369439,2918947,86
10,2,3351114,2886838,86
10,3,3340700,2908147,87
10,4,3331088,2926542,87
10,5,3322539,2857045,85
10,6,3315943,2933288,88
10,7,3307341,2950005,89
10,8,3297357,3085169,93
10,9,3286974,3076408,93
10,10,3275111,2941076,89
10,11,3267953,2894661,88
10,12,3253218,3011998,92
10,13,3244643,2966980,91
10,14,3229920,2883097,89
10,15,3207775,2893961,90
10,16,3183975,2825981,88
11,0,3389935,2866549,84
11,1,3372651,2924925,86
11,2,3358983,2916247,86
11,3,3347538,2932060,87
11,4,3337675,2910268,87
11,5,3328319,2972530,89
11,6,3318963,2929190,88
11,7,3309248,2965938,89
11,8,3300389,3064711,92
11,9,3288690,3126821,95
11,10,3277913,3049956,93
11,11,3264991,2852803,87
11,12,3257181,2917899,89
11,13,3245325,3013954,92
11,14,3232433,2931002,90
11,15,3205062,2870131,89
11,16,3180117,2809641,88
11,17,3165162,2758645,87
12,0,3396344,2894208,85
12,1,3381736,2965413,87
12,2,3368049,2948217,87
12,3,3354234,2937248,87
12,4,3343967,2906563,86
12,5,3334276,2984331,89
12,6,3322948,2848660,85
12,7,3311601,2994503,90
12,8,3302310,3091390,93
12,9,3291278,3128949,95
12,10,3276321,3039160,92
12,12,3252592,3045512,93
12,13,3240722,3007233,92
12,14,3227413,2917369,90
12,15,3204803,2867786,89
12,16,3183132,2848873,89
12,17,3165859,2801250,88
12,18,3150925,2804787,89
13,0,3397834,2908400,85
13,1,3385112,2959847,87
13,2,3366538,2891527,85
13,3,3354433,2877470,85
13,4,3345689,3005844,89
13,5,3336309,3031969,90
13,6,3326582,3011312,90
13,7,3313129,3034631,91
13,8,3302379,3082554,93
13,9,3290771,3125044,94
13,10,3274556,2990748,91
13,11,3258256,3069998,94
13,12,3242682,3016571,93
13,13,3231291,2942901,91
13,14,3216536,2972182,92
13,15,3197741,2899108,90
13,16,3184259,2871686,90
13,17,3172611,2835710,89
13,18,3152440,2812513,89
14,0,3412618,2899534,84
14,1,3389462,2899274,85
14,2,3365262,2969692,88
14,3,3352757,2936764,87
14,4,3343742,3032678,90
14,5,3337034,3058734,91
14,6,3324331,2959561,89
14,7,3309819,3078820,93
14,8,3296879,3006203,91
14,9,3283752,3164731,96
14,10,3266889,3083841,94
14,11,3254671,3048632,93
14,12,3238711,3020392,93
14,13,3225251,2950258,91
14,14,3210663,2906300,90
14,15,3196838,2939026,91
14,16,3183377,2896207,90
14,17,3172487,2930864,92
14,18,3158959,2808197,88
14,19,3140652,2819167,89
15,0,3426664,2869883,83
15,1,3404796,2923422,85
15,2,3382213,2979709,88
15,3,3365899,3023566,89
15,4,3344753,3014356,90
15,5,3329866,3033847,91
15,6,3314666,3059687,92
15,7,3298954,3089159,93
15,8,3286940,3001358,91
15,9,3278799,3171878,96
15,10,3265915,3096375,94
15,11,3254154,3062784,94
15,12,3238868,2968871,91
15,13,3225233,2963794,91
15,14,3209613,2936709,91
15,15,3197187,3004808,93
15,16,3185717,2968277,93
15,17,3174659,2973933,93
15,18,3162475,2780857,87
15,19,3148421,2855185,90
16,0,3439750,2917775,84
