x,y,BASIC_EDUCATION_OR_LESS,INACTIVE_POPULATION,LABOUR_FORCE,MEN,MEN_0_14,MEN_15_64_,MEN_65p,TERTIARY_EDUCATION,TOTAL,TOTAL_0_14,TOTAL_15_64,TOTAL_65p,UPPER_SECONDARY_EDUCATION,WOMEN,WOMEN_0_14,WOMEN_15_64,WOMEN_65p
55,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,127,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0
56,126,32,75,11,44,0,14,25,0,90,0,30,60,37,46,0,8,35
57,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,127,0,14,11,16,0,12,0,0,26,0,18,7,13,10,0,6,0
60,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,124,79,165,102,145,10,100,31,26,299,32,187,80,154,154,14,87,49
63,125,0,0,0,0,0,0,0,0,18,0,11,0,0,0,0,0,0
63,126,16,74,49,88,16,49,23,19,149,26,92,31,88,61,10,43,8
63,127,74,109,78,103,19,66,16,15,217,30,135,52,79,114,11,69,30
64,123,27,71,13,60,0,30,15,0,117,14,68,30,45,57,0,32,15
64,124,244,614,484,613,69,440,104,161,1259,145,872,240,690,639,76,426,136
64,125,67,149,84,149,9,96,24,0,291,29,178,78,142,142,6,82,39
64,126,96,209,189,265,49,177,32,40,497,78,347,68,262,232,29,170,31
64,127,73,219,193,232,21,151,47,79,479,58,314,105,260,247,9,163,58
65,121,0,39,11,33,0,18,9,0,69,0,49,15,36,31,0,17,6
65,122,304,642,345,548,41,349,134,120,1095,92,712,289,544,547,37,356,133
65,123,110,267,155,256,40,168,48,59,501,68,328,102,253,234,28,160,46
65,124,48,104,30,74,7,46,8,0,167,14,98,45,68,77,7,37,17
65,125,88,126,56,119,15,68,28,0,228,36,115,76,94,109,14,47,37
65,126,156,246,120,214,18,147,34,11,434,54,290,85,202,215,22,143,38
66,121,12,70,23,55,0,28,10,17,123,0,81,32,45,45,0,28,8
66,122,129,147,39,125,11,63,27,0,283,36,152,83,75,153,13,70,39
66,123,33,45,0,36,0,0,17,0,94,0,35,34,11,36,0,0,17
66,124,98,124,38,91,12,56,16,0,195,24,118,50,56,104,12,62,25
66,125,44,60,29,48,0,30,12,0,98,9,59,30,41,50,0,29,18
66,126,25,34,14,30,0,21,6,0,58,5,35,13,23,23,0,14,7
66,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,102,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0
67,121,76,97,48,88,0,52,24,0,171,20,105,46,63,77,0,47,22
67,122,67,85,44,80,6,49,22,0,178,20,99,41,55,86,7,50,19
67,123,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
67,124,62,76,16,50,0,28,14,0,105,6,57,38,27,55,0,29,17
67,125,42,43,25,39,0,10,11,0,75,0,36,32,16,36,0,11,14
67,126,47,50,36,50,0,32,8,0,115,11,61,25,37,50,0,29,11
67,127,14,21,0,23,0,9,0,0,41,0,25,8,0,18,0,7,0
68,102,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
68,119,16,34,0,26,0,0,9,0,41,0,19,22,0,15,0,0,7
68,120,17,36,0,25,0,13,12,0,42,0,20,22,21,17,0,7,10
68,121,69,98,39,82,0,45,9,0,172,17,100,49,56,90,0,45,14
68,122,26,44,25,38,0,29,0,0,86,0,59,17,39,39,0,23,0
68,123,78,108,85,118,19,77,22,12,223,30,148,45,103,105,11,71,23
68,124,80,83,48,85,5,67,0,0,174,10,125,25,32,73,5,45,0
68,125,143,173,58,146,0,100,19,0,276,18,179,66,91,130,0,79,30
68,126,114,131,87,139,18,100,8,0,263,45,178,40,101,124,12,78,11
68,127,43,44,15,29,0,12,7,0,70,0,36,28,13,41,0,12,12
69,105,120,208,134,184,21,123,40,48,389,40,249,98,174,198,19,121,58
69,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,121,232,340,188,307,22,196,76,34,600,57,359,172,249,288,17,163,96
69,122,432,802,594,826,117,546,149,133,1649,253,1081,315,815,823,121,535,158
69,123,161,182,139,185,14,139,28,0,373,33,254,74,138,173,19,106,46
69,124,34,36,14,46,0,22,6,0,93,19,54,15,16,47,0,26,9
69,125,35,36,25,32,0,25,6,0,66,5,49,12,25,34,0,24,6
69,126,160,197,105,172,8,126,14,0,353,51,225,77,134,181,12,99,32
69,127,52,65,49,78,0,56,6,0,156,10,103,31,41,68,0,42,7
70,104,0,14,0,13,0,9,0,0,22,0,16,5,11,9,0,7,0
70,105,314,435,415,487,73,331,83,91,997,132,677,185,445,495,59,334,102
70,120,60,115,20,79,0,38,41,22,145,0,71,74,63,66,0,33,33
70,122,86,128,99,137,16,97,16,0,271,33,184,44,120,134,17,87,19
70,123,103,127,75,117,17,81,18,0,249,47,157,45,95,132,21,76,27
70,124,63,72,34,74,5,43,0,0,162,12,110,21,40,79,7,42,0
70,125,41,39,38,66,0,46,0,0,128,9,93,18,41,62,0,29,0
70,126,31,48,24,63,0,45,0,0,129,9,86,20,36,66,0,41,0
70,127,86,98,64,96,7,71,8,0,204,24,144,30,78,96,9,64,10
71,104,22,36,19,44,0,15,6,0,97,0,51,38,19,35,0,12,10
71,105,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0
71,119,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
71,121,0,22,0,15,0,8,7,12,31,0,16,15,17,16,0,8,8
71,122,266,577,450,580,80,385,110,157,1191,157,775,257,594,611,77,390,140
71,123,14,15,11,19,0,9,0,0,46,0,25,8,11,19,0,9,0
71,124,11,26,0,25,0,19,0,0,74,0,47,7,0,23,0,12,0
71,125,24,25,29,44,0,26,0,0,80,10,55,13,28,36,0,22,0
71,126,74,74,60,87,0,60,6,0,194,24,117,44,34,96,0,46,9
71,127,117,124,102,137,24,88,21,0,296,61,162,64,100,150,26,74,43
72,104,13,44,18,41,0,23,11,0,77,0,49,25,44,36,0,20,8
72,105,380,724,521,682,91,462,127,183,1436,183,915,334,670,754,92,453,207
72,106,35,82,52,88,12,52,15,14,188,29,120,33,85,90,17,54,13
72,118,38,140,41,108,0,61,30,38,209,8,118,73,90,101,0,52,35
72,122,737,1580,1469,1753,289,1150,302,535,3629,574,2421,629,1770,1871,280,1271,315
72,123,605,1122,1126,1366,259,956,142,263,2755,501,1933,320,1367,1383,236,972,165
72,125,18,20,14,26,0,10,7,0,90,5,49,21,13,31,0,10,7
72,126,16,13,39,55,5,28,0,0,119,19,64,17,21,53,9,26,0
72,127,47,16,28,36,0,20,0,0,104,7,59,25,0,47,0,16,0
73,104,0,64,0,55,0,34,12,11,100,0,60,33,43,45,0,26,13
73,105,0,11,0,20,0,9,0,0,43,0,27,5,11,18,0,9,0
73,106,13,25,13,19,0,14,0,0,41,0,26,12,23,22,0,12,0
73,118,83,117,44,91,0,52,35,0,184,5,103,70,70,93,0,51,35
73,121,189,549,283,495,74,310,106,135,976,144,640,192,497,481,63,330,86
73,122,1444,2931,2714,3224,497,2227,491,850,6687,1037,4592,1056,3338,3463,523,2365,565
73,123,719,1419,1561,1704,299,1147,256,514,3582,583,2403,592,1688,1878,284,1256,336
73,124,122,216,244,265,54,184,27,53,581,115,394,66,277,305,56,210,39
73,126,31,33,19,47,0,27,5,0,100,8,57,23,20,37,0,17,7
73,127,27,24,23,33,0,15,8,0,72,0,38,19,0,39,0,14,11
74,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,105,0,0,0,6,0,0,0,0,12,0,7,5,0,6,0,0,0
74,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,118,195,342,236,327,24,209,72,76,655,57,421,164,290,320,23,205,80
74,122,172,475,389,500,64,338,87,113,1011,143,681,183,555,511,67,343,96
74,123,57,118,130,158,20,107,22,34,314,51,209,45,154,151,18,102,23
74,124,878,1532,1807,2065,386,1513,155,389,4159,805,2980,369,2054,2094,411,1457,208
74,125,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
74,126,25,35,0,19,0,12,0,0,60,0,30,16,0,24,0,13,0
74,127,53,52,13,53,0,23,5,0,123,16,69,27,0,55,0,27,8
75,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,117,80,128,71,109,9,68,32,17,222,23,134,65,102,113,14,66,33
75,118,0,104,51,91,0,58,24,48,160,0,103,52,87,69,0,45,18
75,122,255,526,293,439,40,280,112,80,925,106,542,277,432,486,51,262,165
75,124,3305,6031,6586,7595,1424,5252,919,1869,15406,2780,10534,2092,7439,7811,1356,5282,1173
75,125,121,190,216,264,48,196,20,30,492,86,364,42,255,228,38,168,22
75,126,0,0,0,9,0,0,0,0,19,0,8,0,0,5,0,0,0
75,127,0,13,14,31,0,11,0,0,76,5,41,13,12,29,0,8,0
76,117,51,153,52,117,0,71,40,33,253,10,141,93,115,104,0,56,43
76,122,0,23,27,29,0,26,0,24,53,0,45,5,21,24,0,19,0
76,124,2067,3854,4417,5005,968,3397,638,1308,10166,1895,6846,1425,4870,5161,927,3449,782
76,126,0,0,0,0,0,0,0,0,25,0,12,5,0,0,0,0,0
76,127,18,29,0,27,0,14,0,0,57,0,31,20,0,25,0,8,0
77,110,0,0,0,6,0,0,0,0,11,0,8,0,0,5,0,0,0
77,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,122,564,2109,1921,2234,337,1509,387,1513,4685,655,3081,949,1953,2451,318,1572,554
77,123,1740,5743,5359,5839,791,4137,910,3611,12671,1569,8650,2451,5731,6832,778,4513,1541
77,124,1495,2636,2989,3306,566,2347,382,684,6766,1128,4645,986,3361,3460,554,2298,596
77,126,40,37,25,39,0,25,5,0,76,0,48,20,11,31,0,17,5
77,127,33,68,16,88,0,53,0,0,172,22,111,23,55,77,0,39,0
78,110,50,179,164,181,18,136,27,96,400,57,286,57,197,219,39,150,30
78,111,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
78,115,0,21,0,18,0,12,0,0,39,0,22,8,15,13,0,10,0
78,116,252,345,305,390,50,263,77,58,759,94,477,185,331,355,44,203,108
78,122,2151,7621,6955,7800,1060,5352,1388,4956,16643,2063,11092,3488,7467,8843,1003,5740,2100
78,123,14354,38278,38793,42028,6294,29364,6370,19544,89542,12454,60820,16268,43138,47514,6160,31456,9898
78,124,953,1421,1873,1987,385,1418,184,283,4005,711,2805,489,2058,2018,326,1387,305
78,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,126,59,72,14,57,0,39,5,0,114,9,70,30,18,57,0,31,10
78,127,13,21,15,20,0,16,0,0,67,7,47,5,21,23,0,15,0
79,110,592,1357,1481,1589,241,1103,240,466,3345,489,2293,559,1775,1756,248,1183,319
79,111,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0
79,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,116,0,0,15,12,0,12,0,0,29,0,28,0,14,8,0,8,0
79,117,86,109,64,111,7,54,45,14,204,17,95,88,76,93,5,41,43
79,118,150,386,340,405,45,263,91,130,818,92,530,196,423,413,40,267,98
79,122,351,1284,1482,1608,287,1094,220,931,3326,560,2238,528,1414,1718,264,1144,308
79,123,6277,14644,17801,19239,3643,13378,2218,7433,39603,7154,27485,4964,18723,20364,3511,14107,2746
79,124,3101,5661,7539,8125,1755,5750,617,2007,16625,3423,11605,1593,8076,8500,1668,5855,971
