x,y,BASIC_EDUCATION_OR_LESS,INACTIVE_POPULATION,LABOUR_FORCE,MEN,MEN_0_14,MEN_15_64_,MEN_65p,TERTIARY_EDUCATION,TOTAL,TOTAL_0_14,TOTAL_15_64,TOTAL_65p,UPPER_SECONDARY_EDUCATION,WOMEN,WOMEN_0_14,WOMEN_15_64,WOMEN_65p
0,47,1049,2301,2322,2451,308,1739,399,1028,5240,595,3664,975,2546,2780,287,1910,576
0,48,687,1422,1602,1697,240,1181,252,554,3479,450,2415,612,1761,1782,202,1234,326
0,49,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0
0,51,111,120,167,175,7,127,16,14,370,58,253,48,145,190,11,126,17
0,52,157,242,320,338,56,248,19,44,703,121,501,73,342,347,54,241,28
0,53,127,245,332,341,32,249,36,50,687,98,502,80,370,346,41,253,38
0,54,194,264,396,394,68,268,37,58,815,139,564,106,398,421,64,286,49
0,55,43,67,74,84,8,59,0,0,166,25,120,17,86,82,7,61,0
0,56,281,410,452,508,87,327,86,114,1029,161,681,186,465,515,68,349,93
0,57,0,0,0,10,0,0,0,0,18,6,10,0,0,8,0,0,0
0,58,0,13,0,21,0,8,0,0,61,0,30,6,0,25,0,5,0
0,59,138,177,156,191,10,137,34,23,380,31,265,80,157,189,11,128,46
0,60,148,248,247,258,10,178,40,71,586,57,383,130,255,311,9,190,67
0,61,16,44,52,67,10,43,7,0,133,18,87,20,62,66,8,44,5
1,46,0,0,0,15,0,5,0,0,26,0,18,0,0,11,0,5,0
1,47,65,135,201,215,31,159,14,64,445,53,335,29,195,196,22,153,9
1,48,12,30,62,59,13,42,0,24,120,21,91,6,56,54,8,44,0
1,49,187,267,390,379,54,290,35,79,784,121,557,100,391,399,67,267,65
1,50,58,55,73,72,8,52,0,0,154,22,103,25,45,82,7,51,0
1,51,15,38,25,67,0,43,0,0,149,24,94,8,42,82,0,41,0
1,52,107,152,183,211,36,149,18,0,431,77,300,50,208,220,30,151,25
1,53,27,18,49,60,0,45,5,0,149,10,102,11,41,62,0,38,6
1,54,0,0,15,32,0,20,0,0,66,5,49,0,28,26,0,13,0
1,55,285,375,462,498,71,352,64,93,998,140,689,162,454,500,69,337,78
1,56,157,186,163,217,21,138,32,12,432,52,285,78,150,215,14,138,39
1,57,36,42,47,54,0,37,5,0,110,13,70,19,47,48,0,33,7
1,58,29,34,26,45,0,29,6,0,90,7,56,11,26,33,0,20,5
1,59,58,73,75,104,0,70,0,25,237,24,175,20,67,115,0,79,0
1,60,39,51,70,74,0,56,0,0,155,6,116,24,69,72,0,53,0
1,61,89,94,120,124,7,94,10,0,268,36,182,43,103,144,9,88,13
2,44,0,13,22,20,0,17,0,0,37,0,29,6,25,17,0,12,0
2,45,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0
2,46,0,0,0,7,0,5,0,0,26,6,12,0,0,13,0,7,0
2,47,0,0,0,0,0,0,0,0,16,0,11,0,0,0,0,0,0
2,48,28,49,93,91,15,65,6,11,175,32,124,15,90,84,12,59,9
2,49,103,148,225,214,31,159,17,22,464,65,322,59,221,244,34,163,30
2,50,42,65,59,82,5,44,18,0,171,17,91,40,74,71,5,47,12
2,51,98,109,167,175,26,118,19,36,353,44,249,50,140,171,18,117,25
2,52,41,69,90,100,0,69,10,0,216,32,137,36,99,105,0,61,11
2,53,59,92,110,152,15,90,13,0,289,41,200,31,116,137,15,76,18
2,54,24,56,30,71,0,39,8,0,134,13,83,26,36,63,0,30,8
2,55,28,58,81,85,0,60,0,0,193,13,143,17,71,85,0,57,0
2,56,132,146,174,203,34,131,14,14,417,76,278,58,150,204,30,131,20
2,57,134,164,171,195,7,141,13,13,395,44,281,63,166,200,11,131,25
2,58,35,38,12,42,0,21,0,0,95,5,58,15,12,46,0,21,0
2,59,35,49,11,41,0,29,0,0,114,0,58,21,0,48,0,29,0
2,60,0,0,0,14,0,7,0,0,37,0,18,5,0,15,0,6,0
2,61,0,0,0,6,0,0,0,0,13,0,9,0,0,7,0,0,0
2,62,0,0,0,6,0,0,0,0,12,0,10,0,0,6,0,0,0
3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,19,43,24,38,0,24,11,15,78,0,53,22,33,32,0,21,11
3,45,0,20,13,28,0,11,0,0,53,7,30,9,21,25,0,13,0
3,46,314,357,444,452,48,355,49,90,914,108,675,126,397,457,60,320,77
3,47,0,0,0,7,0,0,0,0,15,5,7,0,0,8,0,0,0
