x,y,0_5,100_,10_15,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,m,pop
0,0,0,0,0,3,0,0,4,0,3,0,0,3,3,0,3,3,3,0,0,0,0,11,11,22
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,9,7,16
0,2,3,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,8
0,4,0,0,3,0,5,3,0,0,3,3,3,4,0,0,0,0,3,0,0,0,0,11,13,24
0,5,17,0,20,11,8,13,11,8,22,13,17,16,22,11,12,6,4,3,0,0,0,109,106,215
0,6,4,0,5,3,0,3,0,6,3,3,4,7,0,0,4,3,0,0,0,0,0,16,30,46
0,7,3,0,4,0,0,0,3,0,0,3,3,3,3,3,0,0,3,0,0,3,0,16,13,29
0,8,0,0,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,3,4,7
0,9,3,0,0,0,0,0,0,4,0,3,0,0,3,0,3,3,0,0,0,0,0,8,7,15
0,10,0,0,3,0,0,0,0,0,3,0,0,3,0,3,0,3,0,0,0,0,0,6,6,12
0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,6
0,12,0,0,0,0,0,3,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,11,6,17
0,14,0,0,0,0,3,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,3,6
0,15,3,0,0,0,0,0,3,0,0,3,0,3,0,0,4,0,3,0,0,0,0,8,17,25
0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3
0,20,0,0,4,3,0,5,3,4,4,3,3,7,0,4,3,0,0,0,0,0,0,18,27,45
0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,6
0,24,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,0,3,0,0,0,0,9,10,19
0,25,0,0,3,7,3,0,0,0,3,5,3,3,0,4,7,0,3,0,0,0,0,18,22,40
0,26,3,0,3,3,0,0,4,3,3,4,3,0,0,3,0,4,3,0,0,0,0,16,22,38
0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3
0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,0,3,0,3
0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,4,7
0,31,34,0,11,3,0,9,26,17,9,5,3,3,18,4,0,0,0,0,0,0,0,74,69,143
0,32,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,8,14
0,34,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,8,13
0,35,0,0,3,0,3,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,8,14,22
0,36,4,0,0,0,0,3,0,0,3,3,4,3,0,0,0,0,0,0,0,0,0,12,12,24
0,37,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,5,9
0,38,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,6
0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,42,8,0,6,10,9,0,14,8,5,6,18,14,11,8,9,14,5,3,3,0,0,78,71,149
0,43,0,0,3,5,4,0,3,3,0,5,5,3,0,3,3,3,0,0,0,0,0,19,19,38
0,44,3,0,3,3,3,4,3,3,0,3,0,0,5,3,0,6,0,3,0,0,0,20,22,42
0,47,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,3,0,3,0,0,8,10,18
0,56,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,6
0,59,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
0,60,3,0,3,0,3,0,0,0,0,3,5,6,0,3,4,4,3,0,0,0,0,17,19,36
0,73,0,0,0,3,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,5,10,15
0,74,8,0,20,9,7,10,11,8,12,18,14,12,8,12,10,13,8,0,3,0,0,88,96,184
0,75,27,0,31,26,12,15,18,21,31,29,17,11,37,8,7,3,3,3,3,0,0,154,144,298
0,76,39,0,28,18,7,18,25,36,34,27,14,7,41,3,5,4,3,0,0,0,0,151,159,310
0,77,40,0,69,63,24,17,30,39,56,64,47,33,47,25,22,36,13,10,0,0,0,324,314,638
0,78,43,0,58,55,18,28,41,34,55,61,52,39,49,22,10,10,15,6,0,3,0,282,316,598
0,79,3,0,5,6,6,0,0,4,6,9,7,3,3,5,6,3,4,0,0,0,0,32,40,72
0,80,3,0,5,3,0,0,3,7,3,3,3,3,3,0,0,0,0,0,0,0,0,17,20,37
0,82,0,0,5,0,0,0,0,0,3,4,0,3,0,3,0,3,0,0,0,3,0,13,11,24
0,83,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,6,10
0,84,3,0,4,0,3,4,3,0,5,5,3,6,0,3,7,3,3,0,0,0,0,22,29,51
0,85,4,0,3,3,3,0,3,3,4,5,5,4,4,4,3,3,3,0,0,0,0,26,22,48
0,87,0,0,0,3,3,3,4,0,3,3,3,3,3,3,0,0,0,0,0,0,0,14,15,29
0,88,0,0,0,0,6,12,6,0,0,0,0,3,0,3,3,0,0,0,0,0,0,21,13,34
0,92,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,6
0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3
0,94,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0,96,0,0,0,3,0,0,0,3,3,0,0,0,3,3,3,0,0,0,0,0,0,8,10,18
0,97,5,0,4,3,0,0,0,5,3,0,4,3,3,3,4,3,7,0,0,0,0,26,22,48
0,98,6,0,5,4,4,5,3,7,3,4,4,6,9,3,5,0,3,0,4,0,0,37,36,73
0,99,0,0,0,4,3,0,0,3,4,0,0,4,0,0,0,3,0,0,0,0,0,11,12,23
0,100,3,0,6,0,0,3,3,7,7,3,3,0,4,5,3,0,0,0,0,0,0,27,23,50
0,101,0,0,6,3,0,0,3,0,4,5,0,0,0,0,3,0,0,0,0,0,0,15,15,30
0,102,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,4,9
0,104,0,0,4,5,3,3,3,4,0,3,0,0,0,3,3,3,0,0,0,0,0,18,21,39
0,105,3,0,0,4,3,3,5,4,0,3,4,4,7,0,3,0,0,3,3,0,0,22,22,44
0,108,7,0,3,3,0,0,5,7,0,3,0,6,4,3,4,3,0,0,0,0,0,25,26,51
0,109,4,0,3,3,3,3,3,5,3,3,3,6,6,0,3,5,0,3,0,0,0,23,29,52
0,110,0,0,0,0,0,0,0,3,4,3,0,3,4,0,0,0,0,0,0,0,0,10,10,20
0,111,0,0,0,3,3,5,0,0,3,3,3,3,3,3,4,5,0,3,0,0,0,19,19,38
0,112,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
0,113,0,0,3,0,3,0,0,3,3,0,0,0,3,4,0,0,0,0,0,0,0,11,10,21
0,115,5,0,7,8,3,0,4,4,11,8,3,4,5,0,3,6,0,0,0,0,0,38,34,72
0,116,0,0,0,3,3,0,3,5,3,0,0,3,3,0,3,3,0,0,0,0,0,13,15,28
0,117,3,0,9,0,0,3,3,4,6,0,3,0,3,3,3,0,0,0,0,0,0,17,20,37
0,118,0,0,5,3,5,0,3,0,6,0,3,5,0,4,3,0,0,0,0,0,0,20,20,40
0,119,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
0,120,3,0,13,12,4,0,5,4,13,10,11,7,11,6,7,7,3,6,0,0,0,54,67,121
0,121,0,0,0,0,0,0,3,0,3,0,0,0,3,3,3,0,0,3,0,0,0,4,5,9
0,122,5,0,6,11,3,0,3,5,9,12,3,3,8,5,0,3,3,3,0,0,0,36,38,74
0,123,0,0,5,5,0,0,3,0,3,0,3,0,3,3,3,0,0,0,0,0,0,15,16,31
0,124,0,0,3,0,3,3,6,4,0,3,5,6,3,6,4,5,3,0,0,0,0,23,29,52
0,125,3,0,3,4,3,0,6,4,3,0,0,0,4,3,0,0,3,0,0,0,0,14,19,33
0,126,7,0,5,6,4,8,4,4,5,6,7,4,8,8,5,3,3,3,5,0,0,45,48,93
0,127,5,0,4,6,3,5,3,3,3,5,8,0,4,0,0,3,3,0,0,0,0,27,28,55
1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,6,11
1,1,4,0,5,3,0,0,0,3,3,4,0,3,4,0,3,6,3,3,0,0,0,20,22,42
1,2,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,6,7,13
1,3,0,0,4,3,0,3,3,3,0,5,5,4,0,0,5,4,0,0,0,0,0,19,24,43
1,4,3,0,3,0,0,0,0,5,4,0,0,4,0,3,0,0,0,0,0,0,0,9,14,23
1,5,4,0,12,10,7,7,3,5,15,7,7,6,6,10,7,9,3,0,0,0,0,59,60,119
1,6,7,0,3,9,4,3,9,4,10,5,3,7,11,6,4,4,6,3,0,0,0,45,51,96
1,7,3,0,5,3,0,3,0,0,3,3,6,0,3,3,0,0,0,3,0,0,0,15,19,34
1,8,25,0,21,13,3,10,26,20,14,15,9,3,19,12,8,5,3,0,0,0,0,97,109,206
1,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,3
1,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,10
1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
1,16,0,0,4,3,0,0,0,3,3,3,0,0,3,4,3,0,0,0,3,0,0,12,16,28
1,20,3,0,0,0,0,0,3,0,3,3,3,3,3,4,3,3,3,0,0,0,0,13,16,29
1,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
1,25,3,0,3,0,0,0,0,3,3,0,0,3,4,0,0,0,0,3,0,0,0,10,14,24
1,26,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,9,9,18
1,30,0,0,0,0,3,0,3,0,0,3,0,4,0,3,0,0,0,0,0,0,0,5,14,19
1,31,0,0,3,0,0,0,3,3,0,3,0,3,3,3,0,3,3,0,0,0,0,11,13,24
1,35,0,0,3,0,3,3,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,8,8,16
1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3
1,37,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,7,5,12
1,42,7,0,12,10,0,5,9,10,6,7,17,3,12,3,4,5,5,3,3,0,0,55,66,121
1,43,7,0,15,25,5,9,6,9,11,19,21,19,7,12,6,3,5,0,0,0,0,85,94,179
1,44,3,0,16,6,0,3,0,6,11,8,8,9,7,3,3,0,3,0,0,0,0,44,43,87
1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,54,0,0,3,3,0,0,0,0,0,3,0,0,3,3,3,7,3,3,0,0,0,17,13,30
1,57,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,5
1,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,9,17
1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
1,73,3,0,10,3,3,0,0,5,4,7,8,0,8,4,0,5,3,0,0,0,0,24,40,64
1,74,36,0,54,66,23,25,30,47,55,52,65,49,57,49,39,41,21,5,0,0,3,320,397,717
1,75,12,0,25,17,9,9,6,19,11,22,14,18,17,16,22,19,8,3,0,0,0,119,127,246
1,76,51,0,81,58,31,31,42,48,59,67,79,64,70,34,48,63,36,11,5,0,0,439,439,878
1,77,85,0,118,106,48,55,68,69,90,114,100,87,105,56,43,88,90,14,6,3,0,647,697,1344
