x,y,0_15,0_5,100_,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,m,pop
3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
17,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
18,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
19,55,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3
19,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
20,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3
28,107,0,0,0,0,3,4,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,7,5,12
28,108,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,4
29,107,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,5,8
30,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
33,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
37,110,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,6,6,12
38,110,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3
43,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
43,110,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,4,5,9
44,110,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3
45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
46,110,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
51,107,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,5,3,0,0,0,6,8,14
53,107,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,4,7,11
54,28,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,6
54,107,0,0,0,0,0,0,0,3,0,3,4,0,3,0,0,3,0,0,0,0,0,7,6,13
55,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,107,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
57,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
58,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
59,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,6
59,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
60,104,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,4,8
61,105,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,7
61,106,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
62,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
63,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
63,104,0,0,0,3,0,0,3,3,0,0,0,3,0,3,3,0,0,0,0,0,0,3,9,12
64,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3
64,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
64,104,0,0,0,0,0,0,0,3,0,0,3,0,3,4,3,0,0,0,3,0,0,7,15,22
64,125,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,126,3,3,0,3,0,0,0,3,0,0,3,3,3,0,5,5,3,3,3,0,3,14,23,37
65,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
65,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
65,104,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,3,3,6
66,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3
66,103,0,3,0,3,0,3,3,4,3,3,6,3,0,3,3,0,0,3,0,0,0,12,19,31
67,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6
67,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,6
68,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
69,9,0,3,0,0,3,3,0,0,0,0,6,3,0,4,0,0,0,0,3,0,0,12,15,27
69,10,0,0,0,0,0,4,3,0,3,3,3,3,0,3,3,3,0,0,3,0,0,12,14,26
69,11,3,0,0,0,0,0,0,3,0,3,3,0,0,0,0,4,3,3,0,0,0,9,11,20
69,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,5,12
69,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
69,100,3,0,0,0,3,3,3,3,0,0,3,0,3,0,3,5,0,0,0,0,0,12,13,25
69,101,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
69,102,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,6
70,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
70,10,8,6,0,7,8,10,9,3,9,7,12,11,6,10,10,20,16,0,5,4,0,77,85,162
70,11,7,6,0,5,3,11,8,5,6,8,7,6,4,3,0,8,4,3,0,0,0,51,46,97
70,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,3,3,6
70,13,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,3,0,0,7,7,14
70,14,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,4,3,7
70,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,99,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,3,3,6
70,100,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3
70,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,6
71,12,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3
71,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,3,6
71,98,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,5,8,13
71,99,3,3,0,0,0,3,3,3,4,0,3,4,3,3,3,5,4,3,0,0,0,18,27,45
71,100,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
71,119,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,4,7
72,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,119,0,0,0,0,0,3,3,3,0,0,0,3,0,0,3,3,0,3,0,0,0,10,7,17
72,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,6
74,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
75,101,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,6,9
77,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3
77,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
77,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,102,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3
77,114,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,3,5,8
78,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5
78,72,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
78,97,0,3,0,0,0,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,7,8,15
78,112,18,14,0,17,20,20,20,18,8,16,16,21,15,16,10,16,9,3,6,3,0,130,135,265
78,113,33,29,0,35,25,33,28,34,26,36,46,53,31,49,50,19,19,10,9,6,0,261,310,571
78,114,4,3,0,3,0,0,3,6,0,3,0,4,3,6,0,3,0,0,0,0,0,18,21,39
79,97,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,4,5,9
79,110,0,0,0,0,5,5,3,3,3,0,3,3,0,0,0,0,0,3,0,0,0,6,19,25
79,111,26,39,0,34,81,85,59,45,32,37,45,43,34,46,26,18,20,20,17,9,3,322,397,719
79,112,126,128,0,133,205,237,218,191,129,163,211,241,117,203,157,153,120,114,65,27,3,1456,1484,2940
79,113,44,50,0,46,61,102,91,66,52,51,73,71,36,83,43,43,50,39,15,5,0,487,535,1022
80,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3
80,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
80,110,6,9,0,7,17,25,26,10,14,20,28,32,5,30,30,21,25,10,10,3,0,151,176,327
80,111,83,93,0,98,162,210,169,108,83,159,157,195,74,188,139,173,120,112,74,29,8,1209,1225,2434
80,112,90,66,0,91,114,162,156,122,95,112,147,138,90,119,98,94,66,48,30,5,0,860,984,1844
81,109,69,70,0,72,48,51,74,62,53,71,72,61,77,57,45,53,48,41,20,6,0,513,537,1050
81,110,111,127,0,95,103,126,152,104,110,92,111,96,138,95,84,71,53,44,47,23,3,889,896,1785
81,111,61,53,0,50,47,66,61,67,50,64,57,48,50,52,36,27,16,14,11,9,0,394,445,839
81,112,0,5,0,0,0,4,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,15,10,25
81,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
82,74,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3
82,75,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3
82,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,109,97,83,0,80,40,42,63,68,73,81,82,48,100,42,58,77,61,23,11,0,0,554,575,1129
82,110,105,109,0,114,89,95,106,87,79,105,88,63,116,29,50,89,87,53,13,5,0,739,743,1482
82,111,4,0,0,3,3,0,0,0,3,5,3,6,3,3,0,0,3,3,0,0,0,16,18,34
83,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,111,8,3,0,4,0,3,6,4,5,5,10,7,5,3,5,3,0,0,0,0,0,30,42,72
83,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,121,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3,4,7
83,122,3,3,0,0,0,6,5,5,3,3,0,5,8,4,4,3,3,0,0,0,0,23,35,58
83,123,3,3,0,0,4,3,0,0,3,3,0,0,0,0,5,3,3,0,0,0,0,15,15,30
84,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,75,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,3,6
84,111,69,77,0,68,30,51,76,56,51,51,51,77,83,46,31,23,19,11,8,3,0,435,445,880
84,117,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,5,8
84,120,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3
84,121,7,9,0,6,5,4,5,4,0,5,4,6,6,3,0,3,0,0,0,0,0,26,45,71
84,122,0,4,0,0,3,0,6,0,0,3,8,3,4,6,10,3,3,0,3,0,0,27,30,57
84,123,3,3,0,0,0,3,3,5,3,4,3,3,3,4,10,6,3,4,3,0,0,26,32,58
85,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,111,0,0,0,3,3,0,0,0,0,0,3,9,3,6,3,0,0,0,0,0,0,11,14,25
85,120,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
85,122,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,5,9,14
85,123,0,0,0,0,0,3,3,0,0,3,0,3,0,0,3,0,0,3,0,0,0,8,10,18
86,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
86,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6
86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3
87,45,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,3
87,111,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
87,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,7
87,120,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,6
88,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
88,119,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,5,5,10
89,111,4,3,0,4,3,0,3,3,0,3,0,3,4,0,0,3,3,0,0,0,0,21,13,34
89,117,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
90,111,5,4,0,4,0,0,4,3,5,4,0,6,3,5,0,0,0,0,0,0,0,21,23,44
90,112,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,6
90,113,0,0,0,0,0,3,5,4,0,4,5,3,0,8,3,3,3,0,0,0,0,20,19,39
90,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,112,0,3,0,3,0,0,3,3,0,3,0,4,3,4,0,0,0,0,0,0,0,9,12,21
91,113,5,3,0,4,0,0,6,5,3,4,8,5,3,3,5,5,3,0,0,0,0,29,35,64
91,114,3,4,0,0,0,3,3,4,0,3,3,4,0,0,0,3,0,0,3,0,0,11,19,30
92,112,3,3,0,3,4,7,11,5,3,5,10,5,4,0,4,3,4,3,0,0,0,35,41,76
92,113,3,17,0,4,3,14,9,9,3,8,10,4,18,7,10,4,6,0,0,0,0,65,64,129
93,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,109,3,0,0,3,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,6,6,12
93,112,5,3,0,0,3,3,0,0,0,0,3,6,0,0,3,3,0,0,0,0,0,14,19,33
93,113,3,9,0,3,3,3,6,3,4,6,3,3,3,3,0,3,0,0,0,0,0,24,27,51
93,119,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
94,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
94,108,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
94,111,0,0,0,3,3,3,0,0,3,7,3,3,0,0,0,3,0,0,0,0,0,13,14,27
94,112,0,4,0,3,0,0,0,4,7,3,0,3,3,3,0,3,3,0,0,0,0,20,19,39
94,113,4,5,0,6,3,3,5,9,3,4,5,10,11,8,3,5,0,3,0,0,0,44,45,89
95,37,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,10
95,107,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3
95,108,0,3,0,0,3,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,9,12,21
95,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
95,111,3,0,0,3,0,3,4,4,3,3,4,7,4,3,0,3,0,3,0,0,0,19,27,46
95,112,14,15,0,10,7,14,14,8,9,18,11,15,21,15,7,15,10,9,7,0,0,97,123,220
95,113,40,43,0,6,10,22,21,23,15,15,16,20,28,17,11,10,4,4,3,0,0,145,161,306
96,111,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,9
