x,y,0_15,0_5,100_,15_20,20_25,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,ld25_30,m,pop
10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
11,40,3,0,0,0,3,3,0,0,0,3,4,0,0,3,3,3,0,0,0,0,11,0,9,20
15,35,3,0,0,0,0,0,3,3,4,0,0,3,0,0,0,0,0,0,0,0,6,0,12,18
16,35,0,3,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,6,12
17,34,4,8,0,3,3,12,17,12,12,9,12,8,9,7,7,8,3,0,0,0,68,7,74,142
17,35,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
45,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
46,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
54,19,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,5,8
54,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3
54,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
61,6,3,3,0,0,0,3,0,4,0,0,0,3,0,3,7,6,0,0,0,0,13,0,15,28
61,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,30,0,0,0,0,0,3,3,0,0,0,3,0,3,3,0,0,0,0,0,0,8,0,9,17
62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
62,30,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6
68,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,6
69,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
69,41,3,0,0,4,0,0,4,3,3,0,0,3,0,0,0,0,0,0,0,0,10,0,6,16
102,100,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
107,44,0,0,0,0,0,0,3,0,3,0,0,0,4,3,3,0,0,0,0,0,5,0,10,15
111,93,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3
125,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
